row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
ZMB-infra.cybersec-national-cirt,ZMB,infra.cybersec,Infrastructure,National Computer Incident Response Team,"The full Project Appraisal Document's component text, which would state whether a national response team is funded, hosted or operating; the wiki holds only the datasheet and strategic context paragraphs",,
ZMB-infra.cybersec-central-monitoring-centre,ZMB,infra.cybersec,Infrastructure,Central Monitoring Centre,"The text of the Cyber Security Act No. 3 of 2025 and any commencement or establishment order; the base carries the Centre only as an embassy and civil-society characterisation, with no evidence it has been built, sited, staffed or funded",,
ZMB-infra.cybersec-national-cybersecurity-strategy,ZMB,infra.cybersec,Infrastructure,National cybersecurity policy or strategy,A published national cybersecurity strategy or the critical-information-infrastructure designation list required under the 2025 Act,,
ZMB-infra.store-government-cloud-hosting,ZMB,infra.store,Infrastructure,Government cloud and data-hosting arrangements,The state ICT institute's hosting policy or a government cloud contract stating where ministry data and the portal and service-bus workloads physically reside,,
ZMB-infra.capacity-transit-bandwidth-pricing,ZMB,infra.capacity,Infrastructure,International transit and wholesale bandwidth pricing,"The regulator's annual market performance report for a year after 2022, or an operator's published wholesale tariff; the last market report the wiki holds is for 2022",,
ZMB-infra.energy-telecom-site-power,ZMB,infra.energy,Infrastructure,Power supply and backup at telecommunications sites,"An operator or regulator statement of site electrification, generator and battery coverage, or reported outage hours attributable to grid failure",,
ZMB-infra.energy-data-centre-electricity,ZMB,infra.energy,Infrastructure,Electricity supply to data centres,A utility or facility-operator statement of contracted load and backup arrangements for the national data centre and any commercial facility,,
ZMB-infra.connect-starlink-licence-terms,ZMB,infra.connect,Infrastructure,Satellite operator licence terms in Zambia,The regulator's licence award notice or fee schedule for satellite service providers; the held market report gives a continental fee range but no Zambian figure,,
ZMB-infra.connect-4g-population-coverage,ZMB,infra.connect,Infrastructure,4G and mobile broadband population coverage,A regulator coverage report by technology; the government's 92% and 94% coverage claims state no unit or measurement basis,,
ZMB-infra.connect-broadband-pricing,ZMB,infra.connect,Infrastructure,Fixed and mobile broadband pricing,A price basket after the 2025 appraisal's statement that 5 GB of fixed broadband costs more than 12% of gross national income per head; no post-2025 Zambian tariff figure is held,,
ZMB-dpi.id-mosip-integrator-award,ZMB,dpi.id,Digital public infrastructure,System integrator contract award for the digital ID,"The procurement award notice naming the integrator, contract value and delivery dates; the base holds the March 2026 procurement opening and nothing after it",,
ZMB-dpi.id-enrolment-campaign-outcome,ZMB,dpi.id,Digital public infrastructure,Outcome of the April 2025 mobile campaign for 3.5 million ID documents,"A registration department or home affairs ministry closing report for the three-month campaign, giving registration cards and birth certificates actually issued",,
ZMB-dpi.id-refugee-biometric-issuance,ZMB,dpi.id,Digital public infrastructure,Refugee biometric registration card issuance,"The refugee and host communities project implementation status report, which would show disbursement and whether biometric registration under the identity subcomponent has begun",,
ZMB-dpi.pay-payment-system-statistics,ZMB,dpi.pay,Digital public infrastructure,Central bank national payment system statistics,A national payment systems annual or quarterly report giving mobile money and switch transaction volumes and values; the base carries only inclusion rates quoted second-hand,,
ZMB-digital.localgov-councils-live-on-portal,ZMB,digital.localgov,Digital public infrastructure,Whether the seven pilot councils went live on the national portal by 2026-06-30,A local government ministry statement after 2026-06-30 listing councils live on the portal,,
