row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
SSD-infra.connect-starlink,SSD,infra.connect,Infrastructure,Satellite broadband licensing and market access,"A satellite-broadband licence, authorisation register or NCA decision on market access.",,not probed on this run; probe capped at eight across the three units
SSD-dpi.registry-land-register,SSD,dpi.registry,Digital public infrastructure,Digital land register,"A land-registry digitisation programme document, procurement or ministerial decision.",,not probed on this run; probe capped at eight across the three units
SSD-data.satellite-satellite,SSD,data.satellite,Digital public infrastructure,Earth-observation or geospatial data programme,"A national earth-observation or geospatial-data programme document, or an agency mandate.",,not probed on this run; probe capped at eight across the three units
SSD-digital.localgov-localgov,SSD,digital.localgov,Digital public infrastructure,State or county digital service delivery,"A state or county digital-service platform, mandate or published local e-government plan.",,not probed on this run; probe capped at eight across the three units
SSD-gov.protect-dp-statute,SSD,gov.protect,Governance and regulation,Comprehensive data-protection statute,"The Data Protection Bill as introduced, or an enacted data-protection statute and the instrument constituting its commission.",2026-08-09,probed 2026-08-09: a Data Protection Bill 2025 (Version 1.0) is named in open sources and unheld - acquisition line raised
SSD-data.open-open-data,SSD,data.open,Governance and regulation,Open government data portal or policy,"A national open-data portal, an open-data policy, or a public-sector information reuse instrument.",,not probed on this run; probe capped at eight across the three units
SSD-geopol.eu-eu,SSD,geopol.eu,Governance and regulation,European Union digital cooperation instrument,"An EU-South Sudan digital cooperation agreement, Global Gateway commitment or delegation programme document.",,not probed on this run; probe capped at eight across the three units
SSD-tech.ai-ai,SSD,tech.ai,Artificial intelligence and the technology sector,National artificial-intelligence strategy or programme,"A national AI strategy, policy or programme document, or a ministerial decision establishing one.",,not probed on this run; probe capped at eight across the three units
SSD-geopol.india-india,SSD,geopol.india,Artificial intelligence and the technology sector,Indian digital cooperation with South Sudan,"Any India-South Sudan digital cooperation agreement, line of credit or programme document.",,not probed on this run; probe capped at eight across the three units
SSD-geopol.gulf-gulf,SSD,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state digital investment in South Sudan,"A Gulf-state investment, financing or memorandum covering South Sudanese digital infrastructure.",,not probed on this run; probe capped at eight across the three units
SSD-finance.budget-budget,SSD,finance.budget,Finance,Domestic budget appropriation for digital transformation,"The national budget or its annexes showing appropriation lines for the ICT ministry, the NCA or the Electronic Services Council.",2026-08-09,probed 2026-08-09: the FY 2025/26 Appropriation Bill and draft budget are named in open sources and unheld - acquisition line raised
SSD-capacity.research-research,SSD,capacity.research,Inclusion and capacity,Public research programme in digital or data science,"A public research programme, university research-centre mandate or published research output in digital or data science.",,not probed on this run; probe capped at eight across the three units
