indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,NER-gov.policy-digitalpolicy,,,,,,,2026-08-31,0,PNDN 2026-2035 validated at workshop 2026-03-11; not formally adopted,
gov.policy--ict-strategy,3,NER-gov.policy-pnn2021,,,,,,,2026-08-31,0,PNN 2021-2030 the operative framework; no implementation plan or reporting on record,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,Backbone projects and financing held; no national broadband plan and no cited absence on record,
gov.policy--data-storage-cloud-strategy,2,NER-infra.store-datacentre,,,,,,,2026-08-31,0,national data centre at feasibility and tender stage; no hosting or cloud policy on record,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-08-31,0,only the e-transactions law held; no interoperability framework or cited absence,
gov.policy--ai-strategy,2,NER-gov.policy-aistrategy,,,,,,,2026-08-31,0,AI strategy in preparation; no adopted text on record,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,rows show data protection law and authority only; no localisation rule or cited absence,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,Identification agency and civil-status reforms only; no data governance policy and no cited absence on record,
gov.policy--open-data-policy,2,NER-data.open-pnin,,,,,,,2026-08-31,0,Sectoral nutrition portal publishing with no open data policy behind it,
gov.legislate--data-protection-legislation,3,NER-gov.protect-loi2022,,,,,,,2026-08-31,0,Loi 2022-59 in force; authority abolished June 2026 and no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,NER-gov.legislate-cybercrimelaw,,,,,,,2026-08-31,0,Loi 2019-33 in force and used in prosecutions; no implementing regulations or institution under the law on record,
gov.legislate--legislation-covering-digital-id,3,NER-gov.legislate-etatcivil|NER-dpi.registry-rnn,,,,,,,2026-08-31,0,"Ordonnance and agency decrees adopted; enrolment rights, grievance and oversight applied in practice not on record",
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,only the regional instant-payment platform held; no payment-systems law or e-money regulation cited,
gov.legislate--legislation-enabling-data-interoperability,3,NER-dpi.exchange-registers-interoperability-decree,,,,,,,2026-08-31,0,"Decree provides register interoperability; no sharing obligations, assurance levels, custodian or conformance on record",
gov.legislate--ai-legislation-regulations,3,NER-gov.protect-hapdp,,,,,,,2026-08-31,0,data protection law carries an article 57 AI declaration duty; no enabling AI framework or regulator,
gov.legislate--e-commerce-legislation,3,NER-gov.legislate-transactions,,,,,,,2026-08-31,0,Loi 2019-03 in force; landing page only; no consumer provisions or accreditation acts on record,
gov.legislate--statistics-legislation,3,NER-data.statistics-loi2004,,,,,,,2026-08-31,0,Loi 2004-011 in force; Charter principles not shown in it; reform ordinance at draft stage,
gov.legislate--access-to-information-legislation,3,NER-gov.policy-charteacces,,,,,,,2026-08-31,0,ordonnance 2011-22 in force; implementing decree not made and no requests or decisions on record,
gov.protect--data-protection-authority,2,NER-gov.protect-hapdp,,,,,,,2026-08-31,0,HAPDP abolished; supervision passed to justice and interior ministries; secondary account only,
gov.protect--national-data-protection-readiness,3,NER-gov.protect-loi2022,,,,,,,2026-08-31,0,law in force and Malabo ratified; authority abolished June 2026,
gov.regional--regional-policy-collaboration,3,NER-gov.regional-aes-dpa-roadmap,,,,,,,2026-08-31,0,AES data-protection roadmap signed; no regional guidelines implemented domestically in more than one area,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo ratified but no REC instrument domesticated or referenced on record,
