row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
TCD-infra.connect-national-radio-frequency-plan-and,TCD,infra.connect,Infrastructure,National radio frequency plan and spectrum allocation table,"The regulator's published national frequency allocation table, or the order approving it, which would settle what spectrum is assigned to whom and at what price",,
TCD-infra.connect-5g-spectrum-award-or-licensing,TCD,infra.connect,Infrastructure,5G spectrum award or licensing plan,"A regulator licence award, a tender notice or a ministerial statement of policy; the base holds only a 2024 international statement that no such network exists and a 2024 ministerial request to a supplier for a platform for the state operator",,
TCD-infra.connect-universal-service-fund,TCD,infra.connect,Infrastructure,Universal service fund,"The decree or law creating a universal-service fund and its annual accounts, or a ministerial statement that none exists; the base holds no Chad-specific statement either way",,
TCD-infra.connect-fibre-kilometres-laid-and-masts,TCD,infra.connect,Infrastructure,Fibre kilometres laid and masts erected under the connectivity programme,"A programme progress report or ministry reception minute stating delivery against the 1,200 km and 200-mast targets; the only delivery-side number in the base is the 1,275 km cited in an ultimatum, which no source reconciles with the target",,
TCD-infra.connect-exchange-point-peering-traffic-volume,TCD,infra.connect,Infrastructure,Exchange-point peering traffic volume,The exchange point's own annual report or a digital agency statement of aggregate exchanged traffic; the first-year assembly published none,,
TCD-infra.connect-retail-price-of-internet-access,TCD,infra.connect,Infrastructure,Retail price of internet access,"A regulator tariff observatory or operator price schedule; only the satellite operator's July 2025 grid is held, and no mobile data price for Chad exists at any date",,
TCD-infra.connect-wholesale-international-capacity-price,TCD,infra.connect,Infrastructure,Wholesale international capacity price,"A transit contract with the neighbouring incumbent, or that incumbent's published wholesale price list; a named analyst asserts it is a large share of the retail price without giving a figure",,
TCD-infra.cybersec-national-computer-emergency-response-team,TCD,infra.cybersec,Infrastructure,National computer emergency response team,The establishing instrument or a security-agency statement naming an operational incident-response team; the agency's reform ordinance is described in trade press without one and its text is not held,,
TCD-infra.energy-electricity-access-rate-and-grid,TCD,infra.energy,Infrastructure,Electricity access rate and grid reliability,"A national utility annual report, the results framework of the regional electricity access operation, or published access data; the subject carries one source in the whole base",,
TCD-infra.energy-power-arrangements-for-the-data,TCD,infra.energy,Infrastructure,Power arrangements for the data centre and telecom sites,"A site-power specification for the national data centre, or an operator statement of diesel and solar site counts and autonomy hours; the ministry's own June 2026 exchange shows fuel supply is the operative constraint and no numbers exist",,
TCD-infra.capacity-information-technology-workforce-and-regulator,TCD,infra.capacity,Infrastructure,Information technology workforce and regulator technical staffing,"A digital agency or regulator staffing statement, or the national digital skills plan under the connectivity strategy; the subject carries a single source, a police equipment donation",,
TCD-dpi.id-national-identification-enrolment-total-and,TCD,dpi.id,Digital public infrastructure,National identification enrolment total and coverage rate,"An identity agency annual report or a published enrolment dashboard; the intersection page states plainly that no source in the base reports the register's enrolment total, and the system's 2020 deduplication capacity is a specification rather than a coverage figure",,
TCD-dpi.id-data-protection-authority-overseeing-the,TCD,dpi.id,Digital public infrastructure,Data-protection authority overseeing the biometric register,"The founding decree of a data-protection authority, or the security-agency reform ordinance confirming where supervision now sits; the reform folds data protection into the cyber agency with no standalone authority",,
TCD-data.statistics-national-statistics-institute-data-publication,TCD,data.statistics,Digital public infrastructure,National statistics institute data publication,"Any dated statistical release from the national statistics institute; its site is unreachable from the wiki's network, so no national statistical output can be retrieved",,
TCD-data.statistics-census-results,TCD,data.statistics,Digital public infrastructure,Census results,"The preliminary results release, the published methodology, or a post-enumeration survey plan; the base holds how the count was conducted and nothing about its output",,
TCD-dpi.mis-national-health-management-information-system,TCD,dpi.mis,Digital public infrastructure,National health management information system,A health ministry statement or a national health-information implementation report; the base holds only exploratory talks with foreign suppliers and a private telehealth kiosk operator,,
TCD-dpi.exchange-national-interoperability-and-data-exchange,TCD,dpi.exchange,Digital public infrastructure,National interoperability and data-exchange layer,"The budget-framing text itself, or a digital or security agency technical specification naming the platform through which the mandated ministry interconnection is to run; the base holds the prohibition and no named exchange",,
TCD-dpi.govtech-national-citizen-electronic-services-portal,TCD,dpi.govtech,Digital public infrastructure,National citizen electronic-services portal,"A government portal address with a published service catalogue, or a digital agency statement of how many services are live online; the base records partially digitised procedures and nothing more concrete",,
TCD-dpi.registry-cadastre-state-property-and-land,TCD,dpi.registry,Digital public infrastructure,"Cadastre, state property and land registry platforms","A finance or land-administration ministry statement, or an implementation report from either modernisation programme, saying whether these platforms exist and operate; they are named in the 2027 orientations as things to interconnect",,
TCD-dpi.registry-national-business-register-and-one,TCD,dpi.registry,Digital public infrastructure,National business register and one-stop shop,"The founding text or annual report of Chad's business one-stop shops, or an investment agency statement; a continental bank programme funds their modernisation and interconnection, which implies they exist, but the base holds no dated position",,
TCD-digital.rural-rural-connectivity-programme-for-the,TCD,digital.rural,Digital public infrastructure,Rural connectivity programme for the unserved localities,A regulator or digital agency universal-service report giving the fund's balance and disbursements; the base holds about 500 unserved localities as a stated challenge with no financing instrument attached,,
TCD-digital.localgov-local-government-digital-services-beyond,TCD,digital.localgov,Digital public infrastructure,Local-government digital services beyond the capital,"A territorial administration ministry statement on communal digital services, or an identity agency list of municipalities connected to the biometric system; only the capital's civil-registry interoperability work is on file",,
TCD-gov.legislate-cybercrime-law,TCD,gov.legislate,Governance and regulation,Cybercrime law,"The gazetted text with its number and promulgation date; the media regulator names it as the operative instrument for platform offences, so without it the wiki cannot say what conduct is criminalised or by whom it is enforced",,
TCD-gov.discourse-founding-instrument-and-mandate-of,TCD,gov.discourse,Governance and regulation,Founding instrument and mandate of the media regulator,"The organic law or decree establishing the authority and defining its competences, which would show whether its disclaimer of jurisdiction over digital platforms is a reading of its statute or a policy choice",,
TCD-gov.legislate-founding-instrument-of-the-telecommunications,TCD,gov.legislate,Governance and regulation,Founding instrument of the telecommunications regulator,"The statute or decree creating the regulator, with its independence guarantees, budget basis and sanction powers, plus a register of sanctions actually imposed",,
TCD-data.open-open-government-data-portal-or,TCD,data.open,Governance and regulation,Open government data portal or policy,"Any national open-data policy, decree or portal address; the base holds no Chadian source on this subject, so the absence is currently inferred from silence rather than established",,
TCD-data.open-access-to-information-statute,TCD,data.open,Governance and regulation,Access-to-information statute,"The text of any Chadian access-to-information statute, or an authoritative statement that none exists",,
TCD-gov.policy-budget-framing-instrument-for-2027,TCD,gov.policy,Governance and regulation,Budget-framing instrument for 2027,"The ministry's own circular, which would date the orientations and allow provisions to be quoted at article level; the ministry site returned a server error at the last attempt",,
TCD-geopol.eu-european-digital-governance-or-regulatory,TCD,geopol.eu,Governance and regulation,European digital-governance or regulatory-alignment instrument,"Any partnership, cooperation or programme document touching data governance or digital regulation; the four sources the base holds on this subject are training, data-centre financing and refugee identity projects, none carrying a governance instrument",,
TCD-tech.ai-national-artificial-intelligence-strategy-or,TCD,tech.ai,Artificial intelligence and the technology sector,National artificial-intelligence strategy or policy,"A published national strategy or a Council of Ministers communique adopting one; nothing in the base suggests drafting has begun, so the finding may be that none exists",,
TCD-tech.ai-deployed-or-piloted-artificial-intelligence,TCD,tech.ai,Artificial intelligence and the technology sector,Deployed or piloted artificial-intelligence system,"A digital agency or ministry procurement notice, or a security-agency register of systems under its new classification of entities of vital digital importance; no Chad-placed source describes a deployment",,
TCD-geopol.india-the-national-higher-school-of,TCD,geopol.india,Artificial intelligence and the technology sector,The national higher school of information and communication technologies,"The school's own institutional statement, enrolment figures or the ministry decree establishing it; it appears in the base only as a body India was asked to support",,
TCD-geopol.gulf-gulf-state-digital-cooperation,TCD,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state digital cooperation,"A signed memorandum, a joint communique, or any single dated Chad-Gulf digital event; the base has only mentions inside two lists of partners and no source at all on this subject",,
TCD-tech.innovate-start-up-statute-innovation-fund,TCD,tech.innovate,Artificial intelligence and the technology sector,"Start-up statute, innovation fund or state innovation instrument","A Chadian start-up law, a national innovation fund decree, or an employment or digital agency programme document that is not donor-financed; every innovation item in the base is donor-scaffolded",,
TCD-tech.industry-per-operator-mobile-market-shares,TCD,tech.industry,Artificial intelligence and the technology sector,Per-operator mobile market shares and subscriber bases,"A regulator annual market observatory, or operator segment disclosure for Chad; the base carries only a ministerial aggregate of beyond 13 million subscribers and no split",,
TCD-tech.industry-official-sector-statistics,TCD,tech.industry,Artificial intelligence and the technology sector,Official sector statistics,"A regulator annual report or national accounts series giving the sector's contribution to gross domestic product, against which the assertion of 1.9 per cent could be checked; every sector figure in the base is trade press or ministerial statement",,
TCD-finance.new-the-2019-framework-agreement-and,TCD,finance.new,Finance,The 2019 framework agreement and the concessional loan agreement,"The gazetted ratification instrument of August 2019 and the loan contract; without them the EUR 175.1m, US$180m and FCFA 111.4bn figures cannot be reconciled to a document",,
TCD-finance.budget-domestic-appropriation-for-digital-technology,TCD,finance.budget,Finance,Domestic appropriation for digital technology,"The finance law and the 2027 framing circular, or any ministry budget annex showing a digital line; the base carries no Chadian budget figure for digital at all and the compiled budget outputs hold no Chad file",,
TCD-include.access-universal-service-fund,TCD,include.access,Inclusion and capacity,Universal service fund,"The decree or article establishing a universal-service fund, or a regulator annual report confirming its absence, plus any levy rate and disbursement record",,
TCD-capacity.literacy-national-digital-literacy-programme,TCD,capacity.literacy,Inclusion and capacity,National digital literacy programme,"The component document or results framework of the transformation project naming the financial and digital literacy programmes it promises, with target numbers and a start date",,
TCD-include.divides-rural-and-urban-split-of,TCD,include.divides,Inclusion and capacity,Rural and urban split of internet access,"A regulator market observatory, the census household module on information technology ownership, or an international country profile with disaggregated access; the census now in the field is the obvious candidate",,
TCD-include.access-cost-of-connectivity,TCD,include.access,Inclusion and capacity,Cost of connectivity,A regulator tariff observatory or an affordability basket for Chad; the base holds only the satellite operator's own price card,,
