title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
État civil au Congo-Brazzaville : fini le temps des actes « bricolés » !,Les Echos du Congo-Brazzaville,,2026-09-06,day,COG,dpi.id; gov.legislate,administration-du-territoire-congo,2026-09-07,https://lesechos-congobrazza.com/societe/12368-etat-civil-au-congo-brazzaville-fini-le-temps-des-actes-bricoles,
Data Center National,"Ministère des Postes, des Télécommunications et de l'Économie numérique (MPTEN) — République du Congo",,2026-09-02,day,COG,infra.store,ministere-postes-telecommunications-economie-numerique-congo,2026-09-03,https://numerique.gouv.cg/actualites/data-center-national,
Architecture et Digital Public Infrastructure (DPI),"Ministère des Postes, des Télécommunications et de l'Économie numérique (MPTEN), République du Congo",,2026-09-02,day,COG,gov.policy; dpi.id; dpi.exchange; dpi.pay,ministere-postes-telecommunications-economie-numerique-congo; mosip; x-road; mojaloop; aden-congo,2026-09-03,https://numerique.gouv.cg/actualites/architecture-et-digital-public-infrastructure-dpi,
KO FUNDA — Signaler une irrégularité,"Ministère du Contrôle d'État, de la Qualité du Service public et de la Lutte contre les Antivaleurs — République du Congo",,2026-09-02,day,COG,dpi.govtech,ministere-controle-etat-congo,2026-09-03,https://www.controle-etat.gouv.cg/signaler,
52011 - HeliosTowers Bond 2026,International Finance Corporation (IFC),,2026-09-01,day,COD; GHA; MDG; MWI; COG; SEN; ZAF; TZA,finance.new; infra.connect,ifc; helios-towers,2026-09-04,https://disclosures.ifc.org/project-detail/SII/52011/heliostowers-bond-2026,
Internet par satellite : Starlink cible 16 nouveaux marchés africains d'ici fin 2026,Agence Ecofin,,2026-08-31,day,MRT; MLI; GMB; GIN; BFA; TGO; TUN; UGA; TZA; COM; NAM; AGO; COG; GAB; CMR; MUS,infra.connect; geopol.usa,starlink; spacex,2026-08-31,https://www.agenceecofin.com/actualites-numerique/3108-141168-internet-par-satellite-starlink-cible-16-nouveaux-marches-africains-d-ici-fin-2026,
ASSOCIATION AVENIR NEPAD CONGO : Un rapport appelle à renforcer la transparence du processus électoral,La Semaine Africaine,,2026-08-31,day,COG,gov.discourse; include.access,avenir-nepad-congo,2026-09-04,https://lasemaineafricaine.info/association-avenir-nepad-congo-un-rapport-appelle-a-renforcer-la-transparence-du-processus-electoral/,
MEDIAS SOCIAUX : Appel à la vigilance face à la multiplication des contenus trompeurs,La Semaine Africaine,,2026-08-31,day,COG,gov.discourse; tech.ai,avenir-nepad-congo; universite-marien-ngouabi-congo,2026-09-04,https://lasemaineafricaine.info/medias-sociaux-appel-a-la-vigilance-face-a-la-multiplication-des-contenus-trompeurs-2/,
ARPCE Dismantles Sixth SIM Box Fraud Network in Brazzaville,TechAfrica News,,2026-08-28,day,COG,infra.cybersec; gov.legislate,arpce-congo,2026-08-28,https://techafricanews.com/2026/08/28/arpce-dismantles-sixth-sim-box-fraud-network-in-brazzaville/,
Congo : poursuite du harcèlement judiciaire et ouverture du procès de M. Ghislain Ondele Kanga,FIDH-OMCT (Observatoire pour la protection des défenseurs des droits de l'homme),,2026-08-27,day,COG,gov.discourse; dpi.id; include.access,fidh; omct; congo-droit-et-justice-pour-tous; ghislain-ondele-kanga; government-of-congo,2026-09-01,https://www.fidh.org/fr/themes/defenseurs-des-droits-humains/congo-poursuite-du-harcelement-judiciaire-et-ouverture-du-proces-de-m-33088,
