recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
COG,2025,,Al Mada Ventures,Digital Payments and Fintech,Series B (equity and debt),30,commitment,reported,,"Al Mada Ventures / MSC — Gozem Series B, 2025","""Gozem is well-resourced to fund its growth, strengthen its vehicle fleet, and activate new financial and logistics services, thanks to a $30 million Series B funding round, combining equity and debt, orchestrated by investors including SAS Shipping Agencies Services Sàrl (a subsidiary of the MSC Group) and Al Mada Ventures."" The round funds a super-app model spanning mobility, delivery, mobile payment and fintech services.",Private sector,Gozem,,,,https://www.wearetech.africa/en/fils-uk/news/tech/gozem-launches-in-congo-brazzaville-after-30-million-fundraise,al-mada-ventures,2025-01-01-al-mada-ventures-gozem-2025-gozem-series-b-bw06
COG,2023,,European Union,Other GovTech and e-Gov,Grant (grant convention FI 96262),16,commitment,reported,,"European Union — Republic of Congo, PATN European-phase grant, 2023","""The European component of the project brings in 27 billion CFA francs—10 billion in EU grants and 17 billion as a loan from the EIB—while the World Bank contributes an additional 61.4 billion CFA francs.""

Per EU Ambassador Anne Marchal, ""This project is part of the Global Gateway initiative, which aims to promote quality infrastructures for human and economic development."" The European phase focuses on administrative modernisation, economic development, youth skills, data governance and cybersecurity/data protection.

""The project is underpinned by a series of binding agreements, including grant convention FI 96262 (signed December 30, 2023).""",Government,The Republic of Congo,"XAF 10,000,000,000",FI 96262 (grant convention),,https://techafricanews.com/2025/06/23/congo-unveils-european-backed-plan-to-accelerate-digital-transformation/,european-union,2023-01-01-european-union-cog-2023-eu-grant-congo-patn-european-phase-bw04
COG,2022,2027,World Bank,Connectivity,"IBRD loan — not concessional *(corrected from the source's ""Concessional loan""; World Bank portal records the commitment as IBRD)*",100,commitment,exact,Active,Congo Digital Acceleration Project,"Accelerates the Congo Republic's digital economy through improved broadband infrastructure, digital financial services, and digital skills development.",Government,The Republic of Congo,,P175592,44000-P175592,https://projects.worldbank.org/en/projects-operations/project-detail/P175592,world-bank,2022-06-02-wb-cog-001-congo-digital-acceleration-project
COG,2022,2028,European Union,Other GovTech and e-Gov,Grant,5,commitment,rounded,Active,Convention de contribution BEI-UE pour l'action Congo Digital - Projet de blending pour la transformation num\u00e9rique,"L'objectif principal du projet est d'accélérer la transformation numérique de la République du Congo, notamment en soutenant la modernisation des systèmes d'information de l'administration, et le développement de l'économie numérique dans le pays.",Government,,"EUR 4,499,959",,XI-IATI-EC_INTPA-2022-PC-23588,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2022-PC-23588,european-union,2022-01-01-ec-cog-002-convention-de-contribution-bei-ue-pour-laction
COG,2022,2028,European Investment Bank (EIB),Other GovTech and e-Gov,Commercial loan,38,commitment,exact,Active,CONGO DIGITAL TRANSFORMATION,Implementation of digital transformation programme of the public administration in Congo. Includes: creation of Personal Data Protection Commission; national cybersecurity strategy; CERT establishment; IT interoperability framework and data exchange platform; digital systems for tertiary education and health; digital skills capacity building; IT certification framework. Aligned with Congo Digital 2025 strategy. Total EIB loan EUR 36.3M (split across two tranches).,Government,Republic of Congo,"EUR 36,300,000",20200039,XM-DAC-918-3-20200039-91986,https://www.eib.org/en/projects/all/20200039,eib,2022-01-01-eib-cog-001-congo-digital-transformation
COG,2022,,European Investment Bank (EIB),Other GovTech and e-Gov,Loan (EIB financial contract FI 91989),27,commitment,reported,,"EIB — Republic of Congo, PATN European-phase loan, 2022","""The European component of the project brings in 27 billion CFA francs—10 billion in EU grants and 17 billion as a loan from the EIB—while the World Bank contributes an additional 61.4 billion CFA francs.""

""The Republic of Congo has officially launched the European Investment Bank (EIB) and European Union-backed phase of its flagship Project for Accelerating Digital Transformation (PATN)... The European-funded phase, which began operational deployment in November 2024, focuses on... Administrative Modernisation... Data Governance... Cybersecurity & Data Protection... Institutional Interconnectivity.""

""The project is underpinned by a series of binding agreements, including... financial contract FI 91989 (December 30, 2022).""",Government,The Republic of Congo,"XAF 17,000,000,000",FI 91989 (EIB financial contract),,https://techafricanews.com/2025/06/23/congo-unveils-european-backed-plan-to-accelerate-digital-transformation/,eib,2022-01-01-eib-cog-2022-eib-loan-congo-patn-european-phase-bw04
COG,2021,2026,MIGA,Digital Payments and Fintech,Guarantee,6,commitment,exact,Closed,Airtel Mobile Money Republic of Congo \u2013 Digital Financial Services Guarantee,"MIGA political risk guarantee covering The Rise Fund II Aurora S.à r.l. (TPG private equity) equity investment in Airtel Mobile Commerce B.V.'s subsidiary providing Airtel Money digital financial services in Republic of Congo. Services include mobile wallet (cash-in/cash-out), airtime recharging, bill payments, merchant payments; with international transfers, savings and microloans in some markets. Risks: war and civil disturbance, expropriation, transfer restriction and inconvertibility for up to 5 years.",Private sector,Airtel Mobile Commerce,,MIGA-14892,,https://www.miga.org/project/airtel-mobile-commerce,miga,2022-01-01-miga-cog-airtel-mobile-money-2022-airtel-mobile-money-republic-of-congo
COG,2021,2031,European Union,Connectivity,Grant,4,commitment,rounded,Active,Congo Digital - Projet de blending pour la transformation num\u00e9rique,"La présente action vise à appuyer la transformation numérique en République du Congo, dont l'économie reste fortement dominée par la production et l'exportation de pétrole.L'action vise à réaliser quatre objectifs spécifiques: (i) infrastructures numériques: contribuer à renforcer le réseau de transmission national et international ainsi que la capacité nationale de traitement et de stockage des d",Government,,"EUR 3,750,000",2021000251,XI-IATI-EC_INTPA-2021-ACT-61133,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2021-ACT-61133,european-union,2021-01-01-ec-cog-001-congo-digital---projet-de-blending
COG,2017,,Export-Import Bank of China (China Eximbank),Connectivity,,185,commitment,,,"China Eximbank provides $160.8 million preferential buyer\u2019s credit for Phase 3 of National Telecommunication Coverage Project (Linked to Project ID#57477, #30497, #57529, and #68940)","On May 20, 2017, China Eximbank and the Government of the Republic of Congo signed a preferential buyer’s credit (PBC) agreement [China Eximbank PBC No. (2017) 20 Total No. (446)] worth $160,875,460.47 for Phase 3 of the National Telecommunication Coverage Project. The PBC carried the following terms: a maturity of 20 years, a grace period of 5 years, an interest rate of 2%, a default (penalty) interest rate of 0%, a management fee of 0.50%, and commitment fee of 0.50%. The borrower agreed to deposit project-related revenues in an escrow account to facilitate repayment.   In 2017, China Eximbank and the Government of the Republic of Congo also signed an RMB 460 million government concessional loan (GCL) agreement for the same project. The GCL carries a maturity of 16 years. However, its interest rate and grace period are unknown. The proceeds of the PBC and the GCL were to be used by the borrower to finance a commercial contract (number 2015-031/PR/AS/DGGT) between the Government of the Republic of Congo and Huawei Technologies Co., Limited, which was signed on July 13, 2015.  The purpose of Phase 3 is to extend the coverage of a fiber optic cable network to the entire country and strengthen the capacities of Congo-Telecom (the incumbent state-owned telecoms operator). More specifically, it involves the laying of fiber optic cable between Ouesso and Impfondo; connecting the administrative centers of the country’s districts; and ‘last kilometer’ fiber optic work to institutions, businesses and households.  In April 2018, the Chinese Ambassador to the Republic of Congo, and the Congolese Minister of Planning, Equipment of the Territory met to discuss implementation. This project faced significant implementation delays due to a fall in oil prices, which in turn made it far more difficult for the Congolese authorities to meet their outstanding debt obligations to China Eximbank. However, after China Eximbank and the Congolese authorities signed a debt restructuring agre",,Government of Republic of Congo,,,,https://www.dropbox.com/s/6jkb87m19ly8d6s/D%20n%C2%AF2015-178%20du%2021%20janvier%202015.pdf?dl=0,china-eximbank,2017-05-20-eximbank-cn-cog-001-record
COG,2017,,Export-Import Bank of China (China Eximbank),Connectivity,,78,commitment,,,"China Eximbank provides RMB 460 million government concessional loan for Phase 3 of National Telecommunication Coverage Project (Linked to Project ID#57477, #30497, #57529, and #57531)","On May 20, 2017, China Eximbank and the Government of the Republic of Congo signed a preferential buyer’s credit (PBC) agreement [China Eximbank PBC No.(2017) 20 Total No. (446)] worth $160,875,460.47 for Phase 3 of the National Telecommunication Coverage Project. The PBC carried the following terms: a maturity of 20 years, a grace period of 5 years, an interest rate of 2%, a management fee of 0.50%, and commitment fee of 0.50%.   In 2017, China Eximbank and the Government of the Republic of Congo also signed an RMB 460 million government concessional loan (GCL) agreement for the same project. The GCL carries a maturity of 16 years. However, its interest rate and grace period are unknown. The proceeds of the PBC and the GCL were to be used by the borrower to finance a commercial contract (number 2015-031/PR/AS/DGGT) between the Government of the Republic of Congo and Huawei Technologies Co., Limited, which was signed on July 13, 2015.   The purpose of Phase 3 is to extend the coverage of a fiber optic cable network to the entire country and strengthen the capacities of Congo-Telecom (the incumbent state-owned telecoms operator). More specifically, it involves the laying of fiber optic cable between Ouesso and Impfondo; connecting the administrative centers of the country’s districts; and ‘last kilometer’ fiber optic work to institutions, businesses and households.   In April 2018, the Chinese Ambassador to the Republic of Congo and the Congolese Minister of Planning, Equipment of the Territory met to discuss implementation. This project faced significant implementation delays due to a fall in oil prices, which in turn made it far more difficult for the Congolese authorities to meet their outstanding debt obligations to China Eximbank. However, after China Eximbank and the Congolese authorities signed a debt restructuring agreement in 2019, this project restarted. As of April 2022, the project is still under implementation. The PBC is captured in Project ID#57531. Th",,Government of Republic of Congo,,,,https://www.dropbox.com/s/wavikqyk5dpytcn/rapport-dette-v2.pdf?dl=0,china-eximbank,2017-05-20-eximbank-cn-cog-003-record
