indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,CMR-gov.policy-digital-strategy-successor,,,,,,,2026-07-31,0,"2016 plan expired; successor in preparation, no document or adoption instrument published",
gov.policy--ict-strategy,2,CMR-gov.policy-plan-cameroun-numerique-2020|CMR-gov.policy-digital-strategy-successor,,,,,,,2026-07-31,0,"sector plan expired 2020; successor in preparation, not adopted",
gov.policy--broadband-strategy,2,CMR-gov.policy-plan-cameroun-numerique-2020,,,,,,,2026-07-31,0,expired plan with no successor adopted; rural broadband only at tender,
gov.policy--data-storage-cloud-strategy,2,CMR-infra.store-data-centre-consolidation-policy,,,,,,,2026-07-31,0,consolidation policy stated by the minister; no instrument adopted,
gov.policy--ai-strategy,2,CMR-tech.ai-ai-strategy,,,,,,,2026-07-31,0,still in drafting at cabinet 30 July 2026; no adoption instrument,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,only a domain-hosting share held; no localisation rule or cited absence on record,
gov.policy--open-data-policy,2,CMR-data.open-open-data-policy,,,,,,,2026-07-31,0,provided for in the AI roadmap only; nothing published,
gov.legislate--data-protection-legislation,3,CMR-gov.protect-loi-n-2024-017,,,,,,,2026-07-31,0,"law in force; supervisory authority not constituted, no enforcement act",
gov.legislate--cybersecurity-legislation,3,CMR-gov.legislate-loi-n-2010-012,,,,,,,2026-07-31,0,"2010 law in force; no regulations, agency act or prosecutions on record in the rows",
gov.legislate--legislation-covering-digital-id,3,CMR-dpi.registry-law-2024-016-civil|CMR-dpi.id-d-cret-n-2025,,,,,,,2026-07-31,0,civil registration law provides a unique identification number; identity titles by decree; text not held,
gov.legislate--legislation-enabling-data-interoperability,2,CMR-gov.legislate-e-government-and-access-to-information-bill,,,,,,,2026-07-31,0,"e-government bill technically validated, not enacted",
gov.legislate--e-commerce-legislation,3,CMR-gov.legislate-loi-2010-021-commerce-electronique,,,,,,,2026-07-31,0,law and certification authority decree in force; no accreditation or enforcement acts on record,
gov.legislate--statistics-legislation,3,CMR-data.statistics-loi-2020-010,,,,,,,2026-07-31,0,act and decree in force; Charter principles in its text not shown,
gov.legislate--access-to-information-legislation,2,CMR-gov.legislate-e-government-and-access-to-information-bill,,,,,,,2026-07-31,0,bill validated November 2025; no adoption or parliamentary date,
