deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
mdg-2026-60-662-078,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,60,"60 - Ministère du Développement Numérique, des Postes et des Télécommunications",60,"Ministère du Développement Numérique, des Postes et des Télécommunications",662,Transformation Numérique,078,Administration et Coordination,,printed,printed,programme,Transformation Numérique - Administration et Coordination,Runs and coordinates the ministry's digital transformation programme.,dpi.govtech,partial,"The objective sits inside programme 662 Transformation Numérique, whose stated purpose is digital, and is the whole of that programme apart from its separately printed postal objective. It is scored partial because the objective's own purpose is administration and coordination rather than a delivery activity, and two thirds of it is the payroll of a ministry that also runs posts and telecommunications, which the document does not split.",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,7555595000,10989127000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, PDF p. 73, *Prévision Dépenses*, ministère 60, programme 662 Transformation Numérique, objectif 078 Administration et Coordination",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-20,,"Thousands as printed: LFI 2026 7,555,595 and LFR 2026 10,989,127. Cross-foots twice - the revised figure is soldes 7,266,625 plus hors-soldes 2,722,502 plus investissement 1,000,000, and objectif 078 plus the postal objectif 214 (62,000) is programme 662's printed 11,051,127. Financement Intérieur / 10 RPI on every line, so the origin gate passes it whole."
mdg-2026-60-672-225,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,60,"60 - Ministère du Développement Numérique, des Postes et des Télécommunications",60,"Ministère du Développement Numérique, des Postes et des Télécommunications",672,Services Publics et Vulgarisation des TIC,225,Appui et orientation stratégique – Capital humain,,printed,printed,programme,"Services Publics et Vulgarisation des TIC - Appui et orientation stratégique, Capital humain",Strategic support and staffing for the ministry's ICT public-services programme.,capacity.training,whole,"Programme 672's entire stated purpose is public services and the popularisation of ICT, and both its objectives are digital; this is the one of the two the state pays for itself.",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,430500000,425500000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, PDF p. 73, *Prévision Dépenses*, ministère 60, programme 672 Services Publics et Vulgarisation des TIC, objectif 225 Appui et orientation stratégique – Capital humain",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-20,,"Thousands as printed: LFI 2026 430,500 and LFR 2026 425,500, Financement Intérieur / 10 RPI, Biens et Services. The programme's other objective, 226 Transformation numérique des services publics, is 24,080,118 thousand and is 100% Financement Extérieur / 70 EE, so the origin gate sends it to the non-state side and it is not here. 425,500 plus 24,080,118 is the programme's printed 24,505,618."
mdg-2026-01-010-001-00-01-0-260,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,01,01 - PRESIDENCE DE LA REFONDATION DE LA REPUBLIQUE,00-01-0-260-00000,DIRECTION DES SYSTÈMES D'INFORMATION,001,Administration Et Coordination,,,,printed,printed,programme,DIRECTION DES SYSTÈMES D'INFORMATION,The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,0,50000000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 134, ministère 01, programme 001, 00 Budget Général, service 00-01-0-260-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 0 and LFR 2026 50,000. The zero is printed, not missing: the revision creates or recodes this service. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-04-040-102-00-04-0-130,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,04,04 - HAUTE COUR CONSTITUTIONNELLE,00-04-0-130-00000,DIRECTION DU SYSTÈME D'INFORMATION,102,Gouvernance responsable,,,,printed,printed,programme,DIRECTION DU SYSTÈME D'INFORMATION,The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,460171000,460171000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 138, ministère 04, programme 102, 00 Budget Général, service 00-04-0-130-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 460,171 and LFR 2026 460,171. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-05-050-005-00-05-0-160,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,05,05 - PRIMATURE,00-05-0-160-00000,DIRECTION DES SYSTEMES D'INFORMATION,005,Administration et Coordination,,,,printed,printed,programme,DIRECTION DES SYSTEMES D'INFORMATION,The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,138503000,120580000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 139, ministère 05, programme 005, 00 Budget Général, service 00-05-0-160-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 138,503 and LFR 2026 120,580. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-07-070-060-00-07-0-1a0,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,07,07 - COMMISSION ELECTORALE NATIONALE INDEPENDANTE,00-07-0-1A0-00000,DIRECTION DU SYSTÈME INFORMATIQUE ET DES NOUVELLES TECHNOLOGIES (DSINT),060,Administration et Coordination,,,,printed,printed,programme,DIRECTION DU SYSTÈME INFORMATIQUE ET DES NOUVELLES TECHNOLOGIES (DSINT),The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,171178000,171178000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 141, ministère 07, programme 060, 00 Budget Général, service 00-07-0-1A0-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 171,178 and LFR 2026 171,178. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-10-101-079-00-10-0-b50,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,10,10 - MINISTERE CHARGE DE LA REFONDATION,00-10-0-B50-00000,DIRECTION DES SYSTEMES D'INFORMATION,079,Administration et Coordination,,,,printed,printed,programme,DIRECTION DES SYSTEMES D'INFORMATION,The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,0,145100000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 144, ministère 10, programme 079, 00 Budget Général, service 00-10-0-B50-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 0 and LFR 2026 145,100. The zero is printed, not missing: the revision creates or recodes this service. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-11-110-006-00-11-0-1e0,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,11,11 - MINISTÈRE DES AFFAIRES ETRANGÈRES,00-11-0-1E0-00000,DIRECTION DES SYSTEMES D'INFORMATION (DSI),006,Administration et Coordination,,,,printed,printed,programme,DIRECTION DES SYSTEMES D'INFORMATION (DSI),The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,20800000,20800000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 145, ministère 11, programme 006, 00 Budget Général, service 00-11-0-1E0-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 20,800 and LFR 2026 20,800. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-12-122-103-00-12-0-b50,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,12,12 - MINISTÈRE DES FORCES ARMEES,00-12-0-B50-00000,DIRECTION DU SYSTEME D'INFORMATION,103,Pilotage de la politique de défense,,,,printed,printed,programme,DIRECTION DU SYSTEME D'INFORMATION,The ministry's own IT unit: runs its information systems and networks and supports its staff's computing.,dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25).",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,108200000,122200000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 148, ministère 12, programme 103, 00 Budget Général, service 00-12-0-B50-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 108,200 and LFR 2026 122,200. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-12-123-008-00-12-0-h30,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,12,12 - MINISTÈRE DES FORCES ARMEES,00-12-0-H30-00000,BUREAU TÉLÉCOMMUNICATION ET SYSTÈME INFORMATIQUE DES ARMÉES (BTSIA),008,Administration et Coordination,,,,printed,printed,programme,BUREAU TÉLÉCOMMUNICATION ET SYSTÈME INFORMATIQUE DES ARMÉES (BTSIA),"The ministry's own IT unit: runs its information systems and networks and supports its staff's computing, combined with communication, telecommunications.",dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25). Its name also covers communication, telecommunications, which the line does not separate either.",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,21000000,21000000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 148, ministère 12, programme 008, 00 Budget Général, service 00-12-0-H30-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 21,000 and LFR 2026 21,000. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
mdg-2026-13-130-009-00-13-0-170,MDG,national,,2026,2026-01-01,2026-12-31,gregorian,revised,restated-total,13,13 - MINISTÈRE DELEGUÉ EN CHARGE DE LA GENDARMERIE NATIONALE,00-13-0-170-00000,DIRECTION DU SYSTÈME D'INFORMATION ET DES TELECOMMUNICATIONS ( DSIT ),009,Administration et Coordination,,,,printed,printed,programme,DIRECTION DU SYSTÈME D'INFORMATION ET DES TELECOMMUNICATIONS ( DSIT ),"The ministry's own IT unit: runs its information systems and networks and supports its staff's computing, combined with communication, telecommunications.",dpi.mis,partial,"A ministry's own IT unit printed as a service line of its own in Annexe 6. It runs systems, which are in scope, alongside desktop support and equipment, which are not, and the annex prints no split by nature, so it is held partial under the in-house IT rule (2026-09-25). Its name also covers communication, telecommunications, which the line does not separate either.",domestic-state,domestic-revenue,false,,MGA,thousands of ariary as printed - every table is headed *En Milliers d'Ariary* - stored here normalised to units,,105500000,136800000,,,,appropriated,revised,,,budget-document,budget-estimates,"LFR 2026 (Loi n° 2026-004), Tome 2 Livre 1 *Document budgétaire*, Annexe 6 *Prévision Dépenses par service*, columns LFI 2026 and LFR 2026, PDF p. 152, ministère 13, programme 009, 00 Budget Général, service 00-13-0-170-00000",2026-07-16-mdg-lfr-2026-tome-2-livre-1-companion,2026-09-25,,"Thousands as printed: LFI 2026 105,500 and LFR 2026 136,800. Cross-foot: every Annexe 6 service sums to its budget, programme and ministry totals, and the ministries to the Annexe 4 grand total, in each column used (geometry parse, zero differences). Origin: Annexe 6 prints no financing split, but in this programme Annexe 4's external financing equals exactly the sum of its G-coded project services, so this operating service is domestically financed. Added 2026-09-25 under the in-house IT rule; the first sitting held Annexe 6's IT services out as overhead. Document md5 5adf3e86ac21577c166271b6e923cc18 matches lookups/artefact-md5-index.csv."
