indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,COD-gov.policy-digital-plan-2026-2030|COD-gov.policy-sectoral-digital-economy-policy,,,,,,,2026-08-31,0,sectoral policy validated 2026-08-04 and referred for adoption; not adopted or published,
gov.policy--ict-strategy,2,COD-gov.policy-plan-national-numerique-2025|COD-gov.policy-digital-plan-2026-2030,,,,,,,2026-08-31,0,2025 plan expired; successor validated but not adopted or published,
gov.policy--broadband-strategy,2,COD-gov.policy-national-coverage-strategy,,,,,,,2026-08-31,0,connectivity strategy 2026-2035 unveiled by the universal service fund; text not held and no adoption instrument on record,
gov.policy--data-storage-cloud-strategy,2,COD-infra.store-sovereign-government-cloud,,,,,,,2026-08-31,0,Sovereign cloud named as a ministry project; no hosting policy instrument on record,
gov.policy--data-interoperability-framework-roadmap,2,COD-dpi.govtech-e-government-strategy-2025,,,,,,,2026-08-31,0,Interoperability framework named as a consultant deliverable; nothing drafted or adopted,
gov.policy--ai-strategy,2,COD-tech.ai-artificial-intelligence-strategy|COD-tech.ai-snia,,,,,,,2026-08-31,0,strategy validated 2026-08-04 and referred to Council of Ministers; not adopted or published,
gov.policy--data-localisation-policies,2,COD-gov.policy-state-data-hosting-rule,,,,,,,2026-08-31,0,Blanket duty to host administration data in the state data centre on government's account; no classification instrument held,
gov.policy--data-governance-policy,2,COD-gov.policy-data-governance-strategy,,,,,,,2026-08-31,0,Strategy validated and handed over November 2025; no adopting decree,
gov.policy--open-data-policy,2,COD-data.open-open-data-policy-or,,,,,,,2026-08-31,0,portals publishing with no open-data policy or licence behind them,
gov.legislate--data-protection-legislation,3,COD-gov.legislate-code-du-num-rique,,,,,,,2026-08-31,0,Digital Code in force; no data-protection authority operating and no regulatory enforcement act,
gov.legislate--cybersecurity-legislation,3,COD-gov.legislate-code-du-num-rique|COD-infra.cybersec-functioning-incident-response-capability,,,,,,,2026-08-31,0,prosecutors instructed to open cases but no prosecution or CERT incident response on record,
gov.legislate--legislation-covering-digital-id,2,COD-gov.legislate-bill-identification-natural-persons|COD-gov.legislate-cin-decree-2022,,,,,,,2026-08-31,0,ID card under decree and order only; identification bill tabled June 2026,
gov.legislate--digital-payments-legislation,3,COD-gov.legislate-loi-18-019-systemes-paiement,,,,,,,2026-08-31,0,Payment-systems law covers e-money; licensing regime and interoperability rules not on record,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,rows show no instrument permitting public-body data sharing; exchange platform and framework are consultant deliverables,
gov.legislate--ai-legislation-regulations,2,COD-tech.ai-common-ai-governance-steering|COD-tech.ai-artificial-intelligence-strategy,,,,,,,2026-08-31,0,AI addressed in a validated strategy only; no rule with legal effect on record,
gov.legislate--e-commerce-legislation,3,COD-gov.legislate-code-du-num-rique|COD-dpi.exchange-electronic-certification-authority,,,,,,,2026-08-31,0,Digital Code in force; certification authority named but not established,
gov.legislate--statistics-legislation,3,COD-gov.legislate-statistics-ordinances,,,,,,,2026-08-31,0,ordonnance-loi signed naming the statistics institute with confidentiality; independence and funding basis not on record,
gov.legislate--access-to-information-legislation,2,COD-data.open-bill-access-information-transparency,,,,,,,2026-08-31,0,Bill admissible and in commission since March 2026; no report or adoption,
gov.protect--data-protection-authority,2,COD-gov.protect-data-protection-authority,,,,,,,2026-08-31,0,Provided for in the Digital Code; not created; a DPO network is not a supervisory authority,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,rows here show neither the law nor an authority; the Digital Code sits under the legislation indicator,
gov.regional--regional-policy-collaboration,2,COD-gov.regional-african-telecommunications-union-headquarters,,,,,,,2026-08-31,0,ATU membership and headquarters return ratified; no contribution to a policy process on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Only a regional free-roaming resolution; no REC cyberlaw instrument referenced or domesticated,
gov.regional--shared-regional-infrastructure,2,COD-infra.connect-goma-mombasa-fibre-route,,,,,,,2026-08-31,0,Goma-Mombasa route built out; live only on a September 2026 account after the as-at,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,Only a regional satellite data-residency recommendation; no domestic transfer rule on record,
gov.standards--national-interoperability-standards,3,COD-gov.standards-hospital-system-homologation,,,,,,,2026-08-31,0,"Health-sector standards only, mandated by order; no cross-sector national standards",
gov.standards--national-quality-standards,,,,,,,,,2026-08-31,0,rows concern operator redress and the regulator decree; no standards body or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,Only a private data centre's ISO certifications; no national adoption or ISO membership on record,
gov.discourse--non-governmental-contribution-to-national-policy,2,COD-gov.discourse-named-public-debate-object,,,,,,,2026-08-31,0,ad hoc working session with the industry network; standing framework agreed but not constituted,
gov.discourse--open-discussion-of-government-policy,2,COD-gov.protect-prosecution-of-social-media-offences|COD-gov.policy-information-space-protection-strategy,,,,,,,2026-08-31,0,false-information offence with prison terms enforced on prosecutors' instruction; no access-to-information law,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,COD-finance.budget-digital-economy-section-appropriation|COD-finance.budget-posts-telecommunications-section-appropriation,,,,,,,2026-08-31,0,Recurring digital sections in the finance law; no dedicated fund on record,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/COD-nonstate.csv@2026-07-16,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,1,,44.3,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,1,,19.7,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,1,,18.75,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,COD-infra.connect-digital-transformation-project-fibre,,,,,,,2026-08-31,0,7000 km in service of 18500 km planned; not every province reached,
infra.connect--internet-exchange-points,3,COD-infra.connect-kinshasa-internet-exchange,,,,,,,2026-08-31,0,KINIX in service with 20+ networks and 1 Tbps capacity on the operators' figures; no traffic series,2026-08-20-drc-kinix-internet-exchange-relocates-to-raxio-drc
infra.connect--satellite-broadband-licensing-and-availability,2,COD-gov.legislate-satellite-internet-service-provider,,,,,,,2026-08-31,0,"licence held; direct-to-cell launched for messaging and light data only, no satellite broadband service on record",
infra.store--local-data-centre-capacity-all-providers,4,,2,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-09-01,,,2026-08-31,0,2 of 4 multi-tenant facilities in service at Tier III or above,
infra.store--local-data-centre-capacity-national-providers,2,,33.33,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-09-01,,,2026-08-31,0,1 of 3 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,2,COD-infra.store-health-data-centre-procurement,,,,,,,2026-08-31,0,Health data centre with backup site at expression of interest; no government recovery site in service,
infra.energy--grid-reliability,1,,11.5495,outages per month,2024,ref:enterprise-surveys-outages@2026-09-24,,,2026-08-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,1,,1,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
infra.capacity--robustness-of-government-hardware-and-software,2,COD-dpi.registry-frap-reference-file,,,,,,,2026-08-31,0,administration reference file equipment under procurement; no core systems inventory on record,2026-08-19-laprosperite-coref-frap-marche-brondy
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,COD-infra.capacity-digital-project-implementation-capacity,,,,,,,2026-08-31,0,Project unit staffed and digital-skills deliverable in progress; no in-house system work on record,
infra.cybersec--national-cybersecurity-readiness,2,COD-infra.cybersec-functioning-incident-response-capability,,,,,,,2026-08-31,0,agency created by ordinance; no cybersecurity strategy adopted and no CERT operating,
dpi.exchange--national-data-exchange-system,2,COD-dpi.exchange-data-sharing-platform-government,,,,,,,2026-08-31,0,Platform in the project's consultant tender; nothing built,
dpi.exchange--use-of-digital-id-in-other-systems,2,COD-dpi.id-rdc-pass,,,,,,,2026-08-31,0,bank memorandum names digital identity; no service consuming the ID on record,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,2026-08-31,0,Only apps within one health data platform; no exchange between systems or HIE policy on record,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,2026-08-31,0,EMIS exists but no exchange or planned link evidenced and no cited absence,
dpi.exchange--interoperability-of-social-protection-systems,2,COD-gov.legislate-social-register-decree|COD-dpi.registry-single-social-register,,,,,,,2026-08-31,0,Decree provides for interoperability; no link to ID or payments in service,
dpi.id--robustness-of-system,2,COD-dpi.id-rdc-pass,,,,,,,2026-08-31,0,Platform launched June 2026 on a Kinshasa pilot; no enrolment figure,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,2026-08-31,0,passport supplier contract unpublished and RDC-PASS a PPP; operating arrangements not established either way,
dpi.id--authentication,2,COD-dpi.id-rdc-pass,,,,,,,2026-08-31,0,Authentication offered by a platform in pilot; no service in use on record,
dpi.id--digital-id-from-birth,,,,,,,,,2026-08-31,0,Only a rural sector out of birth registers; nothing on identifiers at birth,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,2026-08-31,0,CRVS consultancy and population register digitisation shown; no ID linkage planned or absence cited,
dpi.id--use-by-other-systems,,,,,,,,,2026-08-31,0,only the passport row held; no register keyed on a national ID and no cited absence,
dpi.pay--governance-role-of-central-bank,,,,,,,,,2026-08-31,0,Mapped row shows only a de-dollarisation deadline; payment-systems mandate not in these rows,
dpi.pay--g2p-functionality,2,COD-include.access-rural-civil-servant-payroll,,,,,,,2026-08-31,0,Rural payroll through a state bank at pilot terms; contracting still ahead,
dpi.pay--revenue-collection,2,COD-digital.localgov-airport-levy-electronic-payment,,,,,,,2026-08-31,0,e-invoicing mandatory but electronic payment of taxes not shown in service within the as-at,
dpi.pay--b2b-and-b2g-functionality,2,COD-dpi.pay-microfinance-cooperative-digitalisation-platform,,,,,,,2026-08-31,0,Platform agreement signed; nothing deployed,
dpi.pay--p2p-p2g-and-p2b-functionality,3,COD-dpi.pay-card-wallet-interoperability-service,,,,,,,2026-08-31,0,services live; no national switch or government payments on record,
dpi.pay--population-uptake,2,,39.214,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
dpi.pay--cross-border-functionality,2,COD-dpi.pay-stablecoin-settlement-mobile-wallet,,,,,,,2026-08-31,0,Stablecoin top-up settlement at pilot; no regulatory framework on record,
dpi.pay--consumer-protection,2,COD-dpi.pay-complaints-handling-instruction|COD-dpi.pay-loba-consumer-complaints-platform,,,,,,,2026-08-31,0,Central bank complaints instruction only; operative text not held; no conduct rules,
dpi.registry--population-register,2,COD-dpi.registry-fichier-general-population,,,,,,,2026-08-31,0,provided for by decree; Kinshasa digitalisation still at agent training,
dpi.registry--civil-register,,,,,,,,,2026-08-31,0,Family Code registers and a consultancy tender; no digital system procured or cited absence,
dpi.registry--address-register,2,COD-dpi.registry-addressing-initiatives,,,,,,,2026-08-31,0,Postal-code directory and municipal projects; no address register,
dpi.registry--business-register,2,COD-dpi.registry-business-creation-single-window,,,,,,,2026-08-31,0,single window covers attestations only; full online registration not possible,
dpi.registry--social-protection-register,2,COD-gov.legislate-social-register-decree|COD-dpi.registry-single-social-register,,,,,,,2026-08-31,0,Register created by decree; no operator or enrolment on record,
dpi.registry--electoral-register,,,,,,,,,2026-08-31,0,Register mandated by statute; renewal unexecuted; its digital form is not stated,
dpi.registry--tax-register,2,COD-dpi.registry-numero-impot,,,,,,,2026-08-31,0,online tax-number registration; no linkage or integrity assessment on record,
dpi.registry--land-register,2,COD-dpi.registry-loi-25-062-foncier,,,,,,,2026-08-31,0,land registry digitalisation reported August 2026; no digital register in service,2026-08-11-apanews-land-registry-digitalisation-inaco
dpi.mis--education,2,COD-dpi.mis-higher-education-portal-digital,,,,,,,2026-08-31,0,Higher-education portal live; no school census EMIS in these rows,
dpi.mis--social-protection,2,COD-dpi.mis-social-protection-mis,,,,,,,2026-08-31,0,MIS foundations built by a closed project; in-service use and enrolment not on record,
dpi.mis--justice,3,COD-dpi.mis-justice-information-systems,,,,,,,2026-08-31,0,Case management mandatory; no e-filing or online decisions,
dpi.mis--tax,,,,,,,,,2026-08-31,0,rows name revenue-agency interconnection only; e-filing and payment availability not shown here,
dpi.mis--customs,3,COD-dpi.mis-sydonia,,,,,,,2026-08-31,0,SYDONIA with mandatory electronic single-window transmission; all-post coverage and e-payment not on record,
dpi.mis--land,,,,,,,,,2026-08-31,0,archive preparation and staff training only; no land information system procured or piloted,
dpi.govtech--e-government-services,2,COD-dpi.mis-economic-inspection-document-authentication|COD-dpi.govtech-digital-government-platform,,,,,,,2026-08-31,0,One authentication platform in pilot; government platform target missed,
digital.localgov--ict-infrastructure-for-local-government,2,COD-digital.localgov-territorial-connectivity-programme,,,,,,,2026-08-31,0,financed programme; no territory-level connection count,
digital.rural--digitalisation-of-rural-health-clinics,3,COD-digital.rural-rural-health-record-digitisation|COD-dpi.exchange-dhis2-national-platform,,,,,,,2026-08-31,0,Offline surveillance reporting in three health zones; no facility coverage figure,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,2026-08-31,0,enrolment data pilot only; no devices or connectivity for rural schools on record,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,2026-08-31,0,One rural sector out of paper registers; no digital platform or cited general absence,
digital.rural--digitalisation-of-rural-police-stations,2,COD-digital.rural-police-biometric-identification,,,,,,,2026-08-31,0,Central biometric personnel file rolling out; no station case system,
tech.ai--use-of-ai-in-government-administration,3,COD-tech.ai-ai-assisted-business-plan,,,,,,,2026-08-31,0,one state-fund AI platform live; employment-agency AI tender is the donor's,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,COD-tech.ai-artificial-intelligence-marking-state,,,,,,,2026-08-31,0,AI exam marking on an award citation only; no scope or oversight detail,
tech.ai--development-of-national-regional-ai-systems,2,COD-tech.ai-student-artificial-intelligence-facility|COD-tech.ai-lingala-language-data-collection,,,,,,,2026-08-31,0,facility and Lingala dataset planned; nothing in service,
tech.ai--control-of-ai-abuse,2,COD-tech.ai-common-ai-governance-steering,,,,,,,2026-08-31,0,Governance and ethics workshop; no rule or designated authority,
