indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-07-31,0,"only row is a draft public-sector reform strategy, not a national digital transformation strategy; the digital economy strategy sits under ict-strategy",
gov.policy--ict-strategy,3,GHA-gov.policy-digital-economy-policy-and-strategy,,,,,,,2026-07-31,0,"strategy adopted and standing; no implementation plan on record, only a financed project aligned to it",
gov.policy--broadband-strategy,,,,,,,,,2026-07-31,0,rows show 5G spectrum award and coverage obligations only; no national broadband plan on record,
gov.policy--data-storage-cloud-strategy,2,GHA-gov.standards-data-centre-and-cloud-regulatory-framework,,,,,,,2026-07-31,0,framework validated June 2024 with a domestic-hosting statement; no issued text on record,
gov.policy--data-interoperability-framework-roadmap,2,GHA-gov.policy-egovernment-interoperability-framework,,,,,,,2026-07-31,0,eGIF 2.0 is a draft for stakeholder review; no approval instrument on record,
gov.policy--ai-strategy,3,GHA-tech.ai-national-ai-strategy-document|GHA-gov.policy-national-ai-strategy-2023-2033,,,,,,,2026-07-31,0,adopted and launched April 2026; oversight body unconstituted and implementation plan still in development,
gov.policy--data-localisation-policies,2,GHA-gov.protect-draft-data-protection-act-2025,,,,,,,2026-07-31,0,category-based localisation proposed in the 2025 draft bill only; not enacted,
gov.policy--data-governance-policy,2,GHA-gov.policy-national-data-strategy,,,,,,,2026-07-31,0,national data strategy validated July 2024; no adoption or publication on record,
gov.policy--open-data-policy,2,GHA-data.open-national-open-data-instrument,,,,,,,2026-07-31,0,statistics catalogue publishing with no open data policy or licence on record,
gov.legislate--data-protection-legislation,3,GHA-gov.protect-data-protection-act-2012,,,,,,,2026-07-31,0,Act 843 in force since 2012; no implementing regulations or enforcement act cited in these rows,
gov.legislate--cybersecurity-legislation,3,GHA-infra.cybersec-cybersecurity-act-2020,,,,,,,2026-07-31,0,"Act 1038 in force establishing the authority; no regulations, prosecutions or enforcement record held",
gov.legislate--legislation-covering-digital-id,3,GHA-dpi.id-national-identity-register-amendment-regulat,,,,,,,2026-07-31,0,regulations in force June 2026; grievance and oversight provisions not on record,
gov.legislate--digital-payments-legislation,2,GHA-gov.legislate-digital-banking-framework,,,,,,,2026-07-31,0,"digital banking framework drafted for consultation; the VASP Act covers virtual assets, not payment systems",
gov.legislate--legislation-enabling-data-interoperability,2,GHA-gov.legislate-data-harmonisation-bill,,,,,,,2026-07-31,0,harmonisation bill consulted November 2025 and not enacted,
gov.legislate--ai-legislation-regulations,2,GHA-gov.legislate-emerging-technologies-bill|GHA-gov.legislate-information-technology-agency-bill,,,,,,,2026-07-31,0,AI addressed only in draft bills; no rule with legal effect on record,
gov.legislate--e-commerce-legislation,2,GHA-gov.legislate-electronic-transactions-bill-2025,,,,,,,2026-07-31,0,replacement bill drafted October 2025; the 2008 Act appears only by reference,
gov.legislate--statistics-legislation,3,GHA-gov.legislate-statistical-service-act,,,,,,,2026-07-31,0,Act 1003 in force; held text truncated so independence and confidentiality provisions not on record,
gov.protect--data-protection-authority,3,GHA-gov.protect-data-protection-commission,,,,,,,2026-07-31,0,commission operating with registrations and fees; no fine or enforcement decision published,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-07-31,0,only mapped row is an identity-agency Act amendment; nothing here on the data protection law or authority,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,only a bilateral fintech passporting MoU; no REC or AU instrument domesticated on record,
gov.regional--shared-regional-infrastructure,,,,,,,,,2026-07-31,0,only a bilateral frequency coordination agreement; no shared regional infrastructure asset on record,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-07-31,0,only a refused bilateral health data agreement; no transfer rule on record in these rows,
gov.standards--national-interoperability-standards,,,,,,,,,2026-07-31,0,data exchange hub announced with no design; no standards catalogue or annex on record,
gov.standards--national-quality-standards,2,GHA-gov.standards-standards-authority-act,,,,,,,2026-07-31,0,standards authority exists under Act 1078; no ICT or data quality standard or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,ISO membership and national adoption not on record; one data centre ISO 27001 certification only,
gov.discourse--non-governmental-contribution-to-national-policy,2,GHA-gov.discourse-open-government-action-plan-5,,,,,,,2026-07-31,0,OGP plan co-created with stakeholders; commitments and published consultation responses not held,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,GHA-finance.budget-domestic-digital-transformation-appropriatio,,,,,,,2026-07-31,0,recurring ICT programme appropriated in the 2026 Act; no dedicated fund cited in these rows,
finance.sustain--financial-sustainability-of-digital-systems,4,,86.7,per cent,2026,budgets/GHA/2026.csv@2026-01-01,,,2026-07-31,0,"figure in top band but no audited outturn or multi-year domestic financing on record; stage 5 condition unmet; on the state's own FY2026 budget document, appropriated figures; includes partial lines",
finance.new--mobilisation-of-non-state-finance,4,GHA-infra.connect-mtn-ghana-capital-programme,0.3368,per cent of GDP,2026,outputs/non-state-finance/GHA-nonstate.csv@2026-07-20,,,2026-07-31,0,"figure in top band but no domestic private financier on record; stage 5 condition unmet; 3 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,3,,69.8,% of people 10+,2021,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,survey figure; no primary in the base,
infra.connect--internet-usage,3,,72.2,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,3,,3.06,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,GHA-infra.connect-annual-fibre-cuts,,,,,,,2026-07-31,0,"fibre in service nationwide by the cut counts; regional reach, open access and length not on record",
infra.connect--international-internet-bandwidth,3,GHA-infra.capacity-submarine-cable-inventory,6,routes,2024,2025-07-01-xalam-d4d-data-centre-market-brief-ghana-2025,,,2026-07-31,0,analyst count of six cables landing at Accra; independent landing stations not shown,
infra.connect--satellite-broadband-licensing-and-availability,3,GHA-infra.connect-satellite-licensing-framework|GHA-infra.connect-satellite-internet-subscriptions,,,,,,,2026-07-31,0,29 licences and service live; blanket terminal licensing and published fees not on record,
infra.store--local-data-centre-capacity-all-providers,4,,2,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-03-10,,,2026-07-31,0,"2 of 4 multi-tenant facilities in service at Tier III or above, 1 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,1,,0,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-03-10,,,2026-07-31,0,0 of 4 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,3,GHA-infra.store-government-off-site-storage|GHA-finance.new-etransform-project,,,,,,,2026-07-31,0,split government cloud storage and a Tier IV site for customs; no continuity plan or failover test on record,
infra.energy--grid-reliability,3,,2.9302,outages per month,2023,ref:enterprise-surveys-outages@2026-09-24,,,2026-07-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,4,,82.6,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-07-31,0,survey figure; no primary in the base,
infra.capacity--robustness-of-government-hardware-and-software,2,GHA-dpi.govtech-ghana-gov-services-portal,,,,,,,2026-07-31,0,"portal being redesigned under a financed project; finance, payroll and network systems not on record",
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,GHA-infra.capacity-public-sector-digital-capacity,,,,,,,2026-07-31,0,capacity programme launched April 2026; no in-house maintenance of systems on record,
infra.cybersec--national-cybersecurity-readiness,2,GHA-infra.cybersec-national-computer-emergency-response-team|GHA-infra.cybersec-joint-cyber-security-committee,,,,,,,2026-07-31,0,CERT and committee operating; no adopted strategy or law cited in these rows,
dpi.exchange--national-data-exchange-system,,,,,,,,,2026-07-31,0,"exchange hub only announced with no design, cost or timetable; no platform in service on record",
dpi.exchange--use-of-digital-id-in-other-systems,3,GHA-dpi.id-ghana-card-photocopy-ban-and-verification-se,,,,,,,2026-07-31,0,verification mandated across sectors from 2026; usage not published,
dpi.exchange--interoperability-of-health-systems,2,GHA-dpi.mis-health-information-system-strategic-plan,,,,,,,2026-07-31,0,"HIS plan 2022-2025 targets data sharing; expired, and no exchange in service on record",
dpi.exchange--interoperability-of-education-systems,3,GHA-dpi.exchange-education-data-interfaces,,,,,,,2026-07-31,0,"ministry dashboard joins EMIS, tests and inspectorate data; no shared learner identifier on record",
dpi.exchange--interoperability-of-social-protection-systems,2,GHA-dpi.mis-social-protection-information-system,,,,,,,2026-07-31,0,terms of reference issued for the exchange platform; nothing delivered,
dpi.id--robustness-of-system,3,GHA-dpi.id-national-identification-system-architecture|GHA-dpi.id-pki-service-suspension,,,,,,,2026-07-31,0,"biometric system with PKI in service; no assurance level, certification or audit published",
dpi.id--registration-of-entire-population,,,,,,,,,2026-07-31,0,"identity agency: 19.2m registered aged 15 and over, a different base from all ages",
dpi.id--national-maintenance-of-id-and-credentials-systems,3,GHA-dpi.id-national-identification-system-ppp-contract|GHA-dpi.id-identity-authority-maintenance-mandate,,,,,,,2026-07-31,0,authority operates under a 15-year PPP; no exit terms or escrow on record and verification arrears unpaid,
dpi.id--authentication,3,GHA-dpi.id-national-identity-register-amendment-regulat,,,,,,,2026-07-31,0,biometric card verification mandated; usage across channels not on record,
dpi.id--digital-id-from-birth,2,GHA-dpi.id-card-number-at-birth,,,,,,,2026-07-31,0,card number at birth launched 2024 and still in development; no issuance figure,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,GHA-dpi.id-card-number-at-birth,,,,,,,2026-07-31,0,registry-authority linkage in development; no exchange in service on record,
dpi.id--use-by-other-systems,,,,,,,,,2026-07-31,0,rows show bank onboarding and border use only; no public register keyed on the ID on record,
