title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
60e journée de l'alphabétisation : Le Togo mise sur l'initiative PAAFF et le numérique pour faire reculer l'illettrisme,Togo-Presse,,2026-09-07,day,TGO,capacity.literacy; include.divides; data.statistics,unesco,2026-09-08,https://togopresse.tg/60e-journee-de-lalphabetisation-le-togo-mise-sur-linitiative-paaff-et-le-numerique-pour-faire-reculer-lillettrisme/,
Contrôle des modifications du document — Guide de l'Architecture d'Entreprise Gouvernementale du Togo,ATD (Agence Togo Digital),,2026-09-06,day,TGO,gov.standards; gov.policy,agence-togo-digital,2026-09-06,https://ressources.digital.gouv.tg/shares/documentations/Guide_architecture_national/html/controle_version.html,
Portail Inscription UL — Offre de formation,Université de Lomé,,2026-09-04,day,TGO,capacity.training,universite-de-lome; ecole-polytechnique-de-lome,2026-09-06,https://etu.univ-lome.tg/information/offre,
Training and Research Initiative on the Regulation and Integration of Digital Trade in Africa — Togo: Country Profile,"African Trade Policy Centre, United Nations Economic Commission for Africa (UNECA)",,2026-09-04,day,TGO,gov.policy; dpi.exchange; gov.regional,uneca; arcep-togo; ipdcp-togo; bceao,2026-09-06,https://dtri.uneca.org/v1/uploads/country-profile/tgo-country-profile-en.pdf,
"Togo Launches Household Living Conditions Survey, Running Through December",Togo First,Togo First,2026-09-04,day,TGO,data.statistics,inseed-togo,2026-09-08,https://www.togofirst.com/en/economic-governance/0409-19955-togo-launches-household-living-conditions-survey-running-through-december,
Togo AI summer School : 100 jeunes talents formés à l'intelligence artificielle et au Big Data,Togo First,Togo First,2026-09-04,day,TGO,tech.ai; capacity.training,universite-de-lome,2026-09-08,https://www.togofirst.com/fr/tic/0409-19958-togo-ai-summer-school-100-jeunes-talents-formes-a-l-intelligence-artificielle-et-au-big-data,
Suggestions au Ministère de la Sécurité — Service public de l'administration Togolaise,République Togolaise — Service public de l'administration Togolaise,,2026-09-04,day,TGO,include.access; gov.discourse,ministere-securite-togo,2026-09-06,https://service-public.gouv.tg/service/676b18a5e55165ff3908c676/securite-surete/suggestions-au-ministere-de-la-securite,
Forum National sur la Gouvernance de l’Internet au Togo 2026,Internet Society Togo / Forum National sur la Gouvernance de l’Internet au Togo (Togo IGF),,2026-09-04,day,TGO,gov.discourse; gov.policy,isoc-togo; mentd-togo; arcep-togo; ancy-togo; ipdcp-togo; agence-togo-digital,2026-09-06,https://intgovforum.tg/,
Guide de l’Architecture d’Entreprise — 1. Comprendre et amorcer une démarche d’Architecture d’Entreprise,Agence Togo Digital (ATD) / Architecture d’Entreprise Gouvernementale du Togo,,2026-09-04,day,TGO,gov.policy; dpi.exchange; gov.standards,agence-togo-digital,2026-09-06,https://ressources.digital.gouv.tg/shares/documentations/Guide_architecture_national/html/comprendre.html,
5. Étape de gouvernance des services — Documentation Cadre de Digitalisation des Services Publics au Togo,"Agence Togo Digital / Ministère de l’Économie Numérique et de la Transformation Digitale, République Togolaise",,2026-09-04,day,TGO,infra.capacity; dpi.govtech,mentd-togo; agence-togo-digital,2026-09-06,https://ressources.digital.gouv.tg/shares/documentations/Cadre_de_digitalisation_des_services_publics/html/gouvernance.html,
Eléments structurants de l’architecture nationale — Documentation Architecture d'Entreprise Gouvernementale du Togo,"Agence Togo Digital / Ministère de l’Économie Numérique et de la Transformation Digitale, République Togolaise",,2026-09-04,day,TGO,infra.capacity; dpi.govtech,agence-togo-digital; mentd-togo; ancy-togo,2026-09-06,https://ressources.digital.gouv.tg/shares/documentations/Architecture_entreprise_gouvernemental_togo/html/elements.html,
ISO - ATN - Agence Togolaise de Normalisation,International Organization for Standardization (ISO),,2026-09-04,day,TGO,gov.standards,iso; agence-togolaise-de-normalisation,2026-09-06,https://www.iso.org/member/2143.html,
"AfDB, AXIAN Take Digital Finance to 34,000 Women-led Businesses in Africa",Ecofin Agency,,2026-09-04,day,MDG; TZA; SEN; TGO; COM,dpi.pay; finance.new,african-development-bank; axian-telecom; mvola; wefi,2026-09-06,https://www.ecofinagency.com/news-finances/0409-58613-afdb-axian-take-digital-finance-to-34-000-women-led-businesses-in-africa,
Togo - Civicus Monitor,CIVICUS Monitor,,2026-09-04,day,TGO,gov.discourse,civicus,2026-09-06,https://monitor.civicus.org/country/togo/,
Procurement Notices - UNDP-TGO-00358 - Consultant(e) international(e) pour l'élaboration d'une note d'orientation régionale sur la gouvernance des infrastructures d'IA,UNDP Togo,,2026-09-03,day,TGO,gov.policy; tech.ai,undp,2026-09-04,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=49349,
Digitalisation : le portail des services publics se modernise,Site officiel du Togo (RTG),,2026-09-03,day,TGO,dpi.govtech; include.access,government-of-togo; service-public-tg,2026-09-04,https://www.republiquetogolaise.tg/services-publics/0309-12242-digitalisation-le-portail-des-services-publics-se-modernise,
Togo Builds Cybersecurity Talent Pool as Digital Threats Intensify,Ecofin Agency,,2026-09-03,day,TGO,infra.cybersec; capacity.training; gov.policy,ancy-togo; interpol; itu,2026-09-04,https://www.ecofinagency.com/news-digital/0309-58604-togo-builds-cybersecurity-talent-pool-as-digital-threats-intensify,
Togo Reports 68.4% Reform Implementation Rate at Mid-2026,Togo First,,2026-09-02,day,TGO,gov.policy; dpi.id; infra.cybersec,government-of-togo,2026-09-04,https://www.togofirst.com/en/economic-governance/0209-19927-togo-reports-68-4-reform-implementation-rate-at-mid-2026,
Togo Pilots Electronic Tracking for Petroleum Transit Cargo,Togo First,,2026-09-02,day,TGO,dpi.govtech,office-togolais-des-recettes,2026-09-05,https://www.togofirst.com/en/public-finance/0209-19934-togo-pilots-electronic-tracking-for-petroleum-transit-cargo,
Interview exclusive / Colonel Bédiani Béléi : « Le rôle de l'IPDCP est d'assurer que tout traitement de données personnelles respecte les droits fondamentaux »,La Nouvelle République (Togo),,2026-09-02,day,TGO,gov.protect; dpi.exchange,ipdcp-togo,2026-09-04,https://lanouvellerepublique.net/economie/numerique/interview-exclusive-colonel-bediani-belei-le-role-de-lipdcp-est-dassurer-que-tout-traitement-de-donnees-personnelles-respecte-les-droits-fondamentaux/,
Togo Shares Digital Agriculture Experience With Chad,Togo First,,2026-09-02,day,TGO; TCD,dpi.mis; gov.regional,fsrp-togo; fsrp-tchad; ifdc; anamet-togo; world-bank,2026-09-04,https://www.togofirst.com/en/agriculture/0209-19932-togo-shares-digital-agriculture-experience-with-chad,
"African Development Bank and AXIAN Launch Digital Finance Programme to Support 34,000 Women-led Businesses in Africa",African Development Bank Group (distributed by APO Group),,2026-09-02,day,MDG; TZA; SEN; TGO; COM; XSS,finance.new; dpi.pay,african-development-bank; axian-group,2026-09-04,https://afdb.africa-newsroom.com/press/african-development-bank-and-axian-launch-digital-finance-programme-to-support-34000-womenled-businesses-in-africa,
Solutions numériques agricoles : le Tchad s'inspire de l'expérience togolaise,"Site officiel du Togo, République Togolaise",,2026-09-01,day,TGO; TCD,dpi.mis; gov.regional,fsrp-togo; fsrp-tchad; icat-togo; anamet-togo; ifdc,2026-09-01,https://www.republiquetogolaise.tg/agro/0109-12228-solutions-numeriques-agricoles-le-tchad-s-inspire-de-l-experience-togolaise,
Togo Activates National Accounting Council to Improve Financial Reporting,Togo First,,2026-08-31,day,TGO,gov.standards; gov.regional,cnc-togo; government-of-togo; waemu,2026-09-02,https://www.togofirst.com/en/economic-governance/3108-19908-togo-activates-national-accounting-council-to-improve-financial-reporting,
Carte d'identité : la Direction générale de la documentation nationale veut se rapprocher des populations,Togo Today,,2026-08-31,day,TGO,dpi.id; include.access,direction-generale-de-la-documentation-nationale-togo; government-of-togo,2026-09-04,https://togo-today.com/carte-didentite-la-direction-generale-de-la-documentation-nationale-veut-se-rapprocher-des-populations/,
Mobile money : comment les frais de retrait freinent encore l'inclusion financière des populations à faible revenu,Le Nouveau Reporter,,2026-08-31,day,TGO,dpi.pay; include.access; gov.discourse,moov-africa-togo; mixx-togo; ligue-des-consommateurs-du-togo,2026-09-04,https://lenouveaureporter.com/mobile-money-comment-les-frais-de-retrait-freinent-encore-linclusion-financiere-des-populations-a-faible-revenu/,
Internet par satellite : Starlink cible 16 nouveaux marchés africains d'ici fin 2026,Agence Ecofin,,2026-08-31,day,MRT; MLI; GMB; GIN; BFA; TGO; TUN; UGA; TZA; COM; NAM; AGO; COG; GAB; CMR; MUS,infra.connect; geopol.usa,starlink; spacex,2026-08-31,https://www.agenceecofin.com/actualites-numerique/3108-141168-internet-par-satellite-starlink-cible-16-nouveaux-marches-africains-d-ici-fin-2026,
"Gouvernance, foncier, numérique : les réformes accélèrent",République Togolaise,,2026-08-31,day,TGO,gov.policy; infra.cybersec; dpi.id,government-of-togo; ministere-des-finances-et-du-budget-togo; cyber-defense-africa,2026-09-01,https://www.republicoftogo.com/toutes-les-rubriques/eco-finance/gouvernance-foncier-numerique-les-reformes-accelerent,
FABLABS EDUCATIFS ET CRIT : le Togo prépare une génération de créateurs et d’innovateurs,Ministère de l'Education Nationale (Togo),,2026-08-28,day,TGO,capacity.training; capacity.literacy,ministere-education-nationale-togo; infpp-togo; crit-togo,2026-09-06,https://education.gouv.tg/fablabs-educatifs-et-crit-le-togo-prepare-une-generation-de-createurs-et-dinnovateurs/,
Conseil des ministres du 26 août 2026,"Site officiel du Togo, République Togolaise",,2026-08-27,day,TGO,dpi.govtech; gov.legislate; gov.policy,government-of-togo; api-zf-togo; sazof-togo,2026-09-01,https://www.republiquetogolaise.tg/gestion-publique/2708-12211-conseil-des-ministres-du-26-aout-2026,
Togo Launches Digital Platform to Improve Malaria Response,Togo First,,2026-08-26,day,TGO,dpi.mis; data.statistics,government-of-togo,2026-08-27,https://www.togofirst.com/en/health/2608-19870-togo-launches-digital-platform-to-improve-malaria-response,
LébéNam : l'innovation numérique au service de la lutte contre les VBG,Afrikelles,,2026-08-26,day,TGO,include.access; tech.innovate,wanep-togo; unfpa; equipop; efha-digitals,2026-09-01,https://www.afrikelles.tg/lebenam-linnovation-numerique-au-service-de-la-lutte-contre-les-vbg/,
"Fabmanagers, FabLabs, CRIT : c'est quoi ces nouveaux mots qui vont révolutionner l'école au Togo ?",Actu Lomé,,2026-08-25,day,TGO,capacity.training; tech.innovate,mepsta-togo; infpp-togo,2026-08-27,https://actulome.com/fabmanagers-fablabs-crit-ecole-au-togo/,
Togo Reviews Civil Registration Law to Support Digital Transformation,Togo First,,2026-08-24,day,TGO,dpi.registry; dpi.id; gov.legislate,services-publics-togo; e-id-togo,2026-08-25,https://www.togofirst.com/en/justice/2408-19853-togo-reviews-civil-registration-law-to-support-digital-transformation,
Togo Launches Platform to Improve Climate Risk Monitoring,Togo First,,2026-08-24,day,TGO,data.statistics; dpi.mis,fao; green-climate-fund,2026-08-25,https://www.togofirst.com/en/itc/2408-19852-togo-launches-platform-to-improve-climate-risk-monitoring,
La réforme sur les juridictions commerciales adoptée au Sénat,Togo-Presse,,2026-08-23,day,TGO,gov.legislate; dpi.govtech,ohada,2026-08-25,https://togopresse.tg/la-reforme-sur-les-juridictions-commerciales-adoptee-au-senat/,
L'IPDCP a la 2e edition de l'Academie Internationale de Droit du Numerique,Instance de Protection des Donnees a Caractere Personnel (IPDCP) Togo,,2026-08-23,day,TGO,gov.protect; gov.regional; tech.ai,ipdcp-togo,2026-08-27,https://ipdcp.tg/lipdcp-a-la-2%e1%b5%89-edition-de-lacademie-internationale-de-droit-du-numerique/,
Fonds pour la Transformation Digitale en Afrique de l'Ouest (FTD) - le site du programme BOAD/KfW,BOAD (Banque Ouest Africaine de Developpement) / KfW Entwicklungsbank,,2026-08-23,day,XWA; BEN; BFA; CIV; GNB; MLI; NER; SEN; TGO,dpi.govtech; finance.new; gov.regional; infra.cybersec,boad; kfw; waemu,2026-08-23,https://ftd.boad.org/,
Fracture numerique : le Togo plaide pour l'open source et une nouvelle narration de l'Afrique,Republique Togolaise,,2026-08-22,day,TGO,include.divides; gov.discourse; geopol.china; tech.ai,government-of-togo,2026-08-23,https://www.republicoftogo.com/toutes-les-rubriques/medias/fracture-numerique-le-togo-plaide-pour-l-open-source-et-une-nouvelle-narration-de-l-afrique,
