title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
SNISI | À propos de ce système,"Agence Nationale de Télésanté et d'Informatique Médicale (ANTIM), Ministère de la Santé du Mali",,2026-09-03,day,MLI,digital.rural; dpi.mis,antim,2026-09-06,https://snisi.sante.gov.ml/about,
Souverainete numerique : l''AES vers une regulation commune des reseaux sociaux,Mali24,,2026-09-03,day,MLI,gov.regional; gov.discourse,apdp-mali; pole-national-lutte-cybercriminalite-mali,2026-09-04,https://mali24.info/souverainete-numerique-laes-vers-une-regulation-commune-des-reseaux-sociaux/,
ISO - AMANORM - Agence Malienne de Normalisation et de Promotion de la Qualité,Organisation internationale de normalisation (ISO),,2026-09-03,day,MLI,gov.standards,amanorm,2026-09-06,https://www.iso.org/fr/member/1915.html,
Regional Fiber Infrastructure | Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) — SIGTEL,,2026-09-03,day,MLI,gov.regional; infra.connect; infra.store,ecowas,2026-09-06,https://sigtel.ecowas.int/regional-fiber-infrastructure/,
Internet par satellite : Starlink cible 16 nouveaux marchés africains d'ici fin 2026,Agence Ecofin,,2026-08-31,day,MRT; MLI; GMB; GIN; BFA; TGO; TUN; UGA; TZA; COM; NAM; AGO; COG; GAB; CMR; MUS,infra.connect; geopol.usa,starlink; spacex,2026-08-31,https://www.agenceecofin.com/actualites-numerique/3108-141168-internet-par-satellite-starlink-cible-16-nouveaux-marches-africains-d-ici-fin-2026,
Protection des données : la CANAM clôture une formation dédiée à la sécurité numérique,Malijet,,2026-08-29,day,MLI,gov.protect; capacity.training,canam-mali; universal-rh,2026-09-01,https://malijet.com/la_sante_au_mali/311528-protection-des-donnees-la-canam-cloture-une-formation-dedi.html,
Numérique et Participation Citoyenne : le projet Citoyens 2.0 au coeur de la capitalisation des acquis - Maliexpress.net,Maliexpress.net,,2026-08-29,day,MLI,gov.discourse; include.access; finance.mou,women-tech-mali; ministere-communication-economie-numerique-mali; danida; famoc-mali,2026-09-01,https://maliexpress.net/numerique-et-participation-citoyenne-le-projet-citoyens-2-0-au-de-la-capitalisation-des-acquis/,
Citoyens 2.0 : Women Tech Mali lance une application pour lutter contre la désinformation,Maliweb,,2026-08-24,day,MLI,tech.innovate; gov.discourse,women-tech-mali; ministere-communication-economie-numerique-mali,2026-08-25,https://www.maliweb.net/technologie/citoyens-20-women-tech-mali-lance-une-application-pour-lutter-contre-la-desinformation-3119410.html,
"Washington, D.C. : Lancement du répertoire numérique des compétences de la diaspora malienne",Maliweb,,2026-08-24,day,MLI,dpi.registry; capacity.training,ministere-maliens-exterieur-integration-africaine-mali; government-of-mali,2026-08-25,https://www.maliweb.net/politique/diplomatie/washington-dc-lancement-du-repertoire-numerique-des-competences-de-la-diaspora-malienne-3119417.html,
Lutte contre la désinformation : La campagne « Le vrai avant le viral » table sur la sensibilisation de 60 000 personnes,Information Gouvernementale du Mali,,2026-08-24,day,MLI,gov.discourse; tech.innovate,women-tech-mali; ministere-communication-economie-numerique-mali; agetic,2026-08-27,https://gouvernement.ml/lutte-contre-la-desinformation-la-campagne-le-vrai-avant-le-viral-table-sur-la-sensibilisation-de-60-000-personnes/,
Fonds pour la Transformation Digitale en Afrique de l'Ouest (FTD) - le site du programme BOAD/KfW,BOAD (Banque Ouest Africaine de Developpement) / KfW Entwicklungsbank,,2026-08-23,day,XWA; BEN; BFA; CIV; GNB; MLI; NER; SEN; TGO,dpi.govtech; finance.new; gov.regional; infra.cybersec,boad; kfw; waemu,2026-08-23,https://ftd.boad.org/,
UEMOA : deux visages pour un même marché numérique plein d'avenir,Sikafinance,,2026-08-21,day,GNB; CIV; SEN; BFA; BEN; MLI; NER; XWA,finance.new; infra.connect; gov.regional,internet-society,2026-08-23,https://www.sikafinance.com/marches/uemoa-deux-visages-pour-un-meme-marche-numerique-plein-d-avenir_63760,
Environnement: Vers la finalisation la création du système national MRV intégré de la CDN,Media Elles,,2026-08-21,day,MLI,dpi.mis; gov.standards; gov.legislate,aedd-mali; meadd-mali; prtd-mali,2026-08-27,https://mediaelles.com/environnement-vers-la-finalisation-la-creation-du-systeme-national-mrv-integre-de-la-cdn/,
Mali-Metre 2026 : Les reseaux sociaux gagnent du terrain aux cotes des medias traditionnels,Maliweb (L'Essor),,2026-08-20,day,MLI,gov.discourse; include.access,friedrich-ebert-stiftung; mali-metre,2026-08-23,https://www.maliweb.net/societe/mali-metre-2026-les-reseaux-sociaux-gagnent-du-terrain-aux-cotes-des-medias-traditionnels-3119304.html,
Mali: Military junta uses cybercrime provisions to target journalists,International Press Institute,,2026-08-20,day,MLI,gov.discourse; gov.legislate,international-press-institute; pole-national-de-lutte-contre-la-cybercriminalite-mali; maison-de-la-presse-mali,2026-08-23,https://ipi.media/mali-military-junta-uses-cybercrime-provisions-to-target-journalists/,
Mali-PNUD : vers un renforcement du partenariat autour des reformes administratives,Malijet,,2026-08-19,day,MLI,dpi.govtech; dpi.registry; gov.policy,undp; ministere-administration-territoriale-mali,2026-08-23,https://malijet.com/actualite-politique-au-mali/311342-mali-pnud-vers-un-renforcement-du-partenariat-autour-des-r.html,
"MFWA, Stakeholders issue communique on press freedom and democratic governance in West Africa",Media Foundation for West Africa,,2026-08-18,day,XWA; MLI; BFA; NER; GIN,gov.discourse; gov.legislate,media-foundation-west-africa,2026-08-23,https://mfwa.org/issues-in-focus/mfwa-stakeholders-issue-communique-on-press-freedom-and-democratic-governance-in-west-africa/,
