row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
STP-gov.policy-audpf,STP,gov.policy,Governance,instrument,AU Data Policy Framework (AUDPF) — national adoption process,"In development, workshop held",2026-07-13,"Data Governance Capacity Building Workshop held (9-10 Jul 2026), D4D Hub with GIZ, AUDA-NEPAD, KICTANET",,Advanced,Did not exist,"Workshop held on national AUDPF adoption; translation into policy/institutional reform is the stated goal, not yet delivered",2026-07-13 D4D Hub on Sao Tome and Principe,,
STP-gov.policy-cst-on-iptv,STP,gov.policy,Governance,instrument,CST ON IPTV provisional authorisation (Resolucao 003/CA/AGER/2026),"Implemented, provisional authorisation",2026-01-01,AGER Conselho de Administracao approves Resolucao 003/CA/AGER/2026,,Advanced,Did not exist,"CST provisionally authorised to carry IPTV over its CST ON platform, stated by the regulator as diversifying electronic communications services",2026-01-01-ager-autoriza-provisoriamente-cst-iptv-plataforma-cst-on,,The page is undated; the year is taken from the resolution number carried in the body
STP-gov.policy-data-localisation,STP,gov.policy,Governance,instrument,INIC national web-hosting service and the data-residency position,Implemented,2026-01-01,"Hosting offered to the whole public administration, with private bodies invited",,No change,,"INIC states that storing and hosting the country's vital information and systems in national territory is an imperative of security and sovereignty, and that the personal data protection law restricts hosting personal information outside the country",2026-01-01-inic-sao-tome-alojamento-web-soberania-territorio-nacional|2025-09-02-anpdp-primeiro-encontro-rede-lusofona-protecao-dados,,The INIC page is undated; the year is inferred at year precision from retrieval
STP-gov.policy-ai-strategy,STP,gov.policy,Governance,instrument,National AI strategy (Lei da Estrategia Nacional de IA),Not held,2026-01-22,UNESCO readiness assessment records none and recommends approval by 2027/2028,,No change,None published,"No national artificial-intelligence strategy exists. The readiness assessment's own roadmap puts approval of a National AI Strategy Law at 2027 or 2028 and rates it low priority, arguing the instrument must be a law because personal-rights matters are reserved to the National Assembly, and assigns it to the innovation institute, the data protection agency, the minister of the presidency and the Assembly; ahead of it the roadmap rates updating the data protection agency's 2017 organic law, the 2008 decree creating the innovation institute and the 2020 resolution adopting the digital governance strategy as high priority for 2024 or 2025",2025-01-01-unesco-sao-tome-ai-readiness-assessment-full-report|2026-01-22-unesco-sao-tome-ai-ethics-governance-country-profile|2025-01-01-unesco-sao-tome-principe-ai-readiness-assessment|2026-04-22-rstp-pnud-capacitacao-digitalizacao-inteligencia-artificial,2026-09-04,"the education minister's preface states the country is not prepared to implement artificial intelligence ethically, having neither a strategy nor any AI-specific law nor a national AI ethics commission"
STP-gov.policy-data-strategy,STP,gov.policy,Governance,instrument,National data strategy and implementation roadmap (INIC),"In development, version 1 published",2025-07-01,"Version 1 published by INIC, July 2025, under a technical-assistance contract",,Advanced,Reported as remaining in draft,"Version 1 published: objectives for responsible and ethical data use, data-based decision-making and an innovation-oriented culture, with artificial intelligence treated as an opportunity to be explored using public data rather than as anything already in operation",2025-07-01-inic-sao-tome-estrategia-politica-governanca-de-dados,,
STP-gov.policy-digital-governance-strategy,STP,gov.policy,Governance,instrument,National Strategy for Digital Governance (2020),Enacted,2024-01-01,"Whole-of-government digital-transformation strategy, nine thematic axes, adopted",,No change,,Nine-axis framework in force since 2020; UNU-EGOV project-managed,2024-01-01 National Strategy for Digital Governance in São Tomé and Príncipe,,Source (UNU-EGOV project page) is undated on-page; year taken from page copyright/context
STP-gov.policy-auda-nepad-islands,STP,gov.policy,Governance,instrument,Programme for African Developing Island Economies (AUDA-NEPAD),"Enacted, communique adopted",2026-07-24,"Launched at Ministerial Segment, Abidjan; STP one of seven covered island states",,Advanced,Did not exist,"Programme launched; 2026-2031 roadmap, six pillars incl. digital transformation (DPI, AI/automation, knowledge economy as accelerators); ministerial communique adopted",2026-07-24-auda-nepad-island-economies-programme-launch,,Regional (7-state) programme; STP-specific commitments beyond the communique are not detailed in the source held
STP-gov.policy-par-strategy,STP,gov.policy,Governance,instrument,Public Administration Reform Strategy (2025),"Enacted, approved",2025-06-18,Justice Minister Vera Cravid presents newly approved strategy naming e-governance its essential pillar,,No change,,Strategy approved; e-governance named essential pillar to cut bureaucracy/costs and promote equity of access,2025-06-18-ministra-justica-digitalizacao-setor-publico,,
STP-gov.policy-qni,STP,gov.policy,Governance,instrument,"Quadro Nacional de Interoperabilidade (QNI), version 0.1","In development, draft version only",2021-11-01,"Version 0.1 published on the INIC portal, November 2021",,No change,Did not exist,"Draft v0.1 in force as the published framework: definitions, per-dimension policies, a compliance regime, governance and revision arrangements, and mandatory and recommended technical specifications; no later version is held",2021-11-01-inic-sao-tome-quadro-nacional-interoperabilidade-qni-v01,,Developed by UNDP and UNU-EGOV with INIC; no approval instrument or successor version is held
STP-gov.legislate-access-to-information,STP,gov.legislate,Governance,instrument,Access to information statute,Not held,2003-01-01,No statute located; the constitutional articles are the whole of the guarantee,,No change,None published,"None published: Artigos 29, 74 and 76 of the constitution guarantee free expression, a duty on office-holders to keep citizens informed and the ineffectiveness of unpublished laws, and none of the three creates a request procedure, deadlines, exemptions, appeal or oversight body",2003-01-01-sao-tome-constituicao-republica-democratica,2026-09-04,
STP-gov.legislate-ager-revision,STP,gov.legislate,Governance,instrument,AGER regulatory framework revision (Regulatory Entities Law + Electronic Communications Law),"Under review, submitted to National Assembly",2025-09-17,"Approved by Council of Ministers, submitted to National Assembly; AGER Statute already approved",,Baseline not held,,Bills submitted; passage not confirmed in sources held,2025-09-17-world-bank-ajuda-memoria-stp-digital-setembro-2025,,No later source confirms parliamentary passage
STP-gov.legislate-identification-law,STP,gov.legislate,Governance,instrument,Aggregated Identification Document Law (identity law),"Under review, drafting/consultation stage flagged urgent",2025-09-17,"World Bank mission flags review, public consultation, finalisation and approval as urgent; absence could constrain data collection",,Baseline not held,,Under review/consultation; passage not confirmed,2025-09-17-world-bank-ajuda-memoria-stp-digital-setembro-2025,,No later source confirms passage
STP-gov.legislate-ai-law,STP,gov.legislate,Governance,instrument,AI-specific legislation or regulation,Not held,2026-01-22,UNESCO country profile records no AI law and no national AI ethics commission,,No change,None published,"No AI-specific law or regulation is in force. The readiness assessment finds no specific legal provision on artificial intelligence, and identifies the 2016 personal data protection law and the 2017 cybercrime law as the nearest anchors, the latter needing updating to cover artificial intelligence; there is consequently no national AI ethics commission or dedicated governance structure",2025-01-01-unesco-sao-tome-ai-readiness-assessment-full-report|2026-01-22-unesco-sao-tome-ai-ethics-governance-country-profile,2026-09-04,
STP-gov.legislate-cybercrime-law,STP,gov.legislate,Governance,instrument,Lei n. 15/2017 - Lei sobre Cibercrime,Enacted,2017-10-06,"Gazetted in Diario da Republica n. 147 of 6 October 2017, in force 30 days after publication",,No change,,"In force: creates the computer-crime offences, sets procedural powers of expedited preservation, search, seizure, interception and undercover operations, and requires the Policia Judiciaria to keep a 24/7 international cooperation contact point",2017-10-06-sao-tome-lei-15-2017-lei-sobre-cibercrime,,
STP-gov.legislate-payment-system-law,STP,gov.legislate,Governance,instrument,Lei n. 17/2018 - Sistema Nacional de Pagamentos,Enacted,2018-09-07,"Enacting law of the national payment system, gazetted 7 September 2018",,No change,,"In force: applies to payment systems and payment service providers operating in the country, makes the central bank regulator and overseer, and carries a chapter on electronic funds transfers between individuals, commercial entities and financial institutions",2018-09-07-sao-tome-lei-17-2018-sistema-nacional-de-pagamentos,,
STP-gov.legislate-statistics-law,STP,gov.legislate,Governance,instrument,Lei n. 5/98 - Bases do Sistema Estatistico Nacional,Enacted,1998-08-31,"Promulgated 31 August 1998, passed by the National Assembly 12 August 1998",,No change,,"In force: defines the Sistema Estatistico Nacional and its principles, names the Conselho Nacional de Estatistica, the INE and the central bank as its organs, creates the INE in Artigo 7, and sets a regime of statistical transgressions and fines",1998-08-31-sao-tome-lei-5-98-bases-do-sistema-estatistico-nacional,,
STP-gov.legislate-interoperability-law,STP,gov.legislate,Governance,instrument,National Framework for Interoperability (Law 1/2024),Enacted,2024-01-01,Law enacted for public-sector data sharing,,No change,,"In force since 2024; underpins DEX, single citizen portal, trade single window",2024-01-01 São Tomé and Príncipe - Digital Regulations in the Metaverse Era (Data),,Same caveat as the 2016 law — only a secondary legal-survey source held
STP-gov.legislate-data-protection-law,STP,gov.legislate,Governance,instrument,Personal Data Guarantee and Protection Law (Law 03/2016),Enacted,2024-01-01,Gazetted in Diario da Republica n. 39; establishes the ANPDP as supervisory authority,,No change,,"In force since 2016; fines up to STN 500m for legal entities, criminal sanctions up to 1 year imprisonment for serious breaches",2016-05-10-sao-tome-lei-03-2016-proteccao-dados-pessoais|2024-01-01 São Tomé and Príncipe - Digital Regulations in the Metaverse Era (Data),,"The primary gazette text is held as an excerpt, truncated inside Artigo 45"
STP-gov.protect-rlpd-membership,STP,gov.protect,Governance,instrument,ANPDP membership — Rede Lusofona de Protecao de Dados (RLPD),"Implemented, founding member",2025-06-23,CNPD (Portugal)-hosted cooperation visit; network described as 'recem-criada' (recently created),,No change,,"Founding member alongside Portugal (CNPD), Angola, Brazil, Cabo Verde; June-2025 visit addressed disinformation, digital violence, video-surveillance, child/youth data training",2025-06-23-cnpd-portugal-recebeu-anpdp-stp-rede-lusofona,,Exact founding date of RLPD (~2024) is not independently sourced; inferred from 'recem-criada' language
STP-gov.protect-prese-supervision,STP,gov.protect,Governance,instrument,ANPDP supervision of PReSE registry-CEN data linkage,"Implemented, oversight assigned",2026-04-15,ANPDP assigned to supervise the civil-registry/electoral-database interconnection,,Advanced,Did not exist,Oversight role established; assessment to occur after the interconnection is inspected,2026-04-15-recenseamento-automatico-fiscalizado-anpdp,,
STP-gov.protect-macau-mou,STP,gov.protect,Governance,instrument,Macau DSPDP-ANPDP cooperation MoU,"Enacted, signed",2026-08-24,A further agreement on exchanging financial-intelligence information to be signed,,Advanced,"Signing authorised by Macau CE, not yet executed","MoU signed 1 Jun 2026; STP delegation toured Hong Kong Privacy Commissioner and Guangdong cyber-data-security association; a further agreement between the two jurisdictions on exchanging information to combat money laundering is to be signed, reported 2026-08-24, with no signature date or text on file",2026-08-24-observador-macau-stp-aml-data-agreement|2026-05-27-macau-to-sign-data-protection-pacts-stp-cabo-verde|2026-06-10-dspdp-macau-formaliza-cooperacao-protecao-dados-stp,,; the anti-money-laundering agreement is a second instrument with the same counterpart and is recorded here rather than as a separate row until its text is held
STP-gov.protect-malabo-convention,STP,gov.protect,Governance,instrument,Malabo Convention — STP signatory status,"Enacted, signatory (ratification status not stated)",2024-01-01,STP signatory status noted in IBA country chapter,,No change,,Signatory to the AU Convention on Cyber Security and Personal Data Protection; ratification status not established,2024-01-01 São Tomé and Príncipe - Digital Regulations in the Metaverse Era (Data),,
STP-gov.regional-ace-cable,STP,gov.regional,Governance,instrument,ACE submarine cable participation (STP-Cabo SARL),Implemented,2015-06-17,World Bank grant closed 2015; participation structured through the STP-Cabo SARL vehicle,,No change,,"An IDA grant of SDR 9.8 million, US$14.9 million equivalent, financed the country's contribution to the Africa Coast to Europe cable on an open-access basis, with government and CST contributions made into STP-Cabo SARL as a long-term shareholder loan",2015-06-17-world-bank-icr-central-african-backbone-apl2-sao-tome|2012-11-12-sao-tome-decreto-38-2012-concurso-segunda-licenca-stp-cabo-ace,,
STP-gov.regional-arctel-connectivity-workshop,STP,gov.regional,Governance,instrument,ARCTEL-CPLP and ITU universal connectivity workshop,Implemented,2025-11-01,"Three-day workshop hosted in Sao Tome, November 2025",,Advanced,Did not exist,"Workshop held with CPLP regulators, ITU specialists and national technicians on promoting and measuring universal and meaningful connectivity, closing on a joint commitment to continued technical cooperation and regulatory harmonisation",2025-11-01-ager-sao-tome-workshop-arctel-uit-conectividade-universal,,The page is undated; the month is inferred from the reported timing
STP-gov.regional-cplp-digital-rights-charter,STP,gov.regional,Governance,instrument,CPLP digital rights charter,Implemented,2026-01-29,"Signed at São Tomé by all nine member states, 19 July 2024",,Advanced,Did not exist,"Expressly declaratory and non-binding, committing members to meaningful connectivity on non-discriminatory and affordable terms, personal data protection, cybersecurity cooperation, digital literacy and capacity building and non-fragmentation of the digital environment, and condemning blanket internet shutdowns; the first named activity in the Lusophone data-governance frame since is a Maputo workshop of 8-10 December 2025 at which UNESCO launched the Portuguese edition of its Data Governance Toolkit and more than 40 data-protection authorities and ICT regulators mapped national data ecosystems and governance gaps against the African Union Data Policy Framework and the Smart Africa Data Governance Blueprint",2024-07-19-carta-da-cplp-de-direitos-e-principios-em-ambientes-digitais|2026-01-29-lusophone-countries-in-africa-deepen-digital-cooperation-to-strengthen-data-governance,,declaratory: no domestic measure is recorded as taken under it
STP-gov.regional-lusophone-workshop,STP,gov.regional,Governance,instrument,Lusophone Africa Data Governance Workshop,"Implemented, second edition held",2026-07-28,"Second workshop held in Luanda, 15-17 Jun 2026",,Advanced,"First workshop (Maputo, 2025): policy awareness","Second workshop (Luanda, 15-17 Jun 2026): implementation focus — data centres, cloud, interoperability, DPI, institutional governance; STP among 6 participating countries",2026-07-28-advancing-data-infrastructure-and-governance-in-lusophone-africa,,STP's specific national content from this workshop is not detailed; event date (15-17 Jun) is not the publication date (28 Jul)
STP-gov.regional-palop-dialogues,STP,gov.regional,Governance,instrument,PALOP Digital Governance Dialogues,"Implemented, ongoing series",2026-03-31,Second webinar held (digital ID as foundational DPI),,Advanced,"Inaugural webinar, Oct 2025 (month only stated)","Second webinar, 26 Mar 2026, on digital ID/implementation/integration; STP among PALOP participants",2026-03-31-palop-digital-identity-collaboration-biometricupdate,,Multi-country source; STP-specific content not separately detailed
STP-gov.standards-none,STP,gov.standards,Governance,instrument,SENAPIQ-STP (Servico Nacional da Propriedade Intelectual e Qualidade),Implemented,2026-08-03,"First bank in the country certified to ISO 9001:2015, August 2026",,Advanced,"A public institute with administrative, financial, technical and asset autonomy under the finance ministry, proposing policies on industrial property, copyright, standardisation, certification and accreditation, and ISO's correspondent member for the country","The same institutional position, with BGFI Bank Sao Tome becoming the first bank in the country certified to ISO 9001:2015, presented at the ceremony marking 55 years of the BGFI Bank Group",2026-08-03-telanon-bgfi-bank-sao-tome-primeiro-banco-certificado-iso-9001|2026-01-01-senapiq-stp-servico-nacional-propriedade-intelectual-e-qualidade|2026-01-01-iso-senapiq-stp-correspondent-member-sao-tome,,
STP-gov.discourse-ager-consultations,STP,gov.discourse,Governance,instrument,AGER public consultation mechanism,Implemented,2025-09-01,"Cybersecurity strategy put to a 30-day public consultation, September 2025",,Advanced,"One consultation on record, on the draft electronic communications law (Feb 2024), with the regulator's own point-by-point responses published","A second consultation run, on the 2024-2028 national cybersecurity strategy and its action plan, under the STP Digital project, with contributions due within 30 days and late submissions excluded",2025-09-01-ager-sao-tome-consulta-publica-estrategia-nacional-ciberseguranca|2024-01-01-ager-sao-tome-relatorio-consulta-publica-lei-comunicacoes-electronicas,,
STP-gov.discourse-fgi-stp,STP,gov.discourse,Governance,instrument,FGI STP (Forum de Governanca da Internet),"Implemented, first edition only",2026-07-31,"1st edition held, Casa Cacau, 28-30 Jul 2026, opened by the PM",,Advanced,Did not exist,"1st edition held, regulator (AGER)-convened; agenda covered digital trust, infrastructure, regulation, privacy/data protection, AI, internet/social media; no outcome document or next-edition date published",2026-07-31-ager-1a-edicao-fgi-stp-sao-tome,,
STP-finance.budget-none,STP,finance.budget,Finance,instrument,State budget (Orcamento Geral do Estado),Enacted,2026-03-23,Lei n. 3/2026 gazetted in Diario da Republica n. 18,,Advanced,"Budget for 2025 published by the Direccao do Orcamento, February 2025",Budget for 2026 enacted as Lei n. 3/2026; no digital-transformation appropriation line is identified in what the base holds,2026-03-23-sao-tome-lei-3-2026-orcamento-geral-do-estado|2025-12-01-cipstp-orcamento-do-cidadao-stp-2026|2025-02-01-sao-tome-ministerio-economia-financas-orcamento-geral-do-estado-2025,,The 2025 document is filed under an approved path but its own title line reads Proposta-OGE 2025
STP-finance.mou-none,STP,finance.mou,Finance,instrument,China-Sao Tome and Principe strategic partnership,"Enacted, announced",2024-09-05,"Elevation to a strategic partnership announced in Beijing, 5 September 2024",,Advanced,Did not exist,"The strategic partnership declaration of 5 September 2024 commits both sides to expanding cooperation into new areas including the digital economy, green development and the blue economy, alongside the traditional fields of agriculture, health and infrastructure; it names no project, no instrument and no sum",2024-09-05-china-sao-tome-joint-statement-strategic-partnership|2024-09-05-fmprc-china-sao-tome-joint-statement-strategic-partnership|2024-09-05-china-mfa-xi-jinping-meets-prime-minister-sao-tome-strategic-partnership,,
STP-finance.new-afdb-pispif,STP,finance.new,Finance,instrument,AfDB Payment System Infrastructure and Financial Inclusion Project (PISPIF),"In development, active (per IATI record)",2017-01-01,"AfDB commits US$3,335,999 (XDR 2,400,000) grant",,No change,,"Committed 2017, disbursed US$4,268,636 to date, end year 2027 per IATI record",2017-01-01-afdb-stp-001-sao-tome-and-principe---payments,,Disbursed figure exceeds committed figure in the source held; no explanation found — treat with caution
STP-finance.new-unicef-pnad,STP,finance.new,Finance,instrument,UNICEF PNAD equipment procurement (grant SC220341),"Planned, tender open",2026-07-30,"RFQ_03/2026 open, closes 12 Aug 2026",,Advanced,Did not exist,Public tender open for 80 tablets + 90 desktops against grant SC220341; no contract value stated,2026-07-30-unicef-aquisicao-de-tablets-computadores-e-acessorios-sistema-educativo-stp,,Cross-ref capacity.literacy — same instrument
STP-finance.new-wb-digital-stp,STP,finance.new,Finance,instrument,World Bank 'Digital Sao Tome and Principe' project (P177158),"In development, 36% disbursed",2025-09-17,"US$7.64m disbursed (36%) as of 11 Sep 2025, rated Moderately Satisfactory",,Advanced,"Board-approved, US$21.8m (IDA grant + GIF) committed","US$7.64m disbursed (36%), Moderately Satisfactory, System Integrator (Ooru) engaged",2022-06-15-wb-stp-001-digital-sao-tome-and-principe|2025-09-17-world-bank-ajuda-memoria-stp-digital-setembro-2025,,"Finances the Digital ID, Citizen Portal, interoperability platform, CSIRT and data-centre work covered above"
STP-infra.connect-broadband-uptake,STP,infra.connect,ICT Infrastructure,measure,Broadband and mobile internet uptake,,2026-03-11,First national broadband-use baseline placed in a financing operation's results framework,,Advanced,"5,775 fixed broadband subscribers at 2.6 per 100 inhabitants and 96,901 active mobile broadband accesses at 43.3 per 100 (2023)","146,000 people using broadband, inferred use, at December 2025, of whom 74,000 women, against targets of 172,000 and 87,000 by December 2028",2026-03-11-world-bank-sao-tome-dpf-fiscal-energy-digital-connectivity|2024-11-01-sao-tome-ager-observatorio-estatistico-2023,,
STP-infra.connect-cst-network,STP,infra.connect,ICT Infrastructure,instrument,CST national network (antennas/schools expansion),"Implemented, ongoing expansion",2026-03-27,"35th antenna inaugurated, Agua Ize, Cantagalo",,Advanced,"Expansion plan to more communities/schools announced, larger schools first","35th antenna live at Agua Ize, ending prolonged local network instability",2025-01-25-cst-35-anos-expansao-rede-conectividade-escolas|2026-03-27-cst-inaugura-antena-agua-ize,,
STP-infra.connect-cst-tariffs,STP,infra.connect,ICT Infrastructure,measure,CST retail mobile tariff schedule,,2026-01-01,Published schedule as read in 2026,,"No change, a first schedule with no earlier tariff held",No earlier schedule held,"Bundles from 10 Dbs for 24 hours to 330 Dbs for 30 days, the largest carrying 4,000 MB of data",2026-01-01-sao-tome-cst-tarifarios-movel,,The page is undated; the year is inferred from the capture
STP-infra.connect-ixp,STP,infra.connect,ICT Infrastructure,instrument,Internet Exchange Point,Not held,2026-01-01,"Tracker reading as read in 2026: none active, none listed in PeeringDB",,No change,None active,"None active and none listed in PeeringDB, with an Internet Resilience Score of 30 out of 100 and 50 per cent of the 1,000 most-visited sites reachable from an in-country server or cache",2026-01-01-sao-tome-isoc-pulse-ixp-tracker,2026-09-04,
STP-infra.connect-starlink,STP,infra.connect,ICT Infrastructure,instrument,Starlink satellite internet service,Implemented,2025-12-11,Service activated in STP,,Advanced,"US-backed intent announced, no service","Live: Standard kit STN 5,500 (~US$257); Residential STN 1,700/mo (~US$79.5)",2025-02-24-starlink-pretende-investir-stp-eua|2025-12-11-starlink-begins-service-stp,,
STP-infra.connect-submarine-cable-principe,STP,infra.connect,ICT Infrastructure,instrument,Submarine cable to Principe (STP Digital project component),"In development, procurement challenges",2025-10-20,"Rating for the project development objective cut to moderately satisfactory on cable procurement, October 2025",,Stalled,"Cable progress tracked as a World Bank mission objective, September 2025","Progress towards the project development objective declined from satisfactory to moderately satisfactory on ongoing challenges with the procurement of the Principe cable, while most other project activities progressed",2025-10-20-world-bank-isr-digital-sao-tome-and-principe-seq7|2025-09-17-world-bank-ajuda-memoria-stp-digital-setembro-2025,,No source held states a build status or a completion date
