row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
TZA-gov.policy-election-period-internet-shutdowns,TZA,gov.policy,Governance,measure,Election-period internet shutdowns,Discontinued,2026-06-09,A five-day nationwide blackout during the election of 2025-10-29,,"Closed, no restoration date on file",No restriction in force at 2025-08-01,"Eight shutdowns recorded across 2025, the highest count of any African state in the monitor's data, and Tanzania listed among three African states that issued satellite shutdown orders",2026-03-01 Rising Repression Meets Global Resistance Internet Shutdowns in 2025|2026-03-05 Safeguarding Tanzania's information integrity|2026-06-09-tanzania-getting-online-digital-economy-igp-report,,"no gazetted instrument, directive or regulator order is held; the record is third-party monitoring only, and the monitor states its counts are subject to revision"
TZA-gov.policy-health-data-localisation-approval,TZA,gov.policy,Governance,measure,Health-data localisation and approval conditions for AI,,2026-07-31,Stated at a university health conference 2026-07-31,,Advanced,Did not exist,"Three stated requirements: health data stored inside Tanzania, healthcare AI systems approved by the relevant authorities, and local capacity to build them developed",2026-07-31-tanzania-ai-drive-in-healthcare-amid-data-privacy-push,,"a sectoral permissioning claim arriving before any national AI instrument exists; no instrument and no named approving authority, and a dedicated regulator was called for from the floor rather than announced"
TZA-gov.policy-data-management-framework,TZA,gov.policy,Governance,instrument,National Data Management Framework,In development,2025-08-29,"A stakeholder process reported under way, completion targeted January 2026",2025-08-29,No change,"Stakeholder drafting under way, targeted for January 2026","Unchanged; the base holds no record of completion, publication or slippage past the target",2025-08-29-tanzania-ukinara-usimamizi-data,,positioned within a continental data policy framework; eleven months with nothing later on file
TZA-gov.policy-national-technology-roadmap,TZA,gov.policy,Governance,instrument,National Technology Roadmap,In development,2026-08-22,"Draft completed and presented at a stakeholder discussion, August 2026",2026-08-22,Advanced,Did not exist,"Drafted by the education, science and technology ministry, forecasting the country’s technology needs over the next 25 years across 13 sectors; not adopted, and no publication or approval date is on file",2026-08-22-eastleighvoice-tanzania-25-year-tech-roadmap,,
TZA-gov.policy-digital-trust-initiative,TZA,gov.policy,Governance,instrument,Tanzania Digital Trust Initiative,Implemented,2026-08-09,"Launched at an inaugural forum, 2026-08-07 to 2026-08-08",,Baseline not held,Not held,"Launched as a multi-stakeholder body to coordinate cybersecurity, data privacy, artificial-intelligence governance and payment security across government, industry and academia, founded by a security firm with a privacy professionals' association and a fintech association, and naming the data protection commission, the ICT commission and the private sector federation among its partners; the same forum published a digital trust outlook report and inaugurated an East Africa to Gulf Cooperation Council corridor for cross-border regulatory dialogue, secure payments and artificial-intelligence governance",2026-08-09-tanzania-digital-trust-forum-tppa-launch|2026-08-08-tanzania-digital-trust-initiative-launch-sandbox,,"a private-sector-founded body naming public regulators as partners; no constitution, funding, membership list or statement of the regulators' role in it is held"
TZA-gov.legislate-electronic-transactions-act-amendment,TZA,gov.legislate,Governance,instrument,Finance Act 2026 amendment to the Electronic Transactions Act,Enacted,2026-06-30,"Section 13 of the Electronic Transactions Act (Cap. 442) amended, 2026-06-30",,Advanced,No ministerial power to prescribe which payments must be made electronically,"The Minister for Finance may prescribe by Gazette order which payments must be made electronically — the power the mandatory electronic payments order of the same date was made under — and proof of electronic payment is required before a transfer of land, a building or a motor vehicle can be approved",2026-06-30-tanzania-finance-act-2026,,"the land, building and motor-vehicle requirement is a substantive obligation in its own right and is not part of the scheduled transaction classes the order lists"
TZA-gov.legislate-financial-consumer-protection-amendment,TZA,gov.legislate,Governance,instrument,Financial consumer protection amendment regulations,Implemented,2025-06-27,Dated 2025-05-23,2025-05-23,No change,In force from 2025-05-23,Unchanged; providers must protect consumer financial and personal information in accordance with the data-protection Act,2025-06-27 Key Highlights of the Bank of Tanzania Financial Consumer Protection Amendment Regulations GN 298 of 2025,,"the dormant-account period moved from five to twelve months, with complaint maxima of twelve hours for mobile money and fourteen days for credit, and fines of TZS 1m a day; the data-protection cross-reference is what wires the payments regime into the data regime"
TZA-gov.legislate-online-content-cybercrime-regulation,TZA,gov.legislate,Governance,instrument,Online content and cybercrime regulation,Not held,,,,,,,,,"no Tanzanian instrument on online content, VPN registration or cybercrime is held: the only trace is a bibliographic citation inside an unrelated report"
TZA-gov.legislate-review-of-laws-for-technology-investment,TZA,gov.legislate,Governance,instrument,"Review of more than 1,000 laws for technology investment",Planned,2026-08-12,Announced 2026-08-12,,Baseline not held,Not held,"The government says it will review more than 1,000 laws, including the public-private partnership act, the companies act and financial legislation, to build a regulatory framework supporting artificial intelligence, digital commerce and technology investment under the 2050 development vision",2026-08-12-tanzania-review-1000-laws-attract-tech-investment,,"no list of statutes, sequencing, responsible body or timetable is stated, and no consultation route is named"
TZA-gov.legislate-online-trader-tax-identifier-display,TZA,gov.legislate,Governance,instrument,Tax identifier display for online traders,Implemented,2026-08-16,"Made by the Minister for Finance at Dodoma, 30 June 2026, as Government Notice No. 158G",,Advanced,Did not exist,"Businesses trading on social media platforms must display their tax registration number or tax compliance certificate on their profile pages, under a new sub-regulation 58(2) of the Tax Administration (General) Regulations, 2016, made under the Tax Administration Act",2026-06-30-tanzania-gn-158g-tax-administration-general-amendment-regulations-2026|2026-08-16-theeastafrican-tanzania-online-businesses-tax-ids,,"the instrument itself is now held and settles three things the secondary accounts left open: it was made by the Minister for Finance rather than the revenue authority, it amends regulation 58 of the 2016 regulations, and the display duty is the whole of the new sub-regulation, with no penalty provision and no non-resident provision attached to it"
