row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
ERI-dpi.id-foundational-id,ERI,dpi.id,Digital public infrastructure,National foundational digital ID,"A named programme, pilot or vendor engagement for a foundational digital-ID system distinct from the passport/civil-registration base already on file.",,
ERI-infra.connect-submarine-cable,ERI,infra.connect,Infrastructure,Submarine fibre-optic cable landing,"A licensing decision, application, or a dated update to the Submarine Networks registry's coastal-state count.",,
ERI-infra.connect-starlink,ERI,infra.connect,Infrastructure,Starlink satellite internet service,"A licence application, refusal, or an updated Starlink coverage-map entry for Eritrea.",,
ERI-dpi.pay-none,ERI,dpi.pay,Digital public infrastructure,Mobile money / digital payments service,"A named mobile-money operator, licence or pilot, or a central-bank statement on digital payments distinct from the cash-deposit ultimatum.",,
ERI-gov.protect-none,ERI,gov.protect,Governance and regulation,Data-protection law,"A published data-protection bill, statute or regulator designation.",,
ERI-gov.legislate-ai,ERI,gov.legislate,Governance,Artificial intelligence law and strategy,"A published national AI strategy or draft, or any statute or regulation addressed to artificial intelligence.",2026-08-31,"absence stands, dated — a June 2026 legal-status review and the 2025 AI readiness index agree that neither a law nor a strategy exists, and the index scores policy capacity at zero"
ERI-gov.legislate-ecommerce,ERI,gov.legislate,Governance,Electronic transactions and e-commerce framework,"A proclamation, regulation or gazetted bill giving legal effect to electronic signatures, records or contracts.",2026-08-31,"absence stands, dated — the only texts addressing electronic transactions are unofficial consultation drafts from a diaspora legal-reform initiative, with no government process behind them"
ERI-gov.legislate-freedom-of-information,ERI,gov.legislate,Governance,Freedom of information law,"An adopted freedom of information or access to information proclamation, with a request procedure and an appeal route.",2026-08-31,"absence stands, dated — a UN review contribution states that no freedom of information law has been adopted; the constitutional guarantee sits in a constitution never brought into force"
ERI-gov.legislate-statistics,ERI,gov.legislate,Governance,Statistics law,An enacted statistical proclamation giving the national statistics office a statutory mandate.,2026-08-31,"absence stands, dated — a 2007 mid-term review recorded the draft proclamation as submitted and pending, and no later enactment was located"
ERI-gov.discourse-suppression,ERI,gov.discourse,Governance,Public discussion of government policy,"An independent publication, permitted civil-society body or public forum in which digital or data policy is argued.",2026-08-31,"absence stands, dated — a press-freedom index places Eritrea last of 180 for a third consecutive year, and a UN commission found systematic silencing of criticism"
ERI-dpi.registry-address,ERI,dpi.registry,DPI,National address and postcode system,"A national postcode or street-addressing scheme, or a government statement that one is being built.",2026-08-31,"absence stands, dated — Eritrea does not appear on the postal union's August 2026 list of countries operating a postcode system, and no other national addressing scheme was located"
ERI-dpi.registry-electoral,ERI,dpi.registry,DPI,Voter register,"A voter register compiled under the electoral law, or an electoral commission constituted to prepare one.",2026-08-31,"absence stands, dated — the electoral law provides for a register, an independent commission and public inspection; nothing records a national election held under it or a register ever compiled"
ERI-dpi.govtech-online-services,ERI,dpi.govtech,DPI,Online government services,"Any citizen-facing online government service — an application, payment, licence or record request completed online.",2026-08-31,"absence stands, dated — the customs platform inaugurated in January 2026 is the only operating government digital system on the base, and it serves officials on an intranet"
ERI-gov.regional-connectivity-gap,ERI,gov.regional,Governance,Regional shared digital infrastructure,"A signed interconnection, cable landing or regional infrastructure agreement naming Eritrea as a participant.",2026-08-31,"absence stands, dated — the regional master plan treats Eritrea as a gap to be closed and a later overview records that planned projects carry no commitment to serve Asmara"
ERI-tech.ai-synthetic-media,ERI,tech.ai,Technology,Control of artificial-intelligence abuse,"A domestic law, regulator, platform agreement or takedown route addressed to synthetic or manipulated media.",2026-08-31,"absence stands, dated — AI-generated war imagery circulated through 2026 met only by external fact-checking; there is no AI law, no data-protection authority and no domestic takedown route"
