row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
LBR-gov.policy-afdb-csp,LBR,gov.policy,Governance,instrument,African Development Bank Country Strategy Paper 2026-2031,Implemented,2026-07-31,"Approved February 2026 and launched in Monrovia, 30 July 2026",,"Regressed, for digital","Bank strategy carrying four sectors, ICT among them (2025-08)","Sectors cut from four to three - transport, energy and skills - with an indicative 2026-2028 programme of UA 129m (US$172.86m, February 2026 conversion), 36.3% unfunded, and no digital lending line (2026-07)",2026-07-31-liberia-afdb-country-strategy-paper-2026-2031|2026-02-01 AfDB Liberia Country Strategy Paper 2026-2031,,The strategy's own ICT assessment still cites the National ICT Policy and Strategy 2019-2024 and does not mention the Digital Liberia strategy published the same month.
LBR-gov.policy-cloud-first,LBR,gov.policy,Governance,instrument,Cloud-first government hosting policy,Planned,2026-04-08,Named in the 2026-2029 infrastructure roadmap,,Advanced,No published position on government hosting (2025-08),"A cloud-first policy and a government network named in the national infrastructure roadmap, with no instrument, standard or timetable published (2026-04)",2026-04-08-liberia-national-infrastructure-conference-2026-report,,
LBR-gov.policy-digital-liberia,LBR,gov.policy,Governance,instrument,Digital Liberia national digital strategy 2025-2029,Implemented,2026-02-03,"Published by the Ministry of Posts and Telecommunications, February 2026",,Advanced,"National ICT Policy and Strategy 2019-2024, already past its stated period (2025-08)","Eight priority areas across four pillars, including universal connectivity, digital addressing, cybersecurity and data sovereignty; no costing or delivery schedule published (2026-02)",2026-02-03 Liberia Unveils 5-Year 'Digital Liberia' Strategy to Boost Sovereignty and Innovation|2026-02-03 Liberia National Digital Strategy 2025-2029 (Digital Liberia),,
LBR-gov.policy-broadband-plan,LBR,gov.policy,Governance,instrument,National broadband expansion plan,Planned,2026-04-08,Committed for years 2-4 of the 2026-2029 infrastructure roadmap,,Advanced,"Broadband targets carried by the National ICT Policy 2019-2024, past its stated period (2025-08)",No separately titled national broadband strategy; the January 2026 infrastructure conference roadmap commits the Ministry of Posts and Telecommunications and the LTA to a national broadband expansion plan in years 2-4 (2026-04),2026-04-08-liberia-national-infrastructure-conference-2026-report|2019-10-31-liberia-mopt-national-ict-policy-2019-2024,,
LBR-gov.policy-data-governance-policy,LBR,gov.policy,Governance,instrument,National Data Governance Policy,Implemented,2026-03-01,"Final version issued by the Ministry of Posts and Telecommunications, March 2026",,Advanced,Did not exist,"Final policy designating the Independent Information Commission as data regulator under the unenacted Personal Data Protection and Privacy Act 2024, prescribing signature and ratification of the Malabo Convention, and setting an adequacy-or-explicit-consent rule for personal data leaving the country (2026-03)",2026-03-01-liberia-national-data-governance-policy,,Developed under ministry leadership with CIPESA and aligned to the African Union Data Policy Framework.
LBR-gov.policy-payment-localisation,LBR,gov.policy,Governance,instrument,Payment-system local hosting requirement (CBL/RSD/003/2020),Implemented,2020-01-08,Gazetted 8 January 2020,,No change,In force (2025-08),"Section 9(c) states the payment system should be hosted locally and, where hosted abroad, obliges the licensee to give the central bank unfettered access - a sectoral norm with an offshore escape, not an economy-wide localisation regime",2020-01-08-liberia-cbl-e-payment-services-regulations-2020,,
LBR-gov.policy-lta-strategic-plan-2025-2029,LBR,gov.policy,Governance,instrument,Telecommunications authority strategic plan 2025-2029,Implemented,2025-01-01,Plan published in abridged form,,Baseline not held,Did not exist,"The telecommunications regulator's five-year plan, named as the anchor of its current agenda. The version the base holds is an abridged, infographic-led edition in which most of the substantive content - situational analysis, stakeholder analysis and target tables - is laid out as designed graphics rather than extractable text",2025-01-01-liberia-lta-strategic-plan-2025-2029|2026-09-04-liberia-massaquoi-lta-strategic-plan-connectivity,,"the plan is the regulator's stated agenda and its targets cannot be read off the only version published; the acting chairperson's programme - internet access for schools and underserved communities, consumer protection, cybersecurity - is described in press accounts rather than against the document"
LBR-gov.legislate-ai-regulation,LBR,gov.legislate,Governance,instrument,Artificial intelligence legislation or regulation,"Not held, searched 2026-09-04 - no AI-specific instrument or evidentiary rule located",2026-07-16,No instrument found,,No change,No AI-specific instrument (2025-08),"Still none: a criminal court ruled on alleged AI-generated audio in December 2025 on ordinary disclosure grounds with no AI-specific rule applied, and the Executive Mansion's July 2026 warning on fabricated documents is an authentication appeal rather than a rule",2026-07-16-liberia-emansion-ai-generated-documents-warning-frontpage-africa|2025-12-22-liberia-criminal-court-a-ai-generated-voice-recording-evidence-newdawn,2026-09-04,
LBR-gov.legislate-e-transactions-law,LBR,gov.legislate,Governance,instrument,"Electronic Transactions Law 2002 (Chapter 13, Title 14)",Implemented,2002-06-19,"Approved 8 January 2002, published 19 June 2002",,No change,In force (2025-08),"Liberia's only enacted electronic-commerce statute; nothing covering online consumer protection, platforms or intermediary liability has been enacted since 2002",2002-06-19-liberia-electronic-transactions-law-chapter-13-title-14,,
LBR-gov.legislate-lta-reforms,LBR,gov.legislate,Governance,instrument,LTA licensing and spectrum reform package,In development,2026-07-17,"Reform package set out by the board chair, 17 July 2026",,Advanced,"Licensing under the Telecommunications Act 2007 unchanged, with no satellite or device rules (2025-08)","Split of infrastructure and service licences, tower-sharing rules, first satellite regulations, an IMEI regime and repatriation of the .lr country domain announced; none published as instruments (2026-07)",2026-07-17-lta-telecom-reforms-star-cell-revoked-fpa,,
