row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
MDG-gov.policy-psn,MDG,gov.policy,Governance,instrument,Plan Strategique Numerique 2023-2028,Implemented,2025-08-04,Standing national digital strategy,2023,No change,In force,In force; no published implementation report held,2025-08-04 Madagascar - Digital Economy (Country Commercial Guide),,
MDG-gov.policy-fat,MDG,gov.policy,Governance,instrument,Technical Assistance Facility for the Refondation,Implemented,2026-07-23,"Launched at the Palais d'Etat d'Iavoloha, running 2026 to 2030 with UNDP support",,Advanced,Did not exist,Launched; 170 focal points certified and proposals submitted through a dedicated platform by end-July 2026 (2026-07),2026-07-23-madagascar-facilite-assistance-technique-refondation-undp|2026-07-21-madagascar-fat-numerique,,Interventions selected by a steering committee run three to nine months.
MDG-gov.legislate-cybercrime-bill,MDG,gov.legislate,Governance,instrument,Cybercrime bill overhauling the 2014 law,In development,2026-09-01,Tabled in the National Assembly 2026-08-31,,Advanced,The 2014 law unamended,"the bill before the National Assembly, carrying prison terms of two to ten years and providing for a new digital protection and investigation unit",2026-08-31-tiatanindrazana-madagascar-cybercrime-bill-tabled|2026-09-01-wearetech-madagascar-actualise-son-arsenal-face-a-la-montee|2026-08-15-madagascar-cybercrime-law-revision-ai-cooperation|2026-07-09-cybercriminalite-projet-loi-adopte-agenceecofin|2026-06-25-madagascar-new-cybersecurity-law-wearetech,,"no revised text, promulgation date or parliamentary timetable is held for the bill"
MDG-gov.legislate-social-media-law,MDG,gov.legislate,Governance,instrument,Dedicated social-media law,Planned,2026-07-29,"Announced by the minister of communication, covering harassment, defamation and disinformation",,Advanced,Did not exist,Announced; no draft held (2026-06),2026-07-29-madagascar-blocks-obscene-content-sites,,
MDG-gov.legislate-digital-bills-before-the-extraordinary-session,MDG,gov.legislate,Governance,instrument,Digital bills before the extraordinary session,In development,2026-08-24,Extraordinary session opened 25 August 2026,,Advanced,Did not exist,"Three of the seven bills on the order paper of the extraordinary session opened on 25 August 2026 are digital: bill 040/2026 on electronic communication and digital infrastructure, tabled 21 July 2026; bill 042/2026, a complete recasting of the 2014 cybercrime law, tabled 7 July 2026; and bill 043/2026, tabled 4 August 2026, authorising ratification of the United Nations Convention against Cybercrime adopted at Hanoi on 25 October 2025",2026-08-24-madagascar-extraordinary-session-electronic-communications-bill,,no bill texts are on file
MDG-gov.legislate-esignature-decree,MDG,gov.legislate,Governance,instrument,Electronic signature and interoperability decree,In development,2025-09-13,Draft regulatory framework validated at a ministry workshop,,Advanced,The 2015 electronic-signature law without an implementing decree,Draft decree validated and not adopted; a national interoperability committee provided for (2025-09),2025-09-13-signature-electronique-interoperabilite-cadre-juridique-newsmada,,"The minister named the recasting as a contribution to a future digital code, which is not held."
MDG-gov.legislate-site-blocking,MDG,gov.legislate,Governance,instrument,Order to block pornographic sites at internet service provider level,Implemented,2026-07-29,"Decision of the Council of Ministers, 8 July 2026, on public-order grounds",,Advanced,Did not exist,"In force as a cabinet decision; no timetable, technical mechanism, named regulator or appeal route specified (2026-07)",2026-07-29-madagascar-blocks-obscene-content-sites,,
MDG-gov.protect-cmil,MDG,gov.protect,Governance,instrument,Commission Malagasy de l'Informatique et des Libertes (CMIL),Planned,2025-02-25,Provided for by loi n 2014-038 and not constituted; creation urged by an assessment mission,2015-01-09,No change,"Provided for, not constituted","Provided for, not constituted; no later account held",2025-02-25-gouvernance-numerique-donnees-personnelles-cmil-lexpress,,
MDG-gov.protect-dpl,MDG,gov.protect,Governance,instrument,Data-protection law (loi n 2014-038),Implemented,2025-02-25,In force since 9 January 2015,2015-01-09,No change,"In force, unenforced","In force, unenforced",2025-02-25-gouvernance-numerique-donnees-personnelles-cmil-lexpress,,The law excludes part of journalistic practice from its scope.
MDG-gov.protect-us-health-data-sharing-agreement,MDG,gov.protect,Governance,instrument,United States bilateral health agreement and its data-sharing agreement,Not held,,,,,,,,,"A federal complaint filed 2026-04-02 records that the State Department entered into dozens of bilateral health agreements between December 2025 and February 2026, each typically a memorandum plus at least one further agreement on data sharing, that a FOIA request of 2025-12-24 covers the Madagascar agreements, and that the department published a subset of the memoranda in March 2026 and then withdrew public access; no text, signature date or party for Madagascar is held"
MDG-gov.regional-china-cybercrime-network,MDG,gov.regional,Governance,instrument,China-initiated international network against cybercrime,Implemented,2026-08-10,Council of Ministers approved accession 2026-08-04,,Baseline not held,Not held,"Accession approved by the Council of Ministers on 4 August 2026, mobilising the foreign affairs, justice, public-security, digital-development and gendarmerie ministries for cross-border cooperation on online fraud",2026-08-10-madagascar-china-cybercrime-network-council-ministers|2026-08-13-madagascar-online-scam-editorial-digital-trust,,"no founding text, membership list, data-sharing rule or safeguard on what is exchanged is held"
MDG-gov.regional-sadc-public-service,MDG,gov.regional,Governance,instrument,Regional public service assembly participation,Implemented,2026-08-31,Assembly attended 2026-08-31,,Advanced,Did not exist,Madagascar arguing at the regional public service annual general assembly for an administration turned towards citizens,2026-08-31-moov-madagascar-a-lassemblee-generale-annuelle-de-la-fonction,,
MDG-gov.regional-un-cybercrime-convention,MDG,gov.regional,Governance,instrument,United Nations Convention against Cybercrime,"Planned, signed not ratified",2026-08-15,Signature reported 2026-08-15,,Baseline not held,Not held,"Signed, on the account of 2026-08-15, with no ratification instrument, parliamentary submission or implementing legislation on record",2026-08-15-madagascar-cybercrime-law-revision-ai-cooperation,,the signature is reported rather than evidenced by a depositary record
MDG-gov.standards-gsma-api,MDG,gov.standards,Governance,instrument,Mobile money open API conformance,Implemented,2025-03-31,MVola documented as conforming to the GSMA Mobile Money API,2025-03-31,No change,Conformant,Conformant,2025-03-31 MVola Madagascar - A case study for the GSMA Mobile Money API and open platforms,,
MDG-gov.discourse-discourse,MDG,gov.discourse,Governance,instrument,Civil-society or parliamentary record on digital governance,Not held,,"No civil-society, parliamentary or press-freedom account of Madagascar's digital governance is held",,Baseline not held,Not held,Not held,,,
MDG-finance.budget-budget,MDG,finance.budget,Finance,instrument,Domestic budget appropriation for digital transformation,Not held,,"No loi de finances, annex or appropriation line for the digital ministry, the Digital Governance Unit or the identity office is held",,Baseline not held,Not held,Not held,,2026-08-09,
MDG-finance.new-miga-airtel,MDG,finance.new,Finance,instrument,Airtel Mobile Commerce guarantee (MIGA),Implemented,2022-01-01,"US$5,130,000 committed",2022,No change,Committed,Committed; no implementation record held,2022-01-01-miga-mdg-airtel-mobile-money-2022-airtel-mobile-money-madagascar-digital-financial,,
MDG-finance.new-prodigy-finance,MDG,finance.new,Finance,instrument,Digital Governance and Identification Management System project (World Bank),Implemented,2026-06-24,"US$143,000,000 committed",2020-09-29,No change,Committed,Committed; closed 30 June 2026 with the identity component continuing,2020-09-29-wb-mdg-002-digital-governance-and-identification-management-system|2026-06-24-madagascar-worldbank-review-543m-prodigy-decim-ecofin,,
MDG-finance.new-wb-financial-inclusion,MDG,finance.new,Finance,instrument,Financial Inclusion Project (World Bank),Implemented,2021-10-13,"Committed, and restructured in October 2021",2018-02-28,No change,Committed and restructured,Committed and restructured; no later implementation record held,"2018-02-28-world-bank-mdg-2018-madagascar-financial-inclusion-bw01|2021-10-13 Madagascar Financial Inclusion Project - Restructuring Paper (P161491, World Bank)",,
MDG-finance.new-afdb-governance,MDG,finance.new,Finance,instrument,Governance digitisation project (African Development Bank),Implemented,2021-01-01,Committed,2021,No change,Committed,Committed; no implementation record held,2021-01-01-afdb-mdg-001-madagascar---project-to-strengthen-governance,,
MDG-finance.new-china-telecom-loan,MDG,finance.new,Finance,instrument,Telecommunications modernisation loan (China Eximbank),Implemented,2020-01-01,"US$54,708,617 committed on a concessional loan of RMB 337.9m",2020,No change,Committed,Committed; no implementation record held,2020-01-01-eximbank-cn-mdg-002-china-eximbank-provides-rmb-3379-million|2020-01-01-eximbank-cn-mdg-001-telecommunications-modernization-project,,Year precision; the loan is denominated in renminbi by the financier and the USD figure is a capture conversion.
MDG-finance.new-norfund-welight,MDG,finance.new,Finance,instrument,WeLight solar mini-grid and rural electrification (Norfund),Implemented,2019-01-01,"US$17,067,987 committed",2019,No change,Committed,Committed; no implementation record held,2019-01-01-norfund-mdg-welight-minigrid-2019-welight-solar-mini-grid-and-rural-electrification,,
MDG-infra.connect-5g-advanced,MDG,infra.connect,ICT Infrastructure,instrument,5G-Advanced trial (Yas and Huawei),Piloting,2026-07-27,"Trial run at the operator's Andraharo campus, 23 July 2026",,Advanced,Did not exist,Trial run; no commercial 5G service on record (2026-07),2026-07-25-lexpress-mg-5g-advanced-yas-huawei-ministre|2026-07-27-madagascar-5-5g-pilot-yas-madagascar,,The operator claims to be the fourth in the world to test the technology; the claim is its own.
MDG-infra.connect-eutelsat,MDG,infra.connect,ICT Infrastructure,instrument,Airtel and Eutelsat OneWeb rural broadband,In development,2026-06-01,Low-earth-orbit rural broadband partnership deepened,,Advanced,Not on record,Partnership deepened; no rural site count or subscriber figure published (2026-06),2026-06-01-airtel-eutelsat-rural-broadband-techafricanews,,
MDG-infra.connect-orange-backbone,MDG,infra.connect,ICT Infrastructure,instrument,Antananarivo-Mahajanga fibre backbone (Orange),Implemented,2025-12-05,558 km backbone inaugurated after eight months' construction,,Advanced,Did not exist,"558 km in service, built by the country's third fibre operator (2025-12)",2025-12-05-orange-fibre-tana-mahajanga-2424,,
MDG-infra.connect-axian-4g,MDG,infra.connect,ICT Infrastructure,instrument,AXIAN 4G and 5G expansion programme,In development,2025-04-11,"European Investment Bank lent US$100m under Global Gateway, US$40m of it to Madagascar",2025-04-11,No change,US$82m of the operator's own investment and a US$100m EIB loan committed (2025-04),Unchanged; no coverage or site figure published since,2025-04-11-eib-100m-axian-telecom-4g-5g-techafricanews|2025-04-01-axian-telecom-82m-4g-madagascar-comoros-tanzania-techafricanews,,
