indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,COM-gov.policy-strategie-comores-numerique-2028,,,,,,,2026-08-31,0,Strategie Comores Numerique 2028 adopted with its own costings; no mid-term review or progress report on record,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,Only the unadopted digital code on record; no ICT sector policy or cited absence of one,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,unplaced: lender readiness to fund connectivity feasibility studies is a project not a broadband plan; no plan or cited absence,
gov.policy--data-interoperability-framework-roadmap,2,COM-gov.standards-interoperability-framework,,,,,,,2026-08-31,0,framework named as a component of the Plan National e-Gouv in the portal concept note; no framework document published,2026-08-31-puc-gouv-km-portail-unique-citoyen-note-conceptuelle
gov.policy--ai-strategy,1,COM-gov.policy-national-artificial-intelligence-strategy-or,,,,,,,2026-08-31,0,searched absence: no adopted or drafted AI strategy; a readiness evaluation is not a strategy in drafting,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Data protection law held but no localisation rule or cited absence shown in the rows,
gov.policy--data-governance-policy,2,COM-gov.policy-national-data-governance-strategy,,,,,,,2026-08-31,0,strategy 2027-2031 validated at an August workshop; validation is not adoption and the text is not published,
gov.policy--open-data-policy,2,COM-data.open-open-government-data-policy-or,,,,,,,2026-08-31,0,statistics institute microdata archive publishing with no open data policy licence or calendar behind it,2026-08-23-inseed-archive-nationale-microdonnees
gov.legislate--data-protection-legislation,3,COM-gov.protect-protection-of-personal-data-law,,,,,,,2026-08-31,0,law 14-029 enacted 2014; the commission it creates is not constituted and no regulations on record,
gov.legislate--cybersecurity-legislation,3,COM-gov.legislate-cybersecurity-law,,,,,,,2026-08-31,0,law 21-012 promulgated 2022; no implementing decree or enforcement act on record,
gov.legislate--legislation-covering-digital-id,3,COM-gov.legislate-loi-n-14-023-au-carte-identite-numerique,,,,,,,2026-08-31,0,law 14-023 in force on the justice ministry index; no regulations or applied provisions on record,
gov.legislate--digital-payments-legislation,3,COM-gov.legislate-reglement-monnaie-electronique,,,,,,,2026-08-31,0,central bank e-money regulation 01/2017 in force; licensing decisions and interoperability rules not on record,
gov.legislate--ai-legislation-regulations,2,COM-tech.ai-readiness-evaluation,,,,,,,2026-08-31,0,regulatory readiness evaluation under way; no AI rule with legal effect on record,
gov.legislate--e-commerce-legislation,1,COM-gov.legislate-e-commerce-law|COM-gov.legislate-electronic-signature-instrument,,,,,,,2026-08-31,0,e-commerce law still to be drafted and e-signature named a legal vacuum by the state's own sources,
gov.legislate--statistics-legislation,3,COM-gov.legislate-statistics-act,,,,,,,2026-08-31,0,law 11-003 in force; Charter principles not shown in the truncated text held,
gov.legislate--access-to-information-legislation,1,COM-gov.legislate-access-to-information-law,,,,,,,2026-08-31,0,UNESCO periodic-review submission: no access-to-information law adopted,
gov.protect--data-protection-authority,2,COM-gov.protect-national-personal-data-protection-authority,,,,,,,2026-08-31,0,provided for at article 19 of the 2014 law; not constituted,
gov.protect--national-data-protection-readiness,3,COM-gov.protect-protection-of-personal-data-law,,,,,,,2026-08-31,0,law in force; authority not constituted and Malabo not ratified,
gov.regional--regional-policy-collaboration,2,COM-gov.regional-programme-for-african-developing-island,,,,,,,2026-08-31,0,covered by the island economies programme; no Comorian contribution on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo signed not ratified and COMESA instruments urged; no domestication or referencing draft on record,
gov.regional--shared-regional-infrastructure,3,COM-infra.connect-international-connectivity-cable-system-landings,,,,,,,2026-08-31,0,2Africa in service on the cable company's own statement; no capacity or traffic reported,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,2014 law held but no transfer provision shown in the rows; no cited absence,
gov.standards--national-interoperability-standards,,,,,,,,,2026-08-31,0,unplaced: framework only named in a plan; no standards catalogue in drafting and no cited absence,
gov.standards--national-quality-standards,,,,,,,,,2026-08-31,0,Only regulator quality-of-service controls; no standards body or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,Only the ccTLD transfer on record; nothing on ISO membership or standards adoption,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,One AI forum with no instrument consulted on; no consultation or cited absence on record,
gov.discourse--open-discussion-of-government-policy,2,COM-gov.discourse-code-de-l-information-et,,,,,,,2026-08-31,0,press works under a statutory information code and no access-to-information law; no shutdown record either way,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,COM-finance.budget-digital-ministry-annual-vote,,,,,,,2026-08-31,0,recurring digital ministry vote in the 2026 finance law; no dedicated fund or levy for digital programmes,
finance.new--mobilisation-of-non-state-finance,4,COM-finance.new-loan-to-the-second-mobile,0.4959,per cent of GDP,2026,outputs/non-state-finance/COM-nonstate.csv@2025-01-01,,,2026-08-31,0,"figure in top band but only a foreign lender on record; no domestic private digital capital; 1 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,2,,63.1,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,2,,32.5,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,1,,7.36,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,,,,,,,,,2026-08-31,0,unplaced: inter-island connectivity studies only offered funding; no backbone contracted planned in a master plan or cited absence,
infra.connect--internet-exchange-points,2,COM-infra.connect-internet-exchange-point-moroni,,,,,,,2026-08-31,0,installed on the cable company's own statement; no traffic capacity or operating date cited,
