indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Stalled,"A [presidential decree ordering full digitisation](2025-12-19 South Sudan orders full digitization of public institutions) set a January 2026 adoption deadline, and the deadline passed without a compliance report.","The decree granted an electronic services council full authority over the digitisation of public institutions ([decree](2025-12-19 South Sudan orders full digitization of public institutions)).

The deadline passed and nothing on file records compliance, an extension or a report against it. The country is placed 192nd of 193 on the international electronic government index for 2024.

A decree with a deadline and no compliance mechanism is the shape of much of this ledger, and the reason is recorded separately: there is no operating gazette in which an instrument can be published or checked.",SSD-gov.policy-digitisation-decree
gov.policy--broadband-strategy,Advanced,"A [National Spectrum Management and 5G Strategy](2026-07-20-south-sudan-national-spectrum-management-5g-strategy) closed its inception workshop with methodology, work plan and governance structures agreed.","The strategy is donor-financed through the regional digital integration project and consultant-led ([strategy](2026-07-20-south-sudan-national-spectrum-management-5g-strategy)).

No draft, spectrum award or timetable follows it. It is the only forward-looking connectivity instrument in this unit that is not a fibre route, and it is being written by external consultants inside a project the same lender finances.",SSD-infra.connect-spectrum-5g
gov.policy--data-storage-cloud-strategy,No change,"[Government data-hosting and cloud guidelines](2026-06-30-world-bank-eardip-isr-seq7) are recorded as unpublished, unchanged from a 2022 baseline against a 2028 target.","They are a results indicator of the regional digital integration project and the lender records them as unpublished ([guidelines](2026-06-30-world-bank-eardip-isr-seq7)).

That absence bears directly on the national data centre and the international gateway, both operated by the same private company, and on the question of where government data currently sits — which nothing published answers.",SSD-infra.store-cloud-guidelines
gov.policy--ai-strategy,No change,"No [national artificial-intelligence strategy, policy or programme](2025-04-05-key-pillars-ai-development-onecitizendaily) is held, and the ministry named infrastructure, a data centre and skills as prerequisites in April 2025.","The undersecretary's statement of prerequisites is the whole of the record ([prerequisites](2025-04-05-key-pillars-ai-development-onecitizendaily)).

Naming a data centre as a prerequisite is consistent with the rest of this ledger, where the national facility's own construction status is contested between two ministerial accounts and no procurement record exists.",SSD-tech.ai-ai
gov.legislate--data-protection-legislation,Advanced,"No [data-protection statute or commission](2025-11-20-digital-rights-ignorance-feature-radiotamazuj) exists, only a constitutional privacy right, and the minister [states a bill will come](2025-12-11 South Sudan to get data protection bill in 2026, says minister) after a policy bill drafted in October 2025.","What stands is the Transitional Constitution's privacy article and nothing else: no statute and no commission as at August 2026 ([absence](2025-11-20-digital-rights-ignorance-feature-radiotamazuj)).

The minister stated in December 2025 that a bill will come in 2026, and a policy bill was drafted in October 2025 by a civil-society partnership ([statement](2025-12-11 South Sudan to get data protection bill in 2026, says minister), [feature](2025-11-20-digital-rights-ignorance-feature-radiotamazuj), [drafting](2025-10-17 Paradigm Initiative partners with Koneta Hub on data protection law in South Sudan)).

Meanwhile a biometric payroll register, a humanitarian biometric registration and a planned universal digital identity are all being built with no statute governing any of them.",SSD-gov.protect-dp-statute|SSD-gov.protect-dp-bill
gov.legislate--cybersecurity-legislation,Advanced,"A [Cyber Crimes and Computer Abuse Act](2026-02-19-kiir-signs-cybercrime-law-radiotamazuj) was signed in February 2026, criminalising false information, online impersonation and hate speech alongside hacking, and the text is withheld.","The bill passed in November 2025 and was signed on 18 February 2026, with the ministry setting out its operation the following day ([signature](2026-02-19-kiir-signs-cybercrime-law-radiotamazuj), [passage](2025-11-26-cybercrime-bill-passed-techafricanews), [operation](2026-02-20-ict-ministry-cybercrime-act-operation-onecitizendaily), [effect](2026-07-18-ssd-cybercrime-act-effect)).

The speech offences and the withheld text are the objections on record. The country has no data-protection statute, no privacy commission and no incident response team, so the first computer-crime statute is also the first digital statute of any kind.

Its text cannot be read because there is no operating gazette, which is recorded separately.",SSD-gov.legislate-cybercrime-act
gov.legislate--digital-payments-legislation,Advanced,"A [National Payment System Bill](2026-08-10-south-sudan-boss-payment-system-bill-workshop) went to a five-day validation workshop in August 2026, with no text, introduction date or parliamentary timetable held.","The workshop opened on 10 August 2026 ([workshop](2026-08-10-south-sudan-boss-payment-system-bill-workshop), [transition](2026-08-17-south-sudan-pushes-cashless-transition), [bill](2026-08-17-south-sudan-digital-payments-bill)).

The separately recorded national instant payment system has been planned since early 2025 and has not moved, so the statute and the rail are both at the stage of intention.",SSD-gov.legislate-national-payment-system-bill
gov.legislate--legislation-enabling-data-interoperability,"Mixed, an ICT Authority reported both as legally established and as awaiting legislation, from the same speaker","An [ICT Authority](2026-08-05-govt-set-to-establish-ict-authority-to-regulate-internet-service-providers) is being established while awaiting legislation, and a May 2026 account states the President already signed its legal framework; the two are unreconciled.","Both accounts trace to one speaker. In May 2026 the minister said the law is out already and signed by the President; in August 2026 he was reported standing the body up while parliamentary legislation is awaited ([establishment](2026-08-05-govt-set-to-establish-ict-authority-to-regulate-internet-service-providers), [framework](2026-05-21-ict-authority-established-szn)).

No bill, act, presidential order or gazette entry can be found. The justice ministry's law collection stops at 2017 and omits the cybercrime Act too, the Office of the President publishes no decrees, and the Assembly's bills register stops in 2023 — so the registers are not current enough for their silence to settle anything.

The division of competence with the existing communications regulator is unstated. The qualified status is the resting state.",SSD-gov.legislate-ict-authority
gov.legislate--e-commerce-legislation,No change,A [national e-commerce strategy](2026-06-30-world-bank-eardip-isr-seq7) is recorded as non-existent in the regional project's seventh implementation report.,"The lender records it as non-existent ([strategy](2026-06-30-world-bank-eardip-isr-seq7)).

The same report records the same absence for two other parties to the project, so three parties have none between them.",SSD-gov.policy-ecommerce-strategy
gov.legislate--access-to-information-legislation,Stalled,"A [technical committee was given fourteen days](2026-01-12-kiir-technical-committee-official-gazette-radiotamazuj) in January 2026 to launch an Official Gazette and clear a publication backlog of every law since 2011, and no edition is on file.","The committee was formed by the President on 12 January 2026 ([committee](2026-01-12-kiir-technical-committee-official-gazette-radiotamazuj)).

A protocol issued the week before classifies all documents bearing the President's signature as privileged executive communication that cannot be photographed, scanned or shared online.

Those two facts together are the single most consequential entry in this ledger. A country with no operating gazette and a rule against reproducing signed instruments cannot have its laws read, which is why the ICT Authority's status is unresolvable and why the cybercrime Act's text is withheld.",SSD-gov.legislate-official-gazette
