indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,ERI-gov.policy-ict-in-education,,,,,,,2026-08-31,0,"only a sectoral ICT-in-education policy on record, via a secondary profile; no national digital strategy",
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,1998 communications law known only through a profile; no ICT or telecoms policy or strategy on record,
gov.policy--broadband-strategy,1,ERI-gov.policy-broadband-strategy,,,,,,,2026-08-31,0,no adopted broadband plan on the telecommunications union's 2019 country table,
gov.policy--data-storage-cloud-strategy,1,ERI-gov.policy-data-localisation,,,,,,,2026-08-31,0,"No hosting or cloud policy on record; the state operator's commercial private cloud is a service, not a policy",
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-08-31,0,only a geospatial framework action plan on record; no government interoperability framework or cited absence,
gov.policy--ai-strategy,1,ERI-gov.legislate-ai,,,,,,,2026-08-31,0,June 2026 legal-status review found no national AI strategy,
gov.policy--data-localisation-policies,1,ERI-gov.policy-data-localisation,,,,,,,2026-08-31,0,"No localisation or residency rule; hosting at home is practice, not a legal duty",
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,only a geospatial framework action plan on record; no national data policy or cited absence,
gov.policy--open-data-policy,2,ERI-gov.policy-open-data-policy,,,,,,,2026-08-31,0,A basic portal recorded in 2022 with no policy or licence behind it,
gov.legislate--data-protection-legislation,1,ERI-gov.protect-none,,,,,,,2026-08-31,0,No data protection law; absence reconfirmed on a 1 August 2026 verification pass,
gov.legislate--cybersecurity-legislation,2,ERI-gov.legislate-computer-offences,,,,,,,2026-08-31,0,"computer offences only in the 2015 Penal Code, published but not enacted at April 2026",
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-08-31,0,1992 nationality law in force; no row shows it establishing the ID system or authority,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,cash-deposit notice and absent mobile money on record; no payment-systems law or cited absence,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,only a customs platform on record; no data-sharing instrument or cited absence,
gov.legislate--ai-legislation-regulations,1,ERI-gov.legislate-ai,,,,,,,2026-08-31,0,June 2026 legal-status review found no AI law,
gov.legislate--e-commerce-legislation,1,ERI-gov.legislate-ecommerce,,,,,,,2026-08-31,0,no e-transactions framework in force; 2026 consultation drafts not shown to include an e-transactions bill,
gov.legislate--statistics-legislation,2,ERI-gov.legislate-statistics,,,,,,,2026-08-31,0,draft statistical proclamation recorded pending in 2007; no enactment located since,
gov.legislate--access-to-information-legislation,1,ERI-gov.legislate-freedom-of-information,,,,,,,2026-08-31,0,UN review contribution states no freedom of information law adopted,
gov.protect--data-protection-authority,1,ERI-gov.protect-none,,,,,,,2026-08-31,0,No law and so no authority provided for; reconfirmed August 2026,
gov.protect--national-data-protection-readiness,1,ERI-gov.protect-none,,,,,,,2026-08-31,0,"No law, no authority, no ratification; absence cited and reconfirmed August 2026",
