fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,0106,0106 - Ministry of Planning,010601,National Statistics Agency,010601,National Statistics Agency,,,,printed,printed,body,,1311585,1307805,,,1082693,82.5,82.8,appropriated,audited,whole,false,USD,budget-document,appropriation-act,"Appropriation Act for 2024 Budget, annex 5.6 *Summary of Operating Appropriations for MDAs in 2024 Budget*, PDF p. 53, head 0106, sub-head 010601, column 2024 Budget; revised and audited: Audited Annual Financial Statements FY2024, Appendix 1 *Detailed Breakdown of Recurrent Budget Utilization by MDAs 2024*, PDF p. 78, code 010601",2024-01-01-som-appropriation-act-2024-companion,,budgets/SOM/2024.csv#som-2024-0106-010601,National Statistics Agency
2024,0107,0107 - Ministry of Interior and Federal Affairs,010702,National ID Authority DADSOM,010702,National ID Authority DADSOM,,,,printed,printed,body,,1959240,1982655,,,1164855,59.5,58.8,appropriated,audited,whole,false,USD,budget-document,appropriation-act,"Appropriation Act for 2024 Budget, annex 5.6 *Summary of Operating Appropriations for MDAs in 2024 Budget*, PDF pp. 54-55, head 0107, sub-head 010702, column 2024 Budget; revised and audited: Audited Annual Financial Statements FY2024, Appendix 1 *Detailed Breakdown of Recurrent Budget Utilization by MDAs 2024*, PDF p. 79, code 010702",2024-01-01-som-appropriation-act-2024-companion,,budgets/SOM/2024.csv#som-2024-0107-010702,National ID Authority DADSOM
2024,0307,0307 - Ministry of Post and Telecommunication,030700,Ministry of Post and Telecommunication,030700,Ministry of Post and Telecommunication,,,,printed,printed,body,,1857347,1819482,,,1781930,95.9,97.9,appropriated,audited,partial,false,USD,budget-document,appropriation-act,"Appropriation Act for 2024 Budget, annex 5.6 *Summary of Operating Appropriations for MDAs in 2024 Budget*, PDF pp. 65-66, head 0307, sub-head 030700, column 2024 Budget; revised and audited: Audited Annual Financial Statements FY2024, Appendix 1 *Detailed Breakdown of Recurrent Budget Utilization by MDAs 2024*, PDF p. 86, code 030700",2024-01-01-som-appropriation-act-2024-companion,,budgets/SOM/2024.csv#som-2024-0307-030700,Ministry of Post and Telecommunication
2024,0307,0307 - Ministry of Post and Telecommunication,030701,National Communication Agency,030701,National Communication Agency,,,,printed,printed,body,,871884,863379,,,685477,78.6,79.4,appropriated,audited,partial,false,USD,budget-document,appropriation-act,"Appropriation Act for 2024 Budget, annex 5.6 *Summary of Operating Appropriations for MDAs in 2024 Budget*, PDF p. 66, head 0307, sub-head 030701, column 2024 Budget; revised and audited: Audited Annual Financial Statements FY2024, Appendix 1 *Detailed Breakdown of Recurrent Budget Utilization by MDAs 2024*, PDF p. 87, code 030701",2024-01-01-som-appropriation-act-2024-companion,,budgets/SOM/2024.csv#som-2024-0307-030701,National Communication Agency
2025,0106,0106 - Wasaaradda Qorsheynta iyo Horumarinta Dhaqaalaha,010601,Hay'adda Istaatistikada Qaranka,010601,Hay'adda Istaatistikada Qaranka,,,,printed,printed,body,,1304029,1310599,,,1110941,85.2,84.8,appropriated,audited,whole,false,USD,budget-document,appropriation-act,"Xeerka Qoondaha Miisaaniyadda 2025-ka, annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF pp. 51-52, head 0106, sub-head 010601, column 2025 Kutalagal; revised and audited: Audited Annual Financial Statements FY2025, Appendix 2 *Detailed Breakdown of Recurrent Budget Utilization by MDAs*, PDF p. 109, code 010601",2025-01-18-som-xeerka-qoondaha-miisaaniyadda-2025-companion,,budgets/SOM/2025.csv#som-2025-0106-010601,Hay'adda Istaatistikada Qaranka
2025,0107,0107 - Wasaaradda Arrimaha Gudaha iyo Fadaraalka,010702,Hay'adda Diiwaangalinta Dadweynaha,010702,Hay'adda Diiwaangalinta Dadweynaha,,,,printed,printed,body,,2025660,2019300,,,1294490,63.9,64.1,appropriated,audited,whole,false,USD,budget-document,appropriation-act,"Xeerka Qoondaha Miisaaniyadda 2025-ka, annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF pp. 52-53, head 0107, sub-head 010702, column 2025 Kutalagal; revised and audited: Audited Annual Financial Statements FY2025, Appendix 2 *Detailed Breakdown of Recurrent Budget Utilization by MDAs*, PDF p. 109, code 010702",2025-01-18-som-xeerka-qoondaha-miisaaniyadda-2025-companion,,budgets/SOM/2025.csv#som-2025-0107-010702,Hay'adda Diiwaangalinta Dadweynaha
2025,0307,0307 - Wasaaradda Boostada & Isgaadhsiinta,030700,Wasaaradda Boostada & Isgaadhsiinta,030700,Wasaaradda Boostada & Isgaadhsiinta,,,,printed,printed,body,,1950047,1965764,,,1896963,97.3,96.5,appropriated,audited,partial,false,USD,budget-document,appropriation-act,"Xeerka Qoondaha Miisaaniyadda 2025-ka, annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF p. 64, head 0307, sub-head 030700, column 2025 Kutalagal; revised and audited: Audited Annual Financial Statements FY2025, Appendix 2 *Detailed Breakdown of Recurrent Budget Utilization by MDAs*, PDF p. 118, code 030700",2025-01-18-som-xeerka-qoondaha-miisaaniyadda-2025-companion,,budgets/SOM/2025.csv#som-2025-0307-030700,Wasaaradda Boostada & Isgaadhsiinta
2025,0307,0307 - Wasaaradda Boostada & Isgaadhsiinta,030701,Hay'adda Isgaadhsiinta Qaranka,030701,Hay'adda Isgaadhsiinta Qaranka,,,,printed,printed,body,,859284,846054,,,707383,82.3,83.6,appropriated,audited,partial,false,USD,budget-document,appropriation-act,"Xeerka Qoondaha Miisaaniyadda 2025-ka, annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF pp. 64-65, head 0307, sub-head 030701, column 2025 Kutalagal; revised and audited: Audited Annual Financial Statements FY2025, Appendix 2 *Detailed Breakdown of Recurrent Budget Utilization by MDAs*, PDF p. 118, code 030701",2025-01-18-som-xeerka-qoondaha-miisaaniyadda-2025-companion,,budgets/SOM/2025.csv#som-2025-0307-030701,Hay'adda Isgaadhsiinta Qaranka
2025,0307,0307 - Wasaaradda Boostada & Isgaadhsiinta,030702,Data Protection Authority,030702,Data Protection Authority,,,,printed,printed,body,,162060,170880,,,169820,104.8,99.4,appropriated,audited,whole,false,USD,budget-document,appropriation-act,"Xeerka Qoondaha Miisaaniyadda 2025-ka, annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF p. 65, head 0307, sub-head 030702, column 2025 Kutalagal; revised and audited: Audited Annual Financial Statements FY2025, Appendix 2 *Detailed Breakdown of Recurrent Budget Utilization by MDAs*, PDF p. 118, code 030702",2025-01-18-som-xeerka-qoondaha-miisaaniyadda-2025-companion,,budgets/SOM/2025.csv#som-2025-0307-030702,Data Protection Authority
2026,0106,0106 - Wasaaradda Qorsheynta iyo Horumarinta Dhaqaalaha,010601,Hay'adda Istaatistikada Qaranka,0106011,Governance and Administration (NBS),,,,printed,printed,programme,1266607,1266607,,,,,,,proposed,appropriated,whole,false,USD,budget-document,appropriation-act,"Sharciga Miisaaniyadda Sanadka 2026 (approved Xeerka Qoondaha Miisaaniyadda 2026-ka), annex 5.6 *Faah-Faahinta Qoondada Hay'adaha Dowladda*, PDF pp. 92-93, sub-head 010601, programme 0106011, column 2026 Kutalagal; proposed: bill (posted 15 Nov 2025, slug 2025-11-15-som-xeerka-qoondaha-miisaaniyadda-2026-bill-companion), annex 5.6, PDF p. 74",2026-04-29-som-sharciga-miisaaniyadda-2026-companion,,budgets/SOM/2026.csv#som-2026-0106-0106011,Hay'adda Istaatistikada Qaranka - Governance and Administration (NBS)
