fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,05,05 - Electoral Commission of Zambia,05,Electoral Commission of Zambia,3499,Management and Support Services,054,Information and Technology,,printed,printed,programme,,12240099,12240099,,12227938.76,,99.9,99.9,appropriated,actual,partial,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 05 Electoral Commission of Zambia, Table 3 *Budget Allocation by Programme and Sub-Programme*, PDF p. 49 (printed p. 49), programme 3499, sub-programme 054, column 2024 Estimate; revised and actual: Financial Report for the year ended 31 December 2024, Statement C (comparison of budget and actual by sub-programme), PDF p. 35, Head 05, programme 3499, line printed as '054 Information and Technology', columns Total Authorised and Expenditure",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-05-3499-054,Management and Support Services - Information and Technology
2024,06,06 - Civil Service Commission,06,Civil Service Commission,3464,Governance and Standards,002,Human Resource Database Management,,printed,printed,programme,,310000,310000,,309999.50,,100.0,100.0,appropriated,actual,whole,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 06 Civil Service Commission, Table 3 *Budget Allocation by Programme and Sub-Programme*, PDF p. 58 (printed p. 58), programme 3464, sub-programme 002, column 2024 Estimate; revised and actual: Financial Report for the year ended 31 December 2024, Statement C (comparison of budget and actual by sub-programme), PDF p. 36, Head 06, programme 3464, line printed as '002 Human Resource Data Base Management', columns Total Authorised and Expenditure",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-06-3464-002,Governance and Standards - Human Resource Database Management
2024,10,10 - Zambia Police Service Commission,10,Zambia Police Service Commission,4060,Governance and Standards,003,Records Management,,printed,printed,programme,,250951,250951,,207649.72,,82.7,82.7,appropriated,actual,partial,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 10 Zambia Police Service Commission, Table 3 *Budget Allocation by Programme and Sub-Programme*, PDF p. 105 (printed p. 105), programme 4060, sub-programme 003, column 2024 Estimate; revised and actual: Financial Report for the year ended 31 December 2024, Statement C (comparison of budget and actual by sub-programme), PDF p. 41, Head 10, programme 4060, line printed as '003 Dissemination of Procedures and Guidelin', columns Total Authorised and Expenditure",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-10-4060-003,Governance and Standards - Records Management
2024,11,11 - Zambia Police Service,11,Zambia Police Service,4199,Management and Support Services,049,Information Technology and Communication Services,,printed,printed,programme,,2716370,2716370,,2260454.01,,83.2,83.2,appropriated,actual,partial,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 11 Zambia Police Service, Table 3 *Budget Allocation by Programme and Sub-Programme*, PDF p. 115 (printed p. 115), programme 4199, sub-programme 049, column 2024 Estimate; revised and actual: Financial Report for the year ended 31 December 2024, Statement C (comparison of budget and actual by sub-programme), PDF p. 43, Head 11, programme 4199, line printed as '049 Information Technology and Commumication', columns Total Authorised and Expenditure",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-11-4199-049,Management and Support Services - Information Technology and Communication Services
2024,15,15 - Ministry of Home Affairs and Internal Security,15,Ministry of Home Affairs and Internal Security,4176,"Legal Identity, Civil Registration and Citizenship Services",,,02 Use of Goods and Services / 02 General Operations / 15 Mobile Registration/INRIS,printed,printed,programme,,217800000,,,,,,,appropriated,appropriated,whole,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 15 Ministry of Home Affairs and Internal Security, programme 4176, Table 4 *Programme Budget Allocation by Economic Classification*, PDF p. 159 (printed p. 159), line 02 Use of Goods and Services / 02 General Operations / 15 Mobile Registration/INRIS, column 2024 Estimates",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-15-4176-02-02-15,"Legal Identity, Civil Registration and Citizenship Services - Mobile Registration/INRIS (goods and services)"
2024,15,15 - Ministry of Home Affairs and Internal Security,15,Ministry of Home Affairs and Internal Security,4176,"Legal Identity, Civil Registration and Citizenship Services",,,04 Assets / 01 Non-Financial Assets (Capital Expenditure) / 15 Mobile Registration/INRIS,printed,printed,programme,,32200000,,,,,,,appropriated,appropriated,whole,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 15 Ministry of Home Affairs and Internal Security, programme 4176, Table 4 *Programme Budget Allocation by Economic Classification*, PDF p. 159 (printed p. 159), line 04 Assets / 01 Non-Financial Assets (Capital Expenditure) / 15 Mobile Registration/INRIS, column 2024 Estimates",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-15-4176-04-01-15,"Legal Identity, Civil Registration and Citizenship Services - Mobile Registration/INRIS (assets)"
2024,21,21 - Loans and Investments - Ministry of Finance and National Planning,21,Loans and Investments - Ministry of Finance and National Planning,3440,Project Investment Management,002,Project Implementation Management,02 Use of Goods and Services / 02 General Operations / 13 Development and Implementation of the Government E-Payment System,printed,printed,programme,,127600000,,,,,,,appropriated,appropriated,whole,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 21 Loans and Investments - Ministry of Finance and National Planning, programme 3440, Table 4 *Programme Budget Allocation by Economic Classification*, PDF p. 233 (printed p. 233), line 02 Use of Goods and Services / 02 General Operations / 13 Development and Implementation of the Government E-Payment System, column 2024 Estimates",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-21-3440-002-02-02-13,Project Investment Management - Project Implementation Management - Development and Implementation of the Government E-Payment System
2024,21,21 - Loans and Investments - Ministry of Finance and National Planning,21,Loans and Investments - Ministry of Finance and National Planning,3440,Project Investment Management,002,Project Implementation Management,02 Use of Goods and Services / 02 General Operations / 15 Zambia Revenue Authority - Modernisation,printed,printed,programme,,327763800,,,,,,,appropriated,appropriated,partial,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 21 Loans and Investments - Ministry of Finance and National Planning, programme 3440, Table 4 *Programme Budget Allocation by Economic Classification*, PDF p. 233 (printed p. 233), line 02 Use of Goods and Services / 02 General Operations / 15 Zambia Revenue Authority - Modernisation, column 2024 Estimates",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-21-3440-002-02-02-15,Project Investment Management - Project Implementation Management - Zambia Revenue Authority - Modernisation
2024,35,35 - Ministry of Small and Medium Enterprise Development,35,Ministry of Small and Medium Enterprise Development,2199,Management and Support Services,007,Information Management,,printed,printed,programme,,920952,920952,,599999.30,,65.1,65.1,appropriated,actual,partial,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 35 Ministry of Small and Medium Enterprise Development, Table 3 *Budget Allocation by Programme and Sub-Programme*, PDF p. 371 (printed p. 371), programme 2199, sub-programme 007, column 2024 Estimate; revised and actual: Financial Report for the year ended 31 December 2024, Statement C (comparison of budget and actual by sub-programme), PDF p. 69, Head 35, programme 2199, line printed as '008 Information Management', columns Total Authorised and Expenditure",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-35-2199-007,Management and Support Services - Information Management
2024,37,37 - Ministry of Finance and National Planning,37,Ministry of Finance and National Planning,3422,Public Financial Management,,,02 Use of Goods and Services / 02 General Operations / 40 SAP Licences,printed,printed,programme,,40840000,,,,,,,appropriated,appropriated,whole,false,ZMW,budget-document,budget-estimates,"Output Based Annual Budget 2024 (Yellow Book, as posted after Act No. 29 of 2023), Head 37 Ministry of Finance and National Planning, programme 3422, Table 4 *Programme Budget Allocation by Economic Classification*, PDF p. 405 (printed p. 405), line 02 Use of Goods and Services / 02 General Operations / 40 SAP Licences, column 2024 Estimates",2024-05-03-zmb-obb-2024-estimates-companion,,budgets/ZMB/2024.csv#zmb-2024-37-3422-02-02-40,Public Financial Management - SAP Licences
