fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
gestion 2024,010,010 - AUTORITE DE PROTECTION DES DONNEES A CARACTERE PERSONNEL,010,AUTORITE DE PROTECTION DES DONNEES A CARACTERE PERSONNEL,014,Dotation pour l'Autorité de Protection des Données à Caractère Personnel,,,Dépenses de transfert,printed,printed,body,,488277000,,,488277000,,100.0,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 137 (014 Dotation pour l'Autorité de Protection des Données à Caractère Personnel), 2024 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: LF 2026 edition of the same workbook (2026-02-06-ben-classifications-croisees-2022-2028-lf-2026-companion), same sheet and row, 2024 column block, which reproduces the Ordonnancé column of the RAPEX au 31 décembre 2024, Annexe 2.2 (PDF p. 55)",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2024.csv#ben-2024-010-014,Dotation pour l'Autorité de Protection des Données à Caractère Personnel
gestion 2024,014,014 - MINISTERE DE L'ECONOMIE ET DES FINANCES,014,MINISTERE DE L'ECONOMIE ET DES FINANCES,108,Modernisation des regies financières,,,Dépenses de transfert,printed,printed,programme,,6000000000,,,3929400000,,65.5,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 28 (108 Modernisation des regies financières), 2024 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: LF 2026 edition of the same workbook (2026-02-06-ben-classifications-croisees-2022-2028-lf-2026-companion), same sheet and row, 2024 column block, which reproduces the Ordonnancé column of the RAPEX au 31 décembre 2024, Annexe 2.2 (PDF p. 54)",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2024.csv#ben-2024-014-108,Modernisation des regies financières
gestion 2024,018,018 - MINISTERE DU TRAVAIL ET DE LA FONCTION PUBLIQUE,018,MINISTERE DU TRAVAIL ET DE LA FONCTION PUBLIQUE,044,Modernisation de l'administration publique,,,,printed,printed,programme,,1745017000,,,1418740366,,81.3,,appropriated,actual,partial,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 47 (044 Modernisation de l'administration publique), 2024 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: LF 2026 edition of the same workbook (2026-02-06-ben-classifications-croisees-2022-2028-lf-2026-companion), same sheet and row, 2024 column block, which reproduces the Ordonnancé column of the RAPEX au 31 décembre 2024, Annexe 2.2 (PDF p. 53)",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2024.csv#ben-2024-018-044,Modernisation de l'administration publique
gestion 2024,035,035 - MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,035,MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,100,Pilotage et soutien aux services du MND,,,,printed,printed,programme,,2495650000,,,1835980819,,73.6,,appropriated,actual,partial,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 68 (100 Pilotage et soutien aux services du MND), 2024 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: LF 2026 edition of the same workbook (2026-02-06-ben-classifications-croisees-2022-2028-lf-2026-companion), same sheet and row, 2024 column block, which reproduces the Ordonnancé column of the RAPEX au 31 décembre 2024, Annexe 2.2 (PDF p. 54)",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2024.csv#ben-2024-035-100,Pilotage et soutien aux services du MND
gestion 2024,035,035 - MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,035,MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,111,Numérique,,,,printed,printed,programme,,6656403000,,,4590104167,,69.0,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 73 (111 Numérique), 2024 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: LF 2026 edition of the same workbook (2026-02-06-ben-classifications-croisees-2022-2028-lf-2026-companion), same sheet and row, 2024 column block, which reproduces the Ordonnancé column of the RAPEX au 31 décembre 2024, Annexe 2.2 (PDF p. 54)",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2024.csv#ben-2024-035-111,Numérique
gestion 2025,010,010 - AUTORITE DE PROTECTION DES DONNEES A CARACTERE PERSONNEL,010,AUTORITE DE PROTECTION DES DONNEES A CARACTERE PERSONNEL,014,Dotation pour l'Autorité de Protection des Données à Caractère Personnel,,,Dépenses de transfert,printed,printed,body,,638277000,,,638300000,,100.0,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 137 (014 Dotation pour l'Autorité de Protection des Données à Caractère Personnel), 2025 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: RAPEX au 31 décembre 2025, Annexe 2.2 (PDF p. 56), column Ordonnancé, millions printed to one decimal",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2025.csv#ben-2025-010-014,Dotation pour l'Autorité de Protection des Données à Caractère Personnel
gestion 2025,014,014 - MINISTERE DE L'ECONOMIE ET DES FINANCES,014,MINISTERE DE L'ECONOMIE ET DES FINANCES,108,Modernisation des regies financières,,,Dépenses de transfert,printed,printed,programme,,6000000000,,,1864000000,,31.1,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 28 (108 Modernisation des regies financières), 2025 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: RAPEX au 31 décembre 2025, Annexe 2.2 (PDF p. 55), column Ordonnancé, millions printed to one decimal",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2025.csv#ben-2025-014-108,Modernisation des regies financières
gestion 2025,018,018 - MINISTERE DU TRAVAIL ET DE LA FONCTION PUBLIQUE,018,MINISTERE DU TRAVAIL ET DE LA FONCTION PUBLIQUE,044,Modernisation de l'administration publique,,,,printed,printed,programme,,1812438000,,,852800000,,47.1,,appropriated,actual,partial,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 47 (044 Modernisation de l'administration publique), 2025 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: RAPEX au 31 décembre 2025, Annexe 2.2 (PDF p. 54), column Ordonnancé, millions printed to one decimal",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2025.csv#ben-2025-018-044,Modernisation de l'administration publique
gestion 2025,035,035 - MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,035,MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,100,Pilotage et soutien aux services du MND,,,,printed,printed,programme,,2401717000,,,1268100000,,52.8,,appropriated,actual,partial,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 68 (100 Pilotage et soutien aux services du MND), 2025 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: RAPEX au 31 décembre 2025, Annexe 2.2 (PDF p. 55), column Ordonnancé, millions printed to one decimal",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2025.csv#ben-2025-035-100,Pilotage et soutien aux services du MND
gestion 2025,035,035 - MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,035,MINISTERE DU NUMERIQUE ET DE LA DIGITALISATION,111,Numérique,,,,printed,printed,programme,,6386858000,,,6716600000,,105.2,,appropriated,actual,whole,false,XOF,budget-document,budget-estimates,"Tableaux de classifications croisées des dépenses de l'État 2022-2027 (budget LF 2025), sheet Classif Prog-Admin-Eco, row 73 (111 Numérique), 2025 column block, Total dépenses ordinaires (a) + Ressources Intérieures; actual: RAPEX au 31 décembre 2025, Annexe 2.2 (PDF p. 55), column Ordonnancé, millions printed to one decimal",2025-01-16-ben-tableaux-classifications-croisees-lf-2025-companion,,budgets/BEN/2025.csv#ben-2025-035-111,Numérique
