fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
Gestion 2024,10,10 - MINISTÈRE DES FINANCES ET DU BUDGET,10,MINISTÈRE DES FINANCES ET DU BUDGET,018,PROGRAMME GOUVERNANCE DES FINANCES ET DU BUDGET,1006900082300099,Informatisation du MFB et Equipements Divers,V 244291 Autres matériels et équipements,printed,printed,programme,,1644000000,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 100 (PDF p. 112), section 10, programme 018, imputation 1006900082300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-10-018-1006900082300099,Informatisation du MFB et Equipements Divers
Gestion 2024,11,11 - MINISTÈRE DE LA FONCTION PUBLIQUE ET DU DIALOGUE SOCIAL,11,MINISTÈRE DE LA FONCTION PUBLIQUE ET DU DIALOGUE SOCIAL,021,PROGRAMME GOUVERNANCE FONCTION PUBLIQUE,1106900082300099,Acquisition des équipements pour la numérisation des archives,V 244291 Autres matériels et équipements,printed,printed,programme,,50000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 112 (PDF p. 124), section 11, programme 021, imputation 1106900082300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-11-021-1106900082300099,Acquisition des équipements pour la numérisation des archives
Gestion 2024,25,25 - MINISTÈRE DES TÉLÉCOMMUNICATIONS ET DE L'ÉCONOMIE NUMÉRIQUE,25,MINISTÈRE DES TÉLÉCOMMUNICATIONS ET DE L'ÉCONOMIE NUMÉRIQUE,061,PROGRAMME GOUVERNANCE TELECOMS ET ECONOMIE NUMERIQUE,2502000012300099,Secrétariat Général du Ministère,II 661121 Salaire de base du personnel civil - Fonctionnaires civils; II 661131 Salaire de base du personnel civil - Personnel contractuel de l’Etat; III 617541 Fonctionnement global,printed,printed,programme,,412279568,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed pp. 403-404 (PDF pp. 415-416), section 25, programme 061, imputation 2502000012300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-25-061-2502000012300099,Secrétariat Général du Ministère
Gestion 2024,25,25 - MINISTÈRE DES TÉLÉCOMMUNICATIONS ET DE L'ÉCONOMIE NUMÉRIQUE,25,MINISTÈRE DES TÉLÉCOMMUNICATIONS ET DE L'ÉCONOMIE NUMÉRIQUE,061,PROGRAMME GOUVERNANCE TELECOMS ET ECONOMIE NUMERIQUE,2506900132300099,Projet des Etudes de Faisabilité du Plan Stratégique 2020-2030 (PREFAPS 2020 - 2030),"V 211311 Coûts d'études de faisabilité, d'études aériennes et autres",printed,printed,programme,,267875000,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 404 (PDF p. 416), section 25, programme 061, imputation 2506900132300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-25-061-2506900132300099,Projet des Etudes de Faisabilité du Plan Stratégique 2020-2030 (PREFAPS 2020 - 2030)
Gestion 2024,27,27 - MINISTÈRE DE L'ENSEIGNEMENT SUPÉRIEUR ET DE LA RECHERCHE SCIENTIFIQUE,27,MINISTÈRE DE L'ENSEIGNEMENT SUPÉRIEUR ET DE LA RECHERCHE SCIENTIFIQUE,065,PROGRAMME ENSEIGNEMENT SUPERIEUR,2704000182300099,Université Virtuelle du Tchad,IV 639111 Subvention à d'autres catégories de bénéficiaires,printed,printed,programme,,312606681,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 415 (PDF p. 427), section 27, programme 065, imputation 2704000182300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-27-065-2704000182300099,Université Virtuelle du Tchad
Gestion 2024,28,"28 - SECRÉTARIAT GÉNÉRAL DU GOUVERNEMENT, CHARGÉ DE LA PROMOTION DU BILINGUISME DANS L'ADMINISTRATION ET DES RELATIONS AVEC LES GRANDES INSTITUTIONS",28,"SECRÉTARIAT GÉNÉRAL DU GOUVERNEMENT, CHARGÉ DE LA PROMOTION DU BILINGUISME DANS L'ADMINISTRATION ET DES RELATIONS AVEC LES GRANDES INSTITUTIONS",070,PROGRAMME GOUVERNANCE DU SGG,2806900152300099,Informatisation de la commande publique,V 242111 Matériels informatiques,printed,printed,programme,,445052448,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 431 (PDF p. 443), section 28, programme 070, imputation 2806900152300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-28-070-2806900152300099,Informatisation de la commande publique
Gestion 2024,28,"28 - SECRÉTARIAT GÉNÉRAL DU GOUVERNEMENT, CHARGÉ DE LA PROMOTION DU BILINGUISME DANS L'ADMINISTRATION ET DES RELATIONS AVEC LES GRANDES INSTITUTIONS",28,"SECRÉTARIAT GÉNÉRAL DU GOUVERNEMENT, CHARGÉ DE LA PROMOTION DU BILINGUISME DANS L'ADMINISTRATION ET DES RELATIONS AVEC LES GRANDES INSTITUTIONS",070,PROGRAMME GOUVERNANCE DU SGG,2806900162300099,Informatisation de l'Administration publique,V 242111 Matériels informatiques,printed,printed,programme,,150000000,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 431 (PDF p. 443), section 28, programme 070, imputation 2806900162300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-28-070-2806900162300099,Informatisation de l'Administration publique
Gestion 2024,32,32 - MINISTÈRE DE LA SÉCURITÉ PUBLIQUE ET DE L'IMMIGRATION,32,MINISTÈRE DE LA SÉCURITÉ PUBLIQUE ET DE L'IMMIGRATION,090,PROGRAMME GOUVERNANCE DE LA SECURITE ET DE L'IMMIGRATION,3204000012300099,Agence Nationale Sécurité Informatique et Certification Électronique ANSICE,IV 649111 Autres transferts,printed,printed,programme,,400000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2024, Fascicule budgétaire (Loi n°031/PT/2023), *Budget par section par programme et chapitre titre et économique*, printed p. 454 (PDF p. 466), section 32, programme 090, imputation 3204000012300099, column LFI 2024 Etat",2023-12-29-tcd-budget-general-2024-fascicule-companion,,budgets/TCD/2024.csv#tcd-2024-32-090-3204000012300099,Agence Nationale Sécurité Informatique et Certification Électronique ANSICE
Gestion 2025,10,"10 - MINISTÈRE DES FINANCES, DU BUDGET, DE L'ÉCONOMIE ET DU PLAN",10,"MINISTÈRE DES FINANCES, DU BUDGET, DE L'ÉCONOMIE ET DU PLAN",016,PROGRAMME MOBILISATION DES RECETTES,1006901612300099,Projet SYDONIA de la DGDDI,V 211911 Autres dépenses engagées,printed,printed,programme,,400000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2025, Fascicule budgétaire (Loi n°033/CNT/2024), *Budget par section par programme et chapitre titre et économique*, printed p. 91 (PDF p. 103), section 10, programme 016, imputation 1006901612300099, column LFI 2025 Etat",2024-12-06-tcd-budget-general-2025-fascicule-companion,,budgets/TCD/2025.csv#tcd-2025-10-016-1006901612300099,Projet SYDONIA de la DGDDI
Gestion 2025,10,"10 - MINISTÈRE DES FINANCES, DU BUDGET, DE L'ÉCONOMIE ET DU PLAN",10,"MINISTÈRE DES FINANCES, DU BUDGET, DE L'ÉCONOMIE ET DU PLAN",018,PROGRAMME GOUVERNANCE DES FINANCES ET DU BUDGET,1006900082300099,Informatisation du MFB et Equipements Divers,V 244291 Autres matériels et équipements,printed,printed,programme,,2022666000,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,budget-estimates,"Budget Général de l'État, gestion 2025, Fascicule budgétaire (Loi n°033/CNT/2024), *Budget par section par programme et chapitre titre et économique*, printed pp. 122-123 (PDF pp. 134-135), section 10, programme 018, imputation 1006900082300099, column LFI 2025 Etat",2024-12-06-tcd-budget-general-2025-fascicule-companion,,budgets/TCD/2025.csv#tcd-2025-10-018-1006900082300099,Informatisation du MFB et Equipements Divers
