fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,06,06 - NATIONAL AUDIT OFFICE,06,National Audit Office,0562,National Audit Office,001,Central Government of The Gambia Sources,3112120 Application Software Systems and Licenses,printed,printed,project,,2500000,,,2099997,,84.0,,appropriated,actual,whole,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Development Budget Detailed Estimates of Expenditure, PDF p. 267, BE 06, project 0562, source 001 (Central Government of The Gambia Sources), item 3112120, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-06-0562-001-3112120,National Audit Office - Application Software Systems and Licenses
2024,08,08 - MINISTRY OF INTERIOR,08,Ministry of Interior,0812,Migration and Border Management,081202,National and Non-national Identification and Documentation,,printed,printed,programme,,84964750,,,129436575,,152.3,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 87, BE 08, programme 0812, sub-programme 081202, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-08-0812-081202,Migration and Border Management - National and Non-national Identification and Documentation
2024,11,11 - MINISTRY OF JUSTICE,11,Ministry of Justice,1104,Quality Registration Services,110402,Business Registration Services,,printed,printed,programme,,4375000,,,1110267,,25.4,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 126, BE 11, programme 1104, sub-programme 110402, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-11-1104-110402,Quality Registration Services - Business Registration Services
2024,11,11 - MINISTRY OF JUSTICE,11,Ministry of Justice,1104,Quality Registration Services,110403,Intellectual Property Registration (Industrial),,printed,printed,programme,,2160000,,,213800,,9.9,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 127, BE 11, programme 1104, sub-programme 110403, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-11-1104-110403,Quality Registration Services - Intellectual Property Registration (Industrial)
2024,11,11 - MINISTRY OF JUSTICE,11,Ministry of Justice,1104,Quality Registration Services,110404,Deeds Registration,,printed,printed,programme,,1700000,,,372275,,21.9,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 127, BE 11, programme 1104, sub-programme 110404, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-11-1104-110404,Quality Registration Services - Deeds Registration
2024,11,11 - MINISTRY OF JUSTICE,11,Ministry of Justice,1104,Quality Registration Services,110405,Civil Marriages Registration,,printed,printed,programme,,1325000,,,169000,,12.8,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 128, BE 11, programme 1104, sub-programme 110405, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-11-1104-110405,Quality Registration Services - Civil Marriages Registration
2024,12,12 - MINISTRY OF FINANCE AND ECONOMIC AFFAIRS,12,Ministry of Finance and Economic Affairs,0744,Gambia Fiscal Management Development Project,001,Central Government of The Gambia Sources,,printed,printed,project,,10000000,,,5918833,,59.2,,appropriated,actual,partial,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Development Budget Detailed Estimates of Expenditure, PDF p. 272, BE 12, project 0744, source 001 (Central Government of The Gambia Sources), column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-12-0744-001,Gambia Fiscal Management Development Project
2024,12,12 - MINISTRY OF FINANCE AND ECONOMIC AFFAIRS,12,Ministry of Finance and Economic Affairs,0845,Development of IFMIS-Gambia(GAM-IFMIS),001,Central Government of The Gambia Sources,,printed,printed,project,,54387350,,,986500,,1.8,,appropriated,actual,whole,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Development Budget Detailed Estimates of Expenditure, PDF p. 273, BE 12, project 0845, source 001 (Central Government of The Gambia Sources), column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-12-0845-001,Development of IFMIS-Gambia(GAM-IFMIS)
2024,12,12 - MINISTRY OF FINANCE AND ECONOMIC AFFAIRS,12,Ministry of Finance and Economic Affairs,1212,Financial Systems & Government Accounting,121201,Financial Systems and Accounts Management,3112120 Application Software Systems and Licenses,printed,printed,programme,,66400000,,,75818153,,114.2,,appropriated,actual,whole,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 134, BE 12, programme 1212, sub-programme 121201, item 3112120, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-12-1212-121201-3112120,Financial Systems & Government Accounting - Financial Systems and Accounts Management - Application Software Systems and Licenses
2024,12,12 - MINISTRY OF FINANCE AND ECONOMIC AFFAIRS,121702,Gambia Bureau of Statistics (GBOS),1217,Management of Subvented Institutions,121702,Gambia Bureau of Statistics(GBOS),,printed,printed,programme,,111314088,,,90613985,,81.4,,appropriated,actual,whole,false,GMD,budget-document,budget-estimates,"Estimates of Revenue and Expenditure 2024 (Approved Estimates), Recurrent Budget Detailed Estimates of Expenditure PBB, PDF p. 139, BE 12, programme 1217, sub-programme 121702, column 2024 Estimate",2023-12-14-gmb-approved-estimates-2024-companion,,budgets/GMB/2024.csv#gmb-2024-12-1217-121702,Gambia Bureau of Statistics(GBOS)
