fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,33,33 Ministère de l'Intérieur et de la Sécurité publique,,Ministère de l'Intérieur,,ELABORATION DE CARTES D'ELECTEUR ET DE CARTES D'IDENTITE BIOMETRIQUE - Phase 2,,,Transferts en capital,printed,printed,chapter,2000000000,2000000000,1000000000,,,,,,proposed,revised,partial,false,XOF,budget-document,appropriation-act,"Loi n° 2023-18 (LFI 2024), Annexe XII Liste des projets financés sur les recettes d'hydrocarbures, PDF p. 153, Ministère de l'Intérieur, Transferts en capital; revised from Loi n° 2024-16 (LFR 2024), Annexe XII modifié, PDF p. 100",2023-12-15-sen-lfi-2024-loi-2023-18-companion,,budgets/SEN/2024.csv#sen-2024-33-cartes-identite-biometriques-ph2,Elaboration de cartes d'électeur et de cartes d'identité biométrique - Phase 2
2024,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2083,Economie numérique,,,,printed,printed,programme,,11590000000,,,11960000000,,103.2,,appropriated,actual,whole,false,XOF,budget-document,implementation-report,"RTEB 4e trimestre 2024, Annexe 2 (situation d'exécution par ministère, programme et catégorie au 31 décembre 2024), PDF p. 5, section Ministère de la Communication, des Télécommunications et du Numérique, programme Economie numérique, columns LFI and Crédits PEC, categories 3, 4, 5 and 6",2025-06-19-sen-rteb-t4-2024-annexe-2-companion,,budgets/SEN/2024.csv#sen-2024-63-2083,Economie numérique
2025,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2083,Economie numérique,,,,printed,printed,programme,,9650000000,,,8600000000,,89.1,,appropriated,actual,whole,false,XOF,budget-document,implementation-report,"RTEB 1er trimestre 2025, Annexe 2 (situation par ministère, programme et catégorie au 31 mars 2025), PDF p. 4, programme Economie numérique, column LFI, categories 3, 4 and 5; actual from RTEB au 31 décembre 2025, Annexe 2 (par ministère et programme), PDF p. 39, column Crédits PEC",2025-06-20-sen-rteb-t1-2025-annexe-2-companion,,budgets/SEN/2025.csv#sen-2025-63-2083,Economie numérique
2026,33,33 Ministère de l'Intérieur et de la Sécurité publique,,Ministère de l'Intérieur et de la Sécurité publique,2009,Sécurité publique,,Projet de renforcement des capacités de l'infrastructure-réseaux et les équipements dans les centres d'enrôlement de la CNI,,printed,printed,programme,30600000,30600000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 MISP, programme 2009 Sécurité publique, Répartition des crédits par actions et activités (PROJET LFI 2026), PDF p. 25",2025-10-01-sen-dppd-pap-2026-2028-misp-companion,,budgets/SEN/2026.csv#sen-2026-33-2009-cni-enrolement,Projet de renforcement des capacités de l'infrastructure-réseaux et les équipements dans les centres d'enrôlement de la CNI
2026,33,33 Ministère de l'Intérieur et de la Sécurité publique,,Ministère de l'Intérieur et de la Sécurité publique,2009,Sécurité publique,,Projet de lutte contre la cybercriminalité,,printed,printed,programme,135000000,135000000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 MISP, programme 2009 Sécurité publique, Répartition des crédits par actions et activités (PROJET LFI 2026), PDF p. 25",2025-10-01-sen-dppd-pap-2026-2028-misp-companion,,budgets/SEN/2026.csv#sen-2026-33-2009-cybercriminalite,Projet de lutte contre la cybercriminalité
2026,33,33 Ministère de l'Intérieur et de la Sécurité publique,,Ministère de l'Intérieur et de la Sécurité publique,2009,Sécurité publique,,Confectionner les passeports numérisés,,printed,printed,programme,4132450000,4132450000,,,,,,,proposed,appropriated,partial,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 MISP, programme 2009 Sécurité publique, Répartition des crédits par actions et activités (PROJET LFI 2026), PDF p. 25",2025-10-01-sen-dppd-pap-2026-2028-misp-companion,,budgets/SEN/2026.csv#sen-2026-33-2009-passeports,Confectionner les passeports numérisés
2026,33,33 Ministère de l'Intérieur et de la Sécurité publique,,Ministère de l'Intérieur et de la Sécurité publique,2012,Gouvernance électorale,,Élaboration de cartes d'électeur et de cartes d'identité - Phase 2,,printed,printed,programme,2218860000,2218860000,,,,,,,proposed,appropriated,partial,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 MISP, programme 2012, Echéanciers des CP associés aux AE, PDF p. 56; Loi n° 2025-19 Annexe III, PDF p. 19, programme 2012, category 5",2025-10-01-sen-dppd-pap-2026-2028-misp-companion,,budgets/SEN/2026.csv#sen-2026-33-2012-cartes-identite-ph2,Élaboration de cartes d'électeur et de cartes d'identité - Phase 2
2026,34,34 Ministère de la Justice,,Ministère de la Justice,1004,"Pilotage, Coordination et Gestion administrative",,Projet dématérialisation du secteur de la justice,,printed,printed,programme,1339000000,1339000000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 Ministère de la Justice, programme 1004, actions et activités (LFI_AE_2026, LFI_CP_2026), PDF p. 36",2025-10-01-sen-dppd-pap-2026-2028-mj-companion,,budgets/SEN/2026.csv#sen-2026-34-1004-dematerialisation-justice,Projet dématérialisation du secteur de la justice
2026,34,34 Ministère de la Justice,,Ministère de la Justice,2014,Justice judiciaire,,Informatiser le casier judiciaire,,printed,printed,programme,759909480,759909480,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD 2026-2028 Ministère de la Justice, programme 2014, Tableau ventilation des crédits, PDF p. 59, action 2 activité 9",2025-10-01-sen-dppd-pap-2026-2028-mj-companion,,budgets/SEN/2026.csv#sen-2026-34-2014-casier-judiciaire,Informatiser le casier judiciaire
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,1011,"Pilotage, gestion et coordination du MFB",,Gérer l'informatique financière de l'Etat,,printed,printed,programme,1008472546,1008472546,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 1011, actions et activités, PDF p. 78, action Améliorer l'informatique du MFB",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-1011-sigif,Gérer l'informatique financière de l'Etat
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2032,Gestion ressources douanières et protection de l'économie,,Améliorer le système d'information douanier,,printed,printed,programme,671125000,671125000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2032, actions et activités, PDF p. 61",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2032-si-douanier,Améliorer le système d'information douanier
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2036,Gestion compt. et financ. Etat et autres organismes publics,,INFORMATISATION DE LA DGCPT,,printed,printed,programme,900000000,900000000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2036, actions et activités, PDF p. 43",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2036-informatisation-dgcpt,INFORMATISATION DE LA DGCPT
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2036,Gestion compt. et financ. Etat et autres organismes publics,,Mettre à niveau le système d'information de la DGCPT (action Modernisation et digitalisation),,printed,printed,programme,108500000,108500000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2036, actions et activités, PDF p. 43, action Modernisation et digitalisation de la gestion des finances publiques",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2036-si-dgcpt-modernisation,Mettre à niveau le système d'information de la DGCPT (action Modernisation et digitalisation)
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2036,Gestion compt. et financ. Etat et autres organismes publics,,Mettre à niveau le système d'information de la DGCPT (action Pilotage),,printed,printed,programme,464484000,464484000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2036, actions et activités, PDF p. 43, action Amélioration du pilotage et de la coordination du Programme",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2036-si-dgcpt-pilotage,Mettre à niveau le système d'information de la DGCPT (action Pilotage)
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2037,Gestion de la fiscalité intérieure et du foncier,,Garantir la sécurité du système d'information,,printed,printed,programme,1400000,1400000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2037, actions et activités, PDF p. 52",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2037-securite-si-dgid,Garantir la sécurité du système d'information
2026,43,43 Ministère des Finances et du Budget,,Ministère des Finances et du Budget,2037,Gestion de la fiscalité intérieure et du foncier,,Adapter le système d'information et renforcer la culture de la digitalisation,,printed,printed,programme,33250000,33250000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MFB, programme 2037, actions et activités, PDF p. 52",2025-10-01-sen-dppd-pap-2026-2028-mfb-companion,,budgets/SEN/2026.csv#sen-2026-43-2037-si-dgid,Adapter le système d'information et renforcer la culture de la digitalisation
2026,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2062,Transformation de l'Ecosystème de la Communication,,Diffusion numérique,,printed,printed,programme,2250000000,2250000000,,,,,,,proposed,appropriated,unclear,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MCTN, PAP programme 2062, Tableau 2, PDF p. 41, action 3",2025-10-01-sen-dppd-pap-2026-2028-mctn-companion,,budgets/SEN/2026.csv#sen-2026-63-2062-diffusion-numerique,Diffusion numérique
2026,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2083,Développement de l'Economie numérique,,,,printed,printed,programme,,6374181250,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi n° 2025-19 (LFI 2026), Annexe III Tableau récapitulatif des crédits AE/CP par ministère, programme et catégorie, PDF p. 28 (printed 69), section 63, programme 2083, categories 3, 4 and 5, column CP; Annexe XII (projets financés sur ressources extérieures), PDF p. 52",2025-12-22-sen-lfi-2026-loi-2025-19-companion,,budgets/SEN/2026.csv#sen-2026-63-2083,Développement de l'Economie numérique
2026,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2084,Transformation de l'Ecosystème postal,,Mettre en œuvre le système d'adressage numérique national,,printed,printed,programme,200000000,200000000,,,,,,,proposed,appropriated,whole,false,XOF,budget-document,budget-estimates,"DPPD-PAP 2026-2028 MCTN, PAP programme 2084, Tableau 2 Ventilation des crédits par action et activité, PDF p. 104, action 2",2025-10-01-sen-dppd-pap-2026-2028-mctn-companion,,budgets/SEN/2026.csv#sen-2026-63-2084-adressage-numerique,Mettre en œuvre le système d'adressage numérique national
2026,63,"63 Ministère de la Communication, des Télécommunications et du Numérique",,"Ministère de la Communication, des Télécommunications et du Numérique",2133,Gouvernance et Souveraineté numériques,,,,printed,printed,programme,,3017756991,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi n° 2025-19 (LFI 2026), Annexe III Tableau récapitulatif des crédits AE/CP par ministère, programme et catégorie, PDF p. 28 (printed 69), section 63, programme 2133, categories 3, 4 and 5, column CP; Annexe XII (projets financés sur ressources extérieures), PDF p. 52",2025-12-22-sen-lfi-2026-loi-2025-19-companion,,budgets/SEN/2026.csv#sen-2026-63-2133,Gouvernance et Souveraineté numériques
2026,75,"75 Ministère de l'Enseignement Supérieur, de la Recherche et de l'Innovation",,"Ministère de l'Enseignement Supérieur, de la Recherche et de l'Innovation",,CREATION DE l'UNIVERSITE VIRTUELLE DU SENEGAL ET (UVS) ET MISE EN OEUVRE DES ESPACES NUMERIQUES OUVERTS (ENO) / ANT,,,,printed,printed,chapter,600000000,600000000,,,,,,,proposed,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi n° 2025-19 (LFI 2026), Annexe V Liste des projets financés par le PRES, PDF p. 36 (printed 77), section Enseignement Supérieur",2025-12-22-sen-lfi-2026-loi-2025-19-companion,,budgets/SEN/2026.csv#sen-2026-75-uvs-eno,Création de l'Université virtuelle du Sénégal (UVS) et mise en œuvre des Espaces numériques ouverts (ENO)
