fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Centro Directivo,02A,Programa de Mantenimiento y reforzamiento de CNIAPGE,001,"Proyecto de Mantenimiento de los Aplicativos, Licencias y Programación",60712 Proyectos y programas institucionales,printed,printed,programme,,800000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo IV Programas y Proyectos Institucionales, PDF p. 67, Sección 02, programa 02A, proyecto 001",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-02a-001,"Proyecto de Mantenimiento de los Aplicativos, Licencias y Programación"
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Centro Directivo,02A,Programa de Mantenimiento y reforzamiento de CNIAPGE,002,Proyecto de Consultoría y Reforzamiento de Capacidades,60712 Proyectos y programas institucionales,printed,printed,programme,,800000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo IV Programas y Proyectos Institucionales, PDF p. 67, Sección 02, programa 02A, proyecto 002",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-02a-002,Proyecto de Consultoría y Reforzamiento de Capacidades
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Centro Directivo,02B,Programa de Reforzamiento de ENPIGE,004,Proyecto de Implementación de un Aplicativo de Gestión inmobiliaria,60712 Proyectos y programas institucionales,printed,printed,programme,,100000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo IV Programas y Proyectos Institucionales, PDF p. 67, Sección 02, programa 02B, proyecto 004",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-02b-004,Proyecto de Implementación de un Aplicativo de Gestión inmobiliaria
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Secretaría General,02D,Secretaria General,006,Proyecto de Automatización de los Procesos en la Presidencia del Gobierno,60712 Proyectos y programas institucionales,printed,printed,programme,,600000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo IV Programas y Proyectos Institucionales, PDF p. 67, Sección 02, programa 02D, proyecto 006",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-02d-006,Proyecto de Automatización de los Procesos en la Presidencia del Gobierno
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Secretaría General,02D,Secretaria General,007,Proyecto de Digitalización e Informatización del BOE,60712 Proyectos y programas institucionales,printed,printed,programme,,600000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo IV Programas y Proyectos Institucionales, PDF p. 67, Sección 02, programa 02D, proyecto 007",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-02d-007,Proyecto de Digitalización e Informatización del BOE
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,Centro Nacional para la Informatización Admón. Púb - CNIAPGE,64182,Centro Nacional para la Informatización Admón. Púb - CNIAPGE,,,64182 transferencia corriente,printed,printed,account,,1200000000,,,1170000000,,97.5,,appropriated,actual,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Artículo 23º Distribución de Transferencias y Subvenciones Corrientes, PDF p. 26, Sección 02, cuenta 64182; actual: Ley 9/2025 PGE 2026, Anexo II, PDF p. 66, cuenta 64182, columna Liquidac. 31.12.24 (millones)",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-64182,Centro Nacional para la Informatización Admón. Púb - CNIAPGE
Ejercicio 2024,02,Sección 02 PRESIDENCIA DEL GOBIERNO,,PRESIDENCIA DEL GOBIERNO,21321-5442,"Proyecto de Informatización de la Administración Pública, Fase II",,,,printed,printed,project,,1240000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Programa de Inversiones Públicas (Anexo VI), PDF p. 126, proyecto nº 275, código 21321-5442, columna PIP 2024",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-02-pip-213215442,"Proyecto de Informatización de la Administración Pública, Fase II"
Ejercicio 2024,03,Sección 03 CAMARA DE LOS DIPUTADOS,010,MESA DE LA CAMARA,61261,Gastos Internet,,,61261 Gastos Internet,printed,printed,account,,24000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo V Detalle de Gastos de las Secciones 2024, PDF p. 71, Sección 03, cuenta 61261, servicio 010 MESA DE LA CAMARA",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-03-010-61261,Gastos Internet
Ejercicio 2024,04,Sección 04 SENADO,010,MESA DE LA CAMARA,61261,Internet,,,61261 Internet,printed,printed,account,,107000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo V Detalle de Gastos de las Secciones 2024, PDF p. 72, Sección 04, cuenta 61261, servicio 010 MESA DE LA CAMARA",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-04-010-61261,Internet
Ejercicio 2024,08,Sección 08 TRIBUNAL DE CUENTAS,010,CENTRO DIRECTIVO,61261,Internet,,,61261 Internet,printed,printed,account,,24000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,appropriation-act,"Ley 3/2023 PGE 2024, Anexo V Detalle de Gastos de las Secciones 2024, PDF p. 76, Sección 08, cuenta 61261, servicio 010 CENTRO DIRECTIVO",2023-12-06-gnq-lpge-2024-ley-3-2023-companion,,budgets/GNQ/2024.csv#gnq-2024-08-010-61261,Internet
