fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024/25,06,Head 06: Deputy Prime Minister's Office,12,Social Welfare,S354,Social Registry Development,,,,printed,printed,project,5000000,5000000,,5000000,,,,,proposed,released,whole,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 06, Activity 12 Social Welfare, project S354, source 99 row, column Estimates for 2024/25 Total, PDF p. 220",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-06-S354,Social Registry Development
2024/25,23,Head 23: Ministry of Economic Planning & Development,31,STATISTICS,31,STATISTICS,,,,printed,printed,activity,12953290,,,,,,,,proposed,proposed,whole,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part II recurrent estimates, Head 23 Ministry of Economic Planning & Development, Activity 31-STATISTICS, TOTAL row, column 2024/25 Estimate, PDF p. 91",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-23-31,STATISTICS
2024/25,23,Head 23: Ministry of Economic Planning & Development,31,Statistics,G526,Economic Statistics Survey,,,,printed,printed,project,1200000,1200000,,,,,,,proposed,appropriated,partial,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 23, Activity 31 Statistics, project G526, source 99 row, column Estimates for 2024/25 Total, PDF p. 233",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-23-G526,Economic Statistics Survey
2024/25,23,Head 23: Ministry of Economic Planning & Development,31,Statistics,G575,The Eswatini Agriculture Survey,,,,printed,printed,project,14200000,14200000,,,,,,,proposed,appropriated,partial,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 23, Activity 31 Statistics, project G575, source 99 row, column Estimates for 2024/25 Total, PDF p. 233",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-23-G575,The Eswatini Agriculture Survey
2024/25,23,Head 23: Ministry of Economic Planning & Development,31,Statistics,G576,Intercensal Survey,,,,printed,printed,project,8000000,8000000,,,,,,,proposed,appropriated,partial,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 23, Activity 31 Statistics, project G576, source 99 row, column Estimates for 2024/25 Total, PDF p. 234",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-23-G576,Intercensal Survey
2024/25,23,Head 23: Ministry of Economic Planning & Development,31,Statistics,G601,Eswatini Household Income and Expenditure Surveys,,,,printed,printed,project,12489000,12489000,,,,,,,proposed,appropriated,partial,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 23, Activity 31 Statistics, project G601, source 99 row, column Estimates for 2024/25 Total, PDF p. 234",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-23-G601,Eswatini Household Income and Expenditure Surveys
2024/25,34,Head 34: Ministry of Finance,18,Policy and Planning,G600,Installation of the Integrated Financial Management Information System in Eswatini (IFMIS),,,,printed,printed,project,38897000,38897000,,,,,,,proposed,appropriated,whole,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 34, Activity 18 Policy and Planning, project G600, source 99 row, column Estimates for 2024/25 Total, PDF p. 242",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-34-G600,Installation of the Integrated Financial Management Information System in Eswatini (IFMIS)
2024/25,34,Head 34: Ministry of Finance,18,Policy and Planning,G648,Implementation of the Eswatini Electronic Government Procurement System,,,,printed,printed,project,18874000,18874000,,,,,,,proposed,appropriated,whole,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part IV capital estimates, Head 34, Activity 18 Policy and Planning, project G648, source 99 row, column Estimates for 2024/25 Total, PDF p. 242",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-34-G648,Implementation of the Eswatini Electronic Government Procurement System
2024/25,43,"Head 43: Ministry of Information, Communication & Technology",12,DEPARTMENT OF COMMUNICATION,12,DEPARTMENT OF COMMUNICATION,,,,printed,printed,activity,12753764,12753764,,,,,,,proposed,appropriated,partial,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part II recurrent estimates, Head 43 Ministry of Information, Communication & Technology, Activity 12-DEPARTMENT OF COMMUNICATION, TOTAL row, column 2024/25 Estimate, PDF p. 156",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-43-12,DEPARTMENT OF COMMUNICATION
2024/25,43,"Head 43: Ministry of Information, Communication & Technology",16,COMPUTER SERVICES DEPARTMENT,16,COMPUTER SERVICES DEPARTMENT,,,,printed,printed,activity,2298531,2298531,,,,,,,proposed,appropriated,whole,false,SZL,budget-document,budget-estimates,"Estimates 1 April 2024 to 31 March 2027, Part II recurrent estimates, Head 43 Ministry of Information, Communication & Technology, Activity 16-COMPUTER SERVICES DEPARTMENT, TOTAL row, column 2024/25 Estimate, PDF p. 158",2024-02-23-swz-estimates-2024-25-2026-27-companion,,budgets/SWZ/2024.csv#swz-2024-43-16,COMPUTER SERVICES DEPARTMENT
