fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,03,CHAMBRE DES REPRESENTANTS,00,SERVICES COMMUNS,102,"Législation, Côntrole du travail gouvernemental, Evaluation des politiques Publiques et Diplomatie parlementaire à la Chambre des Représentants",20,Parlement électronique et communication,Dépenses d'investissement (chapitre 1.2.2.2.0.03.000),printed,printed,programme,,4100000,,,,,,,appropriated,appropriated,partial,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 23, chapitre 1.2.2.2.0.03.000 (Dépenses d'investissement), programme 102, région 00, projet 20, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-03-102-00-20-inv,"Législation, Côntrole du travail gouvernemental, Evaluation des politiques Publiques et Diplomatie parlementaire à la Chambre des Représentants - Parlement électronique et communication"
2024,03,CHAMBRE DES REPRESENTANTS,00,SERVICES COMMUNS,102,"Législation, Côntrole du travail gouvernemental, Evaluation des politiques Publiques et Diplomatie parlementaire à la Chambre des Représentants",40,Parlement électronique et communication,Matériel et dépenses diverses (chapitre 1.2.1.2.0.03.000),printed,printed,programme,,6150000,,,,,,,appropriated,appropriated,partial,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 22, chapitre 1.2.1.2.0.03.000 (Matériel et dépenses diverses), programme 102, région 00, projet 40, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-03-102-00-40-mdd,"Législation, Côntrole du travail gouvernemental, Evaluation des politiques Publiques et Diplomatie parlementaire à la Chambre des Représentants - Parlement électronique et communication"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",10,SOUTIEN DES MISSIONS,Dépenses d'investissement (chapitre 1.2.2.2.0.04.000),printed,printed,programme,,8000000,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 35, chapitre 1.2.2.2.0.04.000 (Dépenses d'investissement), programme 104, région 00, projet 10, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-10-inv,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - SOUTIEN DES MISSIONS"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",10,Soutien des missions,Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,8523500,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 10, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-10-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Soutien des missions"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",20,"Gestion des plaintes, investigation et contrôle",Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,250000,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 20, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-20-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Gestion des plaintes, investigation et contrôle"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",30,"Veille, études et expertise",Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,1000000,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 30, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-30-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Veille, études et expertise"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",40,Positionnement à l'international,Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,1725000,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 40, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-40-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Positionnement à l'international"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",50,Sensibilisation et développement d'un écosystème de la protection de la vie privée et des données personnelles,Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,1601500,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 50, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-50-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Sensibilisation et développement d'un écosystème de la protection de la vie privée et des données personnelles"
2024,04,CHEF DU GOUVERNEMENT,00,SERVICES COMMUNS,104,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information.",60,Droit d’accès à l’information,Matériel et dépenses diverses (chapitre 1.2.1.2.0.04.000),printed,printed,programme,,900000,,,,,,,appropriated,appropriated,whole,false,MAD,budget-document,budget-estimates,"Morasses budgétaires, Loi de finances 2024, PDF p. 34, chapitre 1.2.1.2.0.04.000 (Matériel et dépenses diverses), programme 104, région 00, projet 60, column Crédits de paiement pour l'année budgétaire 2024",2024-02-29-mar-morasses-budgetaires-lf-2024-companion,,budgets/MAR/2024.csv#mar-2024-04-104-00-60-mdd,"Protection de la vie privée, des données à caractère personnel et du droit d’accès à l’information. - Droit d’accès à l’information"
2024,04,CHEF DU GOUVERNEMENT,3.2.0.0.1.04.005,Fonds de service universel de télécommunications,3.2.0.0.1.04.005,Fonds de service universel de télécommunications,,,Compte d'affectation spéciale,printed,printed,account,,200000000,,,202326172.23,,,,appropriated,actual,whole,false,MAD,budget-document,appropriation-act,"Loi de finances n° 55-23 (BO n° 7259 bis, 25 December 2023), Tableau G (article 49), Dépenses des comptes spéciaux du Trésor, PDF p. 101, compte 3.2.0.0.1.04.005, column expenditure for the year 2024; outturn: Projet de loi de règlement n° 04-26, Tableau و (article 6), PDF p. 20, compte 3.2.0.0.1.04.005, expenditure column",2023-12-25-mar-lf-2024-loi-55-23-bo-7259-bis-companion,,budgets/MAR/2024.csv#mar-2024-04-cas-04005,Fonds de service universel de télécommunications
