fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10317,Agence de Développement du Numérique,10317,Agence de Développement du Numérique,,,Fonctionnement (annex allocation by nature),printed,printed,line,,854290619,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Annexes fonctionnement des institutions, Annexe 1 Présidence de la République, item 2.6 (summary) and block 1.2.6 (detail by nature), PDF pp. 957 and 963",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10106-annexe-10317,Agence de Développement du Numérique
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10310,Conseil National de Cyberdefense (CNC),241001,Acquisition d'équipements Informatiques,,,Investissements sur Ressources Propres (nature 72412),printed,printed,project,,20000000000,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 300 (printed p. 13 of 620), section 10, group 'Investissements sur Ressources Propres', chapitre 10310, imputation 2401110103100000724121000000, project 241001",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10310-241001,Acquisition d'équipements Informatiques
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10310,Conseil National de Cyberdefense (CNC),10310,Conseil National de Cyberdefense (CNC),,,Fonctionnement des Institutions,printed,printed,chapter,,750000000,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 297 (printed p. 10 of 620), section 10, group 'Fonctionnement des Institutions', chapitre 10310",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10310-fi,PRÉSIDENCE DE LA RÉPUBLIQUE — Conseil National de Cyberdefense (CNC) (Fonctionnement des Institutions)
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10310,Conseil National de Cyberdefense (CNC),10310,Conseil National de Cyberdefense (CNC),,,"Interventions Économiques, Sociales, Culturelles et Scientifiques",printed,printed,chapter,,13000000000,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 300 (printed p. 13 of 620), section 10, group 'Interventions Économiques, Sociales, Culturelles et Scientifiques', chapitre 10310",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10310-int,"PRÉSIDENCE DE LA RÉPUBLIQUE — Conseil National de Cyberdefense (CNC) (Interventions Économiques, Sociales, Culturelles et Scientifiques)"
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10310,Conseil National de Cyberdefense (CNC),10310,Conseil National de Cyberdefense (CNC),,,Rémunérations,printed,printed,chapter,,1000000000,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 301 (printed p. 14 of 620), PDF p. 302 (printed p. 15 of 620), section 10, group 'Rémunérations', chapitre 10310",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10310-rem,PRÉSIDENCE DE LA RÉPUBLIQUE — Conseil National de Cyberdefense (CNC) (Rémunérations)
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10805,Autorité de Régulation des Postes,10805,Autorité de Régulation des Postes,,,Subventions aux Services Ex-BPO,printed,printed,chapter,,2181620838,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 303 (printed p. 16 of 620), section 10, group 'Subventions aux Services Ex-BPO', chapitre 10805",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10805-bpo,PRÉSIDENCE DE LA RÉPUBLIQUE — Autorité de Régulation des Postes (Subventions aux Services Ex-BPO)
Exercice 2024,10,PRÉSIDENCE DE LA RÉPUBLIQUE,10816,ADN Agence pour le Développement du Numérique,10816,ADN Agence pour le Développement du Numérique,,,Rémunérations,printed,printed,chapter,,2001461673,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 302 (printed p. 15 of 620), section 10, group 'Rémunérations', chapitre 10816",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-10-10816-rem,PRÉSIDENCE DE LA RÉPUBLIQUE — ADN Agence pour le Développement du Numérique (Rémunérations)
Exercice 2024,11,PRIMATURE,11261,"Direction d'Archives, Nouvelles Technologie de l'Information et Communication",11261,"Direction d'Archives, Nouvelles Technologie de l'Information et Communication",,,Fonctionnement des Institutions,printed,printed,chapter,,470496493,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 307 (printed p. 20 of 620), section 11, group 'Fonctionnement des Institutions', chapitre 11261",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-11-11261-fi,"PRIMATURE — Direction d'Archives, Nouvelles Technologie de l'Information et Communication (Fonctionnement des Institutions)"
Exercice 2024,22,AFFAIRES ÉTRANGERES,22215,Direction d'Archives et Nouvelles Technologies de l'Information et de la Communication,22215,Direction d'Archives et Nouvelles Technologies de l'Information et de la Communication,,,Fonctionnement des Ministères,printed,printed,chapter,,27000000,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 349 (printed p. 62 of 620), section 22, group 'Fonctionnement des Ministères', chapitre 22215",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-22-22215-fm,AFFAIRES ÉTRANGERES — Direction d'Archives et Nouvelles Technologies de l'Information et de la Communication (Fonctionnement des Ministères)
Exercice 2024,23,"COOPÉRATION INTERNATIONNALE, REGIONALE ET FRANCOPHONIE",23213,"Documentations, archives et nouvelles technologies de l’information",23213,"Documentations, archives et nouvelles technologies de l’information",,,Fonctionnement des Ministères,printed,printed,chapter,,71545302,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,appropriation-act,"Loi de finances n°23/056 du 10 décembre 2023 (exercice 2024), Vol. 2, Détails des dépenses par section et rubrique budgétaire, PDF p. 353 (printed p. 66 of 620), section 23, group 'Fonctionnement des Ministères', chapitre 23213",2023-12-10-cod-lf-2024-vol2-developpement-titre-credits-companion,,budgets/COD/2024.csv#cod-2024-23-23213-fm,"COOPÉRATION INTERNATIONNALE, REGIONALE ET FRANCOPHONIE — Documentations, archives et nouvelles technologies de l’information (Fonctionnement des Ministères)"
