fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
—,,,,"Ministère de la Transition digitale, des Postes et des Communications électroniques (MTDPCE)",,"Projet de couverture de 750 zones blanches, under the « Chantier zéro zone blanche »",,,,,,,,,,,,,,,unclear,unclear,whole,false,XOF,reporting,,—,,,2025-09-30-bfa-2025-mtdpce-zero-zone-blanche,"Projet de couverture de 750 zones blanches, under the « Chantier zéro zone blanche »"
—,,,,,,,,,,,,,,,,,3000000000,,,,actual,actual,whole,false,XOF,reporting,,,,,2025-03-14-bfa-2025-state-network-restoration,bfa-2025-state-network-restoration
—,,,,"Ministère de la Transition digitale, des Postes et des Communications électroniques bf-ministry-digital-transition",,,,,,,,,,,,,,,,,unclear,unclear,whole,false,XOF,reporting,,,,,2026-01-23-bfa-2026-transition-digitale-mini-datacenters,"Ministère de la Transition digitale, des Postes et des Communications électroniques bf-ministry-digital-transition"
Exercice 2024,01,01 - Présidence du Faso,4002000311,CAPES,002,Renforcement des capacités d'analyse et de transparence de l'action publique,00201,Analyse prospective et renforcement des capacités d'analyse des politiques économiques et sociales,,printed,printed,activity,,3242000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 01, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 154, programme 002, action 00201, chapitre 4002000311 CAPES, activité 0020118, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-01-002-0020118,Héberger et mettre à jour le site web du CAPES
Exercice 2024,01,01 - Présidence du Faso,1014000311,CNA,002,Renforcement des capacités d'analyse et de transparence de l'action publique,00203,Archives nationales,,printed,printed,activity,,5251000,5251000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 01, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 155, programme 002, action 00203, chapitre 1014000311 CNA, activité 0020306, column CP 2024; LFR 2024 volume, section 01, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-01-002-0020306,Gérer le site WEB du centre national des archives
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1800100311,Projet de réhabilitation et d'équipement du SGGCM,004,Organisation du travail gouvernemental,00401,Coordination de la préparation des dossiers du Conseil des Ministres,,printed,printed,activity,,15000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 166, programme 004, action 00401, chapitre 1800100311 Projet de réhabilitation et d'équipement du SGGCM, activité 0040123, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040123,Assurer l'Opérationnalisation du logiciel des missions à l'étranger
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00402,Diffusion de la règle de droit,,printed,printed,activity,,1500000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 167, programme 004, action 00402, chapitre 1013000311 DTIC, activité 0040206, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040206,Gerer la banque de données www.legiburkina.bf
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00402,Diffusion de la règle de droit,,printed,printed,activity,,2000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 167, programme 004, action 00402, chapitre 1013000311 DTIC, activité 0040207, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040207,Gerer le site web du SGG-CM www.sggcm.gov.bf
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00402,Diffusion de la règle de droit,,printed,printed,activity,,210000,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 167, programme 004, action 00402, chapitre 1013000311 DTIC, activité 0040214, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040214,Prendre en charge les ressources humaines
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00403,Pilotage et soutien des services du Secrétariat Général du gouvernement et du Conseil des Ministres,,printed,printed,activity,,11000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 172, programme 004, action 00403, chapitre 1013000311 DTIC, activité 0040312, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040312,Etudier et développer des applications informatiques
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00403,Pilotage et soutien des services du Secrétariat Général du gouvernement et du Conseil des Ministres,,printed,printed,activity,,210000,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 172, programme 004, action 00403, chapitre 1013000311 DTIC, activité 0040335, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040335,Prendre en charge les ressources humaines
Exercice 2024,02,02 - Secrétariat Général du Gouvernement et du Conseil des Ministres,1013000311,DTIC,004,Organisation du travail gouvernemental,00403,Pilotage et soutien des services du Secrétariat Général du gouvernement et du Conseil des Ministres,,printed,printed,activity,,17000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 02, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 172, programme 004, action 00403, chapitre 1013000311 DTIC, activité 0040371, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-02-004-0040371,Assurer le déploiement du e-conseil et former les acteurs
Exercice 2024,03,03 - Primature,1027000311,DCRP,005,Soutien à l'action de la Primature,00502,"Gestion de la communication,de la documentation et de l'archivage",,printed,printed,activity,,8000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 183, programme 005, action 00502, chapitre 1027000311 DCRP, activité 0050203, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-005-0050203,Animer et mettre régulièrement à jour le site web du Premier Ministère
Exercice 2024,03,03 - Primature,1011000311,DAD,005,Soutien à l'action de la Primature,00502,"Gestion de la communication,de la documentation et de l'archivage",,printed,printed,activity,,10000000,10000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 182, programme 005, action 00502, chapitre 1011000311 DAD, activité 0050219, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-005-0050219,Numérisation des archives de la Primature
Exercice 2024,03,03 - Primature,1024000311,DSI,005,Soutien à l'action de la Primature,00503,Soutien aux services du Prémier Ministère,,printed,printed,activity,,17800000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 184, programme 005, action 00503, chapitre 1024000311 DSI, activité 0050329, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-005-0050329,Dématérialisation les procédures métiers de la primature
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,96882000,96882000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060126, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060126,Assurer le fonctionnement de l'ANSSI
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,153118000,153118000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060131, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060131,Assurer la remunération du personnel
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,34000000,7780000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060150, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060150,Prendre en charge le complément salarial de l'ANSSI
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,100000000,100000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060151, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060151,Acquisition de licence pour le fonctionnement du SOC
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,20000000,20000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060152, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060152,Acquisition de deux adresses IP publique pour le SOC
Exercice 2024,03,03 - Primature,4013000311,ANSSI,006,Appui à la gouvernance,00601,Régulation des secteurs économiques,,printed,printed,activity,,40200000,40200000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 187, programme 006, action 00601, chapitre 4013000311 ANSSI, activité 0060153, column CP 2024; LFR 2024 volume, section 03, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-006-0060153,Prise en charge des loyers
Exercice 2024,03,03 - Primature,4010000311,SP/PNPS,008,Promotion du capital humain,00802,Renforcement de la protection des couches sociales,,printed,printed,activity,,25000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 03, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 190, programme 008, action 00802, chapitre 4010000311 SP/PNPS, activité 0080213, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-03-008-0080213,Appuyer à la conception du registre unique des personnes vulnérables
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1021000311,DGAT,011,Administration du territoire,01102,Gestion des libertés publiques,,printed,printed,activity,,4134000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 243, programme 011, action 01102, chapitre 1021000311 DGAT, activité 0110242, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-011-0110242,Former le personnel sur l'archivage électronique des documents
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1036000311,BCLCC,012,Sécurité intérieure,01204,Prévention et lutte contre toutes les formes de criminalité et le terrorisme,,printed,printed,activity,,50000000,3704000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 263, programme 012, action 01204, chapitre 1036000311 BCLCC, activité 0120422, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120422,opérationnaliser la Brigade Centrale de lutte contre la Cybercriminalité (BCLCC)
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1034000311,DGTI,012,Sécurité intérieure,01205,Système d'information mutualisée,,printed,printed,activity,,16000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 263, programme 012, action 01205, chapitre 1034000311 DGTI, activité 0120509, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120509,Sensibiliser les populations dans la lutte contre cybercriminalité
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1034000311,DGTI,012,Sécurité intérieure,01205,Système d'information mutualisée,,printed,printed,activity,,80000000,80000000,,,,,,appropriated,revised,unclear,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 263, programme 012, action 01205, chapitre 1034000311 DGTI, activité 0120517, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120517,Acquérir et installer un système de télédétection
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1036000311,BCLCC,012,Sécurité intérieure,01205,Système d'information mutualisée,,printed,printed,activity,,300000000,200000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 264, programme 012, action 01205, chapitre 1036000311 BCLCC, activité 0120518, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120518,Equiper les services de la BCLCC
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1802500311,Projet d'équipement,012,Sécurité intérieure,01205,Système d'information mutualisée,,printed,printed,activity,,45060000,5000000,,,,,,appropriated,revised,partial,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 264, programme 012, action 01205, chapitre 1802500311 Projet d'équipement, activité 0120519, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120519,Assurer la gestion des système d'information (DGTI)
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1034000311,DGTI,012,Sécurité intérieure,01205,Système d'information mutualisée,,printed,printed,activity,,17000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 264, programme 012, action 01205, chapitre 1034000311 DGTI, activité 0120525, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120525,concevoir et mettre à la disposition des structures du ministère des applications informatiques et outils
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",4002000311,SP-CNLD,012,Sécurité intérieure,01206,Lutte contre le trafic illicite et l'abus des drogues,,printed,printed,activity,,1000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 265, programme 012, action 01206, chapitre 4002000311 SP-CNLD, activité 0120609, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120609,Créer et animer le site Web du Comité National de Lutte contre la Drogue CNLD
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1802400311,Projet IRAPOL,012,Sécurité intérieure,01208,Documents biométriques d'identification,,printed,printed,activity,,2000000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 265, programme 012, action 01208, chapitre 1802400311 Projet IRAPOL, activité 0120807, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120807,Assurer la gestion informatisée des informations de securité
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",4008000311,ONI,012,Sécurité intérieure,01208,Documents biométriques d'identification,,printed,printed,activity,,180000000,180000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 265, programme 012, action 01208, chapitre 4008000311 ONI, activité 0120809, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-012-0120809,Assurer le fonctionnement de l'Office National d'Identification
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1028000311,DGCT,014,Décentralisation,01401,Appropriation sociale et politique de la décentralisation,,printed,printed,activity,,5006000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 269, programme 014, action 01401, chapitre 1028000311 DGCT, activité 0140155, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-014-0140155,Actualiser la base de données des effectifs des agents des collectivités territoriales
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1800900311,Modernisation de l'état civile,015,Etat civil,01501,Modernisation et sécurisation des documents d'état civil,,printed,printed,activity,,110000000,110000000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 276, programme 015, action 01501, chapitre 1800900311 Modernisation de l'état civile, activité 0150107, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-015-0150107,"Mettre en réseau les centres principaux d'état civi, ONI, INSD, CIL, MATDSI, MJ, MAECR, CENI, MS, TGI, Régions;"
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1030000311,DGMEC,015,Etat civil,01502,Prestation des services de l'état civil,,printed,printed,activity,,4013000,4013000,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 277, programme 015, action 01502, chapitre 1030000311 DGMEC, activité 0150229, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-015-0150229,Presenter la solution informatique aux acteurs de l'etat civil
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1008000311,DAF,016,Pilotage et soutien des services du MATD,01603,Gestion des ressources matérielles et financières,,printed,printed,activity,,20000000,0,,,,,,appropriated,revised,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 281, programme 016, action 01603, chapitre 1008000311 DAF, activité 0160368, column CP 2024; LFR 2024 volume, section 09, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-016-0160368,Concevoir et déployer une application de gestion et de consolidation des données budgétaires
Exercice 2024,09,"09 - Ministère de l' Administration Territoriale, de la Décentralisation et de la Sécurité",1011000311,DAD,016,Pilotage et soutien des services du MATD,01605,Gestion du système d'information,,printed,printed,activity,,5080000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 09, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 283, programme 016, action 01605, chapitre 1011000311 DAD, activité 0160501, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-09-016-0160501,Former le personnel de la DAD en technique d'archivage électronique.
Exercice 2024,10,"10 - Ministère de la Justice et des Droits Humains, Chargé des Relations avec les Institutions",1013000311,DSI,021,Pilotage et soutien,02101,Pilotage et coordination des actions du ministère,,printed,printed,activity,,11500000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 10, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 349, programme 021, action 02101, chapitre 1013000311 DSI, activité 0210114, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-10-021-0210114,Assurer l'informatisation des services judiciaires
Exercice 2024,10,"10 - Ministère de la Justice et des Droits Humains, Chargé des Relations avec les Institutions",1013000311,DSI,021,Pilotage et soutien,02101,Pilotage et coordination des actions du ministère,,printed,printed,activity,,50000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 10, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 349, programme 021, action 02101, chapitre 1013000311 DSI, activité 0210128, column CP 2024",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-10-021-0210128,Digitalisation des actes et procédures judiciaire
Exercice 2024,11,11 - Ministère de la Défense et des Anciens Combattants,1019000311,EMAA,024,Equipement des forces,02403,Equipement des forces Aériennes,,printed,printed,activity,,6981000,6981000,,,,,,appropriated,revised,partial,false,XOF,budget-document,appropriation-act,"Loi de finances 2024, volume intégral, section 11, *Prévisions des dépenses par programmes, actions, par chapitres et par activités*, PDF p. 377, programme 024, action 02403, chapitre 1019000311 EMAA, activité 0240303, column CP 2024; LFR 2024 volume, section 11, *Présentation des dépenses par action, par chapitre et par activités*, column Prévisions révisées CP",2023-12-15-bfa-lf-2024-volume-integral-companion,,budgets/BFA/2024.csv#bfa-2024-11-024-0240303,"Acquérir la documentation spécialisée (cartographie opérationnelle, logiciel)"
