fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,03,03 - PREMIER MINISTÈRE,27,AUTORITÉ DE PROTECTION DES DONNÉES A CARACTÈRE PERSONNEL,03.27.01.02,Autorité de protection des données à caractère personnel,,,Budget de fonctionnement: Partie 4 Subventions et transferts courants,printed,printed,activity,,39396400,38411490,,,,,,appropriated,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 31, titre 03, chapitre 27, Budget de fonctionnement (01), sous-chapitre 02, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 32, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-03-27-01-02,Autorité de protection des données à caractère personnel
2024,03,03 - PREMIER MINISTÈRE,27,AUTORITÉ DE PROTECTION DES DONNÉES A CARACTÈRE PERSONNEL,03.27.02.03,Acquisition d'équipements au profit de l’Autorité de protection des données à caractère personnel,,,Budget d'investissement: Partie 6 Dépenses d'investissement,printed,printed,project,,6850000,6678750,,,,,,appropriated,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 32, titre 03, chapitre 27, Budget d'investissement (02), sous-chapitre 03, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 32, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-03-27-02-03,Acquisition d'équipements au profit de l’Autorité de protection des données à caractère personnel
2024,09,09 - MINISTÈRE SECRÉTARIAT GÉNÉRAL DU GOUVERNEMENT,04,DIRECTION GENERALE DE LA COORDINATION DE L'ACTION GOUVERNEMENTALE,09.04.01.05,Direction des systemes d'information,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,900000,787500,,,,,,appropriated,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 38, titre 09, chapitre 04, Budget de fonctionnement (01), sous-chapitre 05, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 41, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-09-04-01-05,Direction des systemes d'information
2024,10,10 - MINISTÈRE DE LA DÉFENSE NATIONALE,12,DIRECTION DE L'INFORMATIQUE,10.12.01.72,Sécurité et viabilité du système informatique,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,,992500,,,,,,revised,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 51, titre 10, chapitre 12, Budget de fonctionnement (01), sous-chapitre 72, column LFR",2024-10-01-mrt-lfr-2024-companion,,budgets/MRT/2024.csv#mrt-2024-10-12-01-72,Sécurité et viabilité du système informatique
2024,11,"11 - MINISTÈRE DES AFFAIRES ÉTRANGÈRES, DE LA COOPÉRATION ET DES MAURITANIENS DE L'EXTÉRIEUR",24,DIRECTION GENERALE DE L'APPUI ET DES SERVICES TRANSVERSAUX,11.24.01.04,Gestion des archives et du système informatique,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,638200,508317,,,,,,appropriated,revised,partial,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 51, titre 11, chapitre 24, Budget de fonctionnement (01), sous-chapitre 04, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 62, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-11-24-01-04,Gestion des archives et du système informatique
2024,12,"12 - MINISTÈRE DE L'AUTONOMISATION DES JEUNES, DE L'EMPLOI, DES SPORTS ET SERVICE CIVIQUE",08,DIRECTION DES SYSTÈMES D'INFORMATIONS ET DE LA COMMUNICATION,12.08.01.72,systèmes d'informations et de communications,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,,1041442,,,,,,revised,revised,partial,false,MRU,budget-document,appropriation-act,"Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 108, titre 12, chapitre 08, Budget de fonctionnement (01), sous-chapitre 72, column LFR",2024-10-01-mrt-lfr-2024-companion,,budgets/MRT/2024.csv#mrt-2024-12-08-01-72,systèmes d'informations et de communications
2024,14,14 - MINISTÈRE DE LA JUSTICE,01,CABINET,14.01.01.33,Comité Technique chargé de la Normalisation des Procédures Electroniques relatives au Registre du Commerce et des Sûretés Mobilières,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,,810000,,,,,,revised,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 122, titre 14, chapitre 01, Budget de fonctionnement (01), sous-chapitre 33, column LFR",2024-10-01-mrt-lfr-2024-companion,,budgets/MRT/2024.csv#mrt-2024-14-01-01-33,Comité Technique chargé de la Normalisation des Procédures Electroniques relatives au Registre du Commerce et des Sûretés Mobilières
2024,14,14 - MINISTÈRE DE LA JUSTICE,04,"DIRECTION DES AFFAIRES FINANCIÈRES, DES INFRASTRUCTURES ET DE LA MODERNISATION",14.04.02.08,Informatisation des procédures judiciaires,,,Budget d'investissement: Partie 6 Dépenses d'investissement,printed,printed,project,,10000000,3795984,,,,,,appropriated,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 79, titre 14, chapitre 04, Budget d'investissement (02), sous-chapitre 08, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 127, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-14-04-02-08,Informatisation des procédures judiciaires
2024,14,14 - MINISTÈRE DE LA JUSTICE,16,DIRECTION GÉNÉRALE DE L’ADMINISTRATION PENITENTIAIRE ET DE LA REINSERTION,14.16.02.14,Numérisation et Automatisation des procédures,,,Budget d'investissement: Partie 6 Dépenses d'investissement,printed,printed,project,,3440000,3440000,,,,,,appropriated,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances de l'année 2024 (Loi n°2024-001), Dépenses par titre budgétaire, PDF p. 90, titre 14, chapitre 16, Budget d'investissement (02), sous-chapitre 14, column Montant; Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 143, same line, columns LF and LFR",2024-01-10-mrt-lfi-2024-loi-2024-001-companion,,budgets/MRT/2024.csv#mrt-2024-14-16-02-14,Numérisation et Automatisation des procédures
2024,14,14 - MINISTÈRE DE LA JUSTICE,34,DIRECTION DE LA NUMÉRISATION ET DE L'INNOVATION TECHNOLOGIQUE (DNIT),14.34.01.01,Numérisation et de l'Innovation Technologique,,,Budget de fonctionnement: Partie 2 Dépenses d'acquisition de biens et de services,printed,printed,activity,,,400000,,,,,,revised,revised,whole,false,MRU,budget-document,appropriation-act,"Loi de finances rectificative pour l'année 2024, Dépenses par titre budgétaire, PDF p. 169, titre 14, chapitre 34, Budget de fonctionnement (01), sous-chapitre 01, column LFR",2024-10-01-mrt-lfr-2024-companion,,budgets/MRT/2024.csv#mrt-2024-14-34-01-01,Numérisation et de l'Innovation Technologique
