fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,02,02 - PRIMATURE,211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),2-1-1-14-02,Primes de fonction projets,Primes de fonction projets,printed,printed,project,,200000000,200000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 72 (printed p. 66), ministère 02, service 211150000000, imputation 2-1-1-14-02, source Contrepartie Finex, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-02-211150000000-2-1-1-14-02-cp,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée) - Primes de fonction projets
2024,02,02 - PRIMATURE,211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),3-4-1-10-00,Achats de carburant pour véhicules et engins,Achats de carburant pour véhicules et engins,printed,printed,project,,500000000,500000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 73 (printed p. 67), ministère 02, service 211150000000, imputation 3-4-1-10-00, source Contrepartie Finex, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-02-211150000000-3-4-1-10-00-cp,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée) - Achats de carburant pour véhicules et engins
2024,02,02 - PRIMATURE,211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),211150000000,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée),3-6-1-11-00,Frais de déplacements définitifs de l'extérieur,Frais de déplacements définitifs de l'extérieur,printed,printed,project,,200000000,200000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 73 (printed p. 67), ministère 02, service 211150000000, imputation 3-6-1-11-00, source Contrepartie Finex, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-02-211150000000-3-6-1-11-00-cp,Projet d'Identification Unique pour l'Intégration Régionale et l'Inclusion en Afrique de l'Ouest-Guinée (WURI-Guinée) - Frais de déplacements définitifs de l'extérieur
2024,03,03 - MINISTERE DE LA DEFENSE NATIONALE,100051000000,Cabinet,100051000000,Cabinet,5-1-2-12-00,"Logiciels, applications et programmes informatiques","Logiciels, applications et programmes informatiques",printed,printed,body,,8097055,8097055,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 77 (printed p. 71), ministère 03, service 100051000000, imputation 5-1-2-12-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-03-100051000000-5-1-2-12-00,"Cabinet - Logiciels, applications et programmes informatiques"
2024,04,04 - MINISTERE DE L'ADMINISTRATION DU TERRITOIRE ET DE LA DECENTRALISATION,232351000000,Office National de l'Etat Civil et de l'Identification,232351000000,Office National de l'Etat Civil et de l'Identification,4-2-3-99-00,Transferts courants autres établissements publics,Transferts courants autres établissements publics,printed,printed,body,,2700000000,2200000000,,,,,,appropriated,revised,partial,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 102 (printed p. 96), ministère 04, service 232351000000, imputation 4-2-3-99-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-04-232351000000-4-2-3-99-00,Office National de l'Etat Civil et de l'Identification - Transferts courants autres établissements publics
2024,04,04 - MINISTERE DE L'ADMINISTRATION DU TERRITOIRE ET DE LA DECENTRALISATION,261003000000,Hydraulique Villageoise N'zérékoré-Lola-Yomou,261003000000,Hydraulique Villageoise N'zérékoré-Lola-Yomou,5-1-2-12-00,"Logiciels, applications et programmes informatiques","Logiciels, applications et programmes informatiques",printed,printed,project,,0,800000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 111 (printed p. 105), ministère 04, service 261003000000, imputation 5-1-2-12-00, source Contrepartie Finex, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-04-261003000000-5-1-2-12-00-cp,"Hydraulique Villageoise N'zérékoré-Lola-Yomou - Logiciels, applications et programmes informatiques"
2024,05,05 - MINISTERE DE LA SECURITE ET DE LA PROTECTION CIVILE,232481000000,Autorité Nationale de la CyberSécurité et des Titres Securisés,232481000000,Autorité Nationale de la CyberSécurité et des Titres Securisés,4-2-3-99-00,Transferts courants autres établissements publics,Transferts courants autres établissements publics,printed,printed,body,,1150000000,575000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 113 (printed p. 107), ministère 05, service 232481000000, imputation 4-2-3-99-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-05-232481000000-4-2-3-99-00,Autorité Nationale de la CyberSécurité et des Titres Securisés - Transferts courants autres établissements publics
2024,05,05 - MINISTERE DE LA SECURITE ET DE LA PROTECTION CIVILE,232491000000,Agence Nationale d'Identification,232491000000,Agence Nationale d'Identification,4-2-3-99-00,Transferts courants autres établissements publics,Transferts courants autres établissements publics,printed,printed,body,,150000000,75000000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 113 (printed p. 107), ministère 05, service 232491000000, imputation 4-2-3-99-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-05-232491000000-4-2-3-99-00,Agence Nationale d'Identification - Transferts courants autres établissements publics
2024,08,08 - MINISTERE DU PLAN ET DE LA COOPERATION INTERNATIONALE,230631000000,Institut National de la Statistique,230631000000,Institut National de la Statistique,4-2-3-99-00,Transferts courants autres établissements publics,Transferts courants autres établissements publics,printed,printed,body,,8200793000,5125495625,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 139 (printed p. 133), ministère 08, service 230631000000, imputation 4-2-3-99-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-08-230631000000-4-2-3-99-00,Institut National de la Statistique - Transferts courants autres établissements publics
2024,08,08 - MINISTERE DU PLAN ET DE LA COOPERATION INTERNATIONALE,230631000000,Institut National de la Statistique,230631000000,Institut National de la Statistique,4-2-7-99-00,Transferts courants à d'autres budgets,Transferts courants à d'autres budgets,printed,printed,body,,51620207000,51620207000,,,,,,appropriated,revised,whole,false,GNF,budget-document,appropriation-act,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 139 (printed p. 133), ministère 08, service 230631000000, imputation 4-2-7-99-00, source Ress. Propres, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,,budgets/GIN/2024.csv#gin-2024-08-230631000000-4-2-7-99-00,Institut National de la Statistique - Transferts courants à d'autres budgets
