fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-15-cpv-morabeza-innovation-project-mou-package,cpv-morabeza-mip-package
—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-06-eib-cpv-003-state-guarantee-cvtelecom,eib-cpv-003
2024,8,"Receitas consignadas, item 8: Taxa de Segurança Aeroportuária",,Sistema Integrado de Controlo de Fronteiras (the table names no ministry),8.2,Sistema Integrado de Controlo de Fronteiras,,,,printed,printed,line,,1194058181,,,1194058181,,100.0,,appropriated,actual,partial,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 8 Distribuição, sub-line 8.2; actual at Conta Geral do Estado 2024, receitas consignadas, PDF p. 189, column Receita Transferida",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-sistema-integrado-controlo-fronteiras,Sistema Integrado de Controlo de Fronteiras
2024,9,"Receitas consignadas, item 9: Taxa pela emissão e substituição dos documentos de identificação civil",,Sistema Nacional de Identificação Civil - SNIAC,9.2,Cartão Nacional de Identificação - CNI,,,,printed,printed,line,,109383546,,,,,,,appropriated,appropriated,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 9 Sistema Nacional de Identificação Civil - SNIAC, sub-line 9.2",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-sniac-cni,Sistema Nacional de Identificação Civil - SNIAC - Cartão Nacional de Identificação - CNI
2024,9,"Receitas consignadas, item 9: Taxa pela emissão e substituição dos documentos de identificação civil",,Sistema Nacional de Identificação Civil - SNIAC,9.4,Funcionamento do SNIAC,,,,printed,printed,line,,33108344,,,,,,,appropriated,appropriated,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 9 Sistema Nacional de Identificação Civil - SNIAC, sub-line 9.4",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-sniac-funcionamento,Sistema Nacional de Identificação Civil - SNIAC - Funcionamento do SNIAC
2024,9,"Receitas consignadas, item 9: Taxa pela emissão e substituição dos documentos de identificação civil",,Sistema Nacional de Identificação Civil - SNIAC,9.1,Passporte Eletronico - PEC,,,,printed,printed,line,,141524912,,,,,,,appropriated,appropriated,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 9 Sistema Nacional de Identificação Civil - SNIAC, sub-line 9.1",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-sniac-pec,Sistema Nacional de Identificação Civil - SNIAC - Passporte Eletronico - PEC
2024,9,"Receitas consignadas, item 9: Taxa pela emissão e substituição dos documentos de identificação civil",,Sistema Nacional de Identificação Civil - SNIAC,9.3,Titulo de Residencia de Estrangeiros - TRE,,,,printed,printed,line,,22500000,,,,,,,appropriated,appropriated,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 9 Sistema Nacional de Identificação Civil - SNIAC, sub-line 9.3",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-sniac-tre,Sistema Nacional de Identificação Civil - SNIAC - Titulo de Residencia de Estrangeiros - TRE
2024,10,"Receitas consignadas, item 10: Contribuição das Operadoras de Comunicações e Taxa de Espetro Radioelétrico",,Fundo de Serviço Universal e Desenvolvimento da Sociedade de Informação (FUSI),10,Fundo de Serviço Universal e Desenvolvimento da Sociedade de Informação (FUSI),,,,printed,printed,line,,122073633,,,10000000,,8.2,,appropriated,actual,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 10; actual at Conta Geral do Estado 2024, receitas consignadas e respetiva distribuição, PDF p. 189, column Receita Transferida",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-fusi,Fundo de Serviço Universal e Desenvolvimento da Sociedade de Informação (FUSI)
2024,13,"Receitas consignadas, item 13: Receitas de Bens Móveis Apreendidos",,Fundo de Modernização da Justiça,13.3,Fundo De Modernização Da Justiça,,,,printed,printed,line,,71882575,,,14898157,,20.7,,appropriated,actual,unclear,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 13 Distribuição, sub-line 13.3; actual at Conta Geral do Estado 2024, receitas consignadas, PDF p. 190, column Receita Transferida",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-fundo-modernizacao-justica,Fundo de Modernização da Justiça
2024,15,"Receitas consignadas, item 15: Taxa de Serviços Casa Cidadão",,Casa do Cidadão,15.4,Implementação Novas Infraestruras Tecnológicas,,,,printed,printed,line,,20500000,,,8354130,,40.8,,appropriated,actual,whole,false,CVE,budget-document,budget-estimates,"Anexo Informativo do OE 2024, receitas consignadas e respectivas contrapartidas em despesas, PDF p. 63, item 15 Distribuição, sub-line 15.4; actual at Conta Geral do Estado 2024, receitas consignadas, PDF p. 190, column Receita Transferida",2023-09-29-cpv-anexo-informativo-oe-2024-companion,,budgets/CPV/2024.csv#cpv-2024-casa-cidadao-infraestruturas-tecnologicas,Casa do Cidadão - Implementação Novas Infraestruras Tecnológicas
