fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024/25,,,,,,0605000 Migration & Citizen Services,,,,,printed,programme,,6969014189,,,,,,,appropriated,unclear,whole,false,KES,reporting,,"PBB FY2024/25, Part F p.99",,2024-06-01-ken-2024-immigration-migration-citizen-services,budgets/KEN/2024.csv#ken-2024-immigration-migration-citizen-services,0605000 Migration & Citizen Services
2024/25,,,,,,0626000 Population Management Services,,,,,printed,programme,,6836307352,,,,,,,appropriated,unclear,whole,false,KES,reporting,,"PBB FY2024/25, Part F p.99",,2024-06-01-ken-2024-immigration-population-management,budgets/KEN/2024.csv#ken-2024-immigration-population-management,0626000 Population Management Services
2024/25,1024,,,,,,,,,,,,,,2607650722,,,,,,revised,revised,whole,false,KES,budget-document,budget-estimates,"Supp III PBB, Vote 1024 Part F p.65",,2025-06-01-ken-2024-vote1024-ecitizen-services,budgets/KEN/2024.csv#ken-2024-vote1024-ecitizen-services,ken-2024-vote1024-ecitizen-services
2024/25,1071,,,,,,,,,,,,,,2270000000,,,,,,revised,revised,whole,false,KES,budget-document,budget-estimates,"Dev Supp I Vol I, Form 2B p.439",,2024-08-01-ken-2024-vote1071-egp-eprocurement,budgets/KEN/2024.csv#ken-2024-vote1071-egp-eprocurement,ken-2024-vote1071-egp-eprocurement
2024/25,1071,,,,,,,,,,,,,,0,,,,,,revised,revised,whole,false,KES,budget-document,budget-estimates,"Dev Supp I Vol I, Form 2B p.437",,2024-08-01-ken-2024-vote1071-kra-erp-crm-zeroed,budgets/KEN/2024.csv#ken-2024-vote1071-kra-erp-crm-zeroed,ken-2024-vote1071-kra-erp-crm-zeroed
2024/25,1122,,,,,0217000 E-Government Services,,,,,printed,programme,,4687513408,,,2408260000,,51.4,51.4,appropriated,actual,whole,false,KES,budget-document,budget-estimates,"PBB FY2024/25, Part F p.533 / Part H p.537",,2024-06-01-ken-2024-vote1122-egovernment,budgets/KEN/2024.csv#ken-2024-vote1122-egovernment,0217000 E-Government Services
2024/25,1122,,,,,,,,,,,,,7823545150,,,,,,,appropriated,appropriated,whole,false,KES,budget-document,budget-estimates,"PBB FY2024/25, Part F p.533 / Part H p.536",,2024-06-01-ken-2024-vote1122-ict-bpo,budgets/KEN/2024.csv#ken-2024-vote1122-ict-bpo,ken-2024-vote1122-ict-bpo
2024/25,1122,,,,,0210000 ICT Infrastructure Development,,,,,printed,programme,,9564900000,,,6182420000,,64.6,64.6,appropriated,actual,whole,false,KES,budget-document,budget-estimates,"PBB FY2024/25, Part F p.533 / Part H p.535",,2024-06-01-ken-2024-vote1122-ict-connectivity,budgets/KEN/2024.csv#ken-2024-vote1122-ict-connectivity,0210000 ICT Infrastructure Development
2025/26,1024,,,,,,,,,,,,,3897457065,,,,,,,appropriated,appropriated,whole,false,KES,budget-document,budget-estimates,"PBB FY2025/26, Vote 1024 Part F",,2025-06-01-ken-2025-vote1024-ecitizen,budgets/KEN/2025.csv#ken-2025-vote1024-ecitizen,ken-2025-vote1024-ecitizen
2025/26,1024,,,,,,,,,,,,,,8668760147,,,,,,revised,revised,whole,false,KES,budget-document,budget-estimates,"Supp I PBB FY2025/26, Vote 1024 Part F",,2026-04-01-ken-2025-vote1024-identity-lines-revised-supp-i,budgets/KEN/2025.csv#ken-2025-vote1024-identity-lines-revised-supp-i,ken-2025-vote1024-identity-lines-revised-supp-i
