fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
Exercice 2024,101,101 - Représentation Nationale,101,Représentation Nationale,13001,Assemblée Nationale,1300101,Législation,4 Investissements,printed,printed,activity,,1000000000,1000000000,,1000000000,,100.0,100.0,appropriated,actual,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 75 (printed p. 1/436), section 101, programme 13001, action 1300101, nature 4, activité 78011100361, column Crédit de Paiement; revised and actual: Rapport de présentation de la Loi de Règlement 2024 (loi n° 2025-986), Annexe X, PDF p. 81, projet 78011100361, columns Budget actuel and Exécution",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-101-78011100361,Mettre en oeuvre le projet E-Parlement
Exercice 2024,108,"108 - Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",108,"Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",13013,Structures sous-tutelles de la Primature,1301301,Structures sous-tutelles de la Primature,1 Personnel,printed,printed,activity,,838674772,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 80 (printed p. 6/436), section 108, programme 13013, action 1301301, nature 1, activité 78011100221, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-108-78011100221,Transférer les crédits des subventions équilibre personnel au Centre National de Télédétection et d'Information Géogra
Exercice 2024,108,"108 - Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",108,"Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",13013,Structures sous-tutelles de la Primature,1301301,Structures sous-tutelles de la Primature,3 Transferts,printed,printed,activity,,442443616,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 80 (printed p. 6/436), section 108, programme 13013, action 1301301, nature 3, activité 78011100306, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-108-78011100306,Mettre en oeuvre la politique du Centre National de Télédétection et d'Information Géographique (CNTIG) en matière d
Exercice 2024,108,"108 - Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",108,"Primature et Services Rattachés (Premier Ministre, Chef du Gouvernement, Ministre des Sports et du Cadre de Vie)",13013,Structures sous-tutelles de la Primature,1301301,Structures sous-tutelles de la Primature,3 Transferts,printed,printed,activity,,250000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 81 (printed p. 7/436), section 108, programme 13013, action 1301301, nature 3, activité 78046000561, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-108-78046000561,Renforcer les capacités des agents de l'Etat à l'utilisation des outils informatiques
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",22075,Défense,2207502,Renforcement des capacités opérationnelles des Armées et des Forces spéciales,2 Biens et services,printed,printed,activity,,5900000,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 92 (printed p. 18/436), section 226, programme 22075, action 2207502, nature 2, activité 78021000476, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000476,Gérer le système d'information et de communication de l'Armée de Terre
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",22076,Sécurité,2207601,Coordination des activités des unités et services de la Gendarmerie Nationale,2 Biens et services,printed,printed,activity,,5000000,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 95 (printed p. 21/436), section 226, programme 22076, action 2207601, nature 2, activité 78021000507, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000507,Mettre en oeuvre la politique des télécommunications et des systèmes d'information au sein de la Gendarmerie Nationa
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",22076,Sécurité,2207602,Renforcement des capacités opérationnelles de la Gendarmerie nationale,2 Biens et services,printed,printed,activity,,5000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 100 (printed p. 26/436), section 226, programme 22076, action 2207602, nature 2, activité 78021000515, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000515,Constituer un fichier d'empreinte digitale et d'information sur l'ensemble de la population ivoirienne
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",21074,Administration Générale,2107407,Gestion des systèmes d'information et de communication.,2 Biens et services,printed,printed,activity,,9030684,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 89 (printed p. 15/436), section 226, programme 21074, action 2107407, nature 2, activité 78021000624, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000624,Elaborer et mettre en oeuvre la politique du Ministère dans le domaine des télécommmunications et des systèmes d'inf
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",21074,Administration Générale,2107407,Gestion des systèmes d'information et de communication.,2 Biens et services,printed,printed,activity,,20030956,,,,,,,appropriated,appropriated,partial,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 89 (printed p. 15/436), section 226, programme 21074, action 2107407, nature 2, activité 78021000642, column Crédit de Paiement",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000642,Gérer les programmes informatiques
Exercice 2024,226,"226 - Ministère d'Etat, Ministère de la Défense",226,"Ministère d'Etat, Ministère de la Défense",21074,Administration Générale,2107403,"Planification, programmation et suivi évaluation.",4 Investissements,printed,printed,activity,,185000000,0,,0,,0.0,,appropriated,actual,whole,false,XOF,budget-document,appropriation-act,"Loi de finances n° 2023-1000 du 18 décembre 2023 (budget 2024), Détail du Budget Général Hors Dette et Hors Comptes Spéciaux, PDF p. 89 (printed p. 15/436), section 226, programme 21074, action 2107403, nature 4, activité 78021000719, column Crédit de Paiement; revised and actual: Rapport de présentation de la Loi de Règlement 2024 (loi n° 2025-986), Annexe X, PDF p. 82, projet 78021000719, columns Budget actuel and Exécution",2023-12-18-civ-loi-de-finances-2024-companion,,budgets/CIV/2024.csv#civ-2024-226-78021000719,Mise en place d'un système de suivi-évaluation et de gestions des statistiques du MEMDEF
