indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,SDN-gov.policy-3x3-plan,,,,,,,2026-07-31,0,"3x3 plan announced by the ministry; no published text, horizon or costed plan held",
gov.policy--ict-strategy,,,,,,,,,2026-07-31,0,strategies expired 2011 and 2020; no successor and no cited statement of absence on record,
gov.policy--broadband-strategy,,,,,,,,,2026-07-31,0,only an ITU reconstruction resolution; no broadband plan or cited absence on record,
gov.policy--data-storage-cloud-strategy,3,SDN-gov.policy-data-centre-cloud-regulations,,,,,,,2026-07-31,0,regulator's data-centre and cloud licensing regulations current; no hosting classification or conformance act on record,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-07-31,0,only an expired 2016-2020 e-government plan; no framework or cited absence on record,
gov.policy--ai-strategy,,,,,,,,,2026-07-31,0,data and AI authority established; no strategy draft or cited absence on record,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,licence categories distinguish in-country operators; no localisation rule on record,
gov.policy--data-governance-policy,,,,,,,,,2026-07-31,0,data and AI authority established by decree; no data policy or cited absence on record,
gov.policy--open-data-policy,,,,,,,,,2026-07-31,0,access-to-information law and closed land data only; no open data policy or cited absence,
gov.legislate--cybersecurity-legislation,2,SDN-infra.cybersec-draft-law,,,,,,,2026-07-31,0,draft cybersecurity law under review; no text published,
gov.legislate--legislation-covering-digital-id,3,SDN-dpi.registry-civil-registry-act|SDN-gov.legislate-electronic-transactions-act,,,,,,,2026-07-31,0,Civil Registry Act 2011 founds the registry and national number; no data protection law on record,
gov.legislate--digital-payments-legislation,3,SDN-gov.legislate-mobile-payment-regulation-2020|SDN-gov.legislate-ussd-circular-2026,,,,,,,2026-07-31,0,non-bank licensing and consumer duties in force; no interoperability rule or licences issued on record,
gov.legislate--ai-legislation-regulations,,,,,,,,,2026-07-31,0,cybercrime act in force is not AI-specific; no AI provision or cited absence on record,
gov.legislate--statistics-legislation,3,SDN-gov.legislate-statistics-act-2003,,,,,,,2026-07-31,0,act in force assessed as outdated on a UN Women assessment; primary text not held,
gov.legislate--access-to-information-legislation,3,SDN-data.open-right-to-information-law,,,,,,,2026-07-31,0,law in force; oversight commission never effectively established,
gov.protect--data-protection-authority,,,,,,,,,2026-07-31,0,only a cybersecurity authority; no data protection authority or cited absence on record,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-07-31,0,"one system's privacy policy only; no law, bill or cited absence on record",
gov.regional--regional-policy-collaboration,2,SDN-gov.regional-wtdc-resolution,,,,,,,2026-07-31,0,ITU resolution at a global conference; no regional or continental policy contribution on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,IGAD harmonisation consultancy awarded; no REC model referenced in a domestic draft,
gov.regional--shared-regional-infrastructure,2,SDN-infra.connect-horizon-fiber|SDN-gov.regional-port-sudan-douala-fibre,,,,,,,2026-07-31,0,Horizon Fiber binding agreement signed; no build or service on record,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-07-31,0,IGAD hosting guidelines at procurement only; no transfer rule or cited absence on record,
gov.standards--national-interoperability-standards,,,,,,,,,2026-07-31,0,only a payment switch row; no interoperability standards or cited absence on record,
gov.standards--national-quality-standards,2,SDN-gov.standards-ssmo-fee-payment-integration,,,,,,,2026-07-31,0,standards body operating; no ICT quality standards or national quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,central bank mandates ISO 27001 for banks; ISO membership and national adoption not on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-07-31,0,private forum and a partner strategy only; no consultation on a digital instrument on record,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/SDN-nonstate.csv@2025-05-28,,,2026-07-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,2,,62.8,% of people 10+,2016,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,on a survey figure via itu-sdg-5b1-mobile-ownership-10plus,
infra.connect--internet-usage,1,,18.6,% of population,2017,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,"on the compiler's modelled estimate (itu-sdg-17-8-1-internet-use), no survey since 2012",
infra.connect--mobile-affordability,1,,6.62,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,on published tariffs collected by itu-price-basket-5gb-gni,
infra.connect--internet-exchange-points,3,SDN-infra.connect-sixp,,,,,,,2026-07-31,0,four members at 1 Gbps on the self-reported peering registry,
infra.connect--satellite-broadband-licensing-and-availability,1,SDN-infra.connect-starlink,,,,,,,2026-07-31,0,satellite service smuggled and unlicensed on press accounts; no licence on record,
infra.store--local-data-centre-capacity-all-providers,3,,1,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-01-07,,,2026-07-31,0,"1 of 1 multi-tenant facilities in service at Tier III or above, 1 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,4,,100,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-01-07,,,2026-07-31,0,1 of 1 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,3,SDN-dpi.registry-vehicle-database,,,,,,,2026-07-31,0,traffic police backup data centres in states and abroad; no estate continuity plan on record,
infra.energy--rural-electrification,3,,54.2,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-07-31,0,on a survey figure via wdi-elc-accs-rural,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,2026-07-31,0,CERT trains prosecutors and police; nothing on in-house system maintenance on record,
infra.cybersec--national-cybersecurity-readiness,2,SDN-infra.cybersec-authority,,,,,,,2026-07-31,0,authority created by decree; no strategy or law in force on record,
dpi.exchange--national-data-exchange-system,,,,,,,,,2026-07-31,0,CONSOLEX gateway named in a plan only; not procured or piloted,
dpi.exchange--use-of-digital-id-in-other-systems,3,SDN-dpi.id-national-number-bank-kyc,,,,,,,2026-07-31,0,banks check the national number against the civil registry; no cross-sector usage published,
