indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"The [2020-2025 national digital strategy lapsed at term](2026-02-13-tunisie-conseil-ministeriel-digitalisation-complete), and what replaced it is a [chapter of the development plan](2026-06-01-tunisie-plan-developpement-2026-2030) rather than a strategy — a change of instrument type, not a renewal.","All three volumes of the plan's digital annex are held ([annex](2026-06-01-tunisie-plan-developpement-2026-2030)).

A ministerial council in February 2026 placed 192 projects under national follow-up and declared 2026 the launch year; what the base and outside commentary had called a national digital strategy is a plan chapter ([vision](2026-02-13-tunisie-conseil-ministeriel-digitalisation-complete), [lapse](2026-02-13-tunisie-conseil-ministeriel-digitalisation-complete)).

A further ministerial council was held under the head of government in August 2026, and the decisions taken are not itemised in the record held ([council](2026-08-21-pm-gov-tn-zenzri-conseil-ministeriel-digitalisation)).

Naming the instrument type correctly matters: a plan chapter is approved by finance law and carries no separate delivery machinery of its own.

2026-08-28 — a head-of-government circular directed ministers, secretaries of state, heads of public enterprises and state controllers to adopt strategic action plans on the governance and performance of public establishments, invoking among its legal bases the 2020 decree-law on electronic data exchange between public bodies ([circular](2026-08-28-tunisie-circulaire-pm-04-2026-gouvernance-entreprises-publiques)). A circular is a third instrument type in this space, below a plan chapter and below a strategy, and it is the one that actually names addressees and a duty.",TUN-gov.policy-plan-digital-content|TUN-gov.policy-digital-vision|TUN-gov.policy-digital-tunisia|TUN-gov.policy-ministerial-council-on-digitalisation|TUN-gov.policy-public-enterprise-governance-circular
gov.policy--ai-strategy,Advanced,"Outlines of a [national artificial-intelligence strategy](2026-08-15-tunisia-conseil-ministeriel-restreint-interoperabilite-tunisienumerique) were presented to a restricted ministerial council in August 2026 and drew a published sovereignty critique, and the strategy text is not held.","The outlines went to a restricted council on 16 August 2026 and a critique appeared the next day; a publications ranking circulating alongside it is a research-output measure and not evidence of state capability ([outlines](2026-08-15-tunisia-conseil-ministeriel-restreint-interoperabilite-tunisienumerique), [critique](2026-08-17-tunisia-ai-strategy-digital-sovereignty-critique-economiste-maghrebin), [ranking](2026-08-15-tunisia-ai-strategy-2026-2030-top-30-scientific-publications), [council](2026-08-16-tunisia-khadamet-digital-transformation-114-projects)).

A white paper on artificial intelligence was published open source by a diaspora association and presented at a global forum ([white paper](2026-08-05-intelligence-artificielle-latuge-devoile-son-livre-blanc-pour-la-tunisie), [forum](2026-07-22-tgf-2026-livre-blanc-ia)).

The country chairs an Arab working group on artificial-intelligence innovation while its own strategy is at outline stage and unpublished.",TUN-tech.ai-ai-strategy|TUN-tech.ai-livre-blanc
gov.legislate--data-protection-legislation,Advanced,"A [draft organic law on personal data protection](2025-07-14-arp-tunisie-loi-organique-095-2025-protection-donnees-personnelles) was deposited in July 2025 and reached committee hearings in February 2026, to replace the [2004 organic law](2026-02-20-africanmanager-data-protection-law-parliament) still governing.","The bill was deposited on 14 July 2025, referred to the rights and liberties committee two days later, and heard in committee in February 2026 ([deposit](2025-07-14-arp-tunisie-loi-organique-095-2025-protection-donnees-personnelles), [hearings](2026-02-20-africanmanager-data-protection-law-parliament), [update](2026-06-23 Bimonthly Update on Privacy in Africa (January & February 2026))).

The tabled Arabic text is held from the Assembly's own dossier and its article count is settled from it at 132: a committee account giving 123 reads as a transposition whose six-part structure matches the tabled text section for section, and a third account's 32 is a leading-digit loss in optical transcription. Whether the committee has since shortened the bill is not established.

The 2004 law was still the governing instrument when the replacement entered committee ([law](2026-02-20-africanmanager-data-protection-law-parliament), [rights](2024-04-01 Londa 2023 Digital Rights and Inclusion in Africa - Tunisia (Paradigm Initiative))).",TUN-gov.protect-dp-bill|TUN-gov.protect-law-2004
gov.legislate--legislation-covering-digital-id,No change,"[Organic laws on biometric identity](2024-03-07 Eight years in the making - Tunisia's Biometric ID and Passport Bills risk rights) were adopted in March 2024, and civil society records that committee deliberations lacked public consultation.","The laws were adopted by parliament on 6 March 2024, with use of the biometric card and passport targeted for the first half of 2025 ([laws](2024-03-07 Eight years in the making - Tunisia's Biometric ID and Passport Bills risk rights), [usage](2024-04-23 Tunisia - Biometric ID card and passport usage to begin in H1 2025), [rollout](2024-04-23 Tunisia to Get Biometric IDs in H1 of 2025)).

The consultation criticism is an attributed position rather than a finding of this report.

Two and a half years on, whether issuance has begun is recorded separately as not established — so the enabling statutes are in force and their effect is unmeasured.",TUN-gov.legislate-biometric-laws
gov.legislate--legislation-enabling-data-interoperability,Advanced,"The [Development Plan 2026-2030 was promulgated as a law](2026-07-23-tunisie-loi-2026-16-approbation-plan-de-developpement-2026-2030) in July 2026, and every volume of the annex held is marked draft.","It was promulgated on 20 July 2026 after adoption by both chambers ([law](2026-07-23-tunisie-loi-2026-16-approbation-plan-de-developpement-2026-2030), [annex](2026-06-01-tunisie-plan-developpement-2026-2030)).

Whether the promulgated annex differs from the version tabled and voted is not established, and no as-enacted printing has been published. That is a live problem rather than a formality: the annex is where the digital programme's project lines sit, so the legally binding content of the country's digital plan cannot be read.",TUN-gov.legislate-plan-law
gov.protect--data-protection-authority,No change,The [national data-protection authority](2026-02-20-africanmanager-data-protection-law-parliament) was cited by the replacement bill's own sponsors as institutionally limited.,"The characterisation is the sponsors', made in February 2026 as part of the case for the new organic law ([authority](2026-02-20-africanmanager-data-protection-law-parliament)).

No enforcement action, penalty, complaint volume or registration figure for the authority is published at any date. A legislature's own sponsors naming the regulator as the reason for replacing the statute is the strongest statement about it in the record.",TUN-gov.protect-inpdp
gov.protect--national-data-protection-readiness,No change,"No [legal basis is held for the linked national health dataset](2026-07-27-assabahnews-moarref-watani-sihi-sahetna) joining health, civil-status, social-affairs and education records; the ministry asserts only that data is stored confidentially and securely.","What is missing is a decree, ministerial order or data-sharing instrument stating the basis, retention rule and supervisory authority for that dataset ([basis](2026-07-27-assabahnews-moarref-watani-sihi-sahetna)).

The dataset it would govern is live: the national health identifier is the repurposed vaccination identifier, the health portal has passed technical validation and a cybersecurity audit, and a digital birth declaration is running at one hospital.

An assertion of confidentiality is not a legal basis, and the statute that would supply one is the 2004 law the government is replacing.",TUN-gov.protect-health-legal-basis
gov.regional--regional-policy-collaboration,Advanced,"The country [took a continental telecommunications union council seat](2026-07-26-assabahnews-tunisia-atu-council-2027-2030) and [chairs an Arab artificial-intelligence working group](2026-08-01-egypt-chairs-58th-aticm-executive-bureau-arab-ai-groups), and hosted the [ninth Arab civil-status conference](2026-08-20-ahram-tawsiyat-mutamar-arabi-jinsiya-ahwal-madaniya).","The council seat was won at a plenipotentiary conference in July 2026 ([seat](2026-07-26-assabahnews-tunisia-atu-council-2027-2030)), and the working-group chair was taken at an Arab permanent committee's inaugural meeting held in the capital, with only the month published for the election date ([chair](2026-08-01-egypt-chairs-58th-aticm-executive-bureau-arab-ai-groups)).

The civil-status conference closed in the capital in August 2026 with recommendations only: no instrument is adopted, no member-state commitment is stated and the model framework itself is not held ([conference](2026-08-20-ahram-tawsiyat-mutamar-arabi-jinsiya-ahwal-madaniya)).

Three regional positions taken in two months, none of which produces an obligation the base can read.",TUN-gov.regional-atu|TUN-gov.regional-arab-ai-chair|TUN-gov.regional-arab-civil-status-conference
gov.regional--regional-legal-harmonisation,No change,The [1989 Maghreb Union treaty](1989-02-17-uma-treaty-instituting-arab-maghreb-union) is in force with a binding judicial organ and no summit since 1994.,"The [treaty concluded at Marrakesh in February 1989](1989-02-17-uma-treaty-instituting-arab-maghreb-union) has been in force since 1 July 1989 and establishes a presidential council, a council of foreign ministers, a general secretariat, a consultative council and a judicial organ whose rulings bind.

No summit has been held since 1994, so the instrument supplies a legal frame for harmonisation and no working machinery. Harmonisation between Maghreb states therefore proceeds bilaterally where it proceeds at all.",TUN-gov.regional-maghreb-union-treaty
gov.standards--national-quality-standards,No change,The [twentieth mutual recognition working group with Libya](2025-12-18-lncsm-libya-tunisia-mutual-recognition-task-force-20th-meeting) concluded in December 2025.,"The [meeting concluded in December 2025](2025-12-18-lncsm-libya-tunisia-mutual-recognition-task-force-20th-meeting) is the twentieth of a standing bilateral working group on the mutual recognition of conformity certificates and the quality and conformity marks.

It is the base's only record of Tunisian conformity assessment being recognised across a border, and it runs bilaterally rather than through the regional treaty, which has [held no summit since 1994](1989-02-17-uma-treaty-instituting-arab-maghreb-union).",TUN-gov.standards-libya-mutual-recognition
