title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Libya's North Africa Bank to launch direct payment service to China using Alipay,Libya Herald,,2026-09-08,day,LBY,dpi.pay,north-africa-bank-libya; alipay,2026-09-08,https://libyaherald.com/2026/09/libyas-north-africa-bank-to-launch-direct-payment-service-to-china-using-alipay/,
CBL Governor Naji Issa Launches New Financial Initiatives,Libya Herald,,2026-09-07,day,LBY,dpi.pay; gov.policy; infra.cybersec,central-bank-of-libya; libya-post,2026-09-07,https://libyaherald.com/2026/09/cbl-governor-issa-launches-several-initiatives-and-reviews-achievements-at-tripoli-arab-savings-and-financial-literacy-conference,
منتدى تطوير القطاع المصرفي يعلن التوقف عن متابعة تنفيذ مبادرة «صفر نقد»,Alwasat (Bawabat Al-Wasat),,2026-09-07,day,LBY,dpi.pay; gov.policy; include.access,central-bank-of-libya,2026-09-08,https://alwasat.ly/news/477201,
"During its sixth regular meeting in Tripoli, the High Technical Committee for the National Information System reviewed financial indicators and established rules for membership and future work",General Information Authority (Libya),,2026-09-06,day,LBY,dpi.exchange; gov.standards; data.statistics,general-information-authority-libya; ministry-of-finance-libya; ministry-of-agriculture-and-livestock-libya,2026-09-07,https://www.gia.gov.ly/en/2026/09/06/during-its-sixth-regular-meeting-in-tripoli-the-high-technical-committee-for-the-national-information-system-reviewed-financial-indicators-and-established-rules-for-membership-and-future-work/,
مركز خدمة المواطن يبحث دعم منظومة التأشيرة الإلكترونية,"ليبيا أوبزيرفر (Libya Observer, Arabic)",,2026-09-05,day,LBY,dpi.govtech; include.access,passports-nationality-and-foreigners-affairs-authority-libya; citizen-service-centre-libya; e-visa-committee-libya,2026-09-07,https://ar.libyaobserver.ly/article/38605,
طرابلس تستضيف مؤتمراً عربياً يبحث الثقافة المالية والذكاء الاصطناعي,Bawabat Al-Wasat (alwasat.ly),,2026-09-05,day,LBY,dpi.pay; tech.ai; include.access,central-bank-of-libya,2026-09-05,https://alwasat.ly/news/476995,
"Uptime Institute — KM-4 Data Center, Libyan International Telecom Company",Uptime Institute,,2026-09-03,day,LBY,infra.store; gov.standards,uptime-institute; litc; lptic,2026-09-04,https://uptimeinstitute.com/component/tierachievement/datacenter/km4-data-center-/2041?Itemid=,
مشروع كهربة المناطق النائية باستخدام منظومات الخلايا الشمسية,"جهاز الطاقات المتجددة (Renewable Energy Authority of Libya, REAOL)",,2026-09-03,day,LBY,infra.energy; digital.rural; include.divides,reaol-libya; government-of-national-unity-libya,2026-09-04,https://reaol.ly/index.php/portfolio/pro1/,
منصة رقيب للشكاوي والبلاغات,هيئة الرقابة الإدارية,,2026-09-03,day,LBY,include.access; dpi.govtech; gov.discourse,administrative-control-authority-libya,2026-09-04,https://raqeb.aca.gov.ly/,
عيسى يناقش مع المصارف التجارية توفير السيولة والنقد الأجنبي,Libyan News Agency (LANA),,2026-09-03,day,LBY,dpi.pay; dpi.exchange,central-bank-of-libya; moamalat,2026-09-04,https://lana.gov.ly/post.php?id=364857&lang=ar,
