indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,2026-08-31,0,Digitalisation Policy 2023-28 in force as the national framework; no costed plan or M&E report; successor strategy only in validation,
gov.policy--ict-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,2026-08-31,0,policy adopted and in force; no implementation plan or reported implementation on record,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,"No national broadband plan on record; the mapping system and spectrum fee cut are measures, not a plan",
gov.policy--data-storage-cloud-strategy,2,MWI-gov.policy-cloud-and-data-storage-policy|MWI-infra.store-national-data-centre,,,,,,,2026-08-31,0,government's own assessment: no cloud or hosting policy; national data centre expansion tendered ahead of one,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-08-31,0,"exchange platform in use but no framework or roadmap, and the 2019 strategy's interoperability content is not stated in the rows",
gov.policy--ai-strategy,2,MWI-gov.policy-national-ai-strategy,,,,,,,2026-08-31,0,draft validated February 2026; no adoption on record,
gov.policy--data-localisation-policies,1,MWI-infra.store-data-localisation-requirement,,,,,,,2026-08-31,0,searched absence: the 2024 Act conditions transfer abroad but imposes no residency; no sectoral rule on file,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,no national data policy in force or drafting on record; the rows hold a law and a sectoral strategy commission only,
gov.policy--open-data-policy,2,MWI-data.open-national-open-data-portal|MWI-gov.policy-eiti-open-data-policy,,,,,,,2026-08-31,0,Portal launched and a one-sector policy only; no government-wide open data policy on record,
gov.legislate--data-protection-legislation,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,2026-08-31,0,Act in force; registration and enforcement instruments still in draft; no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,MWI-infra.cybersec-cyber-security-act-2016,,,,,,,2026-08-31,0,Act in force since 2017 establishing the CERT; no regulations or prosecutions on record,
gov.legislate--legislation-covering-digital-id,3,MWI-gov.legislate-national-registration-act-review|MWI-dpi.id-registration-service-fees,,,,,,,2026-08-31,0,Registration Act with amendment regulations gazetted; grievance and oversight provisions applied in practice not on record,
gov.legislate--digital-payments-legislation,2,MWI-gov.legislate-financial-crimes-amendment-2026,,,,,,,2026-08-31,0,Payment Systems amendment passed by Parliament awaiting assent; principal Act text and non-bank licensing not held,
gov.legislate--legislation-enabling-data-interoperability,2,MWI-gov.legislate-data-sharing-regulation,,,,,,,2026-08-31,0,data-sharing regulation proposed by the ministry; no draft text held,
gov.legislate--ai-legislation-regulations,2,MWI-gov.standards-cosoma-ai-rule|MWI-gov.legislate-ai-bill,,,,,,,2026-08-31,0,AI bill announced with no draft text; copyright body rule reported only; no amended law on record,
gov.legislate--e-commerce-legislation,3,MWI-infra.cybersec-cyber-security-act-2016|MWI-gov.legislate-competition-and-fair-trading-regulations-2026,,,,,,,2026-08-31,0,e-transactions law in force; no trust-service regulations or accredited providers on record,
gov.legislate--statistics-legislation,3,MWI-gov.legislate-national-statistics-act,,,,,,,2026-08-31,0,Act in force since 2013; Charter principles in its text not shown in the rows,
