indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,2026-07-31,0,Digitalisation Policy 2023-28 in force as the national framework; no costed plan or M&E report; successor strategy only in validation,
gov.policy--ict-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,2026-07-31,0,policy adopted and in force; no implementation plan or reported implementation on record,
gov.policy--broadband-strategy,,,,,,,,,2026-07-31,0,no national broadband plan and no cited absence; rows show only a spectrum fee cut and a mapping system,
gov.policy--data-storage-cloud-strategy,2,MWI-gov.policy-cloud-and-data-storage-policy|MWI-infra.store-national-data-centre,,,,,,,2026-07-31,0,government's own assessment: no cloud or hosting policy; national data centre expansion tendered ahead of one,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-07-31,0,"exchange platform in use but no framework or roadmap, and the 2019 strategy's interoperability content is not stated in the rows",
gov.policy--ai-strategy,2,MWI-gov.policy-national-ai-strategy,,,,,,,2026-07-31,0,draft validated February 2026; no adoption on record,
gov.policy--data-localisation-policies,1,MWI-infra.store-data-localisation-requirement,,,,,,,2026-07-31,0,searched absence: the 2024 Act conditions transfer abroad but imposes no residency; no sectoral rule on file,
gov.policy--data-governance-policy,,,,,,,,,2026-07-31,0,no national data policy in force or drafting on record; the rows hold a law and a sectoral strategy commission only,
gov.policy--open-data-policy,2,MWI-data.open-national-open-data-portal|MWI-gov.policy-eiti-open-data-policy,,,,,,,2026-07-31,0,portal launched with no government-wide policy or licence; the only open data policy covers extractives,
gov.legislate--data-protection-legislation,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,2026-07-31,0,Act in force; registration and enforcement instruments still in draft; no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,MWI-infra.cybersec-cyber-security-act-2016,,,,,,,2026-07-31,0,Act in force since 2017 establishing the CERT; no regulations or prosecutions on record,
gov.legislate--legislation-covering-digital-id,3,MWI-gov.legislate-national-registration-act-review,,,,,,,2026-07-31,0,National Registration Act in force and under review; its regulations and data-protection linkage not on record,
gov.legislate--legislation-enabling-data-interoperability,2,MWI-gov.legislate-data-sharing-regulation,,,,,,,2026-07-31,0,data-sharing regulation proposed by the ministry; no draft text held,
gov.legislate--ai-legislation-regulations,2,MWI-gov.standards-cosoma-ai-rule,,,,,,,2026-07-31,0,copyright body's AI rule known only as reported; legal effect not established,
gov.legislate--e-commerce-legislation,3,MWI-infra.cybersec-cyber-security-act-2016|MWI-gov.legislate-competition-and-fair-trading-regulations-2026,,,,,,,2026-07-31,0,e-transactions law in force; no trust-service regulations or accredited providers on record,
gov.legislate--statistics-legislation,3,MWI-gov.legislate-national-statistics-act,,,,,,,2026-07-31,0,Act in force since 2013; Charter principles in its text not shown in the rows,
gov.legislate--access-to-information-legislation,4,MWI-gov.legislate-access-to-information-act,,,,,,,2026-07-31,0,"Act in force with the commission's own report of over 36,000 requests processed; amendments proposed for stronger enforcement",
gov.protect--data-protection-authority,3,MWI-gov.protect-data-protection-authority|MWI-gov.protect-draft-data-protection-regulations,,,,,,,2026-07-31,0,unit inside the regulator with a named head issuing regulations and guidelines; no enforcement decision on record,
gov.protect--national-data-protection-readiness,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,2026-07-31,0,"law in force; breach guidelines published but not shown in use, and the authority is not yet enforcing",
gov.regional--regional-policy-collaboration,,,,,,,,,2026-07-31,0,"only row is an exploratory UNDP collaboration, not a regional or continental process",
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,a voluntary regulators' declaration and a regional AI framework in development; no REC instrument referenced in domestic law,
gov.regional--shared-regional-infrastructure,3,MWI-gov.regional-sadc-rtgs,,,,,,,2026-07-31,0,one shared asset in service: the regional settlement system with nine Malawian banks; no regional ICT network on record,
gov.regional--cross-border-data-transfers,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,2026-07-31,0,transfer provisions in the 2024 Act in force; no adequacy decision or authorisation issued on record,
gov.standards--national-interoperability-standards,,,,,,,,,2026-07-31,0,no national interoperability standards or catalogue on record; one system adopting SDMX is not a national standard,
gov.standards--national-quality-standards,2,MWI-gov.standards-malawi-bureau-of-standards,,,,,,,2026-07-31,0,standards body accredited for QMS certification; no national quality policy or ICT standards adopted on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,no ISO membership status or adopted international ICT standards on record,
gov.discourse--non-governmental-contribution-to-national-policy,2,MWI-gov.discourse-ogp-national-action-plan|MWI-tech.ai-ai-readiness-assessment,,,,,,,2026-07-31,0,multistakeholder formulation and validation workshops on record; no required procedure or published responses,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-07-31,0,a parliament-civil society platform only; no record either way on shutdowns or blocking in the 12 months,
