title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Côte d'Ivoire : le ministre Djibril Ouattara appelle à passer de la stratégie à l'exécution de l'intelligence artificielle,Agence Ivoirienne de Presse,,2026-09-10,day,CIV,tech.ai; gov.policy,ministere-transition-numerique-innovation-technologique-civ,2026-09-10,https://www.aip.ci/cote-divoire-aip-le-ministre-djibril-ouattara-appelle-a-passer-de-la-strategie-a-lexecution-de-lintelligence-artificielle/
Impact IA 2026 : la Côte d’Ivoire veut passer de la stratégie à l’exécution,Linfodrome,,2026-09-10,day,CIV,tech.ai; gov.policy,ministere-transition-numerique-innovation-technologique-civ,2026-09-10,https://www.linfodrome.com/economie/125274-impact-ia-2026-la-cote-d-ivoire-veut-passer-de-la-strategie-a-l-execution
CGECI DATA DAY 2026 : les objectifs de la 2e édition dévoilés,Linfodrome,,2026-09-10,day,CIV,tech.ai; tech.innovate,cgeci,2026-09-10,https://www.linfodrome.com/economie/125271-cgeci-data-day-2026-les-objectifs-de-la-2e-edition-devoiles
Commerce extérieur : La Côte d’Ivoire actualise sa cartographie numérique pour renforcer sa compétitivité,Fraternite Matin,,2026-09-10,day,CIV,data.statistics; dpi.govtech,ministry-of-commerce-and-industry-cote-divoire,2026-09-10,https://www.fratmat.info/article/2644411/economie/commerce-exterieur-la-cote-divoire-actualise-sa-cartographie-numerique-pour-renforcer-sa-competitivite
Reforme bancaire : La Cote d'Ivoire redessine la frontiere avec les fintechs,CADRECO,,2026-09-10,day,CIV,gov.legislate; dpi.pay,government-of-cote-divoire; waemu,2026-09-10,https://cadreco.media/finance/2026/reforme-bancaire-la-cote-divoire-redessine-la-frontiere-avec-les-fintechs
Ivory Coast targets launch of first state-owned data center in 2027,Data Center Dynamics,,2026-09-09,day,CIV,infra.store; geopol.usa; finance.new,cybastion; exim-bank-usa; st-digital,2026-09-09,https://www.datacenterdynamics.com/en/news/ivory-coast-targets-launch-of-first-state-owned-data-center-in-2027/
Côte d'Ivoire : le CEPICI mise sur le numérique pour fluidifier le parcours des investisseurs,Linfodrome,,2026-09-07,day,CIV,dpi.govtech; dpi.registry,cepici,2026-09-08,https://www.linfodrome.com/economie/125162-cote-d-ivoire-le-cepici-mise-sur-le-numerique-pour-fluidifier-le-parcours-des-investisseurs
Côte d'Ivoire-AIP/ La FENACCI crée un observatoire pour accompagner la transition vers la facture normalisée électronique,Agence Ivoirienne de Presse (AIP),,2026-09-07,day,CIV,dpi.exchange; gov.discourse; include.divides,fenacci; direction-generale-des-impots-cote-divoire; conseil-federal-des-commercants-cote-divoire,2026-09-07,https://www.aip.ci/cote-divoire-aip-la-fenacci-cree-un-observatoire-pour-accompagner-la-transition-vers-la-facture-normalisee-electronique/
Facturation électronique : la Fenacci réclame une mise en œuvre adaptée aux réalités des commerçants,Fraternite Matin,,2026-09-06,day,CIV,dpi.govtech; gov.policy,direction-generale-des-impots-cote-divoire; fenacci-cote-divoire,2026-09-08,https://www.fratmat.info/article/2644322/economie/facturation-electronique-la-fenacci-reclame-une-mise-en-uvre-adaptee-aux-realites-des-commercants
Enseignement technique : les formateurs se mettent à l'ère du numérique,Fraternite Matin,,2026-09-06,day,CIV,capacity.training; capacity.literacy,ministere-de-leducation-nationale-et-de-lalphabetisation-cote-divoire; cybastion,2026-09-08,https://www.fratmat.info/article/2644326/societe/enseignement-technique-les-formateurs-se-mettent-a-lere-du-numerique
Côte d'Ivoire : Djibril Ouattara veut en finir avec les projets numériques de l'État menés en ordre dispersé,KOACI,,2026-09-05,day,CIV,gov.policy; dpi.govtech; dpi.exchange,ministere-transition-numerique-innovation-technologique-civ; world-bank,2026-09-05,https://www.koaci.com/article/2026/09/05/cote-divoire/technologie/cote-divoire-djibril-ouattara-veut-en-finir-avec-les-projets-numeriques-de-letat-menes-en-ordre-disperse_200214.html
Transformation numérique : Les travaux retiennent 59 services prioritaires et dix « quick wins » attendus pour la fin 2026,AFRIK SOIR,,2026-09-05,day,CIV,dpi.govtech; gov.policy; dpi.exchange; dpi.id,ministere-transition-numerique-innovation-technologique-civ; sndi-cote-divoire; world-bank,2026-09-05,https://afriksoir.net/transformation-numerique-les-travaux-retiennent-59-services-prioritaires-et-dix-quick-wins-attendus-pour-la-fin-2026/
"En quête d'efficacité, la Côte d'Ivoire vise 700 services publics en ligne d'ici 2029",wearetech.africa,,2026-09-04,day,CIV,dpi.govtech; dpi.exchange; gov.policy,civ-ministere-transition-numerique,2026-09-04,https://www.wearetech.africa/accueil/fils/actualites/gestion-publique/en-quete-d-efficacite-la-cote-d-ivoire-vise-700-services-publics-en-ligne-d-ici-2029
Orange Côte d'Ivoire Warns of Legal Action After Telecom Cables Damaged in Cocody,TechAfrica News,,2026-09-04,day,CIV,infra.connect,orange-cote-divoire,2026-09-04,https://techafricanews.com/2026/09/04/orange-cote-divoire-warns-legal-action-after-telecom-cables-damaged-cocody/
Accélération de la digitalisation : Abbad Reda présente ses priorités au ministre de la Transition numérique,Linfodrome,,2026-09-04,day,CIV,gov.discourse; infra.connect,mtn-cote-divoire; mtn-group; ministry-of-digital-transition-cote-divoire,2026-09-08,https://www.linfodrome.com/societe/125093-acceleration-de-la-digitalisation-abbad-reda-presente-ses-priorites-au-ministre-de-la-transition-numerique
Digitalisation des services publics : la Côte d'Ivoire veut un pilote unique pour ses projets d'État,Linfodrome,,2026-09-04,day,CIV,dpi.govtech; dpi.id; dpi.exchange; gov.policy,ministry-of-digital-transition-cote-divoire; sndi-cote-divoire; government-of-cote-divoire,2026-09-08,https://www.linfodrome.com/economie/125096-digitalisation-des-services-publics-la-cote-d-ivoire-veut-un-pilote-unique-pour-ses-projets-d-etat
"À Abobo, un partenariat stratégique pour renforcer l'inclusion numérique des personnes handicapées",Linfodrome,,2026-09-04,day,CIV,include.access; include.divides,orange-cote-divoire; fondation-orange; datareportal,2026-09-08,https://www.linfodrome.com/economie/125103-a-abobo-un-partenariat-strategique-pour-renforcer-l-inclusion-numerique-des-personnes-handicapees
Agro-industrie : les acteurs misent sur le digital pour sécuriser les transactions en zone rurale,Fraternite Matin,,2026-09-04,day,CIV,dpi.pay; digital.rural; include.access,government-of-cote-divoire; ministry-of-commerce-and-industry-cote-divoire,2026-09-08,https://www.fratmat.info/article/2644304/economie/agro-industrie-les-acteurs-misent-sur-le-digital-pour-securiser-les-transactions-en-zone-rurale
Connectivité des infrastructures publiques : la Côte d'Ivoire se lance dans la modernisation de son administration,Afrik Soir,,2026-09-04,day,CIV,dpi.exchange; gov.policy; finance.new,world-bank; sndi-cote-divoire; ministere-transition-numerique-innovation-technologique-civ,2026-09-07,https://afriksoir.net/connectivite-des-infrastructures-publiques-la-cote-divoire-se-lance-dans-la-modernisation-de-son-administration/
Transformation numérique : Les neuf groupes de travail s'accordent sur des infrastructures publiques communes,Afrik Soir,,2026-09-04,day,CIV,dpi.exchange; dpi.id; gov.policy,sndi-cote-divoire; ansut; ministere-transition-numerique-innovation-technologique-civ,2026-09-07,https://afriksoir.net/transformation-numerique-les-neuf-groupes-de-travail-saccordent-sur-des-infrastructures-publiques-communes/
AIP/ La Côte d''Ivoire envisage une gouvernance unifiée des projets numériques de l''État (Ministre),Agence Ivoirienne de Presse (AIP),,2026-09-04,day,CIV,gov.policy; dpi.govtech; dpi.exchange,sndi-cote-divoire; ministere-transition-numerique-innovation-technologique-civ,2026-09-05,https://www.aip.ci/aip-la-cote-divoire-envisage-une-gouvernance-unifiee-des-projets-numeriques-de-letat-ministre/
Africa urged to put leadership at centre of public sector reforms,The Star (Kenya),,2026-09-03,day,KEN; GHA; SEN; ZWE; GMB; CIV; ETH; NGA; TZA; XAF,capacity.training; dpi.govtech,gates-foundation,2026-09-04,https://www.the-star.co.ke/news/2026-09-03-africa-urged-to-put-leadership-at-centre-of-public-sector-reforms
Transformation num\u00e9rique : La C\u00f4te d\u2019Ivoire priorise les services publics \u00e0 fort impact,FratMat,,2026-09-03,day,CIV,dpi.exchange; gov.policy,ministere-transition-numerique-innovation-technologique-civ; sndi-cote-divoire,2026-09-04,https://www.fratmat.info/article/2644285/economie/transformation-numerique-la-cote-divoire-priorise-les-services-publics-a-fort-impact
Administration num\u00e9rique : la C\u00f4te d\u2019Ivoire vise 700 services publics digitalis\u00e9s d\u2019ici 2029,RTI Infos,,2026-09-03,day,CIV,gov.policy; dpi.govtech; dpi.exchange,ministere-transition-numerique-innovation-technologique-civ; sndi-cote-divoire; world-bank,2026-09-04,https://rti.info/administration-numerique-la-cote-divoire-vise-700-services-publics-digitalises-dici-2029/
Côte d'Ivoire : Koffi Nusiko Dabla crée un marché virtuel pour les agrotransformateurs,wearetech.africa,,2026-09-02,day,CIV,tech.innovate; digital.rural,afoomarket,2026-09-02,https://www.wearetech.africa/fr/fils/tech-stars/cote-d-ivoire-koffi-nusiko-dabla-cree-un-marche-virtuel-pour-les-agrotransformateurs
Alan acquires Senegal's Tanel in rare Francophone healthtech exit,TechCabal,,2026-09-02,day,SEN; CIV,tech.innovate; finance.new,alan; tanel; ventures-platform; aaic-investment,2026-09-02,https://techcabal.com/2026/09/02/alan-tanel/
Transformation Numerique : La Cote d'Ivoire et Mistral Renforcent leur Cooperation pour une Intelligence Artificielle au Service des Ivoiriens,Portail Officiel du Gouvernement de Côte d'Ivoire (distribué par APO Group / Africa Newsroom),,2026-09-02,day,CIV,gov.policy; tech.ai; finance.mou,ministry-of-digital-transition-cote-divoire; mistral-ai; artefact,2026-09-02,https://www.africa-newsroom.com/press/transformation-numerique--la-cote-divoire-et-mistral-renforcent-leur-cooperation-pour-une-intelligence-artificielle-au-service-des-ivoiriens?lang=fr
Côte d'Ivoire : ANKA relance sa place de marché grand public sous le nom d'Afrikrea,wearetech.africa,,2026-08-31,day,CIV,dpi.pay,afrikrea,2026-08-31,https://www.wearetech.africa/fr/fils/breves/breves-simple/cote-d-ivoire-anka-relance-sa-place-de-marche-grand-public-sous-le-nom-dafrikrea
"Yango Expands Fellowship Programme to Six African Countries, Selects 24 STEM Fellows",Tech Africa News,,2026-08-31,day,GHA; ZMB; SEN; ETH; MOZ; CIV,capacity.training,yango,2026-08-31,https://techafricanews.com/2026/08/31/yango-fellowship-expands-six-african-countries/
