title,publisher,author,published,date_precision,places,topics,entities,ingested,url
CreditChek rachète Algosys pour faciliter le crédit en Afrique de l'Est,wearetech.africa,,2026-09-10,day,NGA; UGA,dpi.pay; tech.industry,creditchek; algosys,2026-09-10,https://www.wearetech.africa/fr/fils/breves/breves-simple/creditchek-rachete-algosys-pour-faciliter-le-credit-en-afrique-de-lest
"AI must strengthen, not replace, INEC - Amupitan",Vanguard,,2026-09-10,day,NGA,tech.ai; gov.discourse,inec-nigeria,2026-09-10,https://www.vanguardngr.com/2026/09/ai-must-strengthen-not-replace-inec-amupitan/
FG scraps data charges for students,Vanguard,,2026-09-10,day,NGA,include.access; infra.connect; gov.policy,federal-ministry-of-education-nigeria,2026-09-10,https://www.vanguardngr.com/2026/09/fg-scraps-data-charges-for-students/
"FTTH Connectivity Improved in Q2 as Internet Subscribers on Core ISP Networks Hit 420,989",ThisDay,,2026-09-10,day,NGA,infra.connect; data.statistics,ncc,2026-09-10,https://www.thisdaylive.com/2026/09/10/ftth-connectivity-improved-in-q2-as-internet-subscribers-on-core-isp-networks-hit-420989/
NCC Moves to Strengthen Type Approval Compliance for SIM-enabled Devices,ThisDay,,2026-09-10,day,NGA,gov.standards; gov.legislate; infra.connect,ncc,2026-09-10,https://www.thisdaylive.com/2026/09/10/ncc-moves-to-strengthen-type-approval-compliance-for-sim-enabled-devices/
"ISPON Inaugurates NEC, Harps on National Software Industry Registry",ThisDay,,2026-09-10,day,NGA,tech.industry,ispon,2026-09-10,https://www.thisdaylive.com/2026/09/10/ispon-inaugurates-nec-harps-on-national-software-industry-registry/
"CBN Demands Collective Defence Against Cyber, Technology Risks in Financial Sector",ThisDay,,2026-09-10,day,NGA,infra.cybersec; gov.legislate; dpi.pay,cbn,2026-09-10,https://www.thisdaylive.com/2026/09/10/cbn-demands-collective-defence-against-cyber-technology-risks-in-financial-sector/
Airtel Africa to Invest $1.1bn for Network Expansion across Africa,ThisDay,,2026-09-10,day,XAF; NGA,infra.connect; finance.new,airtel-africa,2026-09-10,https://www.thisdaylive.com/2026/09/10/airtel-africa-to-invest-1-1bn-for-network-expansion-across-africa/
Nigeria Shifts From Regulation to Market Enablement to Attract Digital Infrastructure Investment,Tech Africa News,,2026-09-10,day,NGA,gov.policy; infra.store; tech.industry,nitda,2026-09-10,https://techafricanews.com/2026/09/10/nigeria-shifts-regulation-market-enablement-digital-infrastructure-investment/
MTN Nigeria Crosses 100 Million Subscribers as Market Share Hits 51.76%,Tech Africa News,,2026-09-10,day,NGA,infra.connect; tech.industry,mtn-nigeria; ncc; airtel; globacom,2026-09-10,https://techafricanews.com/2026/09/10/mtn-nigeria-crosses-100-million-subscribers-market-share/
"Airtel Africa Foundation and UNICEF Connect Over 1,200 Nigerian Schools to Digital Learning",Tech Africa News,,2026-09-10,day,NGA,include.access; infra.connect,airtel-africa; unicef,2026-09-10,https://techafricanews.com/2026/09/10/airtel-africa-foundation-unicef-connect-1200-nigerian-schools/
"Nigeria, Cameroon launch border modernisation project to ease trade barriers",Nairametrics,,2026-09-10,day,NGA; CMR,dpi.exchange; gov.regional; dpi.pay,nigeria-customs-service; cameroon-customs; papss; afcfta,2026-09-10,https://nairametrics.com/2026/09/10/nigeria-cameroon-launch-border-modernisation-project-to-ease-trade-barriers
Nigeria Is Building an AI Economy. Who Will Protect Nigerians When the Algorithms Get It Wrong?,African Arguments,,2026-09-10,day,NGA,tech.ai; gov.discourse; gov.protect,nitda,2026-09-10,https://africanarguments.org/2026/09/nigeria-is-building-an-ai-economy-who-will-protect-nigerians-when-the-algorithms-get-it-wrong/
Nigeria Cuts AfCFTA Export Certificate to 24 Hours As Trade with Africa Grows,THISDAY,,2026-09-10,day,NGA,dpi.govtech; gov.regional,afcfta; ministry-of-industry-trade-and-investment-nigeria; nigeria-customs-service,2026-09-10,https://www.thisdaylive.com/2026/09/10/nigeria-cuts-afcfta-export-certificate-to-24-hours-as-trade-with-africa-grows
"NCC, CBM seek equal digital access for PWDs",The Sun Nigeria,,2026-09-10,day,NGA,include.access; include.divides,ncc; christian-blind-mission,2026-09-10,https://thesun.ng/ncc-cbm-seek-equal-digital-access-for-pwds/
"Nigeria Links Data Sovereignty, AI to Fresh Digital Infrastructure Investment",Leadership,,2026-09-10,day,NGA; XAF,gov.protect; infra.store; tech.ai,nitda; africa50,2026-09-10,https://leadership.ng/nigeria-links-data-sovereignty-ai-to-fresh-digital-infrastructure-investment
MTN Nigeria crosses 100 million subscribers,ITWeb Africa,,2026-09-10,day,NGA,infra.connect; tech.industry,mtn-nigeria; ncc; airtel; globacom,2026-09-10,https://www.itweb.africa/article/mtn-nigeria-crosses-100-million-subscribers/WnpNgM21ylk7VrGd
Nigeria fully digitizes academic credential verification,Biometric Update,,2026-09-10,day,NGA,dpi.govtech; dpi.registry,federal-ministry-of-education-nigeria,2026-09-10,https://www.biometricupdate.com/202609/nigeria-fully-digitizes-academic-credential-verification
EU Seeks Broader Support for African Entrepreneurs,Voice of Nigeria,,2026-09-09,day,XSS; NGA,tech.innovate; finance.new,eib; european-union; african-development-bank,2026-09-09,https://von.gov.ng/eu-seeks-broader-support-for-african-entrepreneurs/
"AI comes to the rescue, by Okoh Aihe",Vanguard,,2026-09-09,day,NGA,tech.ai; gov.discourse,,2026-09-10,https://www.vanguardngr.com/2026/09/ai-comes-to-the-rescue-by-okoh-aihe/
Device Mgt System won't expose users' data - NCC,Vanguard,,2026-09-09,day,NGA,gov.protect; infra.cybersec; gov.discourse,ncc,2026-09-10,https://www.vanguardngr.com/2026/09/device-mgt-system-wont-expose-users-data-ncc/
First Bank spends N6bn annually to fight Cyber threats - Alebiosu,Vanguard,,2026-09-09,day,NGA,infra.cybersec,first-bank-of-nigeria,2026-09-10,https://www.vanguardngr.com/2026/09/first-bank-spends-n6bn-annually-to-fight-cyber-threats-alebiosu/
Duke demands technology-driven electoral system,Vanguard,,2026-09-09,day,NGA,gov.discourse; dpi.govtech,inec-nigeria,2026-09-10,https://www.vanguardngr.com/2026/09/duke-demands-technology-driven-electoral-system/
UK Backs Rural Digital Revolution With Community Hub in Ogun,ThisDay,,2026-09-09,day,NGA,infra.connect; digital.rural; include.divides,fcdo,2026-09-10,https://www.thisdaylive.com/2026/09/09/uk-backs-rural-digital-revolution-with-community-hub-in-ogun/
"FG Enrols 16,000 Nigerians in Maiden Digital Training Academy Cohort",ThisDay,,2026-09-09,day,NGA,capacity.training,federal-ministry-of-education-nigeria,2026-09-10,https://www.thisdaylive.com/2026/09/09/fg-enrols-16000-nigerians-in-maiden-digital-training-academy-cohort/
MTN Nigeria becomes first telco to cross 100 million subscribers,TechCabal,,2026-09-09,day,NGA,infra.connect; tech.industry,mtn-nigeria; ncc; airtel-africa,2026-09-09,https://techcabal.com/2026/09/09/mtn-nigeria-hits-100-million-subscribers/
"NITDA Calls for Trust, Transparency and Accountability in Nigeria’s Digital Governance",Tech Africa News,,2026-09-09,day,NGA,gov.policy,nitda,2026-09-09,https://techafricanews.com/2026/09/09/nitda-calls-for-trust-transparency-accountability-digital-governance/
UK Digital Access Programme Launches Community Connectivity Hub in Ogun State,Nigeria Communications Week,,2026-09-09,day,NGA,include.access; infra.connect; capacity.literacy,uk-fcdo; initiative-for-digital-inclusion,2026-09-09,https://nigeriacommunicationsweek.com.ng/2026/09/08/uk-digital-access-programme-launches-community-connectivity-hub-in-ogun-state
Digital Parks Africa expands African footprint with new Nigerian data centre facility,Lifestyle & Tech (South Africa),,2026-09-09,day,NGA,infra.store; finance.new,digital-parks-africa; master-power-technologies,2026-09-09,https://lifestyleandtech.co.za/ai-cloud/article/2026-09-09/digital-parks-africa-expands-african-footprint-with-new-nigerian-data-centre-facility
Nigeria harnesses $1bn public IT demand to power data cloud ecosystem,ConsumerConnect,,2026-09-09,day,NGA; XWA,infra.store; gov.protect; gov.regional,nitda,2026-09-10,https://consumerconnectng.com/?p=4058
Nobus Opens Nairobi Availability Zone,CIO Africa,,2026-09-09,day,KEN; NGA,infra.store; tech.industry,nobus-cloud-services,2026-09-09,https://cioafrica.co/nobus-opens-nairobi-availability-zone/
"NRS Reform: Inside the drive to build a smarter, simpler tax system",Vanguard,,2026-09-08,day,NGA,dpi.govtech; data.statistics; gov.policy,nigeria-revenue-service,2026-09-08,https://www.vanguardngr.com/2026/09/nrs-reform-inside-the-drive-to-build-a-smarter-simpler-tax-system/
2027 polls: Voter register nears 100m - INEC,Vanguard,,2026-09-08,day,NGA,dpi.registry; dpi.id; data.statistics,inec,2026-09-08,https://www.vanguardngr.com/2026/09/2027-polls-voter-register-nears-100m-inec/
"Nigeria, fintechs critical to Africa's payment integration",The Sun Nigeria,,2026-09-08,day,NGA; XAF,dpi.pay; gov.regional; tech.ai,papss; afreximbank,2026-09-10,https://thesun.ng/nigeria-fintechs-critical-to-africas-payment-integration/
Africa's Pension Tech Gap: Why Retirement Savings Remain Largely Offline,TechTrends Africa,,2026-09-08,day,XAF; NGA,dpi.pay; include.access,national-pension-commission-nigeria; awabah,2026-09-08,https://techtrends.africa/africas-pension-tech-gap/
Power Brunch: Nigeria's data sovereignty push goes beyond local servers,TechCabal,,2026-09-08,day,NGA,gov.policy; infra.store; tech.ai,central-bank-of-nigeria,2026-09-08,https://techcabal.com/2026/09/08/localising-nigerias-data-is-easy-building-sovereignty-is-harder/
NITDA calls for unified regulatory framework to boost tech investment in Africa,Premium Times,,2026-09-08,day,NGA; KEN,gov.legislate; gov.regional; infra.store,nitda; ndpc; atcon; meta; communications-authority-of-kenya,2026-09-09,https://www.premiumtimesng.com/business/business-news/908283-nitda-calls-for-unified-regulatory-framework-to-boost-tech-investment-in-africa.html
Uber verse une indemnité d’environ de 30 $ aux chauffeurs nigérians après son départ du pays,wearetech.africa,,2026-09-07,day,NGA,tech.industry,uber,2026-09-08,https://www.wearetech.africa/fr/fils/breves/breves-simple/uber-verse-une-indemnite-d-environ-de-30-aux-chauffeurs-nigerians-apres-son-depart-du-pays
