title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Intégration financière : la BEAC et le PAPSS mobilisent les banques de la CEMAC,Journal du Cameroun,,2026-09-09,day,XCA; CMR,dpi.pay; gov.regional,beac; papss; cemac,2026-09-10,https://fr.journalducameroun.com/integration-financiere-la-beac-et-le-papss-mobilisent-les-banques-de-la-cemac/
Afrique centrale : la CEEAC avance vers un cadre commun de gouvernance des donnees transfrontalieres,Journal des Nations,,2026-09-08,day,XCA,gov.regional; gov.protect; dpi.exchange,eccas; giz; auda-nepad; uneca; african-union-commission,2026-09-10,https://journaldesnations.net/afrique-centrale-la-ceeac-avance-vers-un-cadre-commun-de-gouvernance-des-donnees-transfrontalieres/
ECA and partners advance ECCAS regional data governance framework,United Nations Economic Commission for Africa (ECA),,2026-09-04,day,XCA,gov.regional; gov.protect; dpi.exchange,uneca; eccas; auda-nepad; european-union; giz,2026-09-07,https://www.uneca.org/stories/eca-and-partners-advance-eccas-regional-data-governance-framework
Atelier régional d'engagement des parties prenantes pour l'élaboration d'un cadre régional de la CEEAC en matière de gouvernance transfrontalière des données,7 jours info,,2026-09-03,day,XCA; CMR,gov.regional; gov.protect; dpi.exchange,eccas; giz; auda-nepad; uneca; african-union-commission,2026-09-04,https://7joursinfo.com/actualites/atelier-regional-dengagement-des-parties-prenantes-pour-lelaboration-dun-cadre-regional-de-la-ceeac-en-matiere-de-gouvernance-transfrontaliere-des-donnees/
Development of Data Centre Infrastructures Underpinning the Digital Economy (PIDA project prospectus),African Union / AUDA-NEPAD (PIDA),,2026-08-25,day,XCA; CAF,infra.store; gov.regional; infra.cybersec,eccas; auda-nepad; african-union,2026-08-25,https://au-pida.org/prospectus/brochure-onepage.php?id=17
PAPSS en CEMAC : les entreprises camerounaises encore en attente,Africtelegraph,,2026-08-25,day,CMR; XCA,dpi.pay; gov.regional,cemac; beac; papss; ministry-of-trade-cameroon,2026-08-28,https://africtelegraph.com/blog/papss-en-cemac-les-entreprises-camerounaises-encore-en-attente/
Africa CDC : une feuille de route ambitieuse pour le partage des donnees sanitaires,"L'Union (Sonapresse, Gabon)",,2026-08-21,day,XCA; GAB,gov.regional; dpi.exchange; gov.protect,africa-cdc,2026-08-23,https://union.sonapresse.com/index.php/fr/africa-cdc-une-feuille-de-route-ambitieuse-pour-le-partage-des-donnees-sanitaires
Afrique Centrale/Statistiques : Les pays disposes a aligner les statistiques du travail sur les normes internationales,Agence Congolaise d'Information,,2026-08-20,day,COG; XCA,data.statistics; gov.standards; gov.regional,cemac; ilo; world-bank; ins-congo; beac,2026-08-23,https://www.aci.cg/afrique-centrale-statistiques-les-pays-disposes-a-aligner-les-statistiques-du-travail-sur-les-normes-internationales/
Statistiques du travail : les pays de la Cémac renforcent leurs capacités en la matière,Les Depeches de Brazzaville,,2026-08-19,day,COG; XCA,data.statistics; gov.regional; gov.standards,cemac; ilo; ins-congo,2026-08-23,https://www.adiac-congo.com/content/statistiques-du-travail-les-pays-de-la-cemac-renforcent-leurs-capacites-en-la-matiere-171301
Paratus Rwanda rings in AfPIF 2026,Paratus Africa,,2026-08-18,day,RWA; XEA; XCA,infra.connect; gov.regional,paratus; afpif; starlink,2026-08-19,https://paratus.africa/blog/paratus-rwanda-rings-in-afpif-2026/
"Central Africa Peering Forum 2026 set for Yaoundé, Cameroon",Tech.Africa,,2026-08-18,day,XCA; CMR,infra.connect; infra.cybersec; gov.regional,internet-society; capf,2026-08-19,https://tech.africa/capf-2026/
BEAC : Le système de paiement rassure chiffres à l'appui,Journal Diapason,,2026-08-18,day,XCA,dpi.pay; gov.regional,beac; cemac,2026-08-23,https://journaldiapason.com/2026/08/18/beacle-systeme-de-paiement-rassure-chiffres-a-lappui/
BEAC Launches SYSTAC 2 to Modernise CEMAC’s Retail Payments Infrastructure,techafricanews.com,,2026-08-18,day,XCA,dpi.pay; gov.regional,beac,2026-08-19,https://techafricanews.com/2026/08/18/beac-launches-systac-2-to-modernise-cemacs-retail-payments-infrastructure/
BEAC and ProgressSoft Reach a New Milestone in Modernizing Payments Across the Six CEMAC Member States,ProgressSoft Corporation,,2026-08-16,day,XCA,dpi.pay; gov.regional,beac; progresssoft; cemac,2026-08-19,https://www.progressoft.com/news/beac-and-progresssoft-reach-a-new-milestone-in-modernizing-payments-across-the-six-cemac-member-states
BEAC Deploys New CEMAC Retail-Payment Platform as Regional RTGS Upgrade Nears,Ecofin Agency,Cynthia Ebot Takang,2026-08-14,day,XCA,dpi.pay; gov.standards; gov.regional,beac; cemac,2026-08-19,https://www.ecofinagency.com/news-finances/1408-58143-beac-deploys-new-cemac-retail-payment-platform-as-regional-rtgs-upgrade-nears
African Peering & Interconnection Forum (AfPIF) Convenes Amid Push For Inland Connectivity,Taarifa Rwanda,,2026-08-13,day,RWA; XEA; XCA,infra.connect; gov.regional,african-ixp-association; ricta; afpif,2026-08-19,https://taarifa.rw/2026/08/13/african-peering-interconnection-forum-afpif-convenes-amid-push-for-inland-connectivity/
Communiqué de presse : La BEAC met en production SYSTAC 2 et marque une étape importante dans la modernisation des infrastructures des systèmes de paiement de la CEMAC,Banque des États de l'Afrique Centrale (BEAC),,2026-08-12,day,XCA,dpi.pay; gov.standards; gov.regional,beac; cemac,2026-08-24,https://www.beac.int/wp-content/uploads/2026/08/CP_MISE-EN-PROD-SYSTAC.pdf
La Commission passe au scanner l'harmonie des statistiques industrielles pour une meilleure prise de décisions,Le Canard Libéré,,2026-08-11,day,XCA,data.statistics; gov.regional,cemac; afristat,2026-08-19,https://njogmathieu.over-blog.com/2026/08/la-commission-passe-au-scanner-l-harmonie-des-statistiques-industrielles-pour-une-meilleure-prise-de-decisions.html
ENSEIGNEMENT SUPÉRIEUR : IAI-Cameroun reçoit la CEEAC,Journal L’Étudiant,,2026-08-04,day,CMR; XCA,capacity.training; gov.regional; tech.innovate,eccas; iai-cameroun; unesco,2026-08-09,https://www.journaletudiant.com/enseignement-superieur-iai-cameroun-recoit-la-ceeac/
Guy Noël Londongo : les tarifs du Gimac ont été revus à la baisse dans quasiment tous les compartiments de l'interopérabilité,Le quotidien L'Economie,,2026-08-03,day,XCA,dpi.pay; gov.regional; include.access,gimac; beac; cemac,2026-08-04,https://leconomie.info/guy-noel-londongo-les-tarifs-du-gimac-ont-ete-revus-a-la-baisse-dans-quasiment-tous-les-compartiments-de-linteroperabilite/
