indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,SLE-gov.policy-innovation-digital-strategy,,,,,,,2026-08-31,0,Strategy 2019-2029 in force; no costed plan or M&E report on record,
gov.policy--ict-strategy,3,SLE-gov.policy-digital-development-policy,,,,,,,2026-08-31,0,Sector policy 2021 in force; no implementation plan or reporting on record,
gov.policy--broadband-strategy,3,SLE-infra.connect-broadband-strategy,,,,,,,2026-08-31,0,Strategy 2023-2028 published by the ministry; no funding source or progress report on record,
gov.policy--data-storage-cloud-strategy,2,SLE-infra.store-national-data-centre,,,,,,,2026-08-31,0,National data centre in service; no hosting or cloud policy instrument on record,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,2026-08-31,0,"Exchange layer piloting only; no framework or roadmap, drafted or announced, on record",
gov.policy--ai-strategy,2,SLE-tech.ai-ai-strategy,,,,,,,2026-08-31,0,Strategy in drafting with consultations run; not adopted,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Only SIM registration rules on record; nothing on where data may be held,
gov.policy--data-governance-policy,3,SLE-gov.policy-data-strategy|SLE-gov.policy-dp-policy,,,,,,,2026-08-31,0,Data strategy issued 2023; no institutional owner or implementing instruments on record,
gov.policy--open-data-policy,2,SLE-data.open-raic-open-data-programme|SLE-data.open-sleiti-open-data-policy,,,,,,,2026-08-31,0,Sectoral policy and commission programme only; no national open data policy adopted,
gov.legislate--data-protection-legislation,2,SLE-gov.protect-dp-rti-bill,,,,,,,2026-08-31,0,Bill authorised by Cabinet April 2026; not tabled or enacted,
gov.legislate--cybersecurity-legislation,3,SLE-infra.cybersec-cybercrime-act-2021,,,,,,,2026-08-31,0,Act 2021 in force; no regulations or prosecution on record,
gov.legislate--legislation-covering-digital-id,3,SLE-gov.legislate-ncr-act-2016,,,,,,,2026-08-31,0,Act in force; regulations and data-protection linkage not on record; successor bill not yet tabled,
gov.legislate--digital-payments-legislation,3,SLE-gov.legislate-nps-act-2022,,,,,,,2026-08-31,0,Act in force; non-bank licensing and interoperability rules not on record,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,E-transactions act and identity bill held; neither permits or governs inter-agency data sharing on the rows,
gov.legislate--ai-legislation-regulations,2,SLE-tech.ai-ai-strategy,,,,,,,2026-08-31,0,Readiness diagnostic and consultations on AI only; no rule with legal effect,
gov.legislate--e-commerce-legislation,3,SLE-gov.legislate-eta-2019,,,,,,,2026-08-31,0,Act enacted but not operationalised; trust-service regulations and accreditation pending,
gov.legislate--statistics-legislation,3,SLE-gov.legislate-statistics-act-2002,,,,,,,2026-08-31,0,Act 2002 establishes Stats SL; Charter principles not shown in it,
gov.legislate--access-to-information-legislation,3,SLE-gov.legislate-rti-act-2013,,,,,,,2026-08-31,0,RTI Act 2013 in force with commission; no requests or decisions on record,
gov.protect--data-protection-authority,,,,,,,,,2026-08-31,0,No authority in law; RAIC to become one under a bill not yet tabled,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,Rows mapped here show training only; the data protection bill sits in SLE-gov.protect-dp-rti-bill under other indicators,
gov.regional--regional-policy-collaboration,,,,,,,,,2026-08-31,0,Only a health-intelligence body membership held; no digital policy process membership or contribution on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Only a bilateral Nigeria framework on record; no REC instrument referenced or domesticated,
gov.regional--shared-regional-infrastructure,3,SLE-gov.regional-ecowas-roaming|SLE-infra.connect-sogeb-leonecom,,,,,,,2026-08-31,0,Roaming and Guinea fibre link in service; no traffic or usage reported,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,No transfer rule in force or drafted on record; bilateral framework is not binding,
gov.standards--national-interoperability-standards,2,SLE-gov.standards-mocti-standards-and-compliance,,,,,,,2026-08-31,0,Frameworks named by the ministry but none published or adopted,
gov.standards--national-quality-standards,2,SLE-gov.standards-slsb-standards,,,,,,,2026-08-31,0,Standards bureau active; no ICT or data standards or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,Standards bureau active but ISO membership and ICT standard adoption not on record,
gov.discourse--non-governmental-contribution-to-national-policy,2,SLE-tech.innovate-tieac,,,,,,,2026-08-31,0,Advisory council constituted 2026; no consultation requirement or traceable input on record,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-08-31,0,Only a 2020 libel repeal held; no 12-month record of restrictions or free discussion,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,SLE-finance.budget-domestic-budget-appropriations-for-the-d,,,,,,,2026-08-31,0,MoCTI head at proposed stage only; no appropriation act or dedicated fund held,
finance.new--mobilisation-of-non-state-finance,4,,0.2233,per cent of GDP,2026,outputs/non-state-finance/SLE-nonstate.csv@2025-12-01,,,2026-08-31,0,"2 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,1,,50.3,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,1,,25.1,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,1,,6.13,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,SLE-infra.connect-fibre-backbone,,,,,,,2026-08-31,0,Fibre in 14 of 16 districts; two districts unserved,
infra.connect--internet-exchange-points,3,SLE-infra.connect-michcom-ix,,,,,,,2026-08-31,0,One IXP with five peers and 60G; national IXP at procurement,
infra.connect--satellite-broadband-licensing-and-availability,3,SLE-infra.connect-starlink-licence,,,,,,,2026-08-31,0,One operator licensed and in service; no blanket or class licensing on record,
infra.store--local-data-centre-capacity-all-providers,1,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-31,,,2026-08-31,0,no multi-tenant data centre in service in Corpus's dataset of the 54,
infra.store--off-site-backup-capacity,2,SLE-infra.store-mof-data-centre,,,,,,,2026-08-31,0,Ministry data centre with disaster recovery planned; no government recovery site in service on record,
infra.energy--grid-reliability,3,,4.1937,outages per month,2023,ref:enterprise-surveys-outages@2026-09-24,,,2026-08-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,1,,24.9,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
infra.capacity--robustness-of-government-hardware-and-software,2,SLE-dpi.govtech-e-procurement,,,,,,,2026-08-31,0,Core platforms still in rollout; no custodian-run core estate or inventory on record,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,SLE-capacity.training-enterprise-architecture,,,,,,,2026-08-31,0,One training exercise for 100 ICT staff; no in-house builds on record,
infra.cybersec--national-cybersecurity-readiness,2,SLE-infra.cybersec-nc3|SLE-infra.cybersec-cybercrime-act-2021,,,,,,,2026-08-31,0,Law in force and centre operating; no adopted strategy or founding instrument on record,
dpi.exchange--national-data-exchange-system,2,SLE-dpi.exchange-gsb-xroad,,,,,,,2026-08-31,0,X-Road exchange layer piloting; no production service or connected agencies published,
dpi.exchange--use-of-digital-id-in-other-systems,2,SLE-dpi.id-sim-nin-linkage,,,,,,,2026-08-31,0,SIM-NIN linkage conceded incomplete; eKYC platform stated live but no consuming system on record,
