title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Le Béninois Jules Johanes Aho construit des solutions sur mesure pour les entreprises,wearetech.africa,,2026-09-09,day,BEN,tech.innovate; tech.industry,benin-codeurs,2026-09-09,https://www.wearetech.africa/fr/fils/tech-stars/le-beninois-jules-johanes-aho-construit-des-solutions-sur-mesure-pour-les-entreprises
Paludisme : le Bénin intègre l'IA dans son dispositif national de diagnostic,wearetech.africa,,2026-09-08,day,BEN,tech.ai; include.access,ministry-of-health-benin; pnlp-benin; noul,2026-09-08,https://www.wearetech.africa/fr/fils/actualites/tech/paludisme-le-benin-integre-l-ia-dans-son-dispositif-national-de-diagnostic
IA / NUMÉRIQUE: Les langues africaines entrent dans la course à l'IA,La Nation,,2026-09-07,day,BEN,tech.ai; capacity.research,deep-learning-indaba; seme-city,2026-09-08,https://lanation.bj/societe/ia-numerique-les-langues-africaines-entrent-dans-la-course-a-lia
Société : Votre patron peut-il lire vos messages WhatsApp professionnels ?,La Nation,,2026-09-05,day,BEN,gov.protect; gov.legislate,code-du-numerique-benin,2026-09-08,https://www.lanation.bj/societe/societe-votre-patron-peut-il-lire-vos-messages-whatsapp-professionnels
"Cadastre \u00e0 Parakou : 196 474 parcelles enregistr\u00e9es, les Pays-Bas saluent les avanc\u00e9es",Matin Libre,,2026-09-04,day,BEN,dpi.registry; dpi.id,andf-benin; ppmec-benin; e-foncier-benin; netherlands-embassy-benin,2026-09-04,https://matinlibre.com/2026/09/04/cadastre-a-parakou-196-474-parcelles-enregistrees-les-pays-bas-saluent-les-avancees/
IA et flux transfrontaliers en Afrique : L'appel de l'Apdp-Bénin à une gouvernance fiable des données,La Nation (Bénin),,2026-09-03,day,BEN,gov.protect; dpi.exchange; gov.regional,apdp-benin; mtn-group,2026-09-07,https://www.lanation.bj/numerique/ia-et-flux-transfrontaliers-en-afrique-lappel-de-lapdp-benin-a-une-gouvernance-fiable-des-donnees
Le Bénin recherche un expert international pour renforcer son système d'identité numérique,wearetech.africa,,2026-09-02,day,BEN,dpi.id; gov.policy,anip-benin; wuri-programme; world-bank,2026-09-02,https://www.wearetech.africa/fr/fils/actualites/tech/le-benin-recherche-un-expert-international-pour-renforcer-son-systeme-d-identite-numerique
Compte rendu du Conseil des Ministres du 02 sept. 2026 | Secr\u00e9tariat g\u00e9n\u00e9ral du Gouvernement du B\u00e9nin,Secretariat general du Gouvernement du Benin,,2026-09-02,day,BEN,gov.policy; dpi.govtech; tech.ai,government-of-benin; ministry-of-digital-benin,2026-09-04,https://sgg.gouv.bj/cm/2026-09-02/
Gouvernance de l'IA : le Bénin doit transformer son avance en résultats,La Nation,,2026-09-01,day,BEN,gov.discourse; tech.ai,africa-ai-governance-index; lawyers-hub,2026-09-01,https://lanation.bj/index.php/numerique/gouvernance-de-lia-le-benin-doit-transformer-son-avance-en-resultats
Le Béninois Phital Azah transforme WhatsApp et Mobile Money en leviers de vente,wearetech.africa,,2026-08-31,day,BEN,dpi.pay,phital-azah; xedo,2026-08-31,https://www.wearetech.africa/fr/fils/tech-stars/le-beninois-phital-azah-transforme-whatsapp-et-mobile-money-en-leviers-de-vente
Tribune: Ne laissons pas l'intelligence artificielle nous faire oublier la nôtre,La Nation,,2026-08-31,day,BEN,capacity.training; tech.ai; digital.localgov; gov.discourse,mairie-de-cotonou; cotonou-ai-academy; association-nationale-des-communes-du-benin,2026-09-02,https://www.lanation.bj/actualites/tribune-ne-laissons-pas-lintelligence-artificielle-nous-faire-oublier-la-notre
"Recrutement d’un cabinet pour réaliser l’étude, architecture et cahier des charges environnement business intelligence",UNGM / UNICEF (notice for ANIP),,2026-08-31,day,BEN,dpi.id; gov.standards; dpi.registry,anip-benin; unicef,2026-09-01,https://www.ungm.org/Public/Notice/312907
Caméras-piétons à Cotonou : pourquoi sont-elles de plus en plus visibles sur les policiers ?,La Nation,,2026-08-29,day,BEN,gov.protect; gov.legislate,police-republicaine-benin,2026-09-02,https://www.lanation.bj/actualites/cameras-pietons-a-cotonou-pourquoi-sont-elles-de-plus-en-plus-visibles-sur-les-policiers
Télécoms: Débit internet 3G & 4G : les données de l'Arcep placent Celtiis devant MTN et Moov Africa,La Nation,,2026-08-29,day,BEN,infra.connect; gov.standards,arcep-benin; celtiis; mtn-benin; moov-africa-benin,2026-09-01,https://www.lanation.bj/numerique/telecoms-debit-internet-3g-4g-les-donnees-de-larcep-placent-celtiis-devant-mtn-et-moov-africa
"ISO - ANM - Agence nationale de Normalisation, de Métrologie et du Contrôle Qualité",International Organization for Standardization (ISO),,2026-08-28,day,BEN,gov.standards,international-organization-for-standardization; anm-benin,2026-09-03,https://www.iso.org/member/308845.html
Portail | EducMaster,République du Bénin - Ministères en charge de l''Éducation,,2026-08-28,day,BEN,dpi.exchange,educmaster; ministry-of-nursery-and-primary-education-benin,2026-09-03,https://educmaster.bj/
Directorate of Digital Economy and Post – Legal instruments,Economic Community of West African States (ECOWAS),,2026-08-28,day,BEN,gov.regional,ecowas,2026-09-03,https://www.ecowas.int/publication/directorate-of-digital-economy-and-post-technology-legal-instruments/
École sur la gouvernance de l'Internet au Bénin à Ouidah : Les droits humains au cœur de la révolution numérique,LE MATINAL,,2026-08-28,day,BEN,gov.discourse; capacity.training; include.divides; gov.protect,fgi-benin; internet-society-benin-chapter,2026-09-01,https://lematinal.bj/ecole-sur-la-gouvernance-de-linternet-au-benin-a-ouidah-les-droits-humains-au-coeur-de-la-revolution-numerique/
Législation béninoise : Quel prix pour l'information mensongère ?,La Nation Bénin,,2026-08-27,day,BEN,gov.legislate; gov.discourse,code-du-numerique-benin; code-de-l-information-et-de-la-communication-benin,2026-08-29,https://www.lanation.bj/numerique/legislation-beninoise-quel-prix-pour-linformation-mensongere
Partenariat pour un gouvernement ouvert : le Bénin prépare son premier Plan d'action national,La Nation Bénin,,2026-08-26,day,BEN,gov.policy; data.open; gov.discourse,open-government-partnership; direction-generale-budget-benin,2026-08-27,https://lanation.bj/economie/partenariat-pour-un-gouvernement-ouvert-le-benin-prepare-son-premier-plan-daction-national
Europa introduz inteligência artificial generativa para transformar África,Agência de Informação de Moçambique (AIM),,2026-08-25,day,UGA; TUN; BEN; MAR; EGY; XAF,tech.ai; capacity.research; infra.capacity; geopol.eu,gainafrica; sapienza-university-of-rome; european-commission,2026-08-27,https://aimnews.org/2026/08/25/europa-introduz-inteligencia-artificial-generativa-para-transformar-africa/
Fonds pour la Transformation Digitale en Afrique de l'Ouest (FTD) - le site du programme BOAD/KfW,BOAD (Banque Ouest Africaine de Developpement) / KfW Entwicklungsbank,,2026-08-23,day,XWA; BEN; BFA; CIV; GNB; MLI; NER; SEN; TGO,dpi.govtech; finance.new; gov.regional; infra.cybersec,boad; kfw; waemu,2026-08-23,https://ftd.boad.org/
