indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,GNB-gov.policy-entd-gw,,,,,,,2026-07-31,0,ENTD.GW gazetted by Decree 10/2025 to 2030; no costed plan or M&E report on record,
gov.policy--ict-strategy,3,GNB-gov.policy-entd-gw,,,,,,,2026-07-31,0,national digital strategy adopted covers the sector; no separate ICT policy or sector targets on record,
gov.policy--broadband-strategy,2,GNB-gov.policy-universal-access-fund-plan,,,,,,,2026-07-31,0,USAF 2026-2031 broadband plan delivered to the regulator; no adoption on record,
gov.policy--data-storage-cloud-strategy,2,GNB-finance.budget-digital-line|GNB-infra.cybersec-feasibility-study,,,,,,,2026-07-31,0,data centre budgeted and national cloud scoped; no hosting policy on record,
gov.policy--data-interoperability-framework-roadmap,3,GNB-dpi.exchange-wardip-interoperability-study,,,,,,,2026-07-31,0,interoperability regulation approved by Decree 27/2025; no custodian or standards catalogue on record,
gov.policy--ai-strategy,1,GNB-tech.ai-ai-discourse,,,,,,,2026-07-31,0,no AI strategy located on search; discourse only,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,no localisation rule in the rows; draft data governance decree content not shown,
gov.policy--data-governance-policy,2,GNB-gov.protect-data-governance-protection-policy,,,,,,,2026-07-31,0,draft decree approved by Council of Ministers; no gazettal on record,
gov.policy--open-data-policy,2,GNB-data.statistics-egdds-nsdp,,,,,,,2026-07-31,0,e-GDDS summary data page publishes with no open data policy behind it,
gov.legislate--data-protection-legislation,,,,,,,,,2026-07-31,0,Malabo ratified May 2026 and a data governance policy decree drafted; no data protection bill on record,
gov.legislate--cybersecurity-legislation,,,,,,,,,2026-07-31,0,cybercrime conventions ratified May 2026; no domestic cybercrime bill or law in these rows,
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-07-31,0,ID cards issued through production centres; no ID law or bill on record,
gov.legislate--digital-payments-legislation,3,GNB-dpi.pay-payment-institution-licensing,,,,,,,2026-07-31,0,UMOA licensing evident from the central bank register; no interoperability or consumer rules on record,
gov.legislate--legislation-enabling-data-interoperability,2,GNB-dpi.exchange-interoperability-regulation,,,,,,,2026-07-31,0,regulation approved July 2025 per listed source; gazettal and in-force date not held,
gov.legislate--ai-legislation-regulations,1,GNB-tech.ai-ai-discourse,,,,,,,2026-07-31,0,no statute or regulator guidance on AI located on search,
gov.legislate--e-commerce-legislation,2,GNB-gov.legislate-electronic-transactions-bill,,,,,,,2026-07-31,0,bill in ARN public consultation May 2026; not enacted,
gov.legislate--statistics-legislation,3,GNB-data.statistics-statistics-framework-law,,,,,,,2026-07-31,0,Lei 6/2007 in force; Charter principles not shown in the rows,
gov.legislate--access-to-information-legislation,2,GNB-gov.legislate-access-to-information-bill,,,,,,,2026-07-31,0,draft validated October 2024; no tabling or passage on record,
gov.protect--data-protection-authority,,,,,,,,,2026-07-31,0,agency committed to in January 2025; not provided for in law or constituted on record,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-07-31,0,policy decree drafted and agency planned; no data protection bill on record,
gov.regional--regional-policy-collaboration,3,GNB-gov.regional-auda-nepad-island-economies,,,,,,,2026-07-31,0,ministerial communique adopted July 2026 under AUDA-NEPAD programme; no domestic implementation reported,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,only a draft UEMOA land directive; nothing in the cyberlaw set on record,
gov.regional--shared-regional-infrastructure,,,,,,,,,2026-07-31,0,ECOWAS ID card pilot only; no shared regional ICT infrastructure in these rows,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-07-31,0,INTERPOL police information participation only; no personal data transfer rule on record,
gov.standards--national-interoperability-standards,2,GNB-dpi.exchange-egif-gw,,,,,,,2026-07-31,0,eGIF-GW v2.0 specified under WARDIP; no publication as government standard on record,
gov.standards--national-quality-standards,,,,,,,,,2026-07-31,0,quality and metrology institute announced only; no standards body on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,Common Alerting Protocol adopted; ISO membership not on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-07-31,0,row shows platform blocking only; no consultation record in these rows,
gov.discourse--open-discussion-of-government-policy,2,GNB-gov.legislate-digital-integrity-law,,,,,,,2026-07-31,0,false-information law passed May 2026 and invoked July 2026,
