deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
eth-2025-134,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Documents Authentication and Registration Service,,,,,,Documents Authentication and Registration Service,"Whole appropriation of public body 134, **Documents Authentication and Registration Service**, for 2025/26 (EFY 2018). Recorded at body grain under the driver's single-mandate test.",dpi.registry,whole,"Single-mandate body (driver -> *Scope*, single-mandate carve-out): the Documents Authentication and Registration Service does one thing — authenticating and registering documents — so its whole appropriation is a registry line and the figure is not recoverable from any sub-line.",domestic-state,own-source,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,636858449,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheets `RECURRENTin AMha` (header row 4) and `CAPITAL in AMHAric`, public body code `134`",,2026-07-28,2025-07-03-eth-2025-134,"Funded entirely from its own fee income.** Every birr sits in the volume's `Retained Revenue` column and the `Treasury` column is **zero** in every year read. A national registry body wholly outside the fisc — `funding_source: own-source`, which the origin gate treats as `domestic-state`. · `is_transfer: false` — this is the body's own budget, not a subvention to it. · Stage caveat.** MoF published this detail workbook on 2025-06-26, seven days before the House approved the budget on 2025-07-03, and the proclamation text carries an unfilled `PROCLAMATION NO. -----------------`. It is recorded as `appropriated` because the volume's grand total (1,927,689,143,793) equals the 1.93tn the House is reported to have approved unanimously; no line-level enacted instrument is published for EFY 2018. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-135,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Information Network Security Administration (INSA),,,,,,Information Network Security Administration,"Whole appropriation of public body 135, **Information Network Security Administration (INSA)**, for 2025/26 (EFY 2018). Recorded at body grain under the driver's envelope test.",infra.cybersec,partial,"Whole-body appropriation for the national information- and network-security agency. Recorded `partial`, not `whole`: INSA's programme structure spans cyber security (programmes 02 Information Assurance, 05 National Cyber Capabilities) *and* state intelligence functions (03 Information Warfare, 04 Intelligence), so the body is multi-purpose under the driver's mandate test and the intelligence share is not separable from the security share at this grain. Programme 02 is recorded separately at `whole`.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,2502115991,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheets `RECURRENTin AMha` (header row 4) and `CAPITAL in AMHAric`, public body code `135`",,2026-07-28,2025-07-03-eth-2025-135,"The envelope is held as `partial` and must not be folded into a headline digital total** (driver -> *Scope*). It is recorded because INSA is the state's central cyber-security institution and its trajectory is the fact worth having. · Programme composition (EFY 2017 recurrent):** 01 Management and Administration 844,925,000; 02 Information Assurance 150,145,000; 03 Information Warfare 130,130,000; 04 Intelligence 148,500,000; 05 National Cyber Capabilities 26,300,000. Capital 300,000,000, all under programme 02. · Stage caveat.** MoF published this detail workbook on 2025-06-26, seven days before the House approved the budget on 2025-07-03, and the proclamation text carries an unfilled `PROCLAMATION NO. -----------------`. It is recorded as `appropriated` because the volume's grand total (1,927,689,143,793) equals the 1.93tn the House is reported to have approved unanimously; no line-level enacted instrument is published for EFY 2018. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-135-02,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Information Network Security Administration (INSA),,,,,,Information Network Security Administration,"Programme 02 of public body 135 (Information Network Security Administration (INSA)): **Information Assurance**, 2025/26 (EFY 2018).",infra.cybersec,whole,"Programme title is itself the digital activity — *Information Assurance*, the cyber-security programme of the national information-network-security agency. Its activities are Cyber Security Control & System Implementation, Information Assurance Technologies Development & Infrastructure Deployment, and Cyber Security Excellence & Culture Development; its capital projects are named data-centre and secure-communications builds.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,584832316,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheet `RECURRENTin AMha` / `CAPITAL in AMHAric`, public body `135`, programme `02`",,2026-07-28,2025-07-03-eth-2025-135-02,"The capital side is named infrastructure.** EFY 2017 capital 300,000,000 splits into *PKI Data Center Development* 85,000,000 and *Secure Govermment Communications* 215,000,000 (spelling as printed), which cross-foot exactly to the programme capital total. · This is the clean cyber line**; the parent body (`eth-2025-135`) is held separately at `partial` because it also carries Information Warfare and Intelligence programmes. · Stage basis: see the parent body record `eth-2025-135` for why EFY 2018 is recorded as appropriated. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-144,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Artificial Intelligence Institution,,,,,,Artificial Intelligence Institution,"Whole appropriation of public body 144, **Artificial Intelligence Institution**, for 2025/26 (EFY 2018). Recorded at body grain under the driver's single-mandate test.",tech.ai,whole,"Single-mandate body: the Artificial Intelligence Institution's entire statutory mandate is AI research, data processing and AI infrastructure, so its whole appropriation is a digital line.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,1130848000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheets `RECURRENTin AMha` (header row 4) and `CAPITAL in AMHAric`, public body code `144`",,2026-07-28,2025-07-03-eth-2025-144,"Programme composition (EFY 2017):** recurrent 01 Management and Administration 315,720,000; 02 Data Collection & Processing 20,500,000; 03 Research and Development 35,610,000; 04 Basic Infrastructure & Project Administration 23,200,000. Capital 400,000,000 across four named projects — *National Artificial Intelligence Datacenter Deployment* 50,000,000, *Computational Center for IOT Project Expansion* 61,672,000, *National Artificial Intelligence Research Laboratory* 152,649,000 and *Incubation Center Building Project* 135,679,000 — which cross-foot exactly to the capital total. · Stage caveat.** MoF published this detail workbook on 2025-06-26, seven days before the House approved the budget on 2025-07-03, and the proclamation text carries an unfilled `PROCLAMATION NO. -----------------`. It is recorded as `appropriated` because the volume's grand total (1,927,689,143,793) equals the 1.93tn the House is reported to have approved unanimously; no line-level enacted instrument is published for EFY 2018. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-154-04,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Ethiopian Statistics Service,,,,,,Ethiopian Statistics Service,"Programme 04 of public body 154 (Ethiopian Statistics Service): **Statstics Modernization and Capacity Building**, 2025/26 (EFY 2018).",data.statistics,whole,"Programme title and activity names are explicitly digital — *Statstics Modernization and Capacity Building* (spelling as printed), whose lead activity is *Conducting Statstics Digitalization*.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,388447057,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheet `RECURRENTin AMha` / `CAPITAL in AMHAric`, public body `154`, programme `04`",,2026-07-28,2025-07-03-eth-2025-154-04,"Capital projects (EFY 2017):** *Population, Housing Survey Preparation* 17,679,400 and *Statstics Digitalization Works* 77,000,000, cross-footing to the 94,679,400 programme capital total. · ⚠ The body grew sharply while this programme shrank.** The Ethiopian Statistics Service's whole recurrent appropriation rose 584,085,990 (EFY 2018) to 1,100,000,037 (EFY 2019), +88.3%, against a 21.3% rise in the federal budget — but **this digitalisation programme's recurrent line *fell* from 35,127,055 to 18,745,400, −46.6%**. So the body's growth is **not** in digitalisation, and any inference that the increase is census-digitisation spend is unsupported by the volume. Where the growth sits is a question the volume answers at programme grain and is worth reading if the Statistics Service becomes load-bearing. · Stage basis: see the parent body record `eth-2025-154` for why EFY 2018 is recorded as appropriated. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-156-04,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Ministry of Revenue,,,,,,Ministry of Revenue,"Programme 04 of public body 156 (Ministry of Revenue): **Modern Data Management System**, 2025/26 (EFY 2018).",dpi.govtech,whole,"Programme title is the digital activity — *Modern Data Management System* — inside a revenue ministry, i.e. exactly the Block 4b case where digital money sits outside the ICT vote and is never called digital.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,588359000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheet `RECURRENTin AMha` / `CAPITAL in AMHAric`, public body `156`, programme `04`",,2026-07-28,2025-07-03-eth-2025-156-04,"Recurrent only.** The Ministry of Revenue's named digital *capital* systems sit under programme 01 (Management and Administration), not here, and are recorded as their own project-grain records for EFY 2017 — ITAS, Electronics Invoice System, Data Warehouse & Business Intelligence System and Data Service Center. · Activities (EFY 2017):** *Improving Tax Information Technology* 120,988,000 and *Organizing and Distributing Tax Information* 13,075,000, cross-footing to 134,063,000. · No execution figure.** The FY2017 IFMIS extract splits the revenue function across codes that do not map cleanly onto budget body 156, so no outturn is claimed for this line. · Stage basis: see the parent body record `eth-2025-156` for why EFY 2018 is recorded as appropriated. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-161,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Ministry of Innovation and Technology,,,,,,Ministry of Innovation and Technology,"Whole appropriation of public body 161, **Ministry of Innovation and Technology**, for 2025/26 (EFY 2018).",gov.policy,partial,Whole-body appropriation of the ICT ministry. Recorded `partial` under the envelope rule: a ministry's total vote is not digital-transformation finance. Held for the execution finding.,domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,2958943360,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, public body `161`",,2026-07-28,2025-07-03-eth-2025-161,"Recorded `partial`, and it must not be folded into a headline digital total.** This is the ICT ministry's whole envelope, and the envelope rule bars crediting a multi-purpose vote to digital (driver -> *Scope*). It is held because it carries the execution finding below, which no programme line can carry. · THE BUDGET-CREDIBILITY FINDING (FY2024/25).** MInT was voted **ETB 2,754,552,330** and spent **ETB 989,820,128 — 35.9%**. In the same year the externally-financed **Ethiopian Digital Foundation Project** (IFMIS body `14485`) had **zero appropriation**, an adjusted budget of **ETB 7,041,485,908** and spent **100.0%** of it. The donor project was about **2.6 times the ministry's entire voted budget** and about **7.1 times what the ministry actually spent**. Ethiopia's digital transformation in FY2024/25 was, in cash terms, overwhelmingly not funded by Ethiopia — and the domestic money that was voted largely went unspent. · Composition (EFY 2017):** recurrent 439,452,330 (programmes 01 Management and Administration 194,965,597; 02 Innovation and Research 77,436,141; 03 Digital Economy and ICT 167,050,592) and capital 2,315,100,000, of which **1,852,100,000 is external loan** — so the ministry's own domestic capital was only 463,000,000. · The clean digital line inside this envelope is recorded separately as `eth-2025-161-03`. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-161-03,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Ministry of Innovation and Technology,,,,,,Ministry of Innovation and Technology,"Programme 03 of public body 161 (Ministry of Innovation and Technology): **Digital Economy and ICT**, 2025/26 (EFY 2018). Domestic-state share only.",gov.policy,whole,"Programme title is the digital activity — *Digital Economy and ICT*, the ICT ministry's own digital programme. Amount is the **domestic (Treasury) share only**, taken from the volume's printed `Source Of Finance` columns; the external-loan share is excluded from the amount and recorded in the notes, per the origin gate.",domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,378062772,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheet `CAPITAL in AMHAric` / `RECURRENTin AMha`, public body `161`, programme `03`, `Treasury` column",,2026-07-28,2025-07-03-eth-2025-161-03,"THE ORIGIN GATE IS PRINTED IN THE DOCUMENT, AND IT CHANGES THE ANSWER COMPLETELY.** The capital sheet splits every project four ways — `Treasury` / `Retained Revenue` / `Assistance` / `Loan` — so the domestic share is the state's own disclosure, not an apportionment (driver -> *Origin — the double-counting gate*). For 2025/26 this programme's headline is **ETB 2,253,706,772**, of which only **ETB 378,062,772 (16.8%) is Ethiopian money**. · The external share is recorded but no `non-state` record is built from this document.** The volume names the financing only as `Loan` — no funder, no instrument, no project. Under the driver that fails fact 1, and tagging the fisc as financier for money that is not the state's would be worse than leaving it. The IFMIS year-end extract shows what is almost certainly the same money arriving as `14485 MoIT - Ethiopian Digital Foundation Project` (ETB 7,041,485,908 adjusted, 100% executed, zero appropriated), which the wiki holds from the financier's side as `wb-eth-002`; the budget evidence has been added to that record's development history. **The link is not asserted here** — the volume does not make it. · The external dependence collapses across the three years, and the domestic share does not replace it.** Programme capital by origin: **FY2024/25 Treasury 206,750,000 / Loan 1,852,100,000 (10.0% domestic); FY2025/26 Treasury 157,650,000 / Loan 1,865,644,000 (7.8% domestic); FY2026/27 Treasury 441,500,000 / Loan 254,500,000 (63.4% domestic)**. The domestic capital share more than doubles in EFY 2019 — but the programme's total capital falls from about 2.06bn to 696m birr, a 66% cut. Ethiopia's digital-economy capital programme became mostly domestically financed by shrinking, not by the fisc stepping in. · Named capital projects (EFY 2017)**, with their own origin split: *Electronics Infrastructure Expansion Project* 54,050,000 Treasury; *Electronics Expansion Project* 60,700,000 Treasury + 565,000,000 Loan; *Construction of Reserve National Data Center Project* 45,000,000 Treasury + 340,000,000 Loan; *Cultivating the Existing Data Center* 38,000,000 Treasury + 220,000,000 Loan; *Natiobal ICT Infrstructure anf Expansation* (spelling as printed) 0 Treasury + 580,100,000 Loan; *Digital Economy Development Project* 9,000,000 Treasury + 147,000,000 Loan. · Recurrent activities (EFY 2017):** National E-Government Capacity Building 27,361,193; Government ICT Infrastructure Development and Administration 116,450,000; Creating Conducive Digital Economy Environment 23,239,399 — cross-footing to 167,050,592. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-177-05,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Space Science and Geospatial Institute,,,,,,Space Science and Geospatial Institute,"Programme 05 of public body 177 (Space Science and Geospatial Institute): **National Spatial Data Infrastructure**, 2025/26 (EFY 2018).",dpi.exchange,whole,Programme title is the digital activity — *National Spatial Data Infrastructure* — whose activities include *Geospatial Data Platform* and *Digital Ecosystem*.,domestic-state,domestic-revenue,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,47151324,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheet `RECURRENTin AMha` / `CAPITAL in AMHAric`, public body `177`, programme `05`",,2026-07-28,2025-07-03-eth-2025-177-05,"Activities (EFY 2017):** Geospatial Data Platform 11,120,000; Preparation and Implementation Standard 3,350,000; Organizing and accessible satellite data 13,150,000; Digital Ecosystem 14,272,000 — cross-footing to 41,892,000. · ⚠ The programme is absent from the EFY 2019 volume.** Body 177 is appropriated 427,135,141 recurrent for EFY 2019, but no programme 05 row appears. Whether it was renumbered, merged or dropped is **not established** from the volume; no FY2026 record is built for this line rather than guessing. · Stage basis: see the parent body record `eth-2025-177` for why EFY 2018 is recorded as appropriated. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
eth-2025-183,ETH,national,,2025/26,2025-07-08,2026-07-07,,original,,,,,Ethiopian Communications Authority,,,,,,Ethiopian Communications Authority,"Whole appropriation of public body 183, **Ethiopian Communications Authority**, for 2025/26 (EFY 2018). Recorded at body grain under the driver's envelope test.",gov.protect,partial,"Whole-body appropriation for the communications regulator, recorded `partial` under the driver's explicit carve-out: a communications regulator that also regulates postal services is multi-purpose and its total stays an envelope. Recorded nonetheless because the ECA is the statutory supervisory authority for personal data protection.",domestic-state,own-source,false,,ETB,"birr (units). The volume's header reads `በብር` / BIRR and its grand total 971,200,665,909 (EFY 2017) equals Article 2 of the proclamation to the birr, so the sheet is in whole birr, not thousands.",,272197600,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"2018 E.C. Budget Year Federal Government Budget Proclamation, Part Two detail workbook, sheets `RECURRENTin AMha` (header row 4) and `CAPITAL in AMHAric`, public body code `183`",,2026-07-28,2025-07-03-eth-2025-183,"THIS IS ETHIOPIA'S DATA PROTECTION AUTHORITY, AND IT IS MOSTLY NOT FUNDED BY THE FISC.** Personal Data Protection Proclamation No. 1321/2024 (adopted 4 April 2024, in force 24 July 2024) creates no standalone authority and designates the Ethiopian Communications Authority as the supervisory body. The volume's recurrent sheet splits the ECA's appropriation **Treasury vs Retained Revenue**, and the retained (licence- and spectrum-fee) share is the majority in every year read: **EFY 2017 63,275,000 / 140,000,000 = 68.9% retained; EFY 2018 90,197,600 / 182,000,000 = 66.9%; EFY 2019 106,243,000 / 245,573,000 = 69.8%.** The share is broadly stable at roughly 67-70%, not rising — a point worth stating carefully, because a two-year read suggests a trend that the three-year read does not support. · No separate data-protection programme exists.** The ECA's programmes are 01 Management and Administration, 02 Technical Regulation and Licensing, 03 Competition Management and Consumer Affairs, 04 Supply of Internet Possession Administration and Electronic (security), 05 Entire Deliverance and Service. **The data-protection mandate carries no named line of its own in any of the three volumes** — a dated absence worth stating on the ETH hub: Ethiopia has enacted a data protection law and appropriates nothing separately identifiable for its enforcement. · `funding_source: own-source` reflects the majority of the money; the treasury share is domestic revenue. Both are `domestic-state` under the origin gate. · Stage caveat.** MoF published this detail workbook on 2025-06-26, seven days before the House approved the budget on 2025-07-03, and the proclamation text carries an unfilled `PROCLAMATION NO. -----------------`. It is recorded as `appropriated` because the volume's grand total (1,927,689,143,793) equals the 1.93tn the House is reported to have approved unanimously; no line-level enacted instrument is published for EFY 2018. · Nominal growth across EFY 2017-2018 is mostly currency, not fiscal expansion.** Ethiopia floated the birr in late July 2024, three weeks into EFY 2017; roughly 57 birr/USD became roughly 135 birr/USD. The federal budget rose 98.5% in birr between EFY 2017 and EFY 2018 while *falling* about 36% in dollars. EFY 2018 to EFY 2019 is +21.3% and broadly real. Figures here are carried in birr and dated, per `CLAUDE.md` -> *Currency*. · `amount_usd` left blank.** No named fiscal-year-average ETB/USD rate is held, and the driver forbids spot-converting a fiscal-year figure across a float."
