indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,TGO-gov.policy-togo-digital-2025-2030-national,,,,,,,"Togo Digital 2025-2030 still in development; the August roadmap sources carry no digital chapter",0,
gov.policy--open-data-policy,2,TGO-data.open-open-government-data-portal-or,,,,,,,"portal publishing with no adopted open-data policy, charter or licence on record",0,
gov.legislate--legislation-covering-digital-id,3,TGO-gov.legislate-biometric-identification-law,,,,,,,"biometric identification law enacted; law text not held and regulations and oversight in practice not on record",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"unplaced: corridor dialogue only; no transfer rule or data-protection arrangement on record",0,
gov.standards--national-quality-standards,,,,,,,,,"unplaced: conformity-assessment decree and an accounting council; no ICT or data quality standard or quality policy on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"unplaced: ISO member body but 46 national standards not homologated and no international source texts named",0,
infra.cybersec--national-cybersecurity-readiness,3,TGO-infra.cybersec-agence-nationale-de-la-cybersecurite|TGO-infra.cybersec-national-cybersecurity-strategy-2024-2028,,,,,,,"CERT alert issued; no enforcement, critical-infrastructure regime or published reporting on record",0,
dpi.exchange--interoperability-of-health-systems,2,TGO-dpi.exchange-siig-amu-unified-health-insurance-system,,,,,,,"federated architecture agreed; no adopted national HIE policy on record",0,
dpi.id--robustness-of-system,3,TGO-dpi.id-numero-d-identification-unique-and,,,,,,,"unique number issued to over 6 million; no published assurance level, audit or certification",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,TGO-gov.legislate-founding-instrument-creating-the-identity|TGO-dpi.id-numero-d-identification-unique-and,,,,,,,"authority operates the system; no exit terms, escrow or durable funding model on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"unplaced: birth-registration catch-up campaign only; no identifier at birth and no cited absence",0,
dpi.pay--g2p-functionality,3,TGO-dpi.pay-retirement-allowance-payment-digitisation,,,,,,,"retirement allowances paid by bank transfer and mobile money; no beneficiary count or other streams on record",0,
dpi.pay--cross-border-functionality,3,TGO-include.access-instant-international-payment-service|TGO-include.access-full-service-payment-institution-licence,,,,,,,"bank corridor and regional licence in service; no regional payment system participation on record",0,
dpi.pay--consumer-protection,,,,,,,,,"unplaced: regulator outreach tour and published fees only; no digital-financial-services conduct rules on record",0,
dpi.registry--civil-register,2,TGO-dpi.registry-online-civil-status-certificate-service,,,,,,,"online certificate service piloted in five communes; no national digital register",0,
dpi.mis--health,3,TGO-dpi.mis-national-health-management-information-system,,,,,,,"DHIS2 national HMIS in service; private facilities, surveillance and registries not shown integrated",0,
dpi.mis--justice,,,,,,,,,"unplaced: commercial-courts bill passed to complete e-filing; no case-management system named or in service on record",0,
dpi.mis--land,3,TGO-dpi.exchange-guichet-foncier-unique,,,,,,,"mandatory digital cadastral submission through the single land window; no national linkage of registration and valuation",0,
dpi.govtech--e-government-services,3,TGO-dpi.govtech-guichet-national-du-service-public|TGO-dpi.govtech-investment-approval-dematerialisation,,,,,,,"transactional services on several portals; no shared ID authentication or service inventory on record",0,
digital.localgov--digitalisation-of-local-government-records,2,TGO-digital.localgov-golfe2-georeferenced-census,,,,,,,"one commune building a municipal database by census; no digital records yet in service",0,
include.access--inclusion-of-refugees-and-idps,3,TGO-include.access-refugee-registration-and-documentation,,,,,,,"refugees registered and carded; not on the national ID or social registry",0,
data.statistics--statistics-from-administrative-data,3,TGO-data.statistics-national-open-data-portal-or,,,,,,,"2024 statistical yearbook reissued, compiled partly from administrative systems; no quality framework or sharing agreements",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"unplaced: climate-risk platform fed by field agents; no satellite data stream to the met service on record",0,
