indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--open-data-policy,,,,,,,,,"unplaced: OGP co-creation roadmap and a budget-transparency reference survey only; no open data policy or portal on record",0,
gov.legislate--ai-legislation-regulations,1,BEN-tech.ai-dedicated-ai-legislation,,,,,,,"a comparative study (2026-08-10) finds no AI-specific law in force or in draft; a national AI strategy only",0,
gov.protect--national-data-protection-readiness,3,BEN-gov.protect-apdp,,,,,,,"law in force and authority operating; Guidelines practices such as impact assessments or breach notification not on record",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"unplaced: only a cross-border ID pilot; no transfer rules on these rows",0,
gov.standards--adoption-of-international-standards,2,BEN-gov.standards-anm,,,,,,,"full ISO member recorded 2026-08-28 with national standards published; no ICT or data standards adopted on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"unplaced: OGP co-creation roadmap published but no consultation record or commitment text yet",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"unplaced: only a reference internet-freedom ranking; no shutdown record or free-discussion evidence on the rows",0,
infra.cybersec--national-cybersecurity-readiness,4,BEN-infra.cybersec-strategy|BEN-infra.cybersec-vulnerability-report|BEN-infra.cybersec-interpol|BEN-infra.cybersec-pssie-decret,,,,,,,"strategy, CSIRT, critical-infrastructure policy and published report; Malabo ratification not on record",0,
dpi.exchange--interoperability-of-education-systems,3,BEN-dpi.mis-educmaster,,,,,,,"examination entries made through the EMIS; no other link on record",0,
dpi.id--robustness-of-system,3,BEN-dpi.id-ecowas-card|BEN-dpi.id-anip-governance,,,,,,,"biometric card in issue under one agency; no assurance level or audit published",0,
dpi.registry--business-register,2,BEN-dpi.registry-business-registration-platform,,,,,,,"online registration platform in service; no unique business identifier on record",0,
dpi.mis--education,3,BEN-dpi.mis-educmaster,,,,,,,"system-wide counts published; unique learner identifiers and payroll use not on record",0,
dpi.mis--tax,,,,,,,,,"unplaced: modernisation project only; no e-filing or e-payment availability on record",0,
dpi.govtech--e-government-services,3,BEN-dpi.govtech-portal,,,,,,,"more than 230 services dematerialised; ID-based shared authentication and usage not on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"unplaced: no consultation on a digital instrument on these rows; OBS participation score is a reference",0,
data.statistics--censuses-and-surveys,3,BEN-data.statistics-household-surveys,,,,,,,"living-conditions and time-use surveys published; census results date from 2015",0,
