indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--broadband-strategy,,,,,,,,,Universal-service agency's own 2026-2030 plan with dated targets; no national broadband plan or adoption instrument on record,0,
gov.policy--ai-strategy,3,CIV-tech.ai-national-ai-strategy,,,,,,,Adopted on secondary accounts; committee not constituted and no AI budget line on record,0,
gov.policy--data-governance-policy,3,CIV-tech.ai-national-data-governance-strategy-2030,,,,,,,Strategy handed over 2025; no data governance authority or implementing instruments on record,0,
gov.policy--open-data-policy,2,CIV-gov.policy-ogp-national-action-plan-5,,,,,,,Open data only as an OGP action-plan commitment; no adopted open data policy,0,
gov.protect--national-data-protection-readiness,3,CIV-dpi.govtech-certinum-data-protection-compliance-platform,,,,,,,Authority operating its compliance platform; no impact-assessment or breach-notification practice on record,0,
gov.regional--regional-policy-collaboration,3,CIV-tech.ai-francophone-west-african-ai-governance-guide,,,,,,,Active participation; regional guidelines not carried into domestic instruments in more than one area,0,
gov.regional--shared-regional-infrastructure,3,CIV-dpi.exchange-sipao-police-information-system,,,,,,,One shared regional system in service on a government self-report; no usage reported,0,
gov.regional--cross-border-data-transfers,,,,,,,,,Only a customs transit-data pilot with Mali on record; nothing on personal-data transfer rules,0,
gov.standards--adoption-of-international-standards,,,,,,,,,Regional statistics harmonisation hosted; no ISO membership or national adoption of standards on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,Regulator-validated procedures only; no consultation of non-governmental actors on record,0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,A civil-society study of online gendered violence only; no record of shutdowns or free policy discussion either way,0,
infra.connect--national-fibre-backbone,3,CIV-infra.connect-deployed-optical-fibre,,,,,,,Ministry length figures only; no open-access terms or all-region reach on record,0,
infra.connect--international-internet-bandwidth,3,CIV-infra.connect-2africa-ivory-coast-branch|CIV-infra.connect-mainone-cable-branch,2,routes,2026,2026-08-02-2africa-ivory-coast-branch-live-again-and-wacs-under-repair,,,"At least two routes named in service (2Africa, MainOne), each on its own source; independence not on record (CC)",0,
infra.cybersec--national-cybersecurity-readiness,3,CIV-gov.policy-national-cybersecurity-strategy-2021-2025|CIV-gov.legislate-national-cyber-security-agency|CIV-infra.cybersec-national-public-key-infrastructure,,,,,,,Agency operating and auditors certified; no incident-response or enforcement record and 2025 cybercrime report not held,0,
dpi.exchange--interoperability-of-health-systems,2,CIV-dpi.mis-cmu-single-patient-identifier,,,,,,,Patient identifier decreed; no adopted HIE policy or architecture on record,0,
dpi.id--digital-id-from-birth,3,CIV-dpi.id-decret-2019-805-electronic-civil-status|CIV-dpi.registry-civil-registry-software-rollout,,,,,,,Identification office's own figures; no national coverage of births registered published,0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,CIV-dpi.registry-digital-birth-registration-terminals,,,,,,,Parent's ID populates the birth record on the registry office's own account; no two-way exchange or deployment count,0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,CIV-dpi.pay-cross-network-mobile-money-transfer-app,,,,,,,Private cross-network app only; no national switch or agent network reported,0,
dpi.registry--population-register,3,CIV-dpi.id-holders-of-the-national-identification-numbe,,,,,,,Built from ID enrolment; no updating from vital events on record,0,
dpi.registry--civil-register,3,CIV-dpi.registry-civil-registry-software-rollout|CIV-dpi.id-decret-2019-805-electronic-civil-status,,,,,,,Digital in all centres on the office's own account; coverage not rising on the latest yearbook,0,
dpi.mis--health,3,CIV-dpi.mis-national-digital-health-platform|CIV-dpi.mis-health-facility-assessment,,,,,,,DHIS2 in service since 2015; integration across systems and completeness not published,0,
dpi.mis--education,2,CIV-dpi.mis-sige-education-management-information-system,,,,,,,EMIS piloted in two regions; national rollout unfunded and no annual census on record,0,
dpi.mis--tax,,,,,,,,,E-invoicing enforcement only; no row on electronic filing or payment,0,
dpi.govtech--e-government-services,3,CIV-dpi.govtech-digital-driving-licence|CIV-dpi.govtech-e-services-review,,,,,,,Transactional services on several portals; no single gateway with ID authentication,0,
digital.rural--digitalisation-of-rural-registry-offices,3,CIV-dpi.registry-civil-registry-software-rollout,,,,,,,Equipment in all centres on the office's own account; connection and flow to the central register not on record,0,
tech.ai--development-of-national-regional-ai-systems,2,CIV-tech.ai-ai-acceleration-programme|CIV-tech.ai-national-ai-agency,,,,,,,Programmes and partnerships only; no national model or dataset or compute in service,0,
tech.innovate--technology-hubs,2,CIV-tech.innovate-unipod-innovation-and-technology-hub,,,,,,,UNDP fab-lab hub handed over; no incubation programme or cohort on record,0,
tech.innovate--tech-startup-ecosystem,3,CIV-tech.innovate-startup-act-and-digital-startup-label,,,,,,,Startup Act adopted 2023; no implementing decree or labelled startups on record,0,
include.access--citizen-feedback-portals,2,CIV-gov.discourse-consumer-grievance-platform|CIV-include.access-financial-service-rating-system,,,,,,,Platform and pilot presented; no cases or receipts on record,0,
include.access--citizen-participation-in-policy,2,CIV-gov.discourse-open-government-week-2026,,,,,,,One consultation week in the 12 months; no standing procedure,0,
include.access--inclusion-of-refugees-and-idps,3,CIV-dpi.id-refugee-status-law-and-biometric-card|CIV-include.access-asylum-seeker-profiling,,,,,,,Registration and documentation on record; access to digital services not provided for,0,
data.statistics--censuses-and-surveys,3,CIV-data.statistics-mics-2026|CIV-data.statistics-general-census-of-enterprises,,,,,,,No definitive census results for the current round on record,0,
data.satellite--agricultural-use-of-satellite-data,2,CIV-data.satellite-national-land-cover-map,,,,,,,One-off land cover product; the meteorological convention describes no operational service,0,
data.satellite--meteorological-use-of-satellite-data,3,CIV-tech.ai-sodexam-china-meteorological-memorandum,,,,,,,Feng Yun data in forecasting tools since 2023; no WIGOS or GBON or early-warning programme on record,0,
