indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,SOM-gov.policy-digital-strategy,,,,,,,strategy in finalisation with ITU support; no adopted text on record,0,
gov.policy--ict-strategy,2,SOM-gov.policy-ict-policy-2019-2024|SOM-gov.policy-digital-strategy,,,,,,,2019-2024 ICT policy expired; national digital strategy in preparation as successor,0,
gov.policy--broadband-strategy,,,,,,,,,only a backbone feasibility consultancy on record; no broadband plan drafted or adopted,0,
gov.policy--data-storage-cloud-strategy,2,SOM-infra.store-government-cloud-guidelines,,,,,Government data-hosting and cloud guidelines published,2028-04-30,guidelines a planned project deliverable; none published on the World Bank's June 2026 report,0,
gov.policy--data-interoperability-framework-roadmap,2,SOM-gov.policy-egovernment-strategy,,,,,,,e-government roadmap names the missing framework and a data-exchange hub as actions; no framework instrument,0,
gov.policy--data-localisation-policies,,,,,,,,,no row states a localisation or hosting rule; the Data Protection Act's position on location is not recorded,0,
gov.policy--data-governance-policy,,,,,,,,,data protection instruments held; no national data policy in drafting or adopted on record,0,
gov.policy--open-data-policy,2,SOM-data.open-open-government-data,,,,,,,portal publishing under CC-BY terms of use; no adopted open data policy on record,0,
gov.legislate--data-protection-legislation,3,SOM-gov.protect-dp-act|SOM-gov.protect-dp-regulation,,,,,,,"Law in force; the compliance act sits on a row mapped to the DPA indicator, not this one (CC)",0,
gov.legislate--cybersecurity-legislation,2,SOM-gov.legislate-cybersecurity-law,,,,,,,bill passed by the lower house January 2026; upper-house readings pending at the as-at,0,
gov.legislate--legislation-covering-digital-id,3,SOM-gov.legislate-id-law-009,,,,,,,law and implementing regulation in force; enrolment rights and grievance applied in practice not on record,0,
gov.legislate--digital-payments-legislation,3,SOM-gov.legislate-mobile-money-regulations,,,,,,,mobile money regulations in force; no interoperability rules or licences on record; payment system bill unsigned,0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,no data-sharing instrument drafted or in force on record; Law 46 covers civil registration only,0,
gov.legislate--ai-legislation-regulations,,,,,,,,,"only an AI readiness assessment at inception; no gap analysis, guidance or cited absence of AI law",0,
gov.legislate--e-commerce-legislation,,,,,,,,,only a missing e-commerce strategy on record; no e-transactions law or bill cited either way,0,
gov.legislate--statistics-legislation,3,SOM-gov.legislate-statistics-law-24,,,,,,,law in force establishing the bureau; statute text not located so Charter principles unverified,0,
gov.legislate--access-to-information-legislation,2,SOM-gov.legislate-access-to-information-bill,,,,,,,bill before the House of the People since March 2024; not enacted,0,
gov.protect--data-protection-authority,3,SOM-gov.protect-dpa,,,,,,,constituted 2024 and running registration; no sanction on record and independence qualified by executive powers,0,
gov.protect--national-data-protection-readiness,,,,,,,,,only row mapped is a WhatsApp request; the law in force sits under the data-protection-legislation rows,0,
gov.regional--regional-legal-harmonisation,,,,,,,,,IGAD comparative study commissioned; no REC model law referenced in a domestic draft on record,0,
gov.regional--shared-regional-infrastructure,2,SOM-gov.regional-eardip-financing-agreement|SOM-gov.regional-one-network-area,,,,,,,party to a regional cross-border links project and a roaming roadmap; no shared asset in service on record,0,
gov.regional--cross-border-data-transfers,,,,,,,,,Data Protection Act in force but no row states its transfer provisions,0,
gov.standards--national-interoperability-standards,,,,,,,,,no standards catalogue drafted or published on record; e-government roadmap notes the framework gap,0,
gov.standards--national-quality-standards,,,,,,,,,only regulator type approval on record; no national standards body or quality policy cited,0,
gov.standards--adoption-of-international-standards,,,,,,,,,cyber frameworks reported aligned to international standards; ISO membership and national adoption not on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,2,SOM-gov.discourse-public-debate-on-digital-policy|SOM-gov.policy-digital-inclusion-policy,,,,,,,ad hoc stakeholder consultations on record; no standing mechanism or requirement,0,
