indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,MUS-gov.policy-blueprint,,,,,,,"Blueprint 2025-2029 adopted with a coordinating committee; no delivery or progress report on record",0,
gov.policy--ict-strategy,3,MUS-gov.policy-digital-mauritius-2030|MUS-gov.policy-blueprint,,,,,,,"Digital Mauritius 2030 and the blueprint adopted; no sector implementation report on record",0,
gov.policy--broadband-strategy,2,MUS-gov.policy-broadband-policy,,,,,,,"Broadband policy 2012-2020 expired with no successor adopted; spectrum moves by regulator decision instead",0,
gov.policy--data-storage-cloud-strategy,2,MUS-gov.policy-sovereign-cloud|MUS-infra.store-goc-resilience,,,,,,,"Sovereign cloud at request-for-information stage; no hosting or cloud policy instrument on record",0,
gov.policy--data-interoperability-framework-roadmap,3,MUS-dpi.exchange-interop-framework,,,,,,,"e-GIF v1.0 of 2002 published; no binding instrument or custodian on record",0,
gov.policy--ai-strategy,3,MUS-tech.ai-aim,,,,,,,"National AI Strategy adopted; implementation plan and funded action not shown on sources to the as-at",0,
gov.policy--data-localisation-policies,,,,,,,,,"Rows show a data protection act and cloud procurement; no localisation rule or cited absence of one",0,
gov.policy--data-governance-policy,3,MUS-gov.policy-data-strategy,,,,,,,"National Data Strategy 2025-2029 launched; data governance strategy only committed and no owner body on record",0,
gov.policy--open-data-policy,3,MUS-gov.policy-open-data-policy,,,,,,,"Policy in force since 2017; no open licence or publication obligation on record",0,
gov.legislate--data-protection-legislation,3,MUS-gov.legislate-dpo-regs|MUS-gov.protect-dpa-2017,,,,,,,"Act and 2026 regulations in force; no enforcement act on these rows",0,
gov.legislate--cybersecurity-legislation,3,MUS-gov.legislate-cybersecurity-cybercrime-act-2021,,,,,,,"Act in force as gazetted; regulations and prosecutions not on this row",0,
gov.legislate--legislation-covering-digital-id,3,MUS-gov.legislate-nic-act|MUS-dpi.id-nic-regulations,,,,,,,"Act and 2024 regulations in force; grievance and oversight provisions not on record",0,
gov.legislate--digital-payments-legislation,3,MUS-gov.legislate-nps-act|MUS-dpi.pay-payment-aggregators,,,,,,,"Act licenses providers; interoperability and consumer-protection rules not on record",0,
gov.legislate--legislation-enabling-data-interoperability,2,MUS-gov.legislate-omnibus,,,,,,,"Omnibus bill introduced not enacted; no data-sharing instrument in force on record",0,
gov.legislate--ai-legislation-regulations,3,MUS-gov.legislate-he-ai-regs,,,,,,,"Binding AI regulations confined to higher education; no general framework or regulator",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"Transactions Act amendments only referred to with no text; the Act itself not held as a row",0,
gov.legislate--statistics-legislation,3,MUS-gov.legislate-statistics-act,,,,,,,"Act 2000 in force; independence still being added through the budget annex",0,
gov.legislate--access-to-information-legislation,2,MUS-data.open-foi,,,,,,,"Bill announced as in preparation; no draft or text published",0,
gov.protect--data-protection-authority,3,MUS-gov.protect-dpo-enforcement,,,,,,,"Enforcing on its own figures; statutory independence and budget funding not on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"Only an interception row is mapped; it does not show law or authority status",0,
gov.regional--regional-policy-collaboration,3,MUS-gov.regional-ioc,,,,,,,"Active on Indian Ocean Commission governance; no domestic implementation of regional guidelines on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Convention 108+ ratified is a Council of Europe instrument; SADC call names no instrument",0,
gov.regional--shared-regional-infrastructure,,,,,,,,,"Only the AFRINIC governance row is mapped; no shared infrastructure asset on record",0,
gov.regional--cross-border-data-transfers,3,MUS-gov.regional-convention-108-plus|MUS-gov.protect-dpa-2017,,,,,,,"Convention 108+ ratified and Act in force; no adequacy or transfer decision on record",0,
gov.standards--national-interoperability-standards,3,MUS-dpi.exchange-interop-framework,,,,,,,"e-GIF 2002 published; not mandated and no conformance testing on record",0,
gov.standards--national-quality-standards,2,MUS-gov.standards-msb,,,,,,,"Standards bureau active; no ICT or data quality standard or quality policy on this row",0,
gov.standards--adoption-of-international-standards,3,MUS-gov.standards-isms-certification-scheme,,,,,,,"ISO/IEC 27001 national certification scheme on the bureau's register; ISO membership not on record",0,
gov.discourse--open-discussion-of-government-policy,3,MUS-gov.legislate-social-media-id,,,,,,,"Press covering policy freely; no access-to-information law in force",0,
