indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,,,,,,,,,"Unplaced: a restated 2030 e-government target only; no strategy drafted or adopted and no cited absence",0,
gov.policy--ai-strategy,,,,,,,,,"Unplaced: NISTI reinstated for digitalisation; its AI-strategy mandate sits in an uncommenced Act; no strategy work on record",0,
gov.policy--open-data-policy,2,SYC-data.open-policy,,,,,,,"Prior stage held; no new source in the window",0,
gov.regional--regional-policy-collaboration,2,SYC-gov.regional-auda-nepad-islands,,,,,,,"Programme membership only; the August corridor venture is AfCFTA and Ghana with the Seychelles MoU still under review",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Unplaced: SADC membership on record; no REC model law in a draft or bill and no cited absence",0,
gov.regional--shared-regional-infrastructure,,,,,,,,,"Unplaced: trade-hub MoU still under review; no signed regional infrastructure project or cited absence",0,
gov.regional--cross-border-data-transfers,,,,,,,,,"Unplaced: EU trade and fisheries data terms only; no domestic transfer rule or cited absence in the rows",0,
gov.discourse--open-discussion-of-government-policy,3,SYC-gov.policy-ogp-nap,,,,,,,"Prior stage held; June 2026 SBC board amendment is secondary-reported and not a speech restriction under the anchor",0,
dpi.registry--land-register,2,SYC-dpi.registry-land,,,,,,,"Land search system announced not launched; no information-system award or commissioning on record",0,
dpi.mis--health,,,,,,,,,"Unplaced: only bilateral consultations on Indian platforms reported secondarily; no HMIS or cited absence in the rows",0,
dpi.mis--land,2,SYC-dpi.registry-land,,,,,,,"Information system tendered 2024; no award or commissioning on record",0,
dpi.govtech--e-government-services,3,SYC-dpi.govtech-monservis|SYC-dpi.govtech-egov-portal,,,,,,,"Prior stage held; social-protection platform briefed not launched; no usage or service inventory published",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Unplaced: only land-registry rows mapped; nothing on civil-registration offices",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"Unplaced: NISTI reinstated; no AI model dataset or compute facility and no cited absence",0,
tech.innovate--technology-hubs,2,SYC-tech.innovate-unisey-uci|SYC-tech.innovate-comfwb-hub,,,,,,,"BTI opened 2026 applications but no cohort is on record yet; no cohorts for any hub",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,"Unplaced: NISTI is a government implementation body; no research activity or cited absence on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Unplaced: attitude survey only; no consultation on record and no cited absence",0,
data.statistics--statistics-from-administrative-data,,,,,,,,,"Unplaced: a climate-risk readiness programme and a Cabinet MVI decision; no administrative-data statistical product on record",0,
