indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-governance-policy,,,,,,,,,"Unplaced: rows show the data protection law and interoperability platform; no national data governance policy or cited absence held",0,
gov.policy--open-data-policy,2,MAR-data.open-open-data-portal,,,,,,,"Portal publishing under an action plan; no adopted open data policy on record",0,
gov.legislate--data-protection-legislation,3,MAR-gov.legislate-personal-data-protection-law-09,,,,,,,"Law 09-08 in force; implementing regulations and an enforcement act not on record in these rows",0,
gov.protect--data-protection-authority,3,MAR-gov.protect-national-data-protection-register-rn-pdp,,,,,,,"CNDP operating a public register and issuing guidance; no enforcement decision or sanction on record",0,
gov.standards--national-quality-standards,,,,,,,,,"Unplaced: rows concern 5G service only; no standards body or quality policy on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"Unplaced: press commentary only; no consultation on a digital instrument on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Unplaced: ombudsman publications held; neither restrictions nor their absence over 12 months on record",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"Unplaced: one court portal outage only; core finance revenue and payroll systems not on record",0,
dpi.exchange--interoperability-of-health-systems,2,MAR-dpi.exchange-mohim-health-interoperability-framework,,,,,,,"Interoperability framework in development; no adopted HIE policy or architecture on record",0,
dpi.registry--land-register,3,MAR-dpi.registry-land-title-coverage,,,,,,,"Digital cadastre for formal titles covering about 30 per cent of land; agency figures for 2021",0,
dpi.mis--health,3,MAR-dpi.mis-smipf-sc-health-information-system,,,,,,,"HMIS in every public health centre; private facilities and integrated registries not on record",0,
dpi.mis--tax,,,,,,,,,"Unplaced: rows show data matching and e-invoicing in development; e-filing and e-payment coverage not on record",0,
dpi.govtech--e-government-services,3,MAR-dpi.govtech-public-services-available-online|MAR-dpi.govtech-law-55-19-administrative-procedures,,,,,,,"600 services online; single gateway with national-ID authentication and usage figures not on record",0,
tech.ai--use-of-ai-in-government-administration,2,MAR-tech.ai-driving-licence-exam-ai-oversight,,,,,,,"AI exam oversight in development in one agency; no AI system in service in administration on record",0,
tech.ai--development-of-national-regional-ai-systems,2,MAR-tech.ai-al-jazari-institutes-network,,,,,,,"Institutes constituted; no national model dataset or compute facility in service on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Unplaced: an overseas proxy-voting platform is not policy consultation; no consultation on record",0,
data.open--use-of-open-data,2,MAR-data.open-open-data-portal,,,,,,,"Portal publishing datasets; open licence and reuse not on record",0,
