indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,1,CAF-gov.policy-cloud-strategy,,,,,,,development bank records no cloud strategy developed; nothing in window changes it,0,
gov.policy--data-interoperability-framework-roadmap,2,CAF-dpi.exchange-government-interoperability-or-data,,,,,,,interoperability architecture commissioned not designed; no framework adopted,0,
gov.policy--data-governance-policy,,,,,,,,,unplaced: named data governance policy held with no text date or status; August review is about tax digitisation,0,
gov.policy--open-data-policy,2,CAF-data.open-open-government-data-portal,,,,,,,portal publishing under an open licence; no adopted open data policy on record,0,
gov.protect--national-data-protection-readiness,,,,,,,,,unplaced: only row here is a critical account of SIM tracing; Loi 24.001 is held under the AI-abuse indicator,0,
gov.regional--shared-regional-infrastructure,3,CAF-gov.regional-cemac-interoperable-qr-code,,,,,,,one regional asset in service; ECCAS data-centre programme only at definition stage,0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,unplaced: rows show fact-checking and AI community activity; no consultation on a digital instrument on record,0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,unplaced: communications council requests only; no shutdown record or access-to-information law held,0,
infra.connect--satellite-broadband-licensing-and-availability,3,CAF-infra.connect-satellite-broadband-service,,,,,,,single licensee in service; August enforcement sweep targets unregistered kits; no blanket licensing,0,
infra.store--off-site-backup-capacity,,,,,,,,,unplaced: national data centre unbuilt and regional programme at definition; no backup site or statement of absence,0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,CAF-dpi.pay-electricity-bill-mobile-payment,,,,,,,one operator's mobile money takes state utility bills; no interoperability between providers on record,0,
dpi.mis--health,3,CAF-dpi.mis-sector-management-information-systems,,,,,,,DHIS2 in service; no integration or reporting completeness published,0,
dpi.govtech--e-government-services,2,CAF-dpi.govtech-unified-public-services-portal,,,,,,,portal live with no service count or usage figure; tens of transactional services not on record,0,
tech.ai--development-of-national-regional-ai-systems,2,CAF-tech.ai-sango-language-model,,,,,,,non-state translation system; no national model dataset or compute facility in service,0,
tech.ai--control-of-ai-abuse,,,,,,,,,unplaced: AI strategy in elaboration and regulator requests only; no rule authority or statement of absence,0,
include.access--citizen-feedback-portals,,,,,,,,,Only UNHCR's complaints channel is on record; the indicator reads the state's own channels (CC),0,
include.access--citizen-participation-in-policy,,,,,,,,,unplaced: no open consultation on a digital instrument on record in the 12 months,0,
include.access--inclusion-of-refugees-and-idps,3,CAF-include.access-refugee-registration-and-feedback,,,,,,,37389 refugees registered with cards on UNHCR's figures; no digital-service access provided for,0,
data.statistics--censuses-and-surveys,3,CAF-data.statistics-harmonised-household-living-conditions,,,,,,,RGPH-4 in data cleaning; no definitive census results published,0,
data.statistics--statistics-from-administrative-data,,,,,,,,,unplaced: GDP rebasing draws on surveys; no product compiled from administrative registers on record,0,
