indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,TCD-gov.policy-tchad-connexion-2030,,,,,,,Tchad Connexion 2030 in force; no implementation or M&E report; August council recommendations are advisory only,0,
gov.policy--ai-strategy,,,,,,,,,Only a UN notice recruiting a consultancy to draft the strategy (2026-08-21); not yet in drafting (CC),0,
gov.policy--open-data-policy,2,TCD-data.open-open-government-data-portal-or,,,,,,,Portals publish with restricted terms; no open-data policy adopted,0,
gov.legislate--access-to-information-legislation,1,TCD-data.open-access-to-information-statute,,,,,,,UNESCO UPR filing states no freedom of information law; nothing enacted since,0,
gov.regional--cross-border-data-transfers,,,,,,,,,Unplaced: only an Azerbaijan e-government talks row; no transfer rule or cited absence on record,0,
gov.standards--adoption-of-international-standards,,,,,,,,,Unplaced: ten international standards adopted as draft norms in August; ISO membership not on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,2,TCD-gov.discourse-igf-tchad,,,,,,,Ad hoc input and a citizens' petition; national IGF has no binding consultation role,0,
gov.discourse--open-discussion-of-government-policy,2,TCD-gov.discourse-internet-shutdown-in-lac-province|TCD-gov.discourse-suspension-of-applications-to-create,,,,,,,Lac restriction with no restoration on record; online-newspaper licensing suspended August 2026,0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,Unplaced: IFMIS mandate and 2027 orientations held; no digital budget line or fund on record,0,
infra.cybersec--national-cybersecurity-readiness,2,TCD-infra.cybersec-national-cybersecurity-strategy,,,,,,,Strategy in development since 2022; no adopted text or operating CERT record,0,
dpi.exchange--national-data-exchange-system,,,,,,,,,Unplaced: interconnection on a single identifier planned in 2027 budget orientations; no platform or decree on record,0,
dpi.pay--governance-role-of-central-bank,3,TCD-dpi.pay-payment-institution-licence-for-the|TCD-gov.legislate-cemac-payments-regulation,,,,,,,Regional mandate in force and licensing on record; no consumer-protection or dispute function on record,0,
dpi.pay--revenue-collection,2,TCD-dpi.pay-exclusive-electronic-state-payment-regime|TCD-dpi.pay-electronic-payment-terminals-delivered,,,,,,,Cash ban by circular restated for 2027; no electronic payment shown operating,0,
dpi.pay--cross-border-functionality,3,TCD-dpi.pay-regional-interoperable-payment-switch|TCD-dpi.pay-regional-interoperable-qr-code-standard,,,,,,,Regional switch operating; volumes regional only with no Chad corridor figure,0,
dpi.registry--civil-register,2,TCD-dpi.registry-digital-civil-registration,,,,,,,Digital registration launched; no national coverage or throughput figure; paper forms still in use,0,
dpi.registry--business-register,2,TCD-dpi.registry-national-business-register-and-one,,,,,,,Computerised register deployed at four sites; online registration not shown in service by the as-at,0,
dpi.registry--land-register,3,TCD-dpi.registry-cadastre-state-property-and-land,,,,,,,E-Conservation in production; no national parcel count or tax or ID linkage on record,0,
dpi.mis--tax,2,TCD-dpi.pay-standardised-electronic-invoice,,,,,,,E-invoice launched with exclusivity deferred to 2027; no uptake figure,0,
dpi.mis--customs,2,TCD-dpi.exchange-cemac-transit-interoperability,,,,,,,SYDONIA interoperability under assessment; freight bureau platform is not a customs system,0,
dpi.mis--land,3,TCD-dpi.registry-cadastre-state-property-and-land,,,,,,,Land conservation system in service; valuation and tax linkage not on record,0,
dpi.govtech--e-government-services,,,,,,,,,Unplaced: e-visa and online business creation planned for 2027; Guidam is internal; no citizen service shown live,0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,Unplaced: TASDJIL deployed with extent unknown; no rural office pilot or cited paper-only statement,0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,Unplaced: AI directorate and research lab created; no AI system authorised or piloted in administration,0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,TCD-tech.ai-deployed-or-piloted-artificial-intelligence,,,,,,,"Two health pilots, both partner-run; no state production system",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,Unplaced: research lab created August 2026; no AI model dataset or compute facility named or planned,0,
tech.ai--control-of-ai-abuse,,,,,,,,,Unplaced: AI directorate has no stated mandate over AI harms; no rule or draft addressing them,0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,TCD-tech.ai-dgia,,,,,,,AI research lab created August 2026; no funding or publications on record,0,
include.access--citizen-participation-in-policy,,,,,,,,,Unplaced: data governance strategy in development; no open public consultation on record,0,
