indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--broadband-strategy,,,,,,,,,"Unplaced: rows show a telecoms amendment bill and an ownership rule; no broadband plan and no cited absence",0,
gov.policy--open-data-policy,2,ZWE-data.statistics-open-data-portal,,,,,,,"Statistics agency portal publishing with no open data policy behind it; data commons only announced",0,
gov.legislate--ai-legislation-regulations,2,ZWE-gov.policy-artificial-intelligence-act|ZWE-gov.policy-artificial-intelligence-ethics-framework,,,,,,,"AI act and ethics framework proposed; sandbox council announced; no bill or adopted rule on record",0,
gov.legislate--e-commerce-legislation,,,,,,,,,"Unplaced: only an e-hailing transport instrument in drafting; no e-transactions law or bill and no cited absence",0,
gov.protect--data-protection-authority,3,ZWE-gov.protect-licensed-data-controllers|ZWE-gov.protect-data-protection-officer-certification,,,,,,,"Regulator licensing controllers and certifying officers; inspections start 2026-09-01; no enforcement decision on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"Unplaced: rows mapped here are a child online policy, fraud probes and a privacy challenge; the Act sits under other indicators",0,
gov.regional--regional-policy-collaboration,3,ZWE-gov.regional-sadc-data-governance-harmonisation,,,,,,,"Regional data-governance harmonisation workshop hosted in Harare; no outcome document or domestic implementation on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Unplaced: a harmonisation workshop and SADC strategy reporting; no REC instrument shown domesticated or referenced in a bill",0,
gov.regional--cross-border-data-transfers,4,ZWE-gov.regional-cross-border-personal-data-transfer-guideline|ZWE-gov.regional-authorised-cross-border-data-transfers,,,,,,,"Authority guideline in force and 24 transfers authorised; no regional data-flow mechanism on record",0,
gov.discourse--open-discussion-of-government-policy,2,ZWE-infra.cybersec-cyber-security-monitoring-interception-communications,,,,,,,"Interception centre without judicial oversight and a false-data offence on record",0,
infra.cybersec--national-cybersecurity-readiness,2,ZWE-infra.cybersec-cybersecurity-strategy|ZWE-infra.cybersec-computer-incident-response-team,,,,,,,"Strategy still being finalised; CIRT project with no completion recorded; authority only proposed",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Unplaced: registry operates e-passport and computerised offices; platform origin contracts and funding not on record",0,
dpi.id--authentication,,,,,,,,,"Unplaced: no authentication e-signature or PKI service on these rows",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Unplaced: birth registration 57% on DHS; sub-office digitisation launched; no number assigned at birth on record",0,
dpi.pay--revenue-collection,3,ZWE-dpi.pay-radio-frequency-toll-tag-express|ZWE-dpi.registry-taxpayer-registration-self-service-portal,,,,,,,"Electronic tolling and tax portal in service; TaRMS phase 2 pending; share collected electronically not published",0,
dpi.pay--cross-border-functionality,2,ZWE-dpi.pay-pan-african-payment-settlement-system,,,,,,,"PAPSS participation company-reported; central bank enrolment and volumes not on record",0,
dpi.registry--population-register,3,ZWE-gov.legislate-national-registration-act|ZWE-dpi.id-population-registry-system-modernisation,,,,,,,"Register of residents under the Act, modernisation under way; vital-event updating not on record",0,
dpi.registry--civil-register,3,ZWE-dpi.registry-civil-registration-office-computerisation|ZWE-dpi.registry-vital-statistics-report,,,,,,,"Provincial and district offices computerised; under a tenth of sub-offices; birth registration below target",0,
dpi.registry--electoral-register,,,,,,,,,"Unplaced: rows cover only the transfer of the roll to the registrar-general; no digital register evidence",0,
dpi.registry--tax-register,2,ZWE-dpi.registry-taxpayer-registration-self-service-portal|ZWE-dpi.registry-tax-register-master-data-update,,,,,,,"Computerised register; integrity not assessed; no TADAT assessment on record",0,
dpi.registry--land-register,3,ZWE-dpi.registry-digital-land-administration-platform|ZWE-dpi.registry-statutory-instrument-76-2025-securitised,,,,,,,"E-cadastre portal live; deeds validation runs to 2027; no parcel count published",0,
