indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,"Digitalisation Policy 2023-28 in force as the national framework; no costed plan or M&E report; successor strategy only in validation",0,
gov.policy--ict-strategy,3,MWI-gov.policy-digitalisation-policy-2023-28,,,,,,,"policy adopted and in force; no implementation plan or reported implementation on record",0,
gov.policy--broadband-strategy,,,,,,,,,"no national broadband plan and no cited absence; rows show only a spectrum fee cut and a mapping system",0,
gov.policy--data-storage-cloud-strategy,2,MWI-gov.policy-cloud-and-data-storage-policy|MWI-infra.store-national-data-centre,,,,,,,"government's own assessment: no cloud or hosting policy; national data centre expansion tendered ahead of one",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"exchange platform in use but no framework or roadmap, and the 2019 strategy's interoperability content is not stated in the rows",0,
gov.policy--ai-strategy,2,MWI-gov.policy-national-ai-strategy,,,,,,,"draft validated February 2026; no adoption on record",0,
gov.policy--data-localisation-policies,1,MWI-infra.store-data-localisation-requirement,,,,,,,"searched absence: the 2024 Act conditions transfer abroad but imposes no residency; no sectoral rule on file",0,
gov.policy--data-governance-policy,,,,,,,,,"no national data policy in force or drafting on record; the rows hold a law and a sectoral strategy commission only",0,
gov.policy--open-data-policy,2,MWI-data.open-national-open-data-portal|MWI-gov.policy-eiti-open-data-policy,,,,,,,"portal launched with no government-wide policy or licence; the only open data policy covers extractives",0,
gov.legislate--data-protection-legislation,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,"Act in force; registration and enforcement instruments still in draft; no enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,MWI-infra.cybersec-cyber-security-act-2016,,,,,,,"Act in force since 2017 establishing the CERT; no regulations or prosecutions on record",0,
gov.legislate--legislation-covering-digital-id,3,MWI-gov.legislate-national-registration-act-review,,,,,,,"National Registration Act in force and under review; its regulations and data-protection linkage not on record",0,
gov.legislate--legislation-enabling-data-interoperability,2,MWI-gov.legislate-data-sharing-regulation,,,,,,,"data-sharing regulation proposed by the ministry; no draft text held",0,
gov.legislate--ai-legislation-regulations,2,MWI-gov.standards-cosoma-ai-rule,,,,,,,"copyright body's AI rule known only as reported; legal effect not established",0,
gov.legislate--e-commerce-legislation,3,MWI-infra.cybersec-cyber-security-act-2016|MWI-gov.legislate-competition-and-fair-trading-regulations-2026,,,,,,,"e-transactions law in force; no trust-service regulations or accredited providers on record",0,
gov.legislate--statistics-legislation,3,MWI-gov.legislate-national-statistics-act,,,,,,,"Act in force since 2013; Charter principles in its text not shown in the rows",0,
gov.legislate--access-to-information-legislation,4,MWI-gov.legislate-access-to-information-act,,,,,,,"Act in force with the commission's own report of over 36,000 requests processed; amendments proposed for stronger enforcement",0,
gov.protect--data-protection-authority,3,MWI-gov.protect-data-protection-authority|MWI-gov.protect-draft-data-protection-regulations,,,,,,,"unit inside the regulator with a named head issuing regulations and guidelines; no enforcement decision on record",0,
gov.protect--national-data-protection-readiness,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,"law in force; breach guidelines published but not shown in use, and the authority is not yet enforcing",0,
gov.regional--regional-policy-collaboration,,,,,,,,,"only row is an exploratory UNDP collaboration, not a regional or continental process",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"a voluntary regulators' declaration and a regional AI framework in development; no REC instrument referenced in domestic law",0,
gov.regional--shared-regional-infrastructure,3,MWI-gov.regional-sadc-rtgs,,,,,,,"one shared asset in service: the regional settlement system with nine Malawian banks; no regional ICT network on record",0,
gov.regional--cross-border-data-transfers,3,MWI-gov.legislate-data-protection-act-2024,,,,,,,"transfer provisions in the 2024 Act in force; no adequacy decision or authorisation issued on record",0,
gov.standards--national-interoperability-standards,,,,,,,,,"no national interoperability standards or catalogue on record; one system adopting SDMX is not a national standard",0,
gov.standards--national-quality-standards,2,MWI-gov.standards-malawi-bureau-of-standards,,,,,,,"standards body accredited for QMS certification; no national quality policy or ICT standards adopted on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"no ISO membership status or adopted international ICT standards on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,2,MWI-gov.discourse-ogp-national-action-plan|MWI-tech.ai-ai-readiness-assessment,,,,,,,"multistakeholder formulation and validation workshops on record; no required procedure or published responses",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"a parliament-civil society platform only; no record either way on shutdowns or blocking in the 12 months",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,MWI-finance.budget-device-assembly-allocation,,,,,,,"one project allocation in the 2026/27 budget on press accounts; no recurring digital programme or budget document held",0,
infra.connect--national-fibre-backbone,3,MWI-infra.connect-fibre-backbone-route-length,,,,,,,"about 7,000 km in every district on the utility's own account; no open-access terms published",0,
infra.connect--internet-exchange-points,3,MWI-infra.capacity-internet-exchange-point|MWI-infra.capacity-lionex-exchange,,,,,,,"ten of seventeen providers peering on the association's account; no traffic or capacity figure published",0,
infra.connect--satellite-broadband-licensing-and-availability,,,,,,,,,"satellite service reported in 30 schools but no licence or licensing framework on record",0,
