indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,DZA-gov.policy-digital-algeria-2030,,,,,,,"Digital Algeria 2030 published 2025-05; no costed plan, budget or M&E report on record",0,
gov.policy--ict-strategy,3,DZA-gov.policy-digital-algeria-2030,,,,,,,"national digital strategy stands for the sector; no implementation plan or reported implementation",0,
gov.policy--broadband-strategy,3,DZA-infra.connect-fixed-broadband-programme,,,,,,,"ministry programme with a dated 7m-household target for 2027; no funding source on record",0,
gov.policy--data-storage-cloud-strategy,2,DZA-infra.store-ndsc|DZA-infra.store-sovereign-cloud,,,,,,,"national data centres and sovereign cloud in service; no hosting policy or classification instrument held",0,
gov.policy--data-interoperability-framework-roadmap,3,DZA-dpi.exchange-interop-system,,,,,,,"Decree 25-320 art. 10 sets the interoperability system; its referentiels and standards catalogue not traced",0,
gov.policy--ai-strategy,2,DZA-tech.ai-national-strategy|DZA-tech.ai-cstd-ai-submission,,,,,,,"adopted by the AI council December 2024 on the state's own account; text not published",0,
gov.policy--data-localisation-policies,2,DZA-gov.protect-localisation,,,,,,,"localisation in force on a secondary guide; instrument not held so no categorisation shown",0,
gov.policy--data-governance-policy,3,DZA-gov.legislate-decree-25-320,,,,,,,"Decree 25-320 in force; art. 19 classification and cataloguing not shown to have commenced",0,
gov.policy--open-data-policy,1,DZA-data.open-open-data,,,,,,,"press account of expert critique that the data decree omits open data; no instrument held",0,
gov.legislate--data-protection-legislation,3,DZA-gov.protect-law-18-07,,,,,,,"Law 18-07 in force as amended; secondary surveys only; no enforcement act on record",0,
gov.legislate--cybersecurity-legislation,2,DZA-infra.cybersec-decret-20-05,,,,,,,"security apparatus set by presidential decree; no cybercrime or cybersecurity law among the rows",0,
gov.legislate--legislation-covering-digital-id,3,DZA-dpi.id-trust-law,,,,,,,"Law 26-02 gazetted 2026-02-17; regulations and application not on record",0,
gov.legislate--digital-payments-legislation,3,DZA-gov.legislate-payment-service-provider-regime|DZA-dpi.pay-psp-instruction-06-2025,,,,,,,"PSP licensing regime in force; no provider authorised and no interoperability rule on record",0,
gov.legislate--legislation-enabling-data-interoperability,3,DZA-gov.legislate-data-governance-system,,,,,,,"decree-based system launched; no operating rule, custodian act or sharing agreement published",0,
gov.legislate--ai-legislation-regulations,2,DZA-tech.ai-ethics-law,,,,,,,"ethical-AI law reported in preparation; no draft text held",0,
gov.legislate--statistics-legislation,3,DZA-gov.legislate-statistics-framework,,,,,,,"1994 legislative decree governs the office; Charter principles not shown in it",0,
gov.legislate--access-to-information-legislation,,,,,,,,,"only journalists' access provisions in the media organic law; no cited absence of a general law",0,
gov.protect--data-protection-authority,3,DZA-gov.protect-anpdp|DZA-gov.protect-image-deliberation,,,,,,,"ANPDP constituted and issuing deliberations; no enforcement decision or sanction on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"only Decree 26-07 mapped here with operative text not held; no row showing the law in force",0,
gov.regional--regional-policy-collaboration,3,DZA-gov.regional-algiers-platforms-declaration|DZA-gov.regional-50in5,,,,,,,"hosted the ATU ministerial declaration; no regional guideline domesticated on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"only the dormant Maghreb Union treaty; no domesticated REC instrument or cited absence",0,
gov.regional--cross-border-data-transfers,3,DZA-gov.regional-cross-border-data-transfers,,,,,,,"transfer authorisation required by law and authority guide; no authorisation or adequacy decision on record",0,
gov.standards--national-interoperability-standards,2,DZA-dpi.exchange-interop-system,,,,,,,"art. 8 referentiels provided for but not traced; security referential is not an interoperability standard",0,
gov.standards--national-quality-standards,2,DZA-gov.standards-national-standardisation-body,,,,,,,"standards body active with a draft work programme; no ICT or data standards adopted on record",0,
gov.standards--adoption-of-international-standards,,,,,,,,,"eSIM uptake and an announced accreditation platform only; no ISO membership or adoption on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"expert committee and a stated budget aim; no consultation on a digital instrument on record",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"draft platform and fact-checking measures only; neither restrictions nor free discussion on record",0,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,"startup funds and a data centre only; no budget document or digital line read",0,
infra.connect--national-fibre-backbone,2,DZA-infra.connect-backbone-400g|DZA-infra.connect-all-fiber,,,,,,,"400G backbone launched and FTTH programme running; backbone reach not stated",0,
infra.connect--internet-exchange-points,,,,,,,,,"measurement shows traffic served from Europe; no cited statement that no IXP operates",0,
infra.connect--satellite-broadband-licensing-and-availability,2,DZA-infra.connect-satellite-isp,,,,,,,"ARPCE tender for two NGSO licences open; no award by the as-at",0,
infra.store--off-site-backup-capacity,3,DZA-infra.store-ndsc,,,,,,,"two active-active Tier III design sites in service; no continuity plan or failover test on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,DZA-infra.store-ndsc,,,,,,,"administrations ordered onto the new national centre; core systems' platforms not described",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,DZA-capacity.literacy-civil-service-digital-training|DZA-capacity.training-rssi,,,,,,,"training exercises on record; no in-house system maintenance record",0,
infra.cybersec--national-cybersecurity-readiness,2,DZA-infra.cybersec-strategy|DZA-infra.cybersec-assi|DZA-infra.cybersec-mpt-cert,,,,,,,"strategy approved and agency and sectoral CERT operating; no law in force among the rows",0,
dpi.exchange--national-data-exchange-system,2,DZA-dpi.exchange-interop-system,,,,,,,"provided for by Decree 25-320; no platform or connected system reported running",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,DZA-dpi.id-trust-law,,,,,,,"electronic identification provided for in Law 26-02; no consuming system on record",0,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,"health platforms exist but no interoperability statement or exchange on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"education platforms only; no exchange between systems on record",0,
dpi.exchange--interoperability-of-social-protection-systems,2,DZA-dpi.mis-solidarity-services-platform,,,,,,,"database integration piloted in two Algiers communes to March 2026",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"only a biometrics training MoU; operation and supplier terms not on record",0,
dpi.id--authentication,3,DZA-dpi.id-ecertification,,,,,,,"regulator's authentication and signature service launched 2025-09; usage across consumers not on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"civil register and NIN decree held; assignment of a number at birth not stated",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"no link between civil register and ID planned or in service on record",0,
dpi.id--use-by-other-systems,,,,,,,,,"passport renewal only; no public register keyed on the national ID on record",0,
dpi.pay--governance-role-of-central-bank,3,DZA-dpi.pay-bank-licensing,,,,,,,"central bank licensing and KYC instructions in force; no switch or published oversight",0,
dpi.pay--g2p-functionality,3,DZA-dpi.pay-pension-and-social-payments,,,,,,,"pensions credited to accounts for 3.5m beneficiaries; other streams not on record",0,
dpi.pay--revenue-collection,3,DZA-dpi.mis-tax-integration|DZA-dpi.pay-tabioucom,,,,,,,"e-payment mandatory for large enterprises and stamp duty; electronic share not published",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"only tax payment mapped; no e-procurement or business payment service on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,,,,,,,,,"instant switch and QR payment announced only; nothing licensed or piloted on record",0,
dpi.pay--cross-border-functionality,2,DZA-dpi.pay-papss,,,,,,,"PAPSS member since 2025-08; no corridor in service or volume on record",0,
dpi.pay--consumer-protection,,,,,,,,,"payment instructions held carry no consumer-protection dimension on record",0,
dpi.registry--population-register,,,,,,,,,"NIN decree and civil register only; no population register provided for or in service on record",0,
dpi.registry--civil-register,3,DZA-dpi.registry-civil-status-register,,,,,,,"national automated civil status register in service; no coverage figure published",0,
dpi.registry--address-register,2,DZA-dpi.registry-national-address-register,,,,,,,"rollout province by province; no coverage figure",0,
dpi.registry--business-register,3,DZA-dpi.registry-commercial,,,,,,,"electronic commercial register with 2025 volumes; public search and shared identifier not on record",0,
dpi.registry--social-protection-register,2,DZA-dpi.mis-solidarity-services-platform|DZA-include.access-social-card,,,,,,,"solidarity portal piloted and social-card database being built",0,
dpi.registry--electoral-register,,,,,,,,,"revision total only; digital form and public access to the roll not on record",0,
dpi.registry--tax-register,3,DZA-dpi.mis-tax-integration,,,,,,,"tax platforms integrated on the tax identifier; centralisation and integrity not assessed",0,
