indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-interoperability-framework-roadmap,2,CMR-dpi.exchange-government-interoperability-layer,,,,,,,state operator tasked with national interoperability and a ministerial commitment; no framework instrument published,0,
gov.policy--data-governance-policy,,,,,,,,,only the national IGF convening held; no data policy in drafting or cited absence on record,0,
gov.policy--open-data-policy,2,CMR-data.open-open-data-policy,,,,,,,provided for in the AI roadmap only; nothing published,0,
gov.legislate--legislation-enabling-data-interoperability,2,CMR-gov.legislate-e-government-and-access-to-information-bill,,,,,,,"e-government bill technically validated, not enacted",0,
gov.standards--national-interoperability-standards,,,,,,,,,interoperability layer planned and infrastructure urged at the IGF; no standards catalogue or cited absence,0,
gov.standards--national-quality-standards,,,,,,,,,regulator QoS monitoring and reclassification only; no standards body or quality policy on record,0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,national IGF held August 2026 with no outcome recorded; no consultation on a digital instrument,0,
gov.discourse--open-discussion-of-government-policy,2,CMR-gov.discourse-election-period-network-restrictions|CMR-gov.legislate-loi-n-2010-012,,,,,,,four shutdowns in 2025 incl. October election period; press discussion on record; no ATI law,0,
infra.connect--internet-exchange-points,2,CMR-infra.connect-camix,,,,,,,"CAMIX operating with three PoPs; no membership, capacity or traffic figure cited",0,
infra.store--off-site-backup-capacity,2,CMR-infra.store-src-two-site-recovery,,,,,,,one public body's two-site recovery at tender; nothing for the estate,0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"hosting and connectivity by the state operator only; core systems not described, none procured",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,CMR-infra.capacity-public-agent-elearning,,,,,,,training programme at consultant selection; no in-house team on record,0,
infra.cybersec--national-cybersecurity-readiness,2,CMR-infra.cybersec-computer-incident-response-team|CMR-infra.cybersec-antic-organisation,,,,,,,CIRT operating under the ICT agency; no national cybersecurity strategy adopted on record,0,
dpi.exchange--national-data-exchange-system,,,,,,,,,financial-inclusion data platform and an IGF demand only; no government exchange layer or cited absence,0,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,biometric payroll system in service; its reliance on the national ID is not shown,0,
dpi.exchange--interoperability-of-health-systems,2,CMR-dpi.mis-pandemic-fund-preparedness-project,,,,,,,funded project launched to increase health information system interoperability; no deliverable reported,0,
dpi.id--digital-id-from-birth,,,,,,,,,"digital birth certificates, a three-centre pilot tender and a school drive; no unique number at birth shown",0,
dpi.pay--revenue-collection,3,CMR-dpi.pay-tresor-pay,,,,,,,non-tax revenue by e-payment mandated; no electronic share or customs e-payment in service,0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"Only merchant payments on record, which are person-to-business, not B2B or B2G (CC)",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,CMR-dpi.pay-camtel-blue-money|CMR-dpi.pay-cemac-interoperable-qr-code,,,,,,,QR interoperability launched 29 July 2026; agent networks and government acceptance not reported,0,
dpi.pay--cross-border-functionality,2,CMR-dpi.pay-central-bank-membership-pan,,,,,,,PAPSS membership announced; no direct Cameroon participant yet,0,
dpi.registry--population-register,,,,,,,,,"census, voter roll and CRVS programme only; no population register provided for",0,
dpi.registry--civil-register,2,CMR-dpi.registry-civil-status-registry-platform|CMR-dpi.registry-digital-civil-status-documents-issued,,,,,,,digital registration in pilot councils and 26 Far North centres; not national,0,
dpi.mis--health,2,CMR-dpi.mis-scanform-health-data-collection,,,,,,,on the health ministry's figures: devices handed over and rollout beginning in 175 districts; not yet in service,0,
dpi.mis--land,2,CMR-dpi.mis-land-revenue-digitisation-procurement|CMR-dpi.registry-mindcaf-procedure-digitisation,,,,,,,procurement and a memorandum only; no system in service,0,
dpi.govtech--e-government-services,2,CMR-dpi.govtech-electronic-visa-consular-platform|CMR-dpi.govtech-electronic-public-procurement-platform,,,,,,,two transactional platforms; tens of services not on record,0,
digital.rural--digitalisation-of-rural-health-clinics,2,CMR-digital.rural-rural-health-digital-tools,,,,,,,staff at four centres trained; civil-society led,0,
tech.ai--use-of-ai-in-government-administration,3,CMR-tech.ai-ai-in-public-administration,,,,,,,on the social insurance fund's own account; no inventory,0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,CMR-tech.ai-ai-generated-school-simulations,,,,,,,education ministry adopted AI-generated simulations on its own account; no system producing sectoral decisions,0,
include.access--citizen-participation-in-policy,,,,,,,,,local code provides a proposals mechanism; no consultation on record,0,
data.statistics--censuses-and-surveys,2,CMR-data.statistics-fourth-population-agriculture-census|CMR-data.satellite-satellite-sampling-census-enumeration,,,,,,,enumeration under way and extended; no results published by the as-at,0,
data.statistics--statistics-from-administrative-data,3,CMR-data.statistics-regional-statistical-yearbooks,,,,,,,regional yearbook from administrative sources published; no quality framework or data-sharing agreements on record,0,
