indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--ict-strategy,,,,,,,,,"Rows show the ministry and a parliamentary committee; no sector policy or strategy held here",0,
gov.policy--broadband-strategy,,,,,,,,,"Only an FTTH licensing dispute held; no broadband plan and no cited absence",0,
gov.policy--data-interoperability-framework-roadmap,2,GIN-gov.policy-guinee-digitale-2023-2027,,,,,,,"Framework programmed in the strategy only; August platform demonstrations are not a framework",0,
gov.policy--open-data-policy,3,GIN-data.open-none,,,,,,,"Access-to-information law requires proactive publication; no portal or licence held",0,
gov.legislate--cybersecurity-legislation,3,GIN-infra.cybersec-law|GIN-gov.legislate-decret-audit-securite-2026,,,,,,,"First conviction under the law 19 August; agency constituted under the law not on record",0,
gov.legislate--legislation-covering-digital-id,3,GIN-dpi.registry-etat-civil-loi-2023-0020|GIN-gov.legislate-decrets-npi-rnpp-2025,,,,,,,"Law and decrees in force; application in practice with grievance and oversight not on record",0,
gov.legislate--digital-payments-legislation,3,GIN-gov.legislate-bcrg-payments-framework,,,,,,,"Central-bank instructions only; payments statute and council at terms-of-reference stage",0,
gov.legislate--legislation-enabling-data-interoperability,3,GIN-gov.legislate-decret-ande-2023-interoperabilite,,,,,,,"Decree charges the agency with exchange; no sharing obligations or implementing acts on record",0,
gov.legislate--e-commerce-legislation,3,GIN-gov.legislate-transactions-electroniques|GIN-gov.legislate-decret-2021-092,,,,,,,"E-signature decree signed 19 August; no accredited certification provider on record",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Malabo ratified and regulators' forum held; no REC instrument domesticated on record",0,
gov.standards--national-interoperability-standards,3,GIN-gov.standards-ande-referentials,,,,,,,"Agency referential published; no mandating instrument or conformance testing",0,
gov.standards--national-quality-standards,2,GIN-gov.standards-ignm,,,,,,,"Standards body exists; no ICT or data standards adopted and no quality policy on record",0,
gov.discourse--open-discussion-of-government-policy,2,GIN-infra.connect-block,,,,,,,"Social-media blocking in force from 28 July 2026 and still running in August",0,
dpi.exchange--national-data-exchange-system,2,GIN-dpi.exchange-x-road|GIN-dpi.exchange-govstack,,,,,,,"Platforms shown to the prime minister 20 August as in progress; not in service",0,
infra.capacity--robustness-of-government-hardware-and-software,2,GIN-dpi.pay-rtgs|GIN-dpi.pay-swift,,,,,,,"Core systems being replaced; GEDA and GEME named without custodian or inventory",0,
dpi.exchange--interoperability-of-health-systems,2,GIN-dpi.mis-snis,,,,,,,"Five facilities interoperating; no adopted national HIE policy or architecture on record",0,
dpi.id--robustness-of-system,2,GIN-dpi.id-uin,,,,,,,"Unique number stated as being put in place; no issuing system in service on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Digital birth certificates issued but no unique number at birth in these rows; NPI decree sits under digital-id legislation",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,GIN-dpi.id-civil-status-digitisation-rollout,,,,,,,"Both registers under the identity office; ministry's own unaudited figures",0,
dpi.pay--governance-role-of-central-bank,3,GIN-dpi.pay-emi|GIN-dpi.pay-nimbapay,,,,,,,"Oversight and licensing in force; published oversight and dispute function not on record",0,
dpi.pay--b2b-and-b2g-functionality,3,GIN-dpi.govtech-telemo,,,,,,,"Procurement decree fixed 21 August; interbank business payments not shown in these rows",0,
dpi.mis--health,,,,,,,,,"Only private platforms and an expired strategy here; SNIS evidence sits under health interoperability",0,
dpi.govtech--e-government-services,2,GIN-dpi.govtech-telemo|GIN-dpi.govtech-landaya,,,,,,,"A few transactional platforms; tens of services not on record",0,
tech.innovate--tech-startup-ecosystem,2,GIN-tech.innovate-none,,,,,,,"Startup law still a draft; innovation strategy tendered August 2026",0,
include.access--citizen-feedback-portals,,,,,,,,,"Housing registration platform is not a feedback channel; no complaints channel on record",0,
data.statistics--statistics-from-administrative-data,3,GIN-gov.standards-public-finance-statistics-committee,,,,,,,"Regular fiscal-operations statement on the finance ministry's own account; one product only",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"Private sensor and weather-alert scheme; no satellite data use on record",0,
