indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,2,EGY-gov.policy-digital-egypt-service-targets,,,,,,,"Service targets to 2030 announced by the minister; no adopted national strategy text on record",0,
gov.policy--ict-strategy,3,EGY-gov.policy-ict-strategy-and-digital-government,,,,,,,"ICT 2030 strategy adopted with ministry progress figures; no implementation plan or funded programme against it on record",0,
gov.policy--broadband-strategy,,,,,,,,,"Spectrum strategy and tower targets only; no national broadband plan and no dated absence on record",0,
gov.policy--data-storage-cloud-strategy,3,EGY-gov.policy-cloud-first-policy,,,,,,,"Cloud First Policy in force; no designated government cloud conformance or migration act on record",0,
gov.policy--data-interoperability-framework-roadmap,2,EGY-gov.policy-ict-strategy-and-digital-government,,,,,,,"Linking government systems named as a strategic objective; no framework instrument of its own",0,
gov.policy--ai-strategy,3,EGY-tech.ai-national-ai-strategy-second-edition|EGY-tech.ai-national-council-ai-quantum,,,,,,,"Second edition adopted and a council constituted; no implementation plan or funding in the mapped rows",0,
gov.policy--data-localisation-policies,3,EGY-infra.store-classified-data-localisation,,,,,,,"Top-secret and secret data localised by the Cloud First Policy; no application or exemption decision on record",0,
gov.policy--open-data-policy,3,EGY-data.open-national-open-data-policy,,,,,,,"Policy in force with officer duties; no portal or licence text on record",0,
gov.legislate--data-protection-legislation,3,EGY-gov.protect-pdpl-151-2020|EGY-gov.legislate-pdpl-executive-regulations,,,,,,,"Law and regulations issued; enforcement starts 2026-11-01 and no regulator enforcement act on record",0,
gov.legislate--cybersecurity-legislation,3,EGY-gov.legislate-cybersecurity-services-framework,,,,,,,"2018 IT crimes law with a regulator framework; no prosecution or incident-response act on record",0,
gov.legislate--legislation-covering-digital-id,,,,,,,,,"Only fintech identification decrees and an untabled child ID proposal; no national ID law or cited absence",0,
gov.legislate--digital-payments-legislation,3,EGY-dpi.pay-payment-institution-governance,,,,,,,"Central bank rules for payment institutions; no licences or enforcement acts on record",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"Data-centre licensing and a property-identifier law only; no instrument on public-body data sharing",0,
gov.legislate--ai-legislation-regulations,2,EGY-gov.legislate-social-media-legislative-review,,,,,,,"Cabinet agreed a legislative review and comparative study; no AI rule with legal effect",0,
gov.legislate--e-commerce-legislation,3,EGY-gov.legislate-e-signature-law-15-2004,,,,,,,"E-signature law in force; held only through practitioner guides with no licensing record",0,
gov.legislate--statistics-legislation,3,EGY-gov.legislate-statistics-law,,,,,,,"1960 statistics law in force with the agency operating; Charter principles not shown in it",0,
gov.legislate--access-to-information-legislation,2,EGY-gov.legislate-freedom-of-information-bills,,,,,,,"Government coordinating to issue a law at the as-at; nothing enacted",0,
gov.protect--data-protection-authority,3,EGY-gov.protect-pdpc|EGY-gov.protect-pdpc-guidelines,,,,,,,"Centre confirmed and guidelines published; no regulator decision or sanction on record",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"The only mapped row is an MP's demand for a privacy bill; the law in force is not mapped here",0,
gov.regional--regional-policy-collaboration,3,EGY-gov.regional-arab-ai-quantum-chairmanship,,,,,,,"Chairs Arab League AI governance and quantum working groups; no regional instrument implemented domestically",0,
gov.regional--regional-legal-harmonisation,,,,,,,,,"Only a non-binding Arab AI ethics charter; no REC or AU instrument referenced or domesticated",0,
gov.regional--shared-regional-infrastructure,3,EGY-infra.connect-regional-interconnection,,,,,,,"2Africa landings and a Jordan interconnection in service; no traffic or usage reported",0,
gov.regional--cross-border-data-transfers,3,EGY-gov.regional-cross-border-data-transfers,,,,,,,"Transfer licence procedure set by regulation; no licence issued on record",0,
gov.standards--national-interoperability-standards,,,,,,,,,"International-standard default and a metering standard only; no government-systems interoperability standard",0,
gov.standards--national-quality-standards,3,EGY-gov.standards-national-standards-body,,,,,,,"Standards body adopting international data-exchange standards; no ICT accreditation or certification on record",0,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,"Regulator consultation framework exists but no consultation held under it on record",0,
gov.discourse--open-discussion-of-government-policy,2,EGY-gov.discourse--participation-and-complaints,,,,,,,"Freedom on the Net 2025 documents content limits and rights violations; no access-to-information law",0,
infra.connect--mobile-penetration,5,,,,,,,,"ITU ownership among people 10+ clears the 95% end state",0,
infra.connect--national-fibre-backbone,,,,,,,,,"Only an in-home fibre launch mapped; no backbone reach or dated absence on record",0,
infra.connect--international-internet-bandwidth,4,EGY-infra.connect-submarine-cable-systems|EGY-infra.connect-2africa-cable,15,routes,2025,2025-12-01-2africa-boosts-egypt-digital-exports-internet-costs-ahram,,,"About 15 systems on a ministry-sourced account with separate Red Sea and Mediterranean landings; no bandwidth-per-user figure",0,
infra.connect--internet-exchange-points,,,,,,,,,"Content-locality and CDN edge rows only; no IXP evidence or dated absence",0,
infra.connect--satellite-broadband-licensing-and-availability,2,EGY-infra.connect-starlink-egypt|EGY-gov.legislate-ntra-satellite-framework,,,,,,,"Framework in force but no satellite operator licensed; talks only",0,
infra.store--off-site-backup-capacity,3,EGY-infra.store-government-data-centres|EGY-infra.store-government-cloud-centre,,,,,,,"Government centre named as national disaster-recovery site; no continuity plan or tested failover",0,
infra.energy--rural-electrification,5,,,,,,,,"Reference rural access figure clears the universal-access line",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,EGY-infra.capacity-civil-service-and-technical-training,,,,,,,"Training programmes run; no in-house system maintenance by government teams on record",0,
infra.cybersec--national-cybersecurity-readiness,3,EGY-gov.policy-national-cybersecurity-strategy|EGY-infra.cybersec-eg-cert|EGY-infra.cybersec-itu-gci-standing,,,,,,,"Strategy adopted and EG-CERT constituted; no incident statistics or reporting published",0,
dpi.exchange--national-data-exchange-system,3,EGY-dpi.exchange-government-digital-switch|EGY-dpi.exchange-digital-treasury,,,,,,,"105 bodies connected on ministry figures; no transaction volumes or published access conditions",0,
dpi.exchange--interoperability-of-health-systems,,,,,,,,,"Position describes a September 2026 proposal; listed sources show no dated linkage plan or pilot",0,
dpi.exchange--interoperability-of-education-systems,2,EGY-capacity.training-higher-education-cooperation,,,,,,,"Digital certificates through the national platform agreed; no exchange in service on record",0,
dpi.id--robustness-of-system,2,EGY-dpi.id-biometric-chip-identity-card,,,,,,,"Chip card contracted 2014 and not issued; barcode card with no unique-number or deduplication evidence",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,EGY-dpi.id-civil-status-information-centre,,,,,,,"State company operates on state budget; no exit terms or escrow on record",0,
dpi.id--authentication,3,EGY-dpi.id-national-digital-identity-app|EGY-dpi.exchange-digital-trust-services,,,,,,,"Digital ID app with e-signature live; no usage figure on record",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Birth registration completeness held but no row states a unique number assigned at birth",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"Mapped rows show registration and a verification platform; no linkage or dated absence",0,
dpi.id--use-by-other-systems,3,EGY-dpi.govtech-prosecution-criminal-record-enquiry,,,,,,,"Criminal-judgment records keyed on the national number; main registers not shown keyed on it",0,
dpi.pay--governance-role-of-central-bank,4,EGY-dpi.pay-ipn-scheme-rules,,,,,,,"Central bank oversees the instant payment network with published rules and dispute system; statistics from an industry case study",0,
dpi.pay--g2p-functionality,,,,,,,,,"Safety-net loan closed but no payment channel or digital share stated",0,
dpi.pay--revenue-collection,2,EGY-dpi.govtech-tax-authority-electronic-system,,,,,,,"Electronic tax system in place; electronic payment coverage not stated in listed sources",0,
dpi.pay--b2b-and-b2g-functionality,2,EGY-dpi.pay-fra-factoring-portal,,,,,,,"Invoice-verification factoring portal only; no e-procurement or business payment service mapped",0,
