indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--data-storage-cloud-strategy,2,SLE-infra.store-national-data-centre,,,,,,,"National data centre in service; no hosting or cloud policy instrument on record",0,
gov.policy--data-interoperability-framework-roadmap,,,,,,,,,"Exchange layer piloting only; no framework or roadmap, drafted or announced, on record",0,
gov.policy--open-data-policy,2,SLE-data.open-raic-open-data-programme|SLE-data.open-sleiti-open-data-policy,,,,,,,"Sectoral policy and commission programme only; no national open data policy adopted",0,
gov.legislate--legislation-covering-digital-id,3,SLE-gov.legislate-ncr-act-2016,,,,,,,"Act in force; regulations and data-protection linkage not on record; successor bill not yet tabled",0,
gov.legislate--digital-payments-legislation,3,SLE-gov.legislate-nps-act-2022,,,,,,,"Act in force; non-bank licensing and interoperability rules not on record",0,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,"E-transactions act and identity bill held; neither permits or governs inter-agency data sharing on the rows",0,
gov.legislate--e-commerce-legislation,3,SLE-gov.legislate-eta-2019,,,,,,,"Act enacted but not operationalised; trust-service regulations and accreditation pending",0,
gov.protect--national-data-protection-readiness,,,,,,,,,"Rows mapped here show training only; the data protection bill sits in SLE-gov.protect-dp-rti-bill under other indicators",0,
gov.regional--regional-policy-collaboration,,,,,,,,,"Only a health-intelligence body membership held; no digital policy process membership or contribution on record",0,
gov.standards--national-interoperability-standards,2,SLE-gov.standards-mocti-standards-and-compliance,,,,,,,"Frameworks named by the ministry but none published or adopted",0,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,"Only a 2020 libel repeal held; no 12-month record of restrictions or free discussion",0,
infra.store--off-site-backup-capacity,2,SLE-infra.store-mof-data-centre,,,,,,,"Ministry data centre with disaster recovery planned; no government recovery site in service on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,SLE-dpi.govtech-e-procurement,,,,,,,"Core platforms still in rollout; no custodian-run core estate or inventory on record",0,
infra.cybersec--national-cybersecurity-readiness,2,SLE-infra.cybersec-nc3|SLE-infra.cybersec-cybercrime-act-2021,,,,,,,"Law in force and centre operating; no adopted strategy or founding instrument on record",0,
dpi.exchange--national-data-exchange-system,2,SLE-dpi.exchange-gsb-xroad,,,,,,,"X-Road exchange layer piloting; no production service or connected agencies published",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,SLE-dpi.id-sim-nin-linkage,,,,,,,"SIM-NIN linkage conceded incomplete; eKYC platform stated live but no consuming system on record",0,
dpi.id--robustness-of-system,2,SLE-dpi.id-mosip-migration,,,,,,,"MOSIP pilot complete and full implementation unfunded, on the authority's own account",0,
dpi.id--registration-of-entire-population,3,SLE-dpi.id-nbims,93,per cent,2026,2026-08-07-ncra-chief-urges-identity-first-approach-to-sierra-leones-digital-public-infrastructure,,,"About 93% coverage on the registration authority's own figure",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"Authority hosts the register in its own centre; no supplier dependence or maintenance contract on record",0,
dpi.id--authentication,3,SLE-dpi.id-nbims,,,,,,,"Live eKYC platform on the authority's own statement; no consumers or usage on record",0,
dpi.id--use-by-other-systems,2,SLE-dpi.registry-farmer-registry,,,,,,,"Farmer registry NIN integration agreed; no register keyed on the ID in service on record",0,
dpi.pay--consumer-protection,,,,,,,,,"Fraud roadmap validated with text unpublished; no conduct rules or drafting on record; no liability rule held",0,
dpi.registry--population-register,3,SLE-dpi.id-nbims,,,,,,,"ID enrolment register in service; no updating from vital events on record",0,
dpi.registry--civil-register,,,,,,,,,"Only a health-agency mortality system in supplier engagement held; no digital civil registration system on record",0,
dpi.registry--address-register,2,SLE-dpi.registry-fcc-property-reform|SLE-dpi.registry-national-addressing-partnership,,,,,,,"City and partnership addressing projects; no address register in service for the main cities",0,
dpi.mis--health,2,SLE-dpi.mis-hmis,,,,,,,"Health records programme beginning at one facility; surveillance runs nationally but no national HMIS on record",0,
dpi.mis--social-protection,,,,,,,,,"Social registry and labour portal held; no social protection programme MIS on record",0,
dpi.mis--customs,3,SLE-dpi.exchange-asycuda-customs-system,,,,,,,"ASYCUDA in service; anti-corruption commission found integrity failure; no single window on record",0,
dpi.govtech--e-government-services,2,SLE-dpi.govtech-e-procurement,,,,,,,"Few transactional services launched; tens of services not on record",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Rural outlets opened but their digital equipment is not on record",0,
tech.ai--use-of-ai-in-government-administration,2,SLE-tech.ai-qhala-mou,,,,,,,"Partnership signed; no AI workflow delivered on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,SLE-capacity.research-slren,,,,,,,"Research network operating; no funded digital-transformation programme or centre on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Consultation duty in local government law; no consultation on a digital instrument in the 12 months on these rows",0,
data.statistics--censuses-and-surveys,3,SLE-data.statistics-census-2026,,,,,,,"Mid-term census final results held; 2026 census not yet enumerated; DHS launched",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"Hazard platform and urban base map held; no agricultural use of satellite data on record",0,
